es,fr,pt,de,title,speaker,duration,tags
"
											La selva es otro planeta.
											Es ...
											es un mundo
											de penumbra, húmedo,
											con el zumbido de millones de bichos,
											las majiñas, los pitos, las congas.
											Yo no paré de rascar ni un solo día
mientras que estuve en la selva.
											Y bueno, las tarántulas, los escorpiones
											las anacondas.
											Una vez estuve en una cara a cara
											con una anaconda de ocho metros de largo
											que me hubiera tragado de un bocado.
											Los jaguares ...
									","
											La jungle, c'est une autre planète.
											C'est
											un monde
											de pénombre, humide,
											avec le bourdonnement 
de millions de bêtes,
											toutes sortes de fourmis.
											Je me suis grattée chaque jour
pendant que j'étais dans la jungle.
											Et bon, les tarentules, les scorpions,
											les anacondas.
											Une fois, je me suis trouvée face
											à un anaconda de huit mètres de long
											qui m'aurait avalée d'une seule bouchée.
											Les jaguars...
									","
											A selva é outro planeta.
											É um mundo
											de penumbra, húmido,
											com o zumbido de milhões de bichos,
											as formigas, as pitões, as congas.
											Não deixei de me coçar um só dia
enquanto estive na selva.
											E, claro, as tarântulas,
os escorpiões, as anacondas.
											Uma vez estive cara a cara
											com uma anaconda
de oito metros de comprimento
											que me engoliria de uma só vez.
											Os jaguares...
									","
											Der Dschungel ist wie ein anderer Planet.
											Er ist ...
											es ist eine Welt
											im Dämmerlicht, feucht,
											mit dem Summen von
Tausenden von Insekten,
											Feuerameisen, Raubwanzen, Riesenameisen.
											Ich habe mich nicht einen einzigen Tag,
den ich im Dschungel war, nicht gekratzt.
											Dann noch die Taranteln, Skorpione
											und Anakondas.
											Einmal stand ich
einer 8 Meter langen Anakonda
											genau gegenüber,
											die mich mit einem Haps
hätte verschlingen können.
											Die Jaguare ...
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											Pero lo que les quiero decir
											es que ninguno de estos animales
											nos hizo tanto daño
											como el ser humano.
											La guerrilla nos aterrorizaba.
											Y propagaba
											chismes,
											y estimulaba la delación entre compañeros,
											y las envidias,
											los rencores,
											la desconfianza.
									","
											Ce que je veux vous dire,
											c'est qu'aucun de ces animaux
											nous a fait autant de mal
											que l'être humain.
											La guérilla nous terrorisait.
											Elle propageait
											des rumeurs
											et stimulait la délation entre camarades,
											l'envie,
											la rancœur,
											la méfiance.
									","
											Mas o que queria dizer
											é que nenhum destes animais
											me fez tanto mal como o ser humano.
											A guerrilha aterrorizava-nos
											e propagava intrigas,
											estimulava a delação entre companheiros
											e as invejas,
											os rancores,
											a desconfiança.
									","
											doch was ich Ihnen mitteilen möchte,
											ist, dass keines dieser Tiere
											uns so großen Schaden zufügte
											wie der Mensch.
											Die Guerilla terrorisierten uns.
											Sie verbreitete
											Gerüchte,
											rief zur Denunziation unter Genossen auf,
											fütterte den Neid,
											den Groll
											und das Misstrauen.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											La primera vez
											que me escapé
											por largo tiempo
											fue con Lucho.
											Lucho llevaba dos años más
de secuestrado que yo.
											Y tomamos la decisión de amarrarnos
											con cuerdas
											para tener la fuerza
de meternos en esa agua oscura
											llena de pirañas
											y de caimanes.
											Nosotros lo que hacíamos es que
											durante el día, nos escondíamos
en los manglares.
											Y por la noche,
											salíamos, nos metíamos al agua,
											y nadábamos y dejábamos
que nos llevara la corriente.
											Pasaron varios días así.
											Pero Lucho
											se puso enfermo.
											Él era diabético,
											y le dio un coma diabético.
											Entonces
											la guerrilla nos capturó.
									","
											La première fois
											que je me suis échappée
											pendant un long moment,
											c'était avec Lucho.
											Lucho était séquestré depuis 
deux ans de plus que moi.
											Nous avons pris la décision 
de nous attacher
											avec des cordes
											pour avoir la force d'entrer
dans cette eau obscure
											remplie de piranhas
											et de caïmans.
											Ce que l'on faisait, c'est que
											la journée on se cachait
dans les mangroves.
											Et la nuit,
											on sortait, on entrait dans l'eau,
											on nageait et on se laissait porter
par le courant.
											Nous avons passé plusieurs jours comme ça.
											Mais Lucho
											est tombé malade.
											Il était diabétique,
											et il a eu un coma diabétique.
											Alors,
											la guérilla nous a capturés.
									","
											A primeira vez que me escapei,
											por bastante tempo,
											foi com o Lucho.
											Lucho tinha mais dois anos
de sequestro do que eu.
											Tomámos a decisão
de nos amarrarmos com cordas.
											para termos força
para nos metermos naquela água escura
											cheia de piranhas e de caimões.
											Durante o dia,
											escondíamo-nos nos mangais
											e, durante a noite, saíamos,
metíamo-nos dentro de água
											e nadávamos ou deixávamo-nos
levar pela corrente.
											Passaram-se assim vários dias.
											Mas Lucho
											adoeceu, ele era diabético
											e ficou em coma diabético.
											Então, a guerrilha capturou-nos.
									","
											Das erste Mal,
											das ich für längere Zeit entkam,
											war mit Lucho.
											Lucho war schon
zwei Jahre vor mir entführt worden.
											Wir entschieden,
											uns mit Seilen festzubinden,
											um die Kraft zu haben,
uns in dieses dunkle Wasser
											voller Piranhas und Kaimanen
											zu stürzen.
											Was wir machten, war,
											dass wir uns tagsüber
in den Mangroven versteckten.
											Nachts kamen wir heraus
											und stürzten uns in den Fluß.
											Wir schwammen und ließen uns
von der Strömung tragen.
											So vergingen einige Tage.
											Doch Lucho
											erkrankte.
											Er hatte Diabetes
											und er fiel in ein diabetisches Koma.
											Daraufhin
											fing uns die Guerilla wieder ein.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											Pero después de haber vivido
eso con Lucho,
											de haber enfrentado
juntos, unidos, el miedo,
											ni los castigos ni la violencia, nada,
											pudo nunca más
											dividirnos.
											Lo que sí es verdad
											es que todas esas manipulaciones
de la guerrilla nos hicieron tanto daño
											que aún hoy,
											entre algunos de los secuestrados
											de ese entonces,
											subsisten tensiones,
											heredadas
											de todo ese envenenamiento
											que produjo la guerrilla.
									","
											Après avoir vécu cela avec Lucho,
											d'avoir été confrontés ensemble, 
unis, à la peur,
											ni les punitions, ni la violence, rien
											n'a plus jamais pu
											nous diviser.
											Ce qui est vrai, c'est que
											toutes ces manipulations de la guérilla
nous ont fait tellement de mal
											qu'aujourd'hui encore,
											entre certains séquestrés
											de cette période,
											des tensions subsistent,
											des tensions héritées
											de tout cet empoisonnement
											produit par la guérilla.
									","
											Mas, depois de ter
vivido aquilo com Lucho,
											de termos enfrentado o medo,
juntos, unidos,
											nem os castigos, nem a violência,
											nada pôde dividir-nos, nunca mais,
											O que é verdade
											é que todas aquelas manipulações
da guerrilha nos fizeram tanto mal
											que ainda hoje,
											entre alguns dos sequestrados
											desse tempo
											subsistem tensões,
											herdadas de todo aquele envenenamento
											que a guerrilha produziu.
									","
											Doch nachdem ich all das
mit Lucho durchlebt hatte,
											wir uns zusammen, Seite an Seite,
all diesen Ängsten gestellt hatten,
											konnten weder die Strafen,
noch die Gewalt, nichts,
											uns jemals wieder
											trennen.
											Es stimmt jedoch,
											dass die Manipulationen der Guerilla
uns so viel Schaden zugefügt haben,
											dass sogar heute noch
											zwischen einigen der Entführten,
											von damals,
											Spannungen fortbestehen,
											Überbleibsel
											dieser Vergiftung
											durch die Guerilla.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											El tercer paso
											es para mí, muy importante
											y es un regalo que les quiero hacer.
											El tercer paso es
											aprender a desarrollar la fe.
											Quiero explicarlo de esta manera:
											Jhon Frank Pinchao
											era un suboficial de la policía
											que llevaba más de ocho años secuestrado.
											Él tenía fama de ser
el más miedoso de todos nosotros.
											Pero Pincho,
											yo le decía ""Pincho"",
											Pincho tomó la decisión
											de que se quería escapar.
											Y me pidió que lo ayudara.
											Yo, para ese momento, ya tenía
como un máster en intentos de fuga.
									","
											La troisième étape
											est très importante pour moi
											et c'est un cadeau que je veux vous faire.
											La troisième étape est
											d'apprendre à développer la foi.
											Je veux l'expliquer de cette manière :
											Jhon Frank Pinchao
											était un sous-officier de la police
											qui était séquestré 
depuis plus de huit ans.
											Il avait la réputation d'être
le plus peureux de nous tous.
											Mais Pincho,
											moi je l'appelais « Pincho«»,
											Pincho a pris la décision
											de s'échapper.
											Et il m'a demandé de l'aide.
											Moi, à ce moment-là, j'avais une sorte 
de master en tentatives de fugue.
									","
											O terceiro passo
											é, para mim, muito importante,
											e é um presente que vos quero dar.
											O terceiro passo é aprender
a desenvolver a fé.
											Quero explicar deste modo:
											Jhon Frank Pinchao
											era um oficial subalterno da polícia
											que estava sequestrado
há mais de oito anos.
											Tinha fama de ser o mais medroso
de todos nós.
											Mas Pincho
— ele dizia ""Pincho"" —
											Pincho tomou a decisão
de querer fugir.
											Pediu-me para o ajudar.
											Eu. nesse momento, já tinha
o mestrado em tentativas de fuga.
									","
											Der dritte Schritt
											ist für mich sehr wichtig
											und er ist ein Geschenk,
das ich Ihnen machen möchte.
											Der dritte Schritt ist,
											zu lernen, Glauben zu entwickeln.
											Ich möchte es auf diese Weise erklären:
											Jhon Frank Pinchao
											war ein Unteroffizier bei der Polizei,
											der mehr als acht Jahre lang entführt war.
											Er hatte den Ruf,
der Ängstlichste von uns zu sein.
											Pincho jedoch
											— ich nannte ihn so —
											Pincho entschied,
											dass er weglaufen wollte.
											Und er bat mich um Hilfe.
											Zu dem Zeitpunkt hatte ich
bereits ein Diplom in Fluchtversuchen.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											(Risas)
									","
											(Rires)
									","
											(Risos)
									","
											(Lachen)
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											Entonces
											comenzamos pero nos demoramos
											porque Pincho primero
tenía que aprender a nadar.
											Y todos los preparativos
											teníamos que adelantarlos
en total secreto.
											Pero bueno,
											cuando ya finalmente tuvimos todo listo,
											Pincho se acercó
											una tarde y me dijo:
									","
											Alors,
											nous avons commencé,
mais c'était long
											car Pincho devait d'abord
apprendre à nager.
											Et on devait faire tous ces préparatifs
											en secret.
											Mais bon,
											quand finalement tout était prêt,
											Pincho s'est approché
											une après-midi et m'a dit :
									","
											Então,
											começámos por nos demorar
											porque Pincho primeiro
tinha que aprender a nadar.
											Todos os preparativos
											tiveram que ser tratados
num segredo total.
											Mas quando, finalmente,
tínhamos tudo pronto,
											Pincho veio ter comigo
uma tarde e disse-me:
									","
											Also ...
											begannen wir, doch es dauerte
											denn zunächst musste Pincho
schwimmen lernen.
											All diese Vorbereitungen
											mussten wir im Geheimen vorantreiben.
											Als wir dann
											endlich mit allem fertig waren,
											kam Pincho
											eines nachmittags zu mir und sagte:
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											""Ingrid, supongamos que estoy en la selva
											y doy vueltas y doy vueltas
y no logro encontrar la salida.
											¿Qué hago?""
									","
											« Ingrid, imaginons 
que je suis dans la jungle
											et je tourne en rond, et je tourne en rond
et je ne trouve pas la sortie.
											Qu'est-ce que je fais ?
									","
											""Ingrid, suponhamos que estou na selva
											""dou voltas e voltas
e não encontro a saída.
											""Que é que faço?""
									","
											""Ingrid, angenommen ich bin im Dschungel
											und ich laufe und laufe und schaffe es
nicht, den Weg heraus zu finden.
											Was mache ich dann?""
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											""Pincho,
											coges un teléfono,
											y llamas a el de arriba"".
									","
											- Pincho,
											tu prends un téléphone, 

											et tu appelles celui qui est en haut.
									","
											""Pincho,
											""pegas no telefone
											""e ligas para o que está lá em cima"".
									","
											""Pincho,
											du nimmst dir ein Telefon
											und rufst den oben an.""
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											""Ingrid,
											sabes que yo no creo en Dios"".
									","
											- Ingrid,
											tu sais que je ne crois pas en Dieu.
									","
											""Ingrid, sabes que não acredito em Deus"".
									","
											""Ingrid,
											du weißt, dass ich nicht an Gott glaube.""
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											""A Dios no le importa.
											Igual te va a ayudar"".
									","
											- Cela lui est égal.
											Il va quand même t'aider. »
									","
											""Deus não se importa com isso.
Ajuda-te na mesma"".
									","
											""Das kümmert Gott nicht.
											Er wird dir helfen"".
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											El caso es que esa noche
llovió toda la noche.
											Y a la mañana siguiente,
											el campamento amaneció en gran conmoción,
											porque Pincho se había fugado.
											Nos hicieron desmantelar,
comenzamos a marchar,
											y durante la marcha,
											los jefes guerrilleros nos dijeron
que Pincho había muerto,
											y que habían encontrado sus restos
											comido por un güio, por una anaconda.
											Pasaron 17 días,
											y créanme que los conté,
											porque fueron una tortura para mí.
											Pero a los 17 días,
											estalló la noticia en la radio:
											Pincho estaba libre
											y obviamente estaba vivo.
											Y esto fue
											la primera declaración
que dio en la radio:
									","
											Ce jour-là, il a plu toute la nuit.
											Et le lendemain,
											le campement s'est réveillé 
en grand désordre
											parce que Pincho s'était échappé.
											Ils nous ont fait tout démonter,
on a commencé à marcher,
											et pendant la marche,
											les chefs guérilleros nous ont dit 
que Pincho était mort,
											et qu'ils avaient trouvé ses restes
											mangés par un boa, par un anaconda.
											Dix-sept jours sont passés,
											et croyez-moi, je les ai comptés,
											car cela a été une torture pour moi.
											Mais dix-sept jours plus tard,
											on a écouté la nouvelle à la radio :
											Pincho était libre
											et bien sûr, il était en vie.
											Et voici la première déclaration
											qu'il donne à la radio :
									","
											Aconteceu que, nessa noite,
choveu durante toda a noite.
											Na manhã seguinte,
											o acampamento amanheceu
com grande reboliço
											porque Pincho tinha fugido.
											Fizeram-nos desmantelar,
começámos a marchar.
											Durante a marcha,
											os chefes guerrilheiros disseram-nos
que Pincho tinha morrido
											e que tinham encontrado os seus restos
											comidos por uma anaconda.
											Passaram-se 17 dias
											— acreditem que os contei
											porque, para mim, foi uma tortura.
											Mas, ao fim de 17 dias,
											ouvimos a notícia na rádio:
											Pincho estava livre
e, obviamente, estava vivo.
											Esta foi a primeira declaração
que fez na rádio:
									","
											Es regnete die ganze darauffolgende Nacht.
											Am nächsten Morgen
											erwachte das Lager in großer Aufregung,
											denn Pincho war geflohen.
											Sie befahlen, alles zusammenzupacken
und wir setzten uns in Bewegung.
											Auf dem Marsch
											erzählten uns die Guerillaanführer,
dass Pincho tot sei,
											dass sie seine Überreste gefunden hätten,
											aufgefressen von einer Anakonda.
											Es vergingen 17 Tage,
											glauben Sie mir, dass ich sie zählte,
											denn es war wie Folter für mich.
											Doch nach 17 Tagen
											kam die Nachricht im Radio:
											Pincho war frei
											und offensichtlich am Leben.
											Dies war
											seine erste Verlautbarung,
die er im Radio bekannt gab:
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											""Sé que mis compañeros me están oyendo.
											Ingrid,
											hice lo que me dijiste.
											Llamé a el de arriba,
											y me mandó la patrulla
que me sacó de la selva"".
									","
											« Je sais que mes camarades m'écoutent.
											Ingrid,
											j'ai fait ce que tu m'as dit.
											J'ai appelé celui qui est en haut,
											et il m'a envoyé une patrouille
qui m'a sorti de la jungle. »
									","
											""Sei que os meus companheiros
estão a ouvir-me.
											""Ingrid, fiz o que me disseste.
											""Chamei o que está lá em cima,
											""e Ele mandou-me a patrulha
que me tirou da selva"",
									","
											""Ich weiß, meine Genossen hören mir zu.
											Ingrid,
											ich habe getan, was du mir gesagt hast.
											Ich rief den da oben an
											und er sandte mir eine Patrouille,
die mich aus dem Dschungel herausbrachte.""
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											Ese fue un momento extraordinario,
											porque
											obviamente que el miedo es contagioso.
											Pero la fe también lo es.
											Y la fe no es ni racional ni emocional.
											La fe
											es un ejercicio de la voluntad.
											Es una disciplina de la voluntad.
											Es lo que nos permite transformar
											todo lo que somos,
											nuestras flaquezas, nuestras debilidades,
											en fuerza, en poder.
											Realmente es una transformación.
											Es lo que nos da la fuerza
											de ponernos de pie
											frente el miedo
											y de mirar por encima
											y mirar más allá.
											Espero que esto lo recuerden,
											porque yo sé que todos necesitamos
											conectarnos con esa fuerza
que hay en nosotros
											para los momentos
											en que hay tempestad
alrededor de nuestro barco.
									","
											Ce fut un moment extraordinaire,
											car
											bien sûr que la peur est contagieuse,
											mais la foi l'est aussi.
											Et la foi n'est ni rationnelle,
ni émotionnelle.
											La foi
											est un exercice de la volonté.
											C'est une discipline de la volonté.
											C'est ce qui nous permet de transformer
											tout ce que nous sommes,
											nos faiblesses, nos débilités,
											en force, en pouvoir.
											C'est vraiment une transformation.
											C'est ce qui nous donne la force
											de nous mettre debout
											face à la peur
											et de regarder au-dessus,
											et de regarder au-delà.
											J'espère que vous vous en souviendrez,
											car je sais que 
nous avons tous besoin
											de nous connecter avec cette force
qui est en nous
											pour les moments

											où la tempête encercle notre bateau.
									","
											Foi um momento extraordinário
											porque, obviamente,
o medo é contagioso
											mas a fé também é.
											A fé não é nem racional nem emotiva.
											A fé
											é um exercício da vontade.
											É uma disciplina da vontade.
											É o que nos permite transformar
tudo aquilo que somos
											as nossas fraquezas,
as nossas debilidades,
											em força, em poder.
											Realmente, é uma transformação.
											É aquilo que nos dá força
											para nos pormos de pé
											perante o medo
											e de olhar por cima
e de olhar mais além.
											Espero que recordem isto
											porque sei que todos precisamos
											de nos ligarmos a essa força
que há em nós mesmos
											nos momentos
											em que há tempestade
em volta do nosso barco.
									","
											Das war ein außergewöhnlicher Moment,
											denn ...
											Angst ist wirklich ansteckend.
											Doch der Glaube ist es auch.
											Und der Glaube
ist weder rational noch emotional.
											Der Glaube
											ist eine Geistesübung.
											Eine Geistesdisziplin.
											Er ist das, was uns gestattet,
uns zu verändern,

											alles was wir sind,
											unsere Unzulänglichkeiten,
unsere Schwächen,
											zu Kraft und Können.
											Es ist eine wahrhafte Veränderung.
											Es ist das, was uns Kraft gibt
											uns der Angst
											entgegenzustellen
											und über uns selbst
											hinaus zu wachsen.
											Ich hoffe, dass Sie dies behalten werden,
											denn ich weiß, dass wir alle es brauchen
											uns mit dieser Kraft zu verbinden,
die in uns ist,
											für die Augenblicke,
											in denen um unser Boot herum
Sturm herrscht.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											Pasaron muchos, muchos,
muchos, muchos años
											antes de que yo pudiera volver a mi casa.
											Pero cuando nos subieron, esposados,
											al helicóptero que finalmente
nos sacó de la selva,
											todo sucedió tan rápido
como cuando me secuestraron.
											En un segundo,
											vi a mis pies
											al comandante guerrillero,
											amordazado,
											y el jefe del rescate,
											gritando:
									","
											Beaucoup, beaucoup, beaucoup d'années
sont passées
											avant que je puisse rentrer chez moi.
											Mais quand on nous a montés,
avec les menottes,

											à l'hélicoptère qui nous a finalement
sortis de la jungle,
											tout s'est passé très vite,
comme quand on nous a séquestrés.
											En une seconde,
											j'ai vu à mes pieds
											le commandant guérillero,
											bâillonné,
											et le chef de l'opération,
											en train de crier :
									","
											Passaram-se muitos anos
											antes de eu poder voltar a casa.
											Mas, quando nos içaram, algemados,
											para o helicóptero que, por fim,
nos tirou da selva,
											tudo aconteceu tão depressa
como quando me sequestraram.
											Num segundo, vi aos meus pés
											o comandante guerrilheiro,
amordaçado,
											e o chefe do resgate, a gritar:
									","
											Es sind viele, viele Jahre vergangen,
											bevor ich nach Hause zurückkehren konnte.
											Doch als wir gefesselt
im Helikopter hinaufstiegen,
											und endlich aus dem Dschungel herauskamen,
											geschah alles so schnell,
wie als sie mich entführten.
											In einer Sekunde,
											sah ich zu meinen Füßen
											den Befehlshaber der Guerilla,
											geknebelt,
											und der Kommandant des Rettungsteams
											schrie:
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											""¡Somos el ejército de Colombia!
											¡Están libres!""
									","
											« Nous sommes l'armée de la Colombie !
											Vous êtes libres ! »
									","
											""Somos o exército da Colômbia!""
											""Estão livres!""
									","
											""Wir sind die kolombianische Armee!
											Sie sind frei!
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											El alarido
											que salió de todos nosotros,
											cuando recobramos nuestra libertad,
											sigue vibrando en mí hasta este momento.
									","
											Le cri
											que nous avons tous poussé,
											lorsque nous avons retrouvé notre liberté
											vibre encore en moi aujourd'hui.
									","
											O alarido que todos nós fizemos
											quando recuperámos a nossa liberdade,
											continua a vibrar em mim
neste momento.
									","
											Der Jubel,
											der aus uns allen herausbrach
											als wir unsere Freiheit wiederbekamen,
											hallt bis heute in mir nach.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
											Ahora,
											yo sé que a todos nos pueden dividir,
											a todos nos pueden manipular con el miedo.
											El ""No"" en el referendo
por la paz en Colombia,
											o el Brexit,
											o la idea un muro entre México
y los Estados Unidos,
											o el terrorismo islámico,
											son todos casos
											de utilización política de miedo
											para dividirnos y para reclutarnos.
											Ahora, todos sentimos miedo.
											Pero todos podemos evitar ser reclutados,
											usando esos recursos que tenemos,
nuestros principios, la unión, la fe.
											El miedo es, claro,
parte de nuestra condición humana
											y adicionalmente, es necesario
para sobrevivir.
											Pero sobre todo,
											el referente sobre el cual
cada uno de nosotros construimos
											nuestra identidad, nuestra personalidad.
									","
											Maintenant,
											je sais qu'on peut tous être divisés,
											qu'on peut tous être manipulés 
avec la peur.
											Le « non » au référendum 
sur la paix en Colombie,
											ou le Brexit
											ou l'idée d'un mur entre le Mexique
et les États-Unis,
											ou le terrorisme islamique,
											ce sont tous des cas
											d'utilisation politique de la peur
											pour nous diviser et nous enrôler.
											Maintenant, nous avons tous peur.
											Mais nous pouvons tous éviter
d'être enrôlés,
											en utilisant les ressources que nous
avons, nos principes, l'union, la foi.
											La peur fait partie, évidemment,
de notre condition humaine
											et en plus, elle est nécessaire
pour survivre.
											Mais surtout,
											c'est la référence sur laquelle 
chacun d'entre nous construit
											son identité, sa personnalité.
									","
											Agora,
											eu sei que é possível
dividirem-nos a todos
											que é possível manipularem-nos com o medo.
											O ""Não"" no referendo
pela paz na Colômbia,
											ou o Brexit,
											ou a ideia de um muro
entre o México e os EUA,
											ou o terrorismo islâmico,
											tudo isso são casos
de utilização política do medo
											para nos dividirem
e para nos recrutarem.
											Ora, todos sentimos medo.
											Mas podemos evitar sermos recrutados,
											usando estes recursos que temos:
											os nossos princípios, a união, a fé.
											O medo, claro, faz parte
da nossa condição humana
											e, adicionalmente, é necessário
para sobreviver.
											Mas, sobretudo,
											o referente sobre o qual
cada um de nós constrói
											a nossa identidade,
a nossa personalidade.
									","
											Jetzt weiß ich,
											dass sie uns nicht
auseinanderbringen können,
											sie können nicht alle
durch Angst manipulieren.
											Das ""Nein"" in dem Referendum
für den Frieden in Kolumbien

											oder der Brexit
											oder die Idee einer Mauer
zwischen Mexiko und den USA
											oder der islamistische Terrorismus
											sind alles Fälle,
											in denen die Politik
der Angst genutzt wird,
											um uns auseinanderzubringen
und uns zu rekrutieren.
											Heute haben wir alle Angst.
											Doch wir alle können verhindern
rekrutiert zu werden,
											wenn wir die Ressourcen nutzen,
die wir haben, unsere Prinzipien,
											den Zusammenhalt, den Glauben.
											Natürlich ist die Angst
Teil der menschlichen Natur
											und sie ist auch notwendig,
um zu überleben.
											Insbesondere jedoch
											ein Referenzpunkt,
nach dem jeder von uns seine Identität,
											seine Persönlichkeit gestaltet.
									",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
"
","
","
","
",What six years in captivity taught me about fear and faith,Ingrid Betancourt,19:40,"activism,personal growth,South America,fear,TED en Español,violence,war,politics"
