en,pt,tr,de,fr,title,speaker,duration,tags
"
											Today we hear people actually
saying things like,
											""There's a problem in this country,
and it's called Muslims.
											When are we going to get rid of them?""
											So, some people want to ban Muslims
and close down mosques.
											They talk about my community
kind of like we're a tumor
											in the body of America.
											And the only question is,
are we malignant or benign?
											You know, a malignant tumor
you extract altogether,
											and a benign tumor
you just keep under surveillance.
									","
											Hoje, ouvimos pessoas a dizer coisas como:
											""Temos um problema neste país,
e chama-se 'muçulmanos'.
											""Quando é que nos vemos livres deles?""
											Há gente que quer banir os muçulmanos
e fechar as mesquitas.
											Falam da minha comunidade
como se fôssemos um tumor
											no corpo dos EUA.
											A única pergunta é:
""Somos malignos ou benignos?""
											Um tumor maligno é extirpado
											e um tumor benigno basta
ser mantido sob vigilância.
									","
											Bugün insanların şöyle şeyler
dediklerini duyuyoruz:
											""Bu ülkede bir problem varsa
o da Müslümanlardır.
											Onlarda ne zaman kurtulacağız?""
											Bazı insanlar Müslümanları yasaklamak
ve camileri kapatmak istiyor.
											Topluluğum hakkında Amerika'daki
bir tümör gibi bahsediyorlar.
											Ve soru, kötü huylu mu yoksa
iyi huylu mu olduğumuzdu.
											Bilirsiniz, kötü huylu tümörü
tamamen çıkartırsınız
											ve iyi huylu tümörü
denetim altında tutarsınız.
									","
											Heutzutage können wir tatsächlich
Leute sagen hören:
											""Es gibt ein Problem in diesem Land 
— es heißt Muslime.
											Wann werden wir sie los?""
											Manche Leute wollen Muslime verbannen
und Moscheen schließen.
											Sie sprechen von meiner Gemeinde
wie von einem Tumor
											im Körper der USA.
											Es stellt sich nur die Frage:
Sind wir bösartig oder gutartig?
											Sie wissen: einen bösartigen Tumor
entfernt man als Ganzes
											und einen gutartigen Tumor
hält man nur unter Beobachtung.
									","
											Aujourd'hui, nous entendons
les gens dire :
											« Il y a un problème dans ce pays,
ce sont les musulmans.
											Quand allons-nous
nous débarrasser d'eux ? »
											Des gens veulent bannir les musulmans
et fermer les mosquées.
											Ils parlent de ma communauté
comme s'il s'agissait d'une tumeur
											dans le corps américain.
											Et la question est :
sommes-nous malins ou bénins ?
											Vous savez, une tumeur maligne
vous devez l'extraire en entier,
											alors qu'une tumeur bénigne,
vous devez juste la surveiller.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											The choices don't make sense,
because it's the wrong question.
											Muslims, like all other Americans,
aren't a tumor in the body of America,
											we're a vital organ.
									","
											As opções não fazem sentido,
porque a pergunta está errada.
											Os muçulmanos, tal como
os outros norte-americanos
											não são um tumor no corpo dos EUA,
											somos um órgão vital.
									","
											Bu seçenekler anlamsız
çünkü soru yanlış.
											Müslümanlar, diğer Amerikalılar gibi,
Amerika'nın tümörü değil,
											hayati bir organıdırlar.
									","
											Die Alternativen sind sinnlos,
weil die Frage falsch gestellt ist.
											Muslime sind, wie alle anderen Amerikaner,
kein Tumor im Körper der USA,
											sondern ein lebenswichtiges Organ.
									","
											Ce choix n'a aucun sens,
car la question n'est pas la bonne.
											Les musulmans, comme tout les Américains,
ne sont pas une tumeur dans la société.
											Nous sommes un organe vital.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Thank you.
									","
											Obrigada.
									","
											Teşekkür ederim.
									","
											Danke!
									","
											Merci.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Muslims are inventors and teachers,
											first responders and Olympic athletes.
									","
											Os muçulmanos são inventores e professores,
											são socorristas e atletas olímpicos.
									","
											Müslümanlar mücittir ve öğretmendir,
											ilkyardımcıdır ve Olimpik atlettir.
									","
											Muslime sind Erfinder und Lehrer,
											Ersthelfer und Olympioniken.
									","
											Les musulmans sont des inventeurs
et des enseignants,
											des secouristes
et des athlètes olympiques.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Now, is closing down mosques
going to make America safer?
											It might free up some parking spots,
											but it will not end terrorism.
											Going to a mosque regularly
is actually linked
											to having more tolerant views
of people of other faiths
											and greater civic engagement.
											And as one police chief
in the Washington, DC area
											recently told me,
											people don't actually
get radicalized at mosques.
											They get radicalized in their basement
or bedroom, in front of a computer.
											And what you find
about the radicalization process
											is it starts online,
											but the first thing that happens
											is the person gets cut off
from their community,
											from even their family,
											so that the extremist group
can brainwash them
											into believing that they,
the terrorists, are the true Muslims,
											and everyone else who abhors
their behavior and ideology
											are sellouts or apostates.
											So if we want to prevent radicalization,
											we have to keep people
going to the mosque.
									","
											Fechar as mesquitas
vai dar mais segurança aos EUA?
											Pode libertar alguns
parques de estacionamento,
											mas não vai acabar com o terrorismo.
											Na verdade, ir regularmente a uma mesquita
											está associado a uma opinião mais tolerante
das pessoas de outros credos,
											e um maior empenhamento cívico.
											Como um chefe de polícia
na área de Washington, D.C.
											me disse há pouco tempo,
											as pessoas não ficam
radicalizadas nas mesquitas.
											Ficam radicalizadas no sótão, ou no quarto,
em frente de um computador.
											O que encontramos 
quanto ao processo de radicalização
											é que ele começa ""online"",
											mas a primeira coisa que acontece
											é que a pessoa fica isolada
da sua comunidade,
											até mesmo da família,
											e assim o grupo extremista
pode fazer-lhe uma lavagem ao cérebro,
											levando-a a crer que eles, os terroristas,
são os verdadeiros muçulmanos
											e todos os que abominam
o comportamento e a ideologia deles
											são uns vendidos ou apóstatas.
											Portanto, se queremos
impedir a radicalização,
											temos que assegurar que as pessoas
frequentam as mesquitas.
									","
											Peki camileri kapatmak Amerika'yı
daha güvenli bir yer haline getirecek mi?
											Daha çok park yeri açılabilir
											ama terörizmi bitirmeyecektir.
											Düzenli olarak camiye gitmek aslında
											insanların inançlarına
daha toleranslı olmak
											ve daha fazla sivil katılımla ilişkili.
											Ve geçenlerde, Washington'da
bir polis amirinin
											bana anlattığına göre,
											insanlar aslında camilerde
radikalleşmiyor.
											Bodrum katında veya yatak odasında
bilgisayar önünde radikalleşiyorlar.
											Ve radikalleşme süreci hakkında
buldukları şey
											internette başladığıdır.
											Ama olan ilk şey
											kişinin kendi toplumundan,
kendi ailesinden uzaklaşmasıdır.
											Böylece aşırı gruplar onları
inandıkları şeye,
											teröristlerin gerçek Müslümanlar olduğuna
											ve davranış ve fikirlerinden
iğrenen diğerlerinin
											hain ve mürted olduğu yönünde
beynin yıkayabiliyor.
											Yani eğer radikalleşmeyi önlemek istiyorsak,
											insanların camiye gitmesini sağlamalıyız.
									","
											Wird die Schließung von Moscheen
Amerika sicherer machen?
											Es wird vielleicht
ein paar Parkplätze freihalten,
											aber nicht den Terror stoppen.
											Der regelmäßige Besuch
einer Moschee führt dazu,
											Menschen anderen Glaubens
toleranter zu betrachten,
											und größere Bürgerbeteiligung zu zeigen.
											Und wie mir ein Leiter der Polizei
in der Gegend von Washington, DC
											kürzlich erzählte:
											Menschen werden tatsächlich
nicht in Moscheen radikalisiert.
											Sie werden in ihrem Keller oder im Bett
vor einem Computer radikalisiert.
											Beim Radikalisierungsprozess
hat man festgestellt,
											dass er online beginnt.
											Als Erstes wird die Person
von ihrer Gemeinde abgeschnitten,
											sogar von ihrer Familie,
											damit die Extremistengruppe eine
Gehirnwäsche machen kann,
											die dazu führt, dass die Person glaubt,
die Terroristen seien die wahren Muslime,
											und jeder, der ihr Verhalten
und ihre Ideologie verabscheut,
											ist ein Verräter
oder vom Glauben abgefallen.
											Wenn wir Radikalisierung 
verhindern wollen,
											müssen wir die Leute dazu anhalten,
zur Moschee zu gehen.
									","
											Est-ce que l'Amérique sera plus sûre
en fermant les mosquées ?
											Ça pourrait libérer
quelques places de parking,
											mais cela n'arrêtera pas le terrorisme,
											En fait, aller régulièrement
à la mosquée est lié
											au fait d'avoir une opinion plus tolérante
des personnes d'autres croyances
											et d'avoir un grand engagement civique.
											Et comme un chef de police
dans la région de Washington
											m'a dernièrement dit,
											en fait, les gens ne se radicalisent pas
dans les mosquées
											mais plutôt dans leur sous-sol,
leur chambre, devant leur ordinateur.
											Ce que nous avons appris
sur le processus de radicalisation,
											c'est qu'il commence en ligne,
											mais la première chose qui arrive,
											c'est que ces personnes coupent 
les liens avec leur communauté
											et même avec leur famille,
											pour que les groupes extrémistes
puissent les endoctriner
											à croire que les terroristes
sont les vrais musulmans
											et que tous ceux qui contestent
leurs agissements et leur idéologie
											sont des traîtres ou des apostats.
											Donc, si nous voulons
éviter la radicalisation,
											nous devons encourager les gens
à aller à la mosquée.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Now, some will still argue
Islam is a violent religion.
											After all, a group like ISIS
bases its brutality on the Quran.
											Now, as a Muslim, as a mother,
as a human being,
											I think we need to do everything we can
to stop a group like ISIS.
											But we would be giving in
to their narrative
											if we cast them as representatives
of a faith of 1.6 billion people.
									","
											Alguns ainda dirão
que o Islão é uma religião violenta.
											Afinal, um grupo como o ISIS
baseia a sua brutalidade no Corão.
											Mas eu, enquanto muçulmana, enquanto mãe,
enquanto ser humano,
											penso que precisamos de fazer o impossível
para deter um grupo como o ISIS.
											Estaremos a deixar-nos
enganar pelo discurso deles
											se os classificarmos como representantes
duma fé de 1600 milhões de pessoas.
									","
											Şimd, bazıları İslam'ın
sert bir din olduğunu ileri sürecektir.
											Nihayetinde, IŞİD gibi bir grup
barbarlığını Kur'an'a dayandırıyor.
											Bir müslüman, bir anne
ve bir insan olarak,
											IŞID gibi bir grubu durdurmak için gereken
her şeyi yapmamız gerektiğini düşünüyorum.
											Onları 1.6 milyar insanın inancının
temsilcisi olarak görürsek
											onların hikayelerini kabullenmiş oluruz
									","
											Manche werden immer noch behaupten,
der Islam sei eine gewalttätige Religion.
											Schließlich begründet eine Gruppe
wie der IS ihre Brutalität mit dem Koran.
											Als Muslimin, als Mutter, als Mensch,
											glaube ich, dass wir alles tun müssen,
um eine Gruppe wie der IS zu stoppen.
											Aber wir würden uns
in ihre Vorstellungswelt fügen,
											wenn man sie als Repräsentanten
von 1,6 Milliarden Gläubigen anerkennt.
									","
											Certains vont encore faire valoir
que l'islam est une religion violente.
											Après tout, un groupe comme Daech
appuie sa brutalité sur le Coran.
											Et en tant que musulmane,
que mère et être humain,
											je crois que nous devons tout faire
pour mettre fin à un groupe comme Daech.
											Mais ce serait céder à leur discours
											si nous les prenions comme représentants
d'une foi de 1,6 milliard de personnes.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Thank you.
									","
											Obrigada.
									","
											Teşekkür ederim.
									","
											Danke!
									","
											Merci
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											ISIS has as much to do with Islam
											as the Ku Klux Klan has to do
with Christianity.
									","
											O ISIS tem tanto a ver com o Islão
											como o Ku Klux Klan tem a ver
com o cristianismo.
									","
											IŞİD'in İslam ile olan ilişkisi
											Ku Klux Klan'ın
Hristiyanlıkla olan ilişkisi kadardır.
									","
											Der IS hat so viel mit dem Islam zu tun,
											wie der Ku-Klux-Klan mit dem Christentum.
									","
											Daech a autant à voir avec l'islam
											que le Ku Klux Klan
a à voir avec la chrétienté.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Both groups claim to base
their ideology on their holy book.
											But when you look at them,
they're not motivated
											by what they read in their holy book.
											It's their brutality that makes them
read these things into the scripture.
									","
											Ambos os grupos afirmam basear
a sua ideologia no seu livro sagrado.
											Mas, quando olhamos para eles,
eles não estão motivados
											pelo que leram no seu livro sagrado.
											É a sua brutalidade que os faz ler
essas coisas nas Escrituras.
									","
											İki grup da temel ideolojilerini
kutsal kitaplarından aldığını iddia ediyor.
											Fakat onlara baktığınızda,
kutsal kitaplarında okuduklarına göre
											hareket etmediklerini görürsünüz.
											Kendi barbarlıkları yüzünden kutsal kitaptan
bu çıkarımları yapıyorlar.
									","
											Beide Gruppen behaupten ihre Ideologie
gründe auf ihrem ""Heiligen Buch"".
											Aber wenn man einen Blick auf sie wirft,
treibt sie nicht an,
											was sie in ihrer ""Heiligen Schrift"" lasen.
											Es ist ihre Brutalität, die sie diese
Dinge in die Schrift hineinlesen lässt.
									","
											Les deux groupes prétendent fonder
leur idéologie sur leur livre sacré.
											Mais en les regardant de près,
ils ne sont pas motivés
											par ce qu'ils lisent
dans leur livre sacré.
											C'est leur brutalité qui les font lire
ces choses dans les saintes écritures.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Recently, a prominent imam
told me a story that really took me aback.
											He said that a girl came to him
											because she was thinking
of going to join ISIS.
											And I was really surprised and asked him,
											had she been in contact
with a radical religious leader?
											And he said the problem
was quite the opposite,
											that every cleric that she had
talked to had shut her down
											and said that her rage,
her sense of injustice in the world,
											was just going to get her in trouble.
											And so with nowhere to channel
and make sense of this anger,
											she was a prime target to be exploited
											by extremists promising her a solution.
											What this imam did was to connect her
back to God and to her community.
											He didn't shame her for her rage —
instead, he gave her constructive ways
											to make real change in the world.
											What she learned at that mosque
prevented her from going to join ISIS.
									","
											Há pouco, um imã proeminente contou-me
uma história que me deixou estupefacta.
											Disse que uma rapariga foi ter com ele
											porque estava a pensar juntar-se ao ISIS.
											Fiquei mesmo admirada e perguntei-lhe
											se ela tinha estado em contacto
com um líder religioso radical.
											Ele disse que o problema
era exatamente o oposto,
											que todos os clérigos com quem ela
tinha falado, tinham-na mandado calar
											e tinham-lhe dito que a raiva dela,
o seu sentido de injustiça no mundo,
											a iam meter em sarilhos.
											Por isso, sem forma de canalizar
e de compreender essa raiva,
											ela fora um alvo ideal para ser explorada
											por extremistas 
que lhe prometiam uma solução.
											Aquele imã voltou a ligá-la
a Deus e à sua comunidade.
											Não a envergonhou por causa da raiva dela,
mas deu-lhe uma forma construtiva
											de fazer uma mudança real no mundo.
											O que ela aprendeu na mesquita
impediu-a de se juntar ao ISIS.
									","
											Geçenlerde, önde gelen bir imam, beni
gerçekten şaşırtan bir hikaye anlattı.
											IŞİD'e katılmayı düşünen
bir kızın ona geldiğini söyledi.
											Çok şaşırdım ve ona,
											kızın radikal dini bir liderle iletişime
geçip geçmediğini sordum.
											Ve problemin farklı olduğunu söyledi.
											Konuştuğu her vaiz
onu durdurmuş ve öfkesinin,
											dünyanın adaletsiz olduğu düşüncesinin
											onun başını derde sokacağını söylemiş.
											Ve bu öfkesini yönlendirip
anlamlandıramadığı için
											ona bir çözüm sunan aşırıların
											sömürebileceği açık bir hedefti.
											Bu imamın yaptığı şey onu tekrar
Tanrı'ya ve toplumuna bağlamaktı.
											Onu öfkesi yüzünden ayıplamadı —
onun yerine, gerçek bir değişim için
											yapıcı yollar gösterdi.
											O camide öğrendiği şeyler
onun IŞİD'e gitmesini engelledi.
									","
											Ein herausragender Imam erzählte mir
kürzlich eine erstaunliche Geschichte:
											Ein Mädchen kam zu ihm,
											weil sie vorhätte,
sich dem IS anzuschließen.
											Ich war wirklich überrascht
und fragte ihn,
											ob sie in Kontakt mit radikalen
religiösen Führern gewesen sei.
											Er sagte, das Problem war
genau das Gegenteil.
											Jeder Geistliche, mit dem sie gesprochen
hatte, brachte sie zum Schweigen
											und sagte ihr, dass ihr Zorn, ihr Sinn
für die Ungerechtigkeit in der Welt,
											sie nur in Schwierigkeiten bringen würde.
											Von nichts inspiriert und etwas,
das ihrer Wut Sinn gegeben hätte,
											war sie ein Hauptziel für
die Instrumentalisierung
											durch Extremisten,
die ihr eine Lösung versprachen.
											Dieser Imam stellte die Verbindung zu Gott
und ihrer Gemeinde wieder her.
											Anstatt sie für ihre Wut zu beschuldigen,
zeigte er ihr konstruktive Wege
											für einen wirklichen Wandel in der Welt.
											Was sie in der Moschee lernte, bewahrte
sie davor, sich dem IS anzuschließen.
									","
											Récemment, un éminent imam m'a raconté
une histoire qui m'a vraiment étonnée.
											Il a dit qu'une fille est venue à lui
											parce qu'elle pensait rejoindre Daech.
											J'étais très surprise
et je lui ai demandé :
											« Est-ce qu'elle a été en contact
avec un chef de groupe radical ? »
											Il m'a dit que le problème
était le contraire,
											que tous les clercs à qui elle avait parlé
l'avaient fait taire
											et lui avaient dit que sa rage,
son sentiment d'injustice dans le monde,
											lui causeraient des problèmes.
											Et si elle ne canalisait pas
ou ne donnait pas de sens à sa colère,
											elle serait une cible de choix à exploiter
											par des extrémistes
qui prétendraient être la solution.
											En fait, cet imam l'a reconnectée
avec Dieu et sa communauté.
											Il ne l'a pas couverte de honte —
il lui a proposé des moyens constructifs
											pour faire un vrai changement
dans le monde.
											Ce qu'elle a appris dans cette mosquée
l'a empêchée de rejoindre Daech.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											I've told you a little bit
											about how Islamophobia
affects me and my family.
											But how does it impact ordinary Americans?
											How does it impact everyone else?
											How does consuming fear 24 hours a day
affect the health of our democracy,
											the health of our free thought?
									","
											Já vos falei um pouco
											de como a islamofobia
me afeta e à minha família.
											Mas qual é o seu impacto
nos americanos comuns?
											Qual é o seu impacto em todos os demais?
											Como é que o medo, 24 horas por dia,
afeta a saúde da nossa democracia,
											a saúde do nosso pensamento livre?
									","
											İslamofobiya'nın beni ve ailemi
											nasıl etkilediğinden biraz bahsetmiştim.
											Peki sıradan Amerikalıları nasıl etkiledi?
											Başkalarını nasıl etkiledi?
											24 saat şiddetli korku
demokrasimizin, özgür düşüncemizin
											sağlığını nasıl etkiledi?
									","
											Das war ein Einblick,
											wie die Islamophobie mich
und meine Familie betrifft.
											Aber wie wirkt es sich auf
normale Amerikaner aus?
											Wie wirkt es sich auf jeden anderen aus?
											Wie wirkt sich der 24-stündige Konsum von
Angst jeden Tag auf unsere Demokratie aus,
											auf unsere Gedankenfreiheit?
									","
											Je vous ai raconté un peu
											comment l'islamophobie
m'affecte ma famille et moi.
											Mais comment affecte-elle
les Américains ordinaires ?
											Comment impacte-t-elle tout le monde ?
											En quoi constamment consommer de la peur
affecte-t-il notre démocratie,
											notre libre pensée ?
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Well, one study — actually,
several studies in neuroscience —
											show that when we're afraid,
at least three things happen.
											We become more accepting
of authoritarianism,
											conformity and prejudice.
											One study showed that when subjects
were exposed to news stories
											that were negative about Muslims,
											they became more accepting
of military attacks on Muslim countries
											and policies that curtail the rights
of American Muslims.
									","
											Há um estudo — aliás, vários estudos
de neurociência —
											que mostram que, quando temos medo,
acontecem, pelo menos, três coisas.
											Tornamo-nos mais recetivos 
ao autoritarismo,
											ao conformismo e ao preconceito.
											Um estudo mostrou que, quando as pessoas
eram expostas a notícias
											que eram negativas sobre muçulmanos,
											tornavam-se mais recetivas
a ataques militares a países muçulmanos
											e a políticas que reduzem
os direitos dos americanos muçulmanos.
									","
											Bir çalışmada -aslında,
sinir bilimi dalında yapılan birkaç çalışma-
											korktuğumuz zaman
en az üç şeyin olduğunu gösteriyor.
											Otoriteciliği, riayet etmeyi ve önyargıyı
											daha kabullenici oluyoruz.
											Bir çalışma, kişilerin Müslümanlar
hakkında olumsuz haberlere
											maruz kaldığında
											Müslüman ülkelere yapılan saldırılara ve
Amerikalı Müslümanların haklarını kısıtlayan
											yasalara karşı daha kabullenici
olduklarını gösteriyor.
									","
											Eine Studie — eigentlich mehrere
neurowissenschaftliche Studien —
											zeigen: Wenn wir uns fürchten,
passieren mindestens drei Dinge.
											Wir akzeptieren eher
ein autoritäres Regierungssystem,
											Konformität und Vorurteile.
											Eine Studie zeigt: Wenn man
Testpersonen Nachrichten vorlegt,
											in denen negativ über
Muslime berichtet wurde,
											stimmmen sie eher militärischen Angriffen
auf muslimische Länder
											sowie der Beschneidung der Rechte
amerikanischer Muslime zu.
									","
											Eh bien, une étude — en fait,
plusieurs études en neurosciences —
											montrent que lorsque nous avons peur,
au moins trois choses arrivent.
											On devient plus tolérant
à l'autoritarisme,
											à la conformité et aux préjugés.
											Une étude a montré que lorsque des sujets
ont été exposés à des actualités
											qui étaient négatives sur les musulmans,
											ils deviennent plus tolérants aux attaques
militaires contre les pays musulmans
											et aux politiques réduisant les droits
des musulmans américains.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Now, this isn't just academic.
											When you look at when
anti-Muslim sentiment spiked
											between 2001 and 2013,
											it happened three times,
											but it wasn't around terrorist attacks.
											It was in the run up to the Iraq War
and during two election cycles.
											So Islamophobia isn't just
the natural response to Muslim terrorism
											as I would have expected.
											It can actually be a tool
of public manipulation,
											eroding the very foundation
of a free society,
											which is rational
and well-informed citizens.
											Muslims are like canaries
in the coal mine.
											We might be the first to feel it,
											but the toxic air of fear
is harming us all.
									","
											Isto não é apenas académico.
											Olhamos para o auge
do sentimento antimuçulmano,
											entre 2001 e 2013,
											que aconteceu três vezes,
											mas não foi por causa
dos ataques terroristas.
											Foi na corrida para a Guerra do Iraque
e durante dois ciclos eleitorais.
											Portanto, a islamofobia não é apenas
a resposta natural ao terrorismo muçulmano
											conforme seria de esperar.
											Pode ser um instrumento
de manipulação do público,
											que mina a base duma sociedade livre,
											que são cidadãos racionais
e bem informados.
											Os muçulmanos são como 
os canários na mina de carvão.
											Podemos ser os primeiros a senti-lo,
											mas o ar tóxico do medo
prejudica-nos a todos.
									","
											Bu sadece akademik değil.
											Müslüman karşıtı düşüncenin sivrildiği
											2001 ve 2013 yılları arasına bakarsanız,
											bu üç kez olmuş,
											fakat terörist saldırılarının
yaşandığı süreçte değil.
											Irak Savaşına girerken ve
iki seçim dönemi sırasında.
											Yani İslamofobiya sandığım gibi,
sadece Müslüman terörismine
											doğal bir tepki değil.
											Kamu manipülasyonu için bir araç olabilir.
											Akılcı ve aydın vatandaşların oluşturduğu
özgür toplumun temellerini aşındırarak.
											Müslümanlar kömür madenindeki
kanaryalar gibiler.
											İlk hisseden biz olsak da,
											korkunun zehirli havası
hepimize zarar veriyor.
									","
											Das ist nicht nur
ein akademisches Problem.
											Wenn Sie schauen, wann die Stimmung
gegen Muslime nach oben schoss
											— zwischen 2001 und 2013 —
											dann geschah dies drei Mal,
											aber nie im Zusammenhang
mit Terroranschlägen.
											Es geschah im Vorfeld des Irakkrieges
und während zweier Wahlperioden.
											Also ist Islamophobie nicht einfach die
natürliche Reaktion auf Moslem-Terror,
											wie ich es erwartet habe.
											Es kann tatsächlich ein Werkzeug
zur Manipulation der Öffentlichkeit sein,
											um das Fundament einer
freien Gesellschaft auszuhöhlen,
											die vernünftige und
gut informierte Bürger hat.
											Der Umgang mit Muslimen
ist ein frühes Warnzeichen.
											Wir spüren es vielleicht als erste,
											aber die toxische Luft der Angst
schadet uns allen.
									","
											Ce n'est pas qu'une question académique.
											Lorsque vous regardez
quand le sentiment antimusulman a émergé
											entre 2001 et 2013,
											c'est arrivé trois fois
											et ce n'était pas
pour des attaques terroristes.
											C'était avant la guerre contre l'Irak
et durant deux cycles électoraux.
											Donc, l'islamophobie n'est pas
qu'une réponse naturelle
											au terrorisme musulman,
											comme je le pensais.
											En fait, elle peut être
un outil de manipulation publique,
											érodant ainsi le fondement même
d'une société libre,
											dont les citoyens sont rationnels
et bien informés.
											Les musulmans sont comme des canaris
dans une mine de charbon.
											On le sentira peut être en premier,
											mais l'air toxique de la peur
est préjudiciable à nous tous.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
