en,fr,de,es,tr,title,speaker,duration,tags
"
											MZ: A decade ago, we shifted
our attention at work
											every three minutes.
											Now we do it every 45 seconds,
											and we do it all day long.
											The average person checks email
74 times a day,
											and switches tasks on their computer
											566 times a day.
											I discovered all this
talking to professor of informatics,
											Dr. Gloria Mark.
									","
											MZ : Il y a dix ans,
nous détournions notre attention
											toutes les trois minutes.
											Maintenant, on le fait
toutes les 45 secondes
											et tout au long de la journée.
											En moyenne, nous vérifions
nos mails 74 fois par jour
											et nous changeons de tâche
sur notre ordinateur
											566 fois par jour.
											J'ai découvert tout ceci en parlant
au professeur d'informatique,
											Dr Gloria Marl.
									","
											MZ: Vor 10 Jahren haben wir
unsere Aufmerksamkeit
											beim Arbeiten alle 3 Minuten umgelenkt.
											Jetzt tun wir es alle 45 Sekunden
und das den ganzen Tag über.
											Die Durchschnittsperson schaut
74 Mal am Tag nach ihren E-Mails
											und wechselt 566 Mal am Tag
zwischen Aufgaben am Computer.
											Ich entdeckte all das, als ich
mit einer Informatikprofessorin sprach,
											Dr. Gloria Mark.
									","
											MZ: Desde hace una década cambiamos 
nuestra atención en el trabajo
											cada tres minutos.
											Ahora lo hacemos cada 45 segundos,
											y lo hacemos todo el día.
											La persona promedio revisa 
el correo electrónico 74 veces al día,
											y cambia tareas en su computadora
											566 veces al día.
											Descubrí todo esto hablando 
con la profesora de informática,
											Dra. Gloria Mark.
									","
											MZ: On yıl önce,
çalışırken dikkatimizi üç dakikada
											bir değiştirirdik.
											Artık 45 saniyede bir yapıyoruz
											ve tüm gün yapıyoruz.
											Ortalama bir insan, günde
74 kez e-posta kontrolü yapıyor
											ve günde 566 kez bilgisayardaki
											görevlerini değiştiriyor.
											Bunları bilişim profesörü
Dr. Gloria Mark ile konuşarak
											keşfettim.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Dr. Gloria Mark: So we find
that when people are stressed,
											they tend to shift
their attention more rapidly.
											We also found, strangely enough,
											that the shorter the amount of sleep
that a person gets,
											the more likely they are
to check Facebook.
											So we're in this vicious, habitual cycle.
									","
											(Audio) Dr Gloria Mark : Nous découvrons
que quand les gens sont stressés,
											ils détournent leur attention
plus rapidement.
											Étrangement, nous avons aussi découvert
											que moins quelqu'un dort,
											plus il a de chances de vérifier Facebook.
											Nous sommes dans ce cercle
vicieux de l'habitude.
									","
											(Audio) Dr. Gloria Mark: Wir entdeckten,
dass gestresste Menschen
											ihre Aufmerksamkeit schneller umlenken.
											Wir fanden seltsamerweise auch heraus,
											dass eine Person,
die wenig Schlaf bekommt,
											eher dazu neigt, Facebook zu öffnen.
											Wir befinden uns
in einem ständigen Teufelskreis.
									","
											(Audio) Dra. Gloria Mark: Vemos que 
cuando las personas están estresadas,
											tienden a cambiar 
su atención más rápidamente.
											También encontramos, curiosamente,
											que cuantas menos horas de sueño 
tiene una persona,
											es más probable que revise Facebook.
											Así que estamos 
en este círculo vicioso y habitual.
									","
											(Ses) Dr. Gloria Mark:
Görüyoruz ki insanlar stresliyken,
											dikkatlerini daha hızlı
değiştirme eğilimine sahipler.
											Ayrıca, oldukça ilginç bir şey bulduk,
											bir insan ne kadar az uyku
alırsa, Facebook'u kontrol etme
											eğilimleri de o kadar artıyor.
											Yani bu kısır, alışılmış döngüdeyiz.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: But could this cycle be broken?
											What would happen
if we broke this vicious cycle?
											Maybe my listeners could help me find out.
											What if we reclaimed
those cracks in our day?
											Could it help us
jump-start our creativity?
											We called the project
""Bored and Brilliant.""
											And I expected, you know,
a couple hundred people to play along,
											but thousands of people
started signing up.
											And they told me the reason
they were doing it
											was because they were worried
that their relationship with their phone
											had grown kind of ...
""codependent,"" shall we say.
									","
											MZ : Ce cercle peut-il être interrompu ?
											Que se passerait-il
si nous brisions ce cycle vicieux ?
											Peut-être que ceux qui m'écoutent
pourraient m'aider à le découvrir.
											Et si nous reconquérions
ces instants de notre journée ?
											Cela pourrait-il aider
à relancer notre créativité ?
											Nous avons appelé le projet
« Ennui et génie ».
											Je m'attendais à ce qu'une centaine
de personnes y participent,
											mais des milliers de personnes
se sont inscrites.
											Elles m'ont dit le faire
											car elles avaient peur
que leur relation avec leur téléphone
											soit en train de devenir...
« codépendante », dirons-nous.
									","
											MZ: Kann der Kreislauf
unterbrochen werden?
											Was würde passieren, wenn wir
diesen Teufelskreis durchbrechen?
											Vielleicht könnten mir
meine Zuhörer dabei helfen.
											Was, wenn wir die Lücken
in unserem Tag zurückverlangen?
											Könnte das unsere Kreativität
wieder in Gang bringen?
											Wir nannten das Projekt
""Gelangweilt und Genial"".
											Ich erwartete, dass einige hundert
Menschen mitmachen würden,
											aber es haben sich tausende angemeldet.
											Der Grund für ihre Teilnahme
war die Sorge,
											dass sie von ihrem Telefon
abhängig geworden waren.
									","
											MZ: ¿Pero podría romperse este ciclo?
											¿Qué pasaría si rompiéramos 
este círculo vicioso?
											Quizás mis oyentes podrían 
ayudarme a descubrirlo.
											¿Qué pasaría si recuperamos 
esas fracturas en nuestros días?
											¿Podría ayudarnos a poner 
en marcha nuestra creatividad?
											Llamamos al proyecto 
""Aburrido y brillante"".
											Y esperaba que se unieran 
un par de cientos de personas,
											pero comenzaron a registrarse 
miles de personas.
											Y me dijeron que la razón 
por la que lo hacían
											era por su preocupación 
por la relación con el teléfono,
											que se habían hecho un poco... 
""codependientes"", digamos,
									","
											MZ: Peki bu döngü kırılabilir mi?
											Bu kısır döngüyü kırarsak ne olur?
											Belki dinleyicilerim
bana yardımcı olabilir.
											Gün içerisindeki bu
çatlakları kurtarsak ne olurdu?
											Yaratıcılığımızı hızla
başlatmamıza yardımcı olabilir mi?
											Projeye ""Sıkkın ve Zeki"" adını verdik.
											Ben yüzlerce insanın
katılmasını beklemiştim, bilirsiniz,
											fakat binlerce insan başvurmaya başladı.
											Telefonlarıyla ilişkileri
bir tür ""eş-bağımlı""
											ilişkiye dönüştüğünden
endişe duydukları için de bunu
											yaptıklarını söylediler.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Man: The relationship
between a baby and its teddy bear
											or a baby and its binky
											or a baby that wants its mother's cradle
											when it's done with being held
by a stranger —
									","
											(Audio) Homme : La relation
entre un bébé et son ours en peluche
											ou un bébé et sa suce
											ou un bébé qui veut les bras de sa mère
											quand il en a marre d'être porté
par un inconnu —
									","
											(Audio) Mann: Die Beziehung zwischen
einem Baby und seinem Teddybären
											oder einem Baby und seinem Schnuller
											oder einem Baby, das in die Arme
seiner Mutter will,
											nachdem ein Fremder es gehalten hat —
									","
											(Audio) Hombre: la relación entre 
un bebé y su oso de peluche
											o un bebé y su chupete
											o un bebé que quiere el regazo de su madre
											cuando lo sostiene 
en sus brazos un extraño,
									","
											(Ses) Adam: Bir bebek ve
ayıcığı veya bir bebek ve emziği
											arasındaki ilişki
											ya da bir yabancının kucağından sıkılmış
											annesini isteyen bir bebek —
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughs)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											that's the relationship
between me and my phone.
									","
											voilà la relation que j'ai
avec mon téléphone.
									","
											das ist die Beziehung zwischen
mir und meinem Smartphone.
									","
											esa es la relación entre mi teléfono y yo.
									","
											benim telefonumla
aramdaki ilişki de bu.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Woman: I think of my phone
like a power tool:
											extremely useful, but dangerous
if I'm not handling it properly.
									","
											(Audio) Femme : Mon téléphone
est un outil électrique :
											extrêmement utile mais dangereux
si je ne l'utilise pas correctement.
									","
											(Audio) Frau: Für mich ist
mein Telefon ein Machtinstrument:
											äußert nützlich, aber gefährlich,
wenn ich nicht richtig damit umgehe.
									","
											(Audio) Mujer: pienso en mi teléfono 
como una herramienta eléctrica:
											extremadamente útil, pero peligrosa, 
si no la manejo adecuadamente.
									","
											(Ses) Kadın: Telefonumu bir
güç aracı olarak görüyorum:
											inanılmaz kullanışlı, fakat
düzgün kullanmıyorsan da tehlikeli.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Woman 2:
If I don't pay close attention,
											I'll suddenly realize
that I've lost an hour of time
											doing something totally mindless.
									","
											(Audio) Femme n°2 :
Si je ne fais pas attention,
											je vais soudain réaliser
que j'ai perdu une heure
											à faire quelque chose de stupide.
									","
											(Audio) Frau 2: Wenn ich
nicht aufpasse, merke ich plötzlich,
											dass ich eine Stunde meiner Zeit
mit etwas völlig Sinnlosem vergeudet habe.
									","
											(Audio) Mujer 2: 
Si no le presto mucha atención,
											de repente me doy cuenta de que 
he perdido una hora
											haciendo algo totalmente irracional.
									","
											(Ses) Kadın 2: Eğer
yeterince dikkat etmezsem,
											birdenbire bir saattir
çok saçma bir şeyler yapıyor
											olduğumu fark ediyorum.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: OK, but to really measure
any improvement,
											we needed data, right?
											Because that's what we do these days.
											So we partnered with some apps
that would measure how much time
											we were spending every day on our phone.
											If you're thinking it's ironic
											that I asked people
to download another app
											so that they would spend
less time on their phones:
											yeah, but you gotta meet people
where they are.
									","
											MZ : Mais pour mesurer une amélioration,
											il nous fallait des données.
											C'est ce qu'on fait de nos jours.
											Nous avons établi un partenariat
avec des applis mesurant le temps
											passé chaque jour sur notre téléphone.
											Si vous trouvez cela ironique
											d'avoir fait télécharger
une appli à ces gens
											pour qu'ils passent
moins de temps sur leur téléphone,
											oui, mais il faut ce qu'il faut.
									","
											MZ: Um Verbesserungen messen zu können,
											brauchen wir Daten, richtig?
											So macht man das heutzutage.
											Wir taten uns mit Apps zusammen,
die die Zeit maßen,
											die wir jeden Tag
an unserem Smartphone waren.
											Es mag ironisch klingen,
Leute zu bitten, eine App runterzuladen,
											damit sie weniger Zeit
an ihrem Smartphone verbringen:
											Ja, aber Sie müssen Leute
dort treffen, wo sie sind.
									","
											MZ: Pero para medir 
realmente cualquier mejora,
											necesitamos datos, ¿verdad?
											Porque eso es lo que 
hacemos en estos días.
											Así que usamos aplicaciones 
que midieron cuánto tiempo
											pasamos todos los días 
en nuestro teléfono.
											Si piensan que es irónico
											que pidiera a las personas 
que descargaran otra aplicación
											para pasar menos tiempo en sus teléfonos,
											sí, es así, pero una tiene que saber 
dónde está la gente.
									","
											MZ: Tamam, ama bir
gelişmeyi ölçmek için verilere
											ihtiyacımız var, değil mi?
											Çünkü son zamanlarda böyle yapıyoruz.
											Biz de telefonumuzda ne kadar
zaman harcadığımızı ölçebilecek
											birkaç uygulama ile işbirliği yaptık.
											Eğer insanlardan telefonlarında
											daha az vakit geçirmeleri için başka bir
											uygulama indirmelerini
istemem ironik geliyorsa:
											evet, insanlarla
oldukları yerde buluşmalısınız.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											So before challenge week,
											we were averaging two hours
a day on our phones
											and 60 pickups,
											you know, like, a quick check,
did I get a new email?
											Here's what Tina, a student
at Bard College,
											discovered about herself.
									","
											Avant de lancer un défi,
											nous étions environ deux heures
par jour sur notre téléphone
											et le regardions 60 fois,
											de petites vérifications
pour voir si nous avions un mail.
											Voici ce que Tina,
une étudiante à Bard College,
											a découvert sur elle-même.
									","
											Vor der Woche der Herausforderung
											waren wir durchschnittlich
2 Stunden pro Tag am Handy,
											mit 60 kurzen Checks,
											wie etwa dem Checken einer neuen E-Mail.
											Tina, eine Studentin der Bard Universität,
fand Folgendes über sich heraus:
									","
											Antes de la semana del desafío,
											teníamos un promedio de 
dos horas al día en nuestros teléfonos
											y 60 recolecciones,
											como un chequeo rápido, 
¿recibí un nuevo correo electrónico?
											Esto es lo que Tina, 
una estudiante de Bard College,
											descubrió sobre ella misma.
									","
											Mücadele haftasından önce
											telefonlarımızda günde
iki saat ortalama alıyorduk
											ve 60 kontrol,
											bilirsiniz, hızlı kontrol gibi,
yeni bir postam var mı?
											Bard Kolejinden
Tina'nın kendisiyle ilgili
											keşfettiği şey şöyle;
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Tina: So far, I've been spending
											between 150 and 200 minutes
on my phone per day,
											and I've been picking up my phone
70 to 100 times per day.
											And it's really concerning,
											because that's so much time
that I could have spent
											doing something more productive,
more creative, more towards myself,
											because when I'm on my phone,
I'm not doing anything important.
									","
											(Audio) Tina : Jusqu'ici, j'ai passé
											entre 150 et 200 minutes par jour
sur mon téléphone
											et je l'ai regardé
entre 70 et 100 fois par jour.
											C'est vraiment inquiétant
											car j'aurais pu passer tout ce temps
											à faire quelque chose de plus productif,
plus créatif, meilleur pour moi
											car quand je suis sur mon téléphone,
je ne fais rien d'important.
									","
											(Audio) Tina: Bisher habe ich
											zwischen 150 und 200 Minuten pro Tag
an meinem Smartphone verbracht
											und es 70 bis 100 Mal am Tag
in die Hand genommen.
											Das ist wirklich beunruhigend,
											weil es so viel Zeit ist,
die ich für etwas Produktiveres,
											Kreativeres, Persönlicheres
verbringen könnte,
											weil ich am Handy nichts Wichtiges tue.
									","
											(Audio) Tina: Hasta ahora, 
he estado pasando
											entre 150 y 200 minutos 
en mi teléfono al día,
											y he mirado mi teléfono 
de 70 a 100 veces por día.
											Y es realmente preocupante,
											porque es mucho tiempo 
que podría haber pasado
											haciendo algo más productivo, 
más creativo, más por mí,
											porque cuando estoy con mi teléfono, 
no estoy haciendo nada importante.
									","
											(Ses) Tina: Bu zamana dek
											telefonumda günde ortala
150, 200 dakika geçiriyordum
											ve telefonumu günde
70 ila 100 kez elime alıyordum.
											Bu konuyla alakalı,
											çünkü bu, daha yaratıcı,
daha kendime dönük bir
											şeylere harcayabileceğim
kadar uzun bir zaman,
											çünkü telefon elimdeyken
önemli bir şey yapmıyorum.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: Like Tina, people were starting
to observe their own behavior.
											They were getting ready
for challenge week.
											And that Monday,
											they started to wake up
to instructions in their inbox,
											an experiment to try.
									","
											MZ : Comme Tina, les gens ont commencé
à constater leur comportement.
											Ils étaient prêts pour le défi.
											Ce lundi-là,
											au réveil, ils avaient
des instructions dans leur boite mail,
											une expérience à essayer.
									","
											MZ: Ähnlich wie Tina begannen Leute,
ihr eigenes Verhalten zu beobachten.
											Sie bereiteten sich auf
die Woche der Herausforderung vor.
											Und an jenem Montagmorgen,
											fanden sie Anweisungen
in ihrem Posteingang,
											ein Experiment zum Ausprobieren.
									","
											MZ: Al igual que Tina, la gente empezaba 
a observar su propio comportamiento.
											Se estaban preparando 
para la semana del desafío.
											Y ese lunes,
											se despertaron con las instrucciones 
en su bandeja de entrada,
											un experimento para probar.
									","
											MZ: İnsanlar da tıpkı Tina gibi
kendilerini gözlemlemeye başladılar.
											Mücadele haftasına hazırlanıyorlardı.
											O Pazartesi,
											mesaj kutularındaki talimatlara
ve denenecek bir deneye
											uyandılar.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											Day one:
											""Put it in your pocket.""
											Take that phone out of your hand.
											See if you can eliminate the reflex
to check it all day long,
											just for a day.
											And if this sounds easy,
											you haven't tried it.
											Here's listener Amanda Itzko.
									","
											Premier jour :
											« Mettez-le dans votre poche. »
											Ne gardez pas ce téléphone
dans votre main.
											Voyez si vous pouvez arrêter
de le vérifier constamment,
											juste pendant une journée.
											Si cela semble facile,
c'est que vous n'avez pas essayé.
											Voici l'auditrice Amanda Itzko.
									","
											Tag eins:
											""Packe es in deine Tasche.""
											Nimm das Telefon aus deiner Hand.
											Versuche, dem Reflex zu widerstehen,
es den ganzen Tag zu kontrollieren,
											nur für einen Tag.
											Wenn sich das einfach anhört,
haben Sie es noch nicht versucht.
											Hier ist die Zuhörerin Amando Itzko.
									","
											Día uno:
											""Ponlo en tu bolsillo"".
											Saca ese teléfono de tu mano.
											Intenta eliminar el acto reflejo 
de controlarlo todo el día,
											solo durante un día.
											Y si esto suena fácil,
											Uds. no lo has intentado.
											Aquí está la oyente Amanda Itzko.
									","
											Gün bir:
											""Onu cebine koy.""
											Telefonu elinden bırak.
											Tüm gün kontrol etme
refleksini yok edip edemediğini gör,
											sadece bir gün için.
											Kolay geliyor olabilir,
											henüz denemediniz.
											İşte dinleyicimiz Amanda Itzko.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Amanda Itzko:
I am absolutely itching.
											I feel a little bit crazy,
											because I have noticed
that I pick up my phone
											when I'm just walking
from one room to another,
											getting on the elevator,
											and even — and this is the part
that I am really embarrassed
											to actually say out loud —
											in the car.
									","
											(Audio) Amanda Itzko :
Cela me démange.
											Je me sens un peu folle
											car j'ai remarqué
que je regardais mon téléphone
											quand je passais d'une pièce à une autre,
											quand je prenais l'ascenseur
											et même, j'ai honte
de le dire à voix haute,
											dans la voiture.
									","
											(Audio) Amanda Itzko:
Es kribbelt in meinen Fingern.
											Ich fühle mich ein wenig verrückt,
											weil mir aufgefallen ist, dass ich
mein Telefon in die Hand nehme,
											sobald ich von einem Raum
in den anderen gehe,
											in den Fahrstuhl einsteige und sogar —
											und das ist sehr peinlich,
laut auszusprechen —
											im Auto.
									","
											(Audio) Amanda Itzko: 
Estoy muy ansiosa.
											me siento un poco trastornada,
											porque me he dado cuenta 
de que miro mi teléfono
											cuando voy de una habitación a otra,
											al subir al ascensor,
											e incluso, y esta es la parte 
de la que estoy realmente avergonzada
											de decir en voz alta,
											también en el auto.
									","
											(Ses) Amanda Itzko:
Kesinlikle sinirlerim bozuluyor.
											Biraz çılgın gibi hissediyorum,
											çünkü bir odadan diğer odaya
geçerken bile telefonumu
											elime aldığımı fark ettim,
											asansöre binerken,
											ve hatta — bu gerçekten
sesli söylemekten en çok
											utandığım kısım —
											arabadayken.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: Yikes.
											Yeah, well, but as Amanda learned,
											this itching feeling
is not actually her fault.
											That is exactly the behavior
that the technology is built to trigger.
									","
											MZ : Oups.
											Comme Amanda l'a appris,
											cette démangeaison n'est pas de sa faute.
											C'est exactement le comportement
que la technologie est sensée déclencher.
									","
											MZ: Huch.
											Aber wie Amanda feststellte,
											ist das kribbelnde Gefühl
nicht wirklich ihre Schuld.
											Es ist genau die Art von Verhalten,
die die Technologie auslösen soll.
									","
											MZ: ¡Caray!
											Sí, pero como Amanda aprendió,
											esta sensación de picor 
no es realmente su culpa.
											La tecnología se diseñó 
para lograr ese comportamiento.
									","
											MZ: Hadi be.
											Evet, fakat Amanda öğrendi ki,
											bu sinirlenme hissi onun hatası değil.
											Teknoloji, bu davranışı
tetiklemek için oluşturuldu.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											I mean, right?
											Here's former Google designer,
Tristan Harris.
									","
											N'est-ce pas ?
											Voici l'ancien designer
pour Google, Tristan Harris.
									","
											Nicht wahr?
											Hier ist Tristan Harris,
der ehemalige Google-Designer.
									","
											¿Verdad?
											Aquí está el exdiseñador 
de Google, Tristan Harris.
									","
											Yani, değil mi?
											Karşınızda, eski
Google tasarımcısı, Tristan Harris.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Tristan Harris: If I'm Facebook
or I'm Netflix or I'm Snapchat,
											I have literally a thousand engineers
											whose job is to get
more attention from you.
											I'm very good at this,
											and I don't want you to ever stop.
											And you know, the CEO
of Netflix recently said,
											""Our biggest competitors
are Facebook, YouTube and sleep.""
											I mean, so there's a million places
to spend your attention,
											but there's a war going on to get it.
									","
											(Audio) Tristan Harris : Si je suis
sur Facebook, Netflix ou Snapchat,
											j'ai des milliers d'ingénieurs
											dont le travail est
d'attirer votre attention.
											Je suis très bon à cela
											et je ne veux pas que vous arrêtiez.
											Le PDG de Netflix a dit récemment :
											« Nos compétiteurs sont Facebook,
YouTube et le sommeil. »
											Il y a un million de choses
sur lesquelles concentrer votre attention,
											mais c'est la guerre pour l'obtenir.
									","
											(Audio) Tristan Harris: Ob Facebook,
Netflix oder Snapchat,
											es gibt tausende Ingenieure,
deren Job es ist,
											mehr Aufmerksamkeit von dir zu erhaschen.
											Ich bin darin sehr gut
und will nicht, dass du damit aufhörst.
											Der CEO von Netflix sagte neulich:
											""Unsere größten Konkurrenten
sind Facebook, YouTube und Schlaf.""
											Es gibt Millionen Orte, auf die man
seine Aufmerksamkeit lenken kann,
											und einen Krieg darüber, wer gewinnt.
									","
											(Audio) Tristan Harris: si estoy en 
Facebook, en Netflix o en Snapchat,
											tengo literalmente mil ingenieros
											cuyo trabajo es obtener 
más atención de ti.
											Soy muy bueno en esto,
											y no quiero que tú te detengas nunca.
											¿Sabes lo que el CEO 
de Netflix dijo hace poco?
											""Nuestros mayores competidores 
son Facebook, YouTube y el sueño"".
											Quiero decir, hay un millón de lugares 
para poner atención,
											pero hay una guerra 
por conseguir esa atención"".
									","
											(Ses) Tristan Harris: Eğer ben
Facebook, Netflix veya Snapchat isem,
											işi sizin ilginizi çekmek olan
											binlerce mühendisim var demektir.
											Bunda çok iyiyim
											ve hiç durmanı istemiyorum.
											Netflix'in başkanı
geçenlerde şöyle söyledi,
											""En büyük rakiplerimiz
Facebook, YouTube ve uyku.""
											Yani dikkatinizi harcayabileceğiniz
milyonlarca yer var
											ama bunun için bir savaş sürüyor.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
