en,pt,de,tr,title,speaker,duration,tags
"
											(Laughter)
									","
											(Risos)
									","
											(Gelächter)
									","
											(Kahkaha)
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											they've even starting getting
together as couples.
											But besides romantic relationships,
											the building has a positive social effect
											on the community,
											as evidenced by people
starting groups together
											and starting big projects together,
											like this organic community garden
on the building's roof terrace.
									","
											... que até começaram
a relacionar-se como casais.
											Mas além das relações amorosas,
											o edifício tem um efeito social positivo
											na comunidade,
											como evidenciado pelas pessoas
a criar grupos juntas
											e a iniciar grandes projetos juntas,
											como este jardim orgânico comunitário
no terraço do topo do edifício.
									","
											es haben sich sogar Pärchen gefunden.
											Aber neben Liebesbeziehungen
											hat das Gebäude auch
einen positiven sozialen Effekt
											auf die Gemeinschaft,
											wie man an den Leuten sieht,
die Gruppen ins Leben rufen
											und gemeinsam große Projekte starten.
											Wie der ökologische Gemeinschaftsgarten
auf der Dachterasse.
									","
											çift olmaya bile başlamışlar.
											Ama romantik ilişkilerin yanı sıra
											binanın insanlar üzerinde
											pozitif bir sosyal etkisi var.
											Örneğin, insanlar gruplar oluşturuyor,
											binanın çatı terasındaki
											bu organik hobi bahçesi gibi
büyük projeler oluşturuyorlar.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											So I've shown how tall buildings
can be social connectors,
											but what about public architecture?
											How can we create better
social cohesion in public buildings
											and civic spaces,
											and why is it important?
											Public architecture
is just not as successful
											if it comes from the top down.
									","
											Mostrei como os edifícios altos
podem ser conetores sociais,
											mas e quanto à arquitetura pública?
											Como podemos criar melhor coesão social
em edifícios públicos
											e espaços cívicos,
											e porque é isso importante?
											A arquitetura pública
não é tão bem sucedida
											se for imposta pelas autoridades.
									","
											Ich habe also gezeigt, wie Hochhäuser
soziale Verbinder sein können,
											aber was ist mit öffentlichen Bauten?
											Wie können wir einen besseren sozialen
Zusammenhalt in öffentlichen Gebäuden
											und öffentlichen Räumen schaffen,
											und warum ist das wichtig?
											Öffentliche Bauten sind
einfach nicht so erfolgreich,
											wenn sie von oben verordnet sind.
									","
											Uzun binaların nasıl sosyal
bağlayıcılar olabileceğini gösterdim
											ama ya kamu mimarisi?
											Kamu binalarında ve 
şehirsel alanlarda nasıl daha iyi
											sosyal bütünlük yaratabiliriz
											ve bu neden önemlidir?
											Kamu mimarisi tepeden inme olduğu takdirde
											o kadar da başarılı değildir.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											About 15 years ago in Chicago,
											they started to replace
old police stations,
											and they built this identical model
all over the city.
											And even though they had good intentions
											of treating all neighborhoods equally,
											the communities didn't feel
invested in the process
											or feel a sense of ownership
of these buildings.
											It was equality in the sense that
everybody gets the same police station,
											but it wasn't equity
in the sense of responding
											to each community's individual needs.
											And equity is the key issue here.
									","
											Há cerca de 15 anos em Chicago,
											começaram a substituir
antigas esquadras de polícia,
											e construíram modelos idênticos
por toda a cidade.
											Apesar de terem boas intenções
											de tratar igualmente todas as vizinhanças,
											as comunidades não se sentiram
incluídas no processo
											nem desenvolveram sentido de posse
por estes edifícios.
											Foi igualitário no sentido de
todos terem a mesma esquadra de polícia,
											mas não foi equitativo
no sentido de responder
											às necessidades individuais
de cada comunidade.
											E a equidade é um fator-chave aqui.
									","
											Vor etwa 15 Jahren begann man,
											alte Polizeistationen zu ersetzen
											und diese identischen Modelle
überall in der Stadt zu bauen.
											Obwohl sie gute Absichten hatten
											und alle Viertel gleich behandeln wollten,
											fühlten sich die Gemeinden
nicht in den Prozess eingebunden
											und auch nicht mit den Bauten verbunden.
											Es war Gleichheit, weil jeder
die gleiche Polizeistation bekam,
											aber es war keine Gleichheit
im Sinne eines Eingehens
											auf die individuellen Bedürfnisse
jeder Gemeinschaft.
											Gleichheit ist hier das zentrale Thema.
									","
											Yaklaşık 15 yıl önce Şikago'da
											eski polis merkezlerini değiştirip
											tüm şehirde bu aynı model
binaları yapmaya başladılar.
											Her mahallaye eşit davranmak
											gibi iyi bir niyetleri olsa da
											insanlar bu sürece dâhil hissetmediler
											veya bu binalara karşı bir 
sahiplik hissetmediler.
											Herkese aynı polis merkezi olarak
bakıldığında bu eşitlikti
											ama her topluluğun kendi farklı 
ihtiyaçları açısından
											bu eşitlik değildi.
											Burada temel mesele eşitlik.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											You know, in my field, there's a debate
											about whether architecture
can even do anything
											to improve social relationships.
											But I believe that we need architecture
and every tool in our tool kit
											to improve these relationships.
											In the US, policy reforms
have been recommended
											in order to rebuild trust.
											But my team and I wondered
											if design and a more inclusive
design process
											could help add something positive
to this policy conversation.
											We asked ourselves simply:
											Can design help rebuild trust?
									","
											Sabem, na minha área, há um debate
											sobre como a arquitetura
pode mesmo fazer algo
											para melhorar as relações sociais.
											Mas acredito que precisamos da arquitetura
e de todas as ferramentas ao dispor
											para melhorar essas relações.
											Nos EUA, reformas políticas
têm sido recomendadas
											para reconstruir a confiança.
											Mas a minha equipa e eu pensámos
											se o planeamento
e um processo mais inclusivo
											poderiam ajudar a adicionar algo positivo
a esta conversa sobre políticas.
											Perguntámo-nos simplesmente:
											Podemos planificar o apoio
para reconstruir a confiança?
									","
											In meinem Beruf gibt es eine Debatte,
											ob Architektur irgendetwas tun kann,
											um soziale Beziehungen zu verbessern.
											Aber ich glaube, dass wir Architektur
und jedes unserer Werkzeuge brauchen,
											um Beziehungen zu verbessern.
											In den USA wurden
Polizeireformen vorgeschlagen,
											um Vertrauen aufzubauen.
											Aber mein Team und ich fragten uns,
											ob Design und ein
partizipativerer Entwurfsprozess
											dabei helfen können, etwas Positives
zur Polizeidiskussion beizutragen.
											Wir fragten uns einfach:
											Können wir helfen,
Vertrauen wiederaufzubauen?
									","
											Bilirsiniz, benim alanımda mimarinin 
sosyal ilişkileri ilerletmek için
											her şeyi yapıp yapamayacağı hakkında
											bir tartışma söz konusu.
											Ama bence bu ilişkileri 
ilerletmek için mimariyi
											ve her tür aracı
cebimizde bulundurmalıyız.
											ABD'de, güveni yeniden inşa etmek için
											politika reformları önerildi.
											Ancak ekibim ve ben,
											tasarımın ve daha kapsamlı bir tasarım
sürecinin bu politikaya
											olumlu bir şey eklemeye yardımcı 
olup olmadığını merak ettik.
											Basitçe kendimize sorduk:

											Tasarım güveni tekrar inşaya
yardımcı olabilir mi?
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											So we reached out to community members
and police officers in North Lawndale;
											it's a neighborhood in Chicago
											where the police station
is perceived as a scary fortress
											surrounded by a parking lot.
											In North Lawndale,
people are afraid of police
											and of going anywhere
near the police station,
											even to report a crime.
											So we organized this brainstorming session
											with both groups participating,
											and we came up with this whole
new idea for the police station.
											It's called ""Polis Station.""
											""Polis"" is a Greek word that means
a place with a sense of community.
											It's based on the idea
											that if you can increase opportunities
for positive social interactions
											between police and community members,
											you can rebuild that relationship
											and activate the neighborhood
at the same time.
									","
											Então contactámos membros da comunidade
e polícias de North Lawndale
											— é uma localidade próxima de Chicago —
											onde a esquadra de polícia
é vista como uma fortaleza
											rodeada por um parque de estacionamento.
											Em North Lawndale,
as pessoas têm medo da polícia
											e de ir a qualquer sítio
perto da esquadra,
											mesmo para reportar um crime.
											Então organizámos uma sessão
de partilha de ideias
											com participação de ambos os grupos,
											e chegámos a uma nova ideia
para uma esquadra de polícia.
											Chama-se ""Estação Polis"".
											""Polis"" é uma palavra grega que significa
um local com sentido de comunidade.
											É baseado na ideia
											de que se aumentarmos as oportunidades
de interações sociais positivas
											entre a polícia 
e os membros da comunidade,
											podemos reconstruir essa relação
											e ativar a vizinhança
ao mesmo tempo.
									","
											Also kontaktierten wir Gemeindemitglieder
und Polizeibeamte in North Lawndale;
											es ist ein Viertel in Chicago,
											wo die Polizeiwache als unheimliche
Festung wahrgenommen wurde,
											umgeben von einem Parkplatz.
											In North Lawndale haben
die Menschen Angst vor der Polizei
											und davor, der Polizeistation
zu nahe zu kommen,
											sogar um ein Verbrechen zu melden.
											Daher organisierten wir
diese Brainstorming-Sitzung
											mit beiden beteiligten Gruppen,
											und wir überlegten uns
dieses neue Konzept einer Polizeistation.
											Es nennt sich ""Polis Station"".
											""Polis"" ist ein griechisches Wort,
es meint einen Ort mit Gemeinschaftssinn.
											Es basiert auf der Vorstellung,
											dass wenn man Chancen
für positive soziale Interaktionen
											zwischen der Polizei und
Gemeindemitgliedern erhöht,
											kann man die Beziehung wieder aufbauen
											und gleichzeitig das Viertel beleben.
									","
											Böylece Şikago'da bir muhit olan ve 
polis merkezinin park yerleriyle çevrili
											korkunç bir kale olarak
											görüldüğü Kuzey Lawndale'deki 
bölge sakinlerine
											ve polis memurlarına ulaştık.
											Kuzey Lawndale'de insanlar polisten
ve polis merkezinin
											yanından geçmekten bile korkuyor,
											bir ihbar için bile.
											Biz de her iki grubun da katıldığı
											bu fikir toplantısını organize ettik
											ve polis merkezi için tamamen
yeni bir fikir bulduk.
											Adı ""Polis Merkezi"".
											""Polis"", topluluk duygusu olan bir yer
anlamına gelen Yunanca bir kelimedir.
											Şu düşünceye dayanıyor;
											polis ve mahalle sakinleri arasındaki
olumlu sosyal etkileşimler için
											fırsatları artırabilirseniz,
											bu ilişkiyi yeniden kurabilir 
ve aynı zamanda
											mahalleyi de aktif hâle getirebilirsiniz.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											Instead of the police station
as a scary fortress,
											you get highly active spaces
on the public side of the station —
											places that spark conversation,
											like a barbershop, a coffee shop
											or sports courts as well.
											Both cops and kids said they love sports.
											These insights came directly
from the community members
											and the police officers themselves,
											and as designers, our role
was just to connect the dots
											and suggest the first step.
											So with the help
of the city and the parks,
											we were able to raise funds
and design and build a half-court,
											right on the police station parking lot.
									","
											Em vez de a esquadra de polícia
ser uma fortaleza assustadora,
											têm-se espaços altamente ativos
na parte pública da esquadra
											— locais que iniciam conversas,
											como uma barbearia, um café
											ou ainda um ringue desportivo.
											Quer agentes, quer crianças disseram
gostar de desporto.
											Este conhecimento veio diretamente
dos membros da comunidade
											e dos próprios agentes da polícia.
											Como planeadores, o nosso papel
foi apenas ligar os pontos
											e sugerir o primeiro passo.
											Com a ajuda da cidade e dos parques,
											fomos capazes de reunir fundos,
planificar e construir um campo,
											mesmo no estacionamento da esquadra.
									","
											Statt einer einschüchternden
Festung als Polizeiwache
											bekommt man stark belebte Orte
im öffentlichen Bereich der Wache —
											Orte, die Gespräche anregen,
											wie ein Friseurladen, ein Café
											oder auch Sportplätze.
											Polizisten und Kinder lieben alle Sport.
											Diese Einblicke stammen direkt
von den Gemeindemitgliedern
											und den Polizeibeamten selbst.
											Und als Designer war unsere Rolle nur,
diese Punkte zu verbinden
											und den ersten Schritt vorzuschlagen.
											Mit der Hilfe der Stadt
und der Parkverwaltung
											konnten wir die Mittel aufbringen,
um ein Basketballfeld anzulegen,
											genau auf dem Parkplatz
der Polizeistation.
									","
											Korkunç kale gibi bir polis
merkezi yerine,
											merkezin kamusal tarafında oldukça
aktif alanlar elde edersiniz,
											tıpkı bir berber,
											kahve dükkânı veya spor sahası gibi
											iletişim başlatan yerler.
											Çocuklarla polisler spor
sevdiklerini söyledi.
											Bu fikirler doğrudan mahalle sakinleri
ve polislerden çıktı
											ve bize düşen de tasarımcılar olarak
											bağlantıyı kurarak
											ilk adımı önermekti.
											Böylece belediyenin ve parkların
da yardımıyla
											para toplayıp polis merkezi 
otoparkının üzerine
											bir yarı saha tasarlayıp inşa edebildik.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											It's a start.
											But is it rebuilding trust?
											The people in North Lawndale say
the kids are using the courts every day
											and they even organize tournaments
like this one shown here,
											and once in a while an officer joins in.
											But now, they even have basketballs
inside the station
											that kids can borrow.
											And recently they've asked us
to expand the courts
											and build a park on the site.
											And parents report something astonishing.
											Before, there was fear of going
anywhere the station, and now they say
											there's a sense that the court is safer
than other courts nearby,
											and they prefer their kids to play here.
									","
											É um começo.
											Mas está a reconstruir a confiança?
											As pessoas de North Lawndale dizem
que as crianças usam o campo diariamente
											e organizam mesmo torneios
como este mostrado aqui,
											e, de vez em quando,
até um agente participa.
											Mas agora, até têm bolas de basquete
dentro da esquadra
											que os miúdos podem pedir.
											E recentemente pediram-nos
para expandir os campos
											e construir um parque no local.
											E os pais referem algo espantoso.
											Antes, havia medo de ir a qualquer sítio
perto da esquadra, e agora dizem
											que há um sentimento de que o campo
é mais seguro que outros campos,
											e preferem que os seus filhos
brinquem ali.
									","
											Es ist ein Anfang.
											Aber stellt es Vertrauen wieder her?
											Die Menschen in North Lawndale sagen,
dass Kinder die Sportplätze täglich nutzen
											und sie organisieren sogar Wettkämpfe,
wie den hier gezeigten,
											und gelegentlich macht ein Polizist mit.
											Aber jetzt gibt es sogar
Basketbälle in der Wache,
											die die Kinder ausleihen können.
											Und neulich baten sie uns,
die Sportplätze zu erweitern
											und einen Park auf dem Gelände zu bauen.
											Die Eltern berichten Erstaunliches.
											Früher hatte man Angst, der Wache
nahe zu kommen und jetzt sagen sie,
											der Platz fühlt sich sicherer an,
als die benachbarten Plätze.
											Jetzt ziehen sie es vor,
dass ihre Kinder hier spielen.
									","
											Bu bir başlangıç.
											Ancak bu güveni yeniden tesis etmek mi?
											Kuzey Lawndale sakinleri çocukların 
sahaları her gün kullandığını söylüyor,
											hatta burada görüldüğü gibi 
turnuvalar düzenliyorlarmış
											ve arada bir de bir memur 
onlara katılıyormuş.
											Şimdiyse, merkezde çocukların 
ödünç alabileceği
											basket topları bile var.
											Ve şimdilerde bizden sahaları 
genişletmemizi
											ve alana bir park inşa 
etmemizi istediler.
											Ve aileler şaşılacak bir şey söylediler.
											Önceden, merkezin yanına yaklaşmaktan 
korkuluyordu, şimdiyse
											bu sahanın çevredeki diğer sahalardan 
daha güvenli olduğu algısı var
											ve çocukların burada
oynamasını tercih ediyorlar.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											So maybe in the future,
											on the public side of the station,
											you might be able to drop in
for a haircut at the barbershop
											or reserve the community room
for a birthday party
											or renew your driver's license
											or get money out of an ATM.
											It can be a place for neighbors
to meet each other
											and to get to know
the officers, and vice versa.
											This is not a utopian fantasy.
											It's about how do you design
to rebuild trust,
											trusting relationships?
									","
											Então talvez no futuro,
											no lado público da esquadra,
											se possa aparecer para
um corte de cabelo na barbearia
											ou reservar o espaço público
para um aniversário
											ou renovar a carta de condução
											ou tirar dinheiro da caixa multibanco.
											Pode ser um local
para os vizinhos se encontrarem
											e para conhecerem os agentes
e vice-versa.
											Isto não é uma fantasia utópica.
											Trata-se de planificar
para reconstruir confiança,
											e relações de confiança.
									","
											Vielleicht kann man in Zukunft
											im öffentlichen Bereich der Wache
											auf einen Haarschnitt
beim Friseur vorbeischauen,
											den Gemeinschaftsraum
für eine Geburtstagsfeier reservieren,
											den Führerschein erneuern
											oder Geld am Geldautomat abheben.
											Es kann ein Ort sein,
wo Nachbarn sich treffen
											und die Polizeibeamten
kennenlernen und umgekehrt.
											Das ist keine utopische Fantasie.
											Es geht darum,
wie man entwirft, um Vertrauen,
											vertrauensvolle Beziehungen
wieder aufzubauen.
									","
											Belki de ileride
											merkezin kamusal alanında,
											saç kestirmek için bir berbere 
uğrayabilecek
											ya da kamusal alanı bir doğum 
günü partisi için kapatabilecek
											ya da ehliyetinizi yeniletebilecek
											veya bir ATM'den para çekebileceksiniz.
											Burası komşuların buluşabileceği
											memurlarla tanışabilecekleri 
bir yer olabilir.
											Bu ütopik bir hayal değil.
											Bu güveni tekrar inşa etmek 
için tasarlamakla,
											güven dolu ilişkilerle alakalı.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											You know, every city has parks,
libraries, schools
											and other public buildings
											that have the potential
to be reimagined as social connectors.
											But reimagining the buildings
for the future is going to require
											engaging the people who live there.
											Engaging the public can be intimidating,
and I've felt that, too.
											But maybe that's because
in architecture school,
											we don't really learn how to engage
the public in the act of design.
											We're taught to defend
our design against criticism.
											But I think that can change, too.
									","
											Sabem, todas as cidades têm parques,
bibliotecas, escolas
											e outros espaços públicos
											que têm o potencial de ser
reimaginados como conetores sociais.
											Mas reimaginar os edifícios para o futuro
											vai requerer o empenho
das pessoas que lá vivem.
											Envolver o público pode ser intimidativo,
e eu senti isso também.
											Mas talvez isso seja porque,
na escola de arquitetura,
											não aprendemos como envolver
o público no ato de planificar.
											Somos ensinados a defender
o nosso plano contra a crítica.
											Mas penso que isso também pode mudar.
									","
											Jede Stadt hat Parks,
Bibliotheken, Schulen
											und andere öffentliche Gebäude,
											die das Potential haben, als soziale
Verbinder neu erdacht zu werden.
											Aber sich neue Gebäude
für die Zukunft vorzustellen,
											erfordert, dort lebende
Menschen einzubinden.
											Die Öffentlichkeit einzubeziehen,
kann einschüchternd sein.
											Das habe ich auch erlebt.
											Vielleicht weil wir im
Architekturstudium nicht lernen,
											wie man die Öffentlichkeit
in den Entwurfsprozess einbezieht.
											Wir lernen, unseren Entwurf
gegen Kritik zu verteidigen.
											Aber das kann sich auch ändern.
									","
											Her şehirde, sosyal kaynaştırıcı olarak
yeniden tasarlanabilecek
											parklar, kütüphaneler,
											okullar ve diğer kamusal binalar var.
											Ama binaları gelecek için yeniden
tasarlamak orada yaşayan insanları
											dâhil etmeyi gerektirecek.
											Halkı dâhil etmek korkutucu olabilir 
ve bunu ben de hissettim.
											Ama belki de bu mimarlık okulunda
											halkı tasarıma nasıl dâhil edeceğimizi 
öğrenmediğimizdendir.
											Tasarımımızı eleştirilere 
karşı savunmayı öğreniyoruz.
											Ancak bence bu da değişebilir.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											So if we can focus the design mind
											on creating positive,
reinforcing relationships
											in architecture and through architecture,
											I believe we can do much more
than create individual buildings.
											We can reduce the stress
and the polarization
											in our urban habitats.
											We can create relationships.
											We can help steady
this planet we all share.
									","
											Podemos então focar a mente planeadora
											em criar relacionamentos
positivos e fortalecidos
											na arquitetura e através da arquitetura.
											Acredito que podemos fazer muito mais
do que criar edifícios individuais.
											Podemos reduzir o ""stress""
e a polarização
											nos nossos habitats urbanos.
											Podemos criar relações.
											Podemos ajudar a estabilizar
este planeta que partilhamos.
									","
											Wenn wir das Entwurfsdenken
											auf positive, verstärkende Beziehungen
											in und durch Architektur fokussieren,
											können wir viel mehr tun,
um individuelle Gebäude zu schaffen.
											Wir können Stress und Polarisierung
											in unseren städtischen
Lebensräumen verringern.
											Wir können Beziehungen schaffen.
											Wir können helfen, den Planeten
zu stabilisieren, den wir uns alle teilen.
									","
											Yani eğer tasarım kafasını
											mimaride ve mimari yoluyla 
pozitif, yapıcı ilişkiler
											kurmaya odaklarsak
											inanıyorum ki bina inşa etmekten
çok daha fazlasını yapabiliriz.
											Kentsel yaşam alanlarındaki stresi ve
											kutuplaşmayı azaltabiliriz.
											İlişkiler kurabiliriz.
											Paylaştığımız bu gezegeni düzenlemeye
yardımcı olabiliriz.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											See?
											Architects really are
relationship builders.
									","
											Veem?
											Os arquitetos podem mesmo ser
construtores de relações.
									","
											Sehen Sie?
											Architekten sind wirklich
Relationship Builder.
									","
											Gördünüz mü?
											Mimarlar gerçekten ilişki kurucu.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Gelächter)
									","
											(Kahkaha)
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											Thank you very much.
									","
											Muito obrigada.
									","
											Vielen Dank.
									","
											Çok teşekkür ederim.
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkış)
									",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
"
","
","
","
",Buildings that blend nature and city,Jeanne Gang,11:55,"architecture,community,nature,cities,beauty,climate change,environment,design,collaboration,humanity,future,innovation,infrastructure,MacArthur grant,social change,public spaces,society"
