en,de,fr,tr,es,title,speaker,duration,tags
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											""But I've heard it's cheap.
I've heard it's easy.""
									","
											""Aber ich hörte, 
es sei günstig und einfach.""
									","
											« Mais on m'a dit
que c'était peu cher et facile. »
									","
											""Ama duydum ki ucuzmuş,
yapması da çok kolaymış.""
									","
											""Pero si oí que es barato.
Oí que es fácil"".
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											We're going to explore that a little bit.
											So, how cheap is it?
											Yeah, it is cheap in comparison.
											It's going to take the cost of the average
materials for an experiment
											from thousands of dollars
to hundreds of dollars,
											and it cuts the time a lot, too.
											It can cut it from weeks to days.
											That's great.
											You still need a professional lab
to do the work in;
											you're not going to do anything meaningful
outside of a professional lab.
											I mean, don't listen to anyone who says
											you can do this sort of stuff
on your kitchen table.
											It's really not easy
to do this kind of work.
											Not to mention,
there's a patent battle going on,
											so even if you do invent something,
											the Broad Institute and UC Berkeley
are in this incredible patent battle.
											It's really fascinating
to watch it happen,
											because they're accusing each other
of fraudulent claims
											and then they've got people saying,
											""Oh, well, I signed
my notebook here or there.""
											This isn't going to be settled for years.
											And when it is,
											you can bet you're going to pay someone
a really hefty licensing fee
											in order to use this stuff.
											So, is it really cheap?
											Well, it's cheap if you're doing
basic research and you've got a lab.
									","
											Schauen wir uns das näher an.
											Wie günstig ist es?
											Es ist vergleichsweise günstig.
											Es verringert die Materialkosten
eines Experiments
											von tausenden zu hunderten von Dollar.
											Die Zeit wird auch erheblich verkürzt.
											Man braucht nur noch Tage statt Wochen.
											Das ist großartig.
											Sie brauchen immer noch
ein professionelles Labor.
											Sie werden außerhalb eines Labors
nichts Vernünftiges zustande bringen.
											Hören Sie nicht auf Leute, die sagen,
											dass sie diese Dinge
auf Ihrem Küchentisch tun können.
											Es ist wirklich nicht einfach,
diese Art von Arbeit zu machen.
											Zudem ist ein Patentstreit im Gange.
											Selbst falls Sie etwas erfinden,
											das Broad Institute und die UC Berkely
sind im Patentstreit involiert.
											Es ist faszinierend, das zu beobachten.
											Beide klagen sich des Betrugs an.
											Sie haben Leute, die sagen:
											""ich schrieb hier und da was auf.""
											Das wird jahrelang weiter gehen.
											Wenn sie fertig sind,
											können Sie darauf wetten,
saftige Lizenzgebühren dafür zu zahlen,
											diese Dinge zu nutzen.
											Ist es also wirklich so günstig?
											Wenn Sie Grundlagenforschung machen
und ein Labor haben, ist es günstig.
									","
											Nous allons parler un peu de cela.
											A quel point est-ce peu cher ?
											C'est peu cher en comparaison.
											Cela fera passer le prix du matériel
pour une expérience moyenne
											de milliers de dollars
à des centaines de dollars
											et cela fait aussi gagner du temps.
											A la place de semaines, il faut des jours.
											C'est génial.
											Il faut travailler
dans un labo professionnel ;
											vous ne ferez rien de significatif
en dehors d'un labo professionnel.
											N'écoutez pas ceux qui disent
											que cela est faisable dans votre cuisine.
											Ce genre de travail n'est pas facile.
											Sans oublier qu'il y a
une guerre des brevets,
											même si vous inventez quelque chose,
											l'institut Broad et UC Berkeley
mènent une incroyable guerre des brevets.
											Cela est très fascinant à voir
											car ils s'accusent mutuellement
de revendications frauduleuses
											et ils ont des gens qui disent :
											« J'ai signé mes notes ici ou là. »
											Cela ne sera pas réglé avant des années.
											Et quand cela le sera,
											vous pouvez parier que vous paierez
un droit de licence important
											pour pouvoir utiliser cela.
											Est-ce vraiment peu cher ?
											Cela est peu cher si vous faites
de la recherche basique et avez un labo.
									","
											İşte bugün biraz bunu irdeleyeceğiz.
											Peki ne kadar ucuz?
											Evet, nispeten ucuz.
											Ortalama bir deney için
gerekli malzemelerin maliyetini
											bin dolarlar seviyesinden
yüz dolarlara indiriyor
											ve zamandan da kazandırır.
											Haftalar günlere kadar iniyor.
											Bu harika!
											Fakat hâlâ profesyonel bir
laboratuvara ihtiyacınız var.
											Profesyonel bir laboratuvar dışında
anlamlı bir şeyler yapamazsınız.
											Yani, bu gibi şeyleri
mutfakta bile yapabilirsin
											diyenlere kulak asmayın.
											Böyle bir şeyi yapmak gerçekten
hiç de kolay değil.
											Patent savaşından bahsetmiyorum bile.
											Yani bir şey bulsanız bile,
											Broad Enstitüsü ve Berkeley Üniversitesi
inanılmaz bir patent savaşı içinde.
											Olanları izlemek gerçekten çok enteresan.
											Çünkü ikisi de birbirini
sahtekarlıkla suçluyor.
											Oradakiler şöyle şeyler söylüyor:
											""Defterimi şurada ve burada imzaladım.""
											Bu kavga yıllarca bitmeyecek gibi.
											Ve biteceği gün,
											bu sistemi kullanmak için birilerine
yüksek lisans ücretleri ödeyeceğinize
											emin olabilirsiniz.
											Peki gerçekten ucuz mu?
											Eğer temel araştırmalar yapıyorsanız
ve laboratuvarınız da varsa, evet ucuz.
									","
											Vamos a explorar esto un poco.
											¿Cuán barato es?
											Sí, es barato en comparación.
											Costará la media de los materiales 
para un experimento
											de miles de dólares a cientos de dólares,
											y se acorta mucho el tiempo, también.
											Se puede acortar de semanas a días.
											Eso es genial.
											Pero se necesita un laboratorio 
profesional para hacer el trabajo;
											no se logra algo significativo
fuera de un laboratorio profesional.
											Es decir, no escuchen a quien les diga
											que pueden hacerlo 
en la mesa de la cocina.
											Realmente no es fácil hacer este trabajo.
											Por no mencionar que existe
una batalla de patentes en curso,
											por lo que incluso si inventas algo,
											el Instituto Broad y UC Berkeley
están en esta batalla de patentes.
											Es fascinante ver que suceda,
											porque se acusan mutuamente de fraude
											y se oye gente decir:
											""Bueno, ingresé a mi notebook 
desde aquí o allá"".
											Esto no se resolverá por unos años.
											Y cuando se resuelva,
											apuesten a que le van a pagar a alguien
una cuota de licencia muy alta
											para usar eso.
											Entonces, ¿es barato?
											Es barato, si haces investigación básica 
y tienes un laboratorio.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											How about easy?
Let's look at that claim.
											The devil is always in the details.
											We don't really know
that much about cells.
											They're still kind of black boxes.
											For example, we don't know
why some guide RNAs work really well
											and some guide RNAs don't.
											We don't know why some cells
want to do one repair pathway
											and some cells would rather do the other.
									","
											Wie ist es mit der Einfachheit?
Prüfen wir das mal an.
											Der Teufel steckt im Detail.
											Wir wissen nicht 
wirklich viel über Zellen.
											Sie sind immer noch eine Art Black Box.
											Zum Beispiel wissen wir nicht,
wieso manche guide-RNA gut
											und manche schlecht funktionieren.
											Wir wissen nicht, wieso manche Zellen
den einen Reparaturweg
											und manche den anderen Reparaturweg gehen.
									","
											Qu'en est-il de la facilité ? Parlons-en.
											Le diable est toujours dans les détails.
											Nous n'en savons pas tant que ça
sur les cellules.
											Ce sont encore des boites noires.
											Par exemple, nous ignorons pourquoi
certains ARN guidés fonctionnent très bien
											et certains ne fonctionnent pas.
											Nous ignorons pourquoi certains cellules
veulent se réparer d'une façon
											et certaines préfèrent l'autre façon.
									","
											Peki kolay mı?
Bir de bu iddiaya bakalım.
											Şeytan ayrıntıda gizlidir.
											Aslında hücreler hakkında
o kadar da çok şey bilmiyoruz.
											Hâlâ biraz kara kutu gibiler.
											Mesela, neden bazı
rehber RNA'arın iyi çalışıp
											diğer rehber RNA'ların
iyi çalışmadığını bilmiyoruz.
											Bazı hücrelerin ilk onarım
mekanizmasını seçerken
											bazılarının diğerini seçtiğinin
nedenini bilmiyoruz.
									","
											¿Es fácil? Veamos esa afirmación.
											El diablo siempre está en los detalles.
											No sabemos mucho sobre células.
											Todavía son cajas negras.
											Por ejemplo, no sabemos por qué 
algunas guías de ARN funcionan muy bien
											y otras guías de ARN no.
											No sabemos por qué algunas células
quieren una vía de reparación
											y otras optan por la otra.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											And besides that,
											there's the whole problem
of getting the system into the cell
											in the first place.
											In a petri dish, that's not that hard,
											but if you're trying to do it
on a whole organism,
											it gets really tricky.
											It's OK if you use something
like blood or bone marrow —
											those are the targets
of a lot of research now.
									","
											Außerdem gibt es das Problem,
											das ganze System zunächst
											in die Zelle zu bringen.
											In einer Petrischale
ist es nicht so schwierig,
											machen Sie es jedoch für
einen ganzen Organismus,
											wird es richtig schwierig.
											Es geht noch, wenn man es auf
Blut oder Knochenmark anwendet —
											daran wird jetzt viel geforscht.
									","
											En plus de cela,
											il y a le problème de l'insertion
du système dans la cellule
											pour commencer.
											Dans une boite de Petri,
c'est assez facile
											mais si vous voulez le faire
sur un organisme complet,
											cela devient complexe.
											Cela est faisable
avec le sang ou la moelle osseuse —
											ce sont les cibles
de nombreuses recherches.
									","
											Bunun yanında,
											ilk başta sistemi hücreye sokmak ise
											başlı başına bir dert.
											Petri kabında bu o kadar zor değil,
											ancak bunu bütün bir
organizmada yapmaya çalışırsanız
											bu oldukça zorlaşıyor.
											Kan veya kemik iliği gibi bir şey
kullanmanızda sorun yok.
											Bir çok araştırmanın odağında onlar var.
											Bu konuda lösemiden kurtulan
küçük bir kızın
									","
											Y, aparte de eso,
											está el problema de meter
el sistema en la célula
											en primer lugar.
											En una placa de Petri, 
no es tan difícil,
											pero si uno intenta hacerlo
en un organismo completo,
											realmente se complica.
											Está bien si se usa sangre o médula ósea,
											son objeto de mucha investigación ahora.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											There was a great story
of some little girl
											who they saved from leukemia
											by taking the blood out, editing it,
and putting it back
											with a precursor of CRISPR.
											And this is a line of research
that people are going to do.
											But right now, if you want to get
into the whole body,
											you're probably going
to have to use a virus.
											So you take the virus,
you put the CRISPR into it,
											you let the virus infect the cell.
											But now you've got this virus in there,
											and we don't know what the long-term
effects of that are.
											Plus, CRISPR has some off-target effects,
											a very small percentage,
but they're still there.
											What's going to happen
over time with that?
									","
											Es gibt die tolle Geschichte
eines kleinen Mädchens,
											das von Leukämie geheilt wurde,
											indem Blutzellen entnommen,
editiert und wieder eingefügt wurden.
											Sie nahmen einen Vorläufer von CRISPR.
											In diese Richtung 
forschen die Leute bereits.
											Wenn der ganze Körper 
behandelt werden soll,
											werden sie ein Virus nutzen müssen.
											Man bringt CRISPR in das VIrus ein.
											Das Virus infiziert die Zellen.
											Jetzt haben Sie das Virus im Zellinnern.
											Wir kennen die Langzeitfolgen nicht.
											CRISPR macht zudem Fehler.
											Zwar nur sehr selten, aber es gibt sie.
											Welche Wirkung haben 
die Fehler mit der Zeit?
									","
											Il y a une super histoire
d'une petite fille
											qui a été sauvée de la leucémie
											en extrayant son sang, l'éditant
puis en le réinjectant
											avec un précurseur de CRISPR.
											C'est un axe de recherche
sur lequel les gens vont travailler.
											Actuellement, si vous le voulez
dans tout le corps,
											vous devrez probablement
utiliser un virus.
											Vous prenez le virus, y insérez CRISPR,
											laissez le virus infecter la cellule.
											Mais vous avez inséré le virus
											et nous ignorons les effets à long terme.
											CRISPR a également des effets secondaires,
											un très faible pourcentage,
mais cela existe bien.
											Que se passera-t-il au fil du temps ?
									","
											müthiş bir hikayesi var.
											Kanını alıyorlar, düzenliyorlar ve
											CRISPR öncüsü ile geri koyuyorlar.
											Bu, insanların araştırma yapacağı
konulardan biri.
											Ama şu an, tüm vücuda girmek istiyorsanız
											belki bir virüs kullanmanız gerekecek.
											Virüsü alacak, içine CRISPR'ı koyacaksınız
											ve virüsün hücreye
bulaşmasına izin vereceksiniz.
											Ama şimdi içeride virüs var
											ve bunun uzun vadedeki
etkilerini bilmiyoruz.
											Artı, CRISPR'ın hedef dışı etkileri var,
											çok küçük bir yüzde, ama var.
											Peki zamanla ne olacak?
									","
											Hubo una gran noticia sobre una niña
											salvada de la leucemia
											mediante extracción de sangre, 
su edición y su transfusión de nuevo
											con un precursor de CRISPR.
											Y esta es una línea de investigación
a seguir.
											Pero en este momento, si uno quiere 
llegar a todo el cuerpo,
											quizá deba usar un virus.
											Se coloca CRISPR en un virus,
											y se deja que el virus infecte la célula.
											Pero ahora tenemos el virus ahí
											y no sabemos cuáles serán 
sus efectos a largo plazo.
											Además, CRISPR tiene algunos 
efectos secundarios,
											un porcentaje muy pequeño,
pero sigue estando allí.
											¿Qué va a pasar en el tiempo con eso?
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											These are not trivial questions,
											and there are scientists
that are trying to solve them,
											and they will eventually,
hopefully, be solved.
											But it ain't plug-and-play,
not by a long shot.
											So: Is it really easy?
											Well, if you spend a few years
working it out in your particular system,
											yes, it is.
									","
											Das sind keine einfachen Fragen
											Wissenschaftler versuchen, 
sie zu beantworten.
											Hoffentlich werden sie 
letztlich beantwortet werden.
											Das ist überhaupt nicht ""Plug &amp; Play"".
											Ist es also wirklich einfach?
											Wenn Sie es einige Jahre in 
Ihrem speziellen System optimieren,
											dann ist es einfach.
									","
											Ce ne sont pas des questions triviales,
											des scientifiques essaient de les résoudre
											et elles seront, on l'espère,
résolues un jour.
											Mais ce n'est pas immédiat,
cela est loin d'être gagné.
											Alors, est-ce vraiment simple ?
											Si vous passez quelques années
à travailler sur un système précis,
											oui.
									","
											Bunlar sıradan sorular değil
											ve bunları çözmeye çalışan
bilim insanları var.
											Ve nihayetinde, umuyoruz,
bunları çözülecekler.
											Bu katiyen tak-çalıştır değil.
											Peki, gerçekten kolay mı?
											Yani, eğer belirli bir sistem üzerinde
birkaç yıl harcarsanız,
											evet öyle.
									","
											Estas no son preguntas triviales,
											y hay científicos que están 
tratando de resolverlas,
											y que a la larga, es de esperar, 
que se resuelvan.
											Pero no será algo automático
ni por asomo.
											Entonces, ¿es realmente fácil?
											Bueno, si uno pasa años trabajando 
en su sistema particular,
											sí, lo es.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											Now the other thing is,
											we don't really know that much about how
to make a particular thing happen
											by changing particular spots
in the genome.
											We're a long way away from figuring out
											how to give a pig wings, for example.
											Or even an extra leg — I'd settle
for an extra leg.
											That would be kind of cool, right?
											But what is happening
											is that CRISPR is being used
by thousands and thousands of scientists
											to do really, really important work,
											like making better models
of diseases in animals, for example,
											or for taking pathways
that produce valuable chemicals
											and getting them into industrial
production in fermentation vats,
											or even doing really basic research
on what genes do.
									","
											Da gibt es noch eine andere Sache.
											Wir wissen nicht genau, wie wir
ganz bestimmte Ergebnisse
											durch Manipulation bestimmter
Stellen des Genoms erzielen können.
											Wir sind weit davon entfernt,
											einem Schwein Flügel zu verleihen.
											Oder nur ein zusätzliches Bein.
Das fände ich gut.
											Das wäre doch cool, oder?
											Was gerade wirklich geschieht,
											CRISPR wird von tausenden 
von Wissenschaftlern genutzt,
											um wirklich wichtige Arbeit zu machen.
											Sie machen z. B. bessere Modelle
von Krankheiten in Tieren,
											oder Sie öffnen Wege,
zur Herstellung wertvoller Stoffe,
											und ihrer industriellen
Produktion in Bioreaktoren.
											Auch forschen Sie grundlegend danach,
was die Gene im Einzelnen tun.
									","
											L'autre problème
											est que nous ne savons pas vraiment
comment réaliser une chose spécifique
											en changeant des points précis du génome.
											Nous sommes loin de comprendre
											comment, par exemple,
donner des ailes aux cochons.
											Ou même rajouter une patte —
cela m'irait bien.
											Cela serait plutôt cool.
											Mais ce qu'il se passe,
											c'est que CRISPR est utilisé
par des milliers de scientifiques
											pour réaliser des travaux très importants
											comme la création de meilleurs modèles
de maladies chez les animaux
											ou des façons de produire
des produits chimiques utiles,
											de manière industrielle,
											ou même faire des recherches simples
sur ce que font les gènes.
									","
											Diğer bir olay ise,
											genomdaki belirli noktaları değiştirerek
belirli bir şeyin olmasını
											nasıl yapacağımızı pek bilmiyoruz.
											Mesela, bir domuza nasıl kanat
											takacağımızı bulmaktan çok uzağız.
											Ya da ekstra bir bacak —
Ben ekstra bir bacağa razıyım.
											Bu havalı olurdu, değil mi?
											Ama gerçekte olan şey
											CRISPR'ın binlerce bilim insanı tarafından
											gerçekten önemli işler için
kullanılıyor olması.
											Örneğin, hayvanlardaki hastalıkların
daha iyi modelleri geliştirmek
											veya değerli kimyasallar
üretmek için yollar bulmak
											ve mayalama teknelerinde bunları
endüstriyel üretime sokmak
											veya hatta genlerle ilgili
temel araştırmaların yapılması gibi.
									","
											Ahora bien, lo otra es que
											no sabemos mucho sobre 
cómo hacer que ocurra algo particular
											cambiando puntos particulares
en el genoma.
											Estamos muy lejos de averiguar
											cómo dotar de alas a un cerdo, 
por ejemplo.
											O incluso de una pierna extra; 
me conformaría con una pierna extra.
											Eso sería genial, ¿no?
											Pero está ocurriendo
											que miles y miles de científicos 
están usando CRISPR
											para hacer un trabajo muy importante,
											como mejores modelos de enfermedades 
en animales, por ejemplo,
											o para abrir caminos que produzcan
productos químicos valiosos
											y colocarlos en cubas de fermentación 
y producción industrial,
											o incluso hacer investigación muy básica
sobre lo que hacen los genes.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											This is the story of CRISPR
we should be telling,
											and I don't like it
that the flashier aspects of it
											are drowning all of this out.
											Lots of scientists did a lot of work
to make CRISPR happen,
											and what's interesting to me
											is that these scientists
are being supported by our society.
									","
											Das ist die Geschichte, 
die wir über CRISPR erzählen sollten.
											Ich mag es nicht,
dass die oberflächlichen Aspekte
											alles andere verdecken.
											Viele Wissenschaftler arbeiteten hart,
um CRISPR Wirklichkeit werden zu lassen.
											Was für mich bemerkenswert ist:
											diese Wissenschaftler haben
den Rückhalt der Gesellschaft.
									","
											C'est l'histoire de CRISPR
que nous devrions raconter
											et je n'aime pas
les aspects plus tape-à-l’œil
											qui noient tout cela.
											Beaucoup de scientifiques ont travaillé
à la réalisation de CRISPR
											et ce qui est intéressant
											est le soutien de la société
envers ces scientifiques.
									","
											CRISPR'ın anlatıyor olmamız
gereken hikayesi işte bu.
											Ve ben işin janjanlı kısmının
											bu kısmını gölgede
bırakmasından hoşlanmıyorum.
											CRISPR'ı hayata geçirmek için
birçok bilim insanı çok çaba gösterdi.
											Ve bana asıl ilginç gelen ise
											bu bilim insanlarının toplum tarafından
destek görmesi.
									","
											Esta es la historia de CRISPR
que deberíamos contar,
											y no me gusta que los aspectos 
más llamativos de CRISPR
											opaquen todo esto.
											Muchos científicos trabajaron mucho
para que ocurra CRISPR,
											y lo que me interesa
											es el apoyo de la sociedad 
a estos científicos.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											Think about it.
											We've got an infrastructure that allows
a certain percentage of people
											to spend all their time doing research.
											That makes us all the inventors of CRISPR,
											and I would say that makes us all
the shepherds of CRISPR.
											We all have a responsibility.
									","
											Stellen Sie sich das vor.
											Wir haben eine Infrastruktur,
die es einigen Menschen erlaubt,
											ihre ganze Zeit 
der Wissenschaft zu widmen.
											das macht uns alle
zu Erfindern von CRISPR.
											Es macht uns alle zu Hütern von CRISPR.
											Wir alle haben eine Verantwortung.
									","
											Pensez-y.
											Nous avons une infrastructure permettant
à un certain pourcentage de personnes
											de passer leur temps
à faire de la recherche.
											Cela fait de nous tous
les inventeurs de CRISPR
											et je dirais que cela fait de nous tous
des bergers de CRISPR.
											Nous avons tous des responsabilités.
									","
											Bir düşünün.
											Öyle bir altyapımız var ki,
belirli bir oranda insanın
											bütün zamanını araştırma yaparak
geçirmesine olanak tanıyor.
											Bu hepimizi CRIPSR'ın mucidi yapıyor.
											Diyorum ki, bu da hepimizi
CRISPR'ın çobanı yapıyor.
											Hepimizin bir sorumluluğu var.
											Hepinizi bu tarz teknolojiler hakkında
daha fazla bilgi edinmeye davet ediyorum.
									","
											Piénsenlo.
											Tenemos una infraestructura que permite
que un cierto porcentaje de personas
											pase todo su tiempo investigando.
											Eso nos hace a todos inventores de CRISPR,
											y diría que nos hace a todos
pastores de CRISPR.
											Todos tenemos una responsabilidad.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											So I would urge you to really learn
about these types of technologies,
											because, really, only in that way
											are we going to be able to guide
the development of these technologies,
											the use of these technologies
											and make sure that, in the end,
it's a positive outcome —
											for both the planet and for us.
									","
											Ich fordere Sie auf, sich wirklich über 
diese Technologien zu informieren,
											weil wir nur so in der Lage sind,
											die Technologieentwicklung
											und Technologienutzung zu begleiten,
											und sicher zu stellen, dass am Ende
etwas Gutes herauskommt.
											Für uns und unseren Planeten.
									","
											Je vous conseille de vraiment vous informer
sur ce genre de technologies
											car seulement ainsi
											pourrons-nous guider
le développement de ces technologies,
											l'utilisation de ces technologies
											et nous assurer, finalement,
que le résultat est positif —
											pour la planète et pour nous.
									","
											Çünkü, gerçekten, ancak bu şekilde
											bu teknolojilerin gelişmesine,
bu teknolojilerin kullanılmasına
											rehberlik edebiliriz
											ve sonunda iyi sonuçlar
elde ettiğimizden emin olabileceğiz,
											hem gezegenimiz, hem de bizim için.
									","
											Así que les pido que aprendan realmente
sobre este tipo de tecnologías,
											porque, en realidad, solo de esa manera
											podremos guiar el desarrollo 
de estas tecnologías,
											el uso de estas tecnologías
											y asegurar que, al final,
dé un resultado positivo
											tanto para el planeta como para nosotros.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											Thanks.
									","
											Danke.
									","
											Merci.
									","
											Teşekkürler.
									","
											Gracias.
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
											(Applause)
									","
											(Applaus)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
"
","
","
","
","
",What you need to know about CRISPR,Ellen Jorgensen,9:53,"biology,biomechanics,biotech,curiosity,disease,DNA,engineering,future,genetics,innovation,nature,molecular biology,nanoscale,potential,science,technology,virus,CRISPR"
