en,tr,pt,de,title,speaker,duration,tags
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											And that way justice gets served.
									","
											Böylece adalet yerini bulur.
									","
											E assim a justiça é servida.
									","
											Das dient der Gerechtigkeit.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											Well, most people are matchers.
											And that means if you're a taker,
											it tends to catch up with you eventually;
											what goes around will come around.
											And so the logical conclusion is:
											it must be the matchers
who are the best performers.
											But they're not.
											In every job, in every organization
I've ever studied,
											the best results belong
to the givers again.
									","
											Çoğu insan dengecidir.
											Yani alan tarafsanız
											er geç sizin de başınıza gelebilir;
											ne ekersen onu biçersin.
											Bundan çıkan mantıksal sonuç ise:
											Dengeciler en iyi performansa 
sahip olmalı.
											Ama değiller.
											İncelediğim her işte, her kurumda
											en iyi sonuçlar
yine veren taraflara ait.
									","
											A maioria das pessoas
são conciliadoras.
											O que significa que,
se forem aproveitadores,
											a vossa sorte vai acabar.
											Aqui se faz, aqui se paga.
											A conclusão lógica é então:
											são os conciliadores
que têm o melhor desempenho.
											Mas não são.
											Em cada função, em cada
organização que estudei,
											os melhores resultados
pertencem mais uma vez aos dadores.
									","
											Die meisten Leute sind Tauscher.
											Als Nehmer werden Sie
irgendwann von Ihren Taten eingeholt.
											Man erntet, was man sät.
											Die logische Folgerung ist:
											Die besten Performer
müssen die Tauscher sein.
											Aber das sind sie nicht.
											In jedem Job, in jeder Organisation,
die ich untersucht habe,
											haben wieder die Geber
die besten Ergebnisse.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											Take a look at some data I gathered
from hundreds of salespeople,
											tracking their revenue.
											What you can see is that the givers
go to both extremes.
											They make up the majority of people
who bring in the lowest revenue,
											but also the highest revenue.
											The same patterns were true
for engineers' productivity
											and medical students' grades.
											Givers are overrepresented
at the bottom and at the top
											of every success metric that I can track.
											Which raises the question:
											How do we create a world
where more of these givers get to excel?
											I want to talk about how to do that,
not just in businesses,
											but also in nonprofits, schools —
											even governments.
											Are you ready?
									","
											Yüzlerce satıcının 
gelirlerini izleyerek topladığım
											bazı verilere bakın.
											Veren tarafın ikisinde de
uçlarda olduğunu görebilirsiniz.
											En düşük geliri olanların çoğunluğunu
onlar oluşturur,
											en yüksek olanları da.
											Aynı tablo mühendislerin verimliliği ve
tıp öğrencilerinin puanları
											için de geçerli.
											Veren taraf izleyebildiğim 
her başarı ölçütünde
											en alt ve en üstte gösteriliyor.
											Buradan ortaya şu soru çıkar:
											Veren tarafların başarılı olduğu 
bir dünyayı nasıl oluştururuz?
											Nasıl olacağına dair konuşmak istiyorum, 
sadece iş değil,
											kâr amacı gütmeyen alanlarda, okullarda,
											hatta devletlerde.
											Hazır mısınız?
									","
											Vejam alguns dados que recolhi
de centenas de vendedores,
											ao rastrear os seus ganhos.
											Podemos ver que os dadores
estão nos dois extremos.
											São a maioria das pessoas
que têm menos ganhos,
											mas são também
quem tem mais ganhos.
											Acontece o mesmo com
a produtividade dos engenheiros
											e as notas dos alunos de medicina.
											Os dadores estão representados
em baixo e no topo
											de todas as formas
em que posso medir o sucesso.
											O que levanta a questão:
											Como criamos um mundo em que
mais dadores tenham sucesso?
											Quero falar sobre como alcançá-lo,
não só nos negócios,
											mas também em
voluntariados, escolas,
											e até em governos.
											Estão preparados?
									","
											Hier einige Daten
von Hunderten von Verkäufern
											und deren Umsätzen.
											Wir finden die Geber an beiden Enden.
											Sie bilden die Mehrheit
bei den niedrigsten Umsätzen,
											aber auch bei den höchsten.
											Das gilt auch für die Produktivität
von Ingenieuren
											und die Noten von Medizinern.
											Geber sind unten und oben
überrepräsentiert,
											bei jeder nur erdenklichen Erfolgsmetrik.
											Was die Frage aufwirft:
											Wie schaffen wir eine Welt,
in der den Gebern mehr gelingt?
											Damit meine ich nicht nur in Unternehmen,
											sondern auch bei Gemeinnützigen, Schulen
											oder gar Regierungen.
											Sind Sie bereit dazu?
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Cheers)
									","
											(Salondan sesler)
									","
											(Aplausos tímidos)
									","
											(Jubel)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											I was going to do it anyway,
but I appreciate the enthusiasm.
									","
											Zaten yapacaktım ama 
hevesinizi takdir ettim.
									","
											Ia fazê-lo na mesma,
mas aprecio o entusiasmo.
									","
											Ich mache es sowieso, aber
Danke für Ihre Begeisterung.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											The first thing that's really critical
											is to recognize that givers
are your most valuable people,
											but if they're not careful, they burn out.
											So you have to protect
the givers in your midst.
											And I learned a great lesson about this
from Fortune's best networker.
											It's the guy, not the cat.
									","
											İlk olarak önemli olan şey,
											veren tarafların en değerlileriniz
olduğunu fark etmektir,
											ancak ölçülü olmazlarsa yıpranırlar.
											O halde aranızdaki veren tarafı
korumanız gerekir.
											Fortune'ın en iyi ağ uzmanından 
harika bir ders öğrendim.
											Kedi değil adam olan.
									","
											A primeira coisa realmente crítica
											é reconhecer que os dadores
são pessoas de maior valor,
											mas se não tiverem cuidado,
ficam esgotadas.
											Por isso têm de proteger
os dadores no vosso seio.
											Aprendi uma grande lição sobre isto
com o melhor ""networker"" da Fortune.
											Falo do homem, não do gato.
									","
											Zunächst muss man wissen,
dass Geber Ihre wertvollsten Leute sind,
											aber wenn sie nicht aufpassen,
brennen sie aus.
											Deshalb müssen Sie
die Geber in Ihrer Mitte schützen.
											Ich lernte eine tolle Lektion darüber
von Fortune's bestem Vernetzer.
											Der Mann, nicht die Katze.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											His name is Adam Rifkin.
											He's a very successful serial entrepreneur
											who spends a huge amount
of his time helping other people.
											And his secret weapon
is the five-minute favor.
											Adam said, ""You don't have to be
Mother Teresa or Gandhi
											to be a giver.
											You just have to find small ways
to add large value
											to other people's lives.""
											That could be as simple
as making an introduction
											between two people who could
benefit from knowing each other.
											It could be sharing your knowledge
or giving a little bit of feedback.
											Or It might be even something
as basic as saying,
											""You know,
											I'm going to try and figure out
											if I can recognize somebody
whose work has gone unnoticed.""
											And those five-minute favors
are really critical
											to helping givers set boundaries
and protect themselves.
									","
											Adı Adam Rifkin.
											Zamanının büyük çoğunluğunu
											başkalarına yardım ederek geçiren
başarılı bir seri girişimci.
											Gizli silahı ise beş dakikalık iyilik.
											Adam, ""veren taraf olmak için
Rahibe Teresa veya Gandi
											olmanız gerekmiyor.
											Sadece diğer insanların yaşamına
büyük değer katmanın
											küçük yollarını bulmalısınız."" diyor.
											Birbirini tanımanın faydasını görecek olan
											iki insanı tanıştırmak kadar
basit olabilir.
											Bilginizi paylaşmak veya 
biraz geri bildirim vermek olabilir.
											Ya da çok daha basit olanı
											""Yani,
											çalışması gözden kaçan biri
											var mı diye bakıp yardım edeceğim.""
											Bu beş dakikalık iyilikler,
veren taraflar için
											sınır koymak ve kendilerini korumaları
için gerçekten mühimdir.
									","
											Chama-se Adam Rifkin.
											É um empresário de muito sucesso
											e passa muito do seu tempo
a ajudar os outros.
											A sua arma secreta é
o favor de cinco minutos.
											O Adam diz: ""Não temos de ser
a Madre Teresa ou o Gandhi
											""para sermos um dador.
											""Só temos de encontrar pequenas
formas de acrescentar valor
											""à vida das outras pessoas.""
											Pode ser algo tão simples
como combinar um encontro
											entre duas pessoas que podem
beneficiar de se conhecerem.
											Pode ser partilhar o vosso conhecimento
ou dar um pouco de ""feedback"".
											Pode ser até algo
tão básico como dizer:
											""Sabem, vou tentar descobrir
											""se consigo reconhecer alguém
cujo trabalho passou despercebido.""
											Estes favores
de cinco minutos são críticos
											para ajudar os dadores a estabelecerem
barreiras e a protegerem-se.
									","
											Sein Name ist Adam Rifkin.
											Er ist ein sehr erfolgreicher
Serienunternehmer,
											der viel Zeit damit verbringt,
anderen Menschen zu helfen.
											Seine Geheimwaffe ist
der Fünf-Minuten-Gefallen.
											Adam sagt: ""Du musst nicht
Mutter Teresa oder Gandhi sein,
											um ein Geber zu sein.
											Man muss nur mit kleinen Dingen
											viel Wert im Leben
anderer Menschen schaffen.""
											Man kann einfach zwei Menschen
miteinander bekannt machen,
											die voneinander profitieren.
											Sie können Ihr Wissen teilen
oder ein kurzes Feedback geben.
											Es kann auch so einfach sein wie:
											""Vielleicht finde ich einen Weg,
jemandes Arbeit wertzuschätzen,
											die zu wenig beachtet wird.""
											Fünf-Minuten-Gefälligkeiten
helfen Gebern sehr,
											Grenzen zu setzen und sich zu schützen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											The second thing that matters
											if you want to build a culture
where givers succeed,
											is you actually need a culture
where help-seeking is the norm;
											where people ask a lot.
											This may hit a little too close
to home for some of you.
									","
											İkinci olarak,
											veren tarafın başarılı olduğu 
bir kültür kurmak isterseniz,
											yardım etmenin prensip olduğu,
insanların çokça yardım istediği
											bir kültüre gerek duyarsınız.
											Belki bazılarına laf gidiyor olabilir.
									","
											A segunda coisa importante,
											se quisermos construir uma cultura
onde os dadores tenham sucesso,
											é ter uma cultura em que
pedir ajuda seja a norma;
											em que se peça muita ajuda.
											Talvez alguns de vocês
se identifiquem com isto.
									","
											Ein zweiter wichtiger Aspekt
											zum Aufbau einer Kultur,
in der Geber Erfolg haben,
											ist eine Kultur, in der
das ""Hilfe suchen"" normal ist,
											wo man gerne bittet.
											Das geht einigen hier
vielleicht ein bisschen zu nahe.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											[So in all your relationships,
you always have to be the giver?]
									","
											[Peki bütün ilişkilerinizde
veren taraf olmak zorunda mısınız?]
									","
											[Em todas as suas relações
tem de ser sempre você a dar?
									","
											[Sie müssen also in all
Ihren Beziehungen der Geber sein?]
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											What you see with successful givers
											is they recognize that it's OK
to be a receiver, too.
											If you run an organization,
we can actually make this easier.
											We can make it easier
for people to ask for help.
											A couple colleagues and I
studied hospitals.
											We found that on certain floors,
nurses did a lot of help-seeking,
											and on other floors,
they did very little of it.
											The factor that stood out on the floors
where help-seeking was common,
											where it was the norm,
											was there was just one nurse
whose sole job it was
											to help other nurses on the unit.
											When that role was available,
											nurses said, ""It's not embarrassing,
it's not vulnerable to ask for help —
											it's actually encouraged.""
									","
											Başarılı olan veren tarafın
											alan taraf olmanın da iyi olduğunu
onayladığını görürsünüz.
											Bir kurum işletiyorsanız,
bunu kolaylaştırabiliriz.
											İnsanların yardım istemesini
kolaylaştırabiliriz.
											İki meslektaşımla hastaneleri inceledik.
											Bazı katlarda hemşirelerin çok,
											bazılarında ise çok az 
yardım ettiğini fark ettik.
											Yardım etmenin alışılmış
ve prensip olduğu katlarda
											öne çıkan faktör,
											bir hemşirenin görevinin sadece
birimdeki diğer hemşirelere
											yardım etmek olmasıydı.
											Bu görevdeyken
											hemşireler ""yardım istemek utanılacak,
tenkit edilecek bir şey değil,
											aslında teşvik edilmeli."" diyor.
									","
											Os dadores que têm sucesso
											reconhecem que não faz mal
receber também.
											Se gerirmos uma organização,
podemos facilitar isso.
											Podemos facilitar
às pessoas pedir ajuda.
											Alguns colegas meus e eu
estudámos hospitais.
											Descobrimos que nalguns pisos,
as enfermeiras pediam muita ajuda,
											e noutros pisos, nem por isso.
											O fator que se destacou
onde se pedia ajuda,
											onde era essa a norma,
											era que havia uma enfermeira
cuja função era apenas ajudar
											as outras enfermeiras da unidade.
											Sempre que esse papel existia,
as enfermeiras diziam:
											""Não é vergonha pedir ajuda
											""na verdade, é encorajador.""
									","
											Für erfolgreiche Geber
											ist es auch okay, ein Empfänger zu sein.
											In Ihrer Organisation
können Sie das fördern.
											Man kann die Bitte um Hilfe fördern.
											Wir untersuchten Krankenhäuser.
											Auf manchen Stationen baten
die Krankenschwestern oft um Hilfe,
											auf anderen Stationen selten.
											Der entscheidende Faktor war,
dass dort, wo man oft um Hilfe bat,
											wo es normal war,
											da gab es eine Krankenschwester,
deren einziger Job es war,
											ihren Kolleginnen zu helfen.
											Wenn es diese Rolle gab,
											sagten sie: ""Es ist nicht peinlich
oder gefährlich um Hilfe zu bitten —
											es wird sogar gewünscht.""
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											Help-seeking isn't important
just for protecting the success
											and the well-being of givers.
											It's also critical to getting
more people to act like givers,
											because the data say
											that somewhere between 75 and 90 percent
of all giving in organizations
											starts with a request.
											But a lot of people don't ask.
											They don't want to look incompetent,
											they don't know where to turn,
they don't want to burden others.
											Yet if nobody ever asks for help,
											you have a lot of frustrated givers
in your organization
											who would love to step up and contribute,
											if they only knew
who could benefit and how.
									","
											Yardım etmek sadece 
veren tarafın başarısını,
											iyiliğini koruma için önemli değil.
											Daha fazla kişiyi
veren taraf yapmak için de önemli,
											çünkü verilere göre
											bütün verici kurumlar 
yüzde 75-90'larda bir yerde
											rica ile çalışır.
											Fakat birçok insan istemiyor.
											Beceriksiz görünmek istemiyorlar,
											nereye yöneleceklerini bilmiyor,
diğerlerine yük olmak istemiyorlar.
											Kimse yardım istemezse,
											kurumunuzda katkıda bulunmayı seven,
											amacına ulaşamayan
çok sayıda veren taraf olur,
											keşke kim nasıl faydalı 
olabilir bilseler.
									","
											Pedir ajuda não é importante
apenas para proteger o sucesso
											e o bem-estar dos dadores.
											É também crítico para
que mais pessoas comecem a dar,
											porque os dados mostram
											que entre 75% e 90%
destas ações nas organizações
											começam com um pedido.
											Mas muitas pessoas não pedem.
											Não querem parecer incompetentes,
											não sabem para onde se virar,
não querem ser um fardo para os outros.
											Se ninguém pedir ajuda,
											vai haver muitos dadores
frustrados na vossa organização
											que adorariam chegar-se
à frente e contribuir,
											se souberem quem
podem beneficiar e de que forma.
									","
											Hilfe suchen schützt nicht nur Erfolg
											und Wohlergehen der Geber.
											Es hilft auch dabei, dass
mehr Leute wie Geber handeln.
											Die Daten zeigen,
											dass zwischen 75 und 90 %
aller Hilfeleistungen in Organisationen
											mit einer Bitte beginnen.
											Aber viele fragen nicht.
											Sie wollen nicht inkompetent wirken,
											sie wissen nicht, wer helfen kann
und wollen keinen belasten.
											Doch wenn keiner um Hilfe bittet,
											sind viele Geber
in Ihrer Organisation frustriert,
											die gerne einspringen und helfen würden,
											wenn sie nur wüssten,
wem sie wie helfen könnten.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											But I think the most important thing,
											if you want to build a culture
of successful givers,
											is to be thoughtful about who
you let onto your team.
											I figured, you want a culture
of productive generosity,
											you should hire a bunch of givers.
											But I was surprised to discover, actually,
that that was not right —
											that the negative impact
of a taker on a culture
											is usually double to triple
the positive impact of a giver.
											Think about it this way:
											one bad apple can spoil a barrel,
											but one good egg
just does not make a dozen.
											I don't know what that means —
									","
											Bana göre en önemli şey,
											başarılı veren tarafların olduğu 
kültür kurmak istiyorsanız
											takımınıza kimi alacağınızı 
düşünmeniz gerektiğidir.
											Verimli cömertliğin olduğu
bir kültür için
											veren kişileri istihdam etmeniz
gerektiğini düşünürdüm.
											Ancak bunun doğru olmadığını
öğrenince şaşırdım,
											bir kültürdeki alan tarafın
olumsuz etkisi
											genellikle veren tarafın 
olumlu etkisinin iki-üç katı.
											Şöyle düşünün:
											Bir çürük elma bir kasa elmayı çürütebilir
											ancak bir sağlam yumurta 
bir düzine etmez.
											Ne demek olduğunu da bilmiyorum-
									","
											Mas eu penso que
a coisa mais importante,
											se quisermos construir uma cultura
de dadores com sucesso,
											é ponderar bem quem deixamos
entrar na nossa equipa.
											Pensei: Se queremos uma cultura
de generosidade produtiva.
											então devemos contratar
muitos dadores.
											Mas fui surpreendido ao descobrir
que isso não é bem assim.
											O impacto negativo de
um aproveitador numa cultura
											é, por norma, o dobro ou o triplo
do impacto de um dador.
											Pensem nisto assim:
											uma maçã podre
pode estragar o lote,
											mas um ovo bom
não faz uma dúzia.
											Não sei o que isto significa.
									","
											Das Wichtigste für eine Kultur
des erfolgreichen Gebens
											ist eine umsichtige Teamzusammenstellung.
											Ich dachte, für eine Kultur
der produktiven Großzügigkeit
											sollte man viele Geber einstellen.
											Aber überraschenderweise stimmt das nicht.
											Der negative Einfluss
eines Nehmers auf die Kultur
											ist gewöhnlich 2-bis 3-fach größer als
der positive eines Gebers.
											Sie wissen ja: Ein fauler Apfel
verdirbt den ganzen Korb.
											Aber eine Schwalbe
macht noch keinen Sommer.
											Ich weiß nicht, was das bedeutet —
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											But I hope you do.
									","
											Umarım siz biliyorsunuzdur.
									","
											Mas espero que vocês saibam.
									","
											Aber ich hoffe, Sie wissen es.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											No — let even one taker into a team,
											and you will see that the givers
will stop helping.
											They'll say, ""I'm surrounded
by a bunch of snakes and sharks.
											Why should I contribute?""
											Whereas if you let one giver into a team,
											you don't get an explosion of generosity.
											More often, people are like,
											""Great! That person can do all our work.""
											So, effective hiring and screening
and team building
											is not about bringing in the givers;
											it's about weeding out the takers.
											If you can do that well,
											you'll be left with givers and matchers.
											The givers will be generous
											because they don't have to worry
about the consequences.
											And the beauty of the matchers
is that they follow the norm.
									","
											Takımınıza bir alan taraf koyun,
											veren tarafların
yardımı kestiğini görürsünüz.
											""Hainler ve bedavacılar etrafımı sardı.
											Niye yardım edeyim ki?"" derler.
											Takıma bir veren taraf almanıza karşın
											cömertlik patlaması da görmezsiniz.
											Genelde insanlar ""Harika!
											Bu kişi her işimizi yapabilir."" der.

											Yani etkili işe alım, seçme 
ve takım kurma
											veren tarafları işe almak değil;
											alan tarafları temizlemektir.
											Bunu yapabilirseniz
											veren ve dengeci tarafla kalırsınız.
											Veren kişiler cömert olur,
											çünkü sonuçlar için endişe duymak
zorunda kalmazlar.
											Dengeci tarafın güzel yanı ise
kurallara bağlı kalmalarıdır.
									","
											Não. Basta um aproveitador numa equipa
											e verão que os dadores
vão deixar de ajudar.
											Vão dizer: ""Estou rodeado
de cobras e tubarões.
											""Porque haveria de contribuir?""
											Mas se tivermos um dador numa equipa,
											não temos uma explosão
de generosidade.
											Muitas vezes, as pessoas pensam:
											""Boa! Aquela pessoa
faz o trabalho todo.""
											Uma contratação e triagem
eficientes e constituição de equipas
											não tem a ver com contratar dadores;
											tem a ver com livrar-se
dos aproveitadores.
											Se o fizermos bem feito,
											ficamos com os dadores
e os conciliadores.
											Os dadores serão generosos
											porque não têm de se preocupar
com as consequências.
											E a beleza dos conciliadores
é que seguem a norma.
									","
											Nein — lassen Sie nur
einen Nehmer in das Team,
											und die Geber werden aufhören zu helfen.
											Sie werden sagen: ""Ich bin
von Schlangen und Haien umgeben.
											Warum sollte ich helfen?""
											Wenn man einen Geber in ein Team lässt,
											wird die Großzügigkeit nicht zunehmen.
											Die Leute sagen eher:
											""Prima, diese Person kann
die ganze Arbeit machen.""
											Bei Auswahl, Einstellung
und Teamzusammenstellung
											geht es nicht darum, die Geber zu finden;
											es geht darum, die Nehmer auszusondern.
											Wenn Ihnen das gelingt,
											bleiben die Geber und Tauscher.
											Geber sind dann großzügig, weil sie sich
keine Sorgen um die Folgen machen.
											Das Schöne bei Tauschern ist,
dass sie der Norm folgen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											So how do you catch a taker
before it's too late?
											We're actually pretty bad
at figuring out who's a taker,
											especially on first impressions.
											There's a personality trait
that throws us off.
											It's called agreeableness,
											one the major dimensions
of personality across cultures.
											Agreeable people are warm and friendly,
they're nice, they're polite.
											You find a lot of them in Canada —
									","
											Peki çok geç olmadan 
alan tarafı nasıl tespit edersiniz?
											Kimin alan taraf olduğunu anlamada
aslında çok kötüyüz,
											özellikle de ilk izlenimde.
											Geçiştirdiğimiz bir kişilik özelliği var.
											Buna uyumluluk denir,
											kültürlerdeki başlıca
kişilik ölçütlerinden biridir.
											Uyumlu insanlar sıcak kanlı ve 
cana yakın, hoş, kibardır.
											Kanada'da onlardan çok vardır.
									","
											Como é que se apanha um aproveitador 
antes que seja tarde?
											Somos na verdade péssimos
a perceber quem é um aproveitador,
											especialmente numa primeira impressão.
											Há um traço de personalidade
que nos despista.
											chama-se agradabilidade,
											uma das maiores dimensões
da personalidade, em culturas.
											As pessoas agradáveis são cordiais,
amigáveis, simpáticas e educadas.
											Encontramos muitas no Canadá...
									","
											Wie erwischt man einen Nehmer,
bevor es zu spät ist?
											Wir sind sehr schlecht
beim Erkennen von Nehmern,
											besonders auf den ersten Blick.
											Ein Persönlichkeitsmerkmal verhindert das.
											Es heißt Verträglichkeit,
											eine der universellen Dimensionen
der Persönlichkeit.
											Verträgliche Leute sind warm und
freundlich, nett und höflich.
											Viele davon leben in Kanada —
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
