es,fr,title,speaker,duration,tags
"
											con la excepción de las industrias
de los combustibles fósiles.
									","
											En effet, le visage
des environnementalistes a changé,
											à cause des questions de justice.
											C'est maintenant une question
pour les organisations religieuses
											dirigées de manière éclairée
par le Pape François,
											et, de fait, par l’Église d'Angleterre,
											qui se détache des énergies fossiles.
											C'est un problème pour les entrepreneurs,
											et la bonne nouvelle,
c'est
											que cette communauté
change rapidement
											— sauf pour l'industrie fossile —
											(Rires)
											Même eux commencent
à changer légèrement leur discours
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											(Risas)
											Que incluso han empezado
a cambiar su lenguaje—
											aunque levemente.
											Pero los negocios no solo se mueven 
aceleradamente hacia
											los beneficios de las renovables,
											sino que presiona a los políticos
para que den más señales
											y así poder moverse todavía más rápido.
											Es un asunto de los sindicatos.
											Es un asunto de los grupos de mujeres.
											Es un asunto de la gente joven.
									","
											mais très peu.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Me impactó mucho saber que Jibreel Khazan,
1 de los 4 estudiantes de Greeensboro
											que participó en las protestas sentadas 
de Woolworth,
											dijo hace poco que el cambio climático
											es el momento de ""sentarse en la barra""
para la gente joven.
											El momento de ""sentarse en la barra""
para la gente joven del siglo XXI—
											Un verdadero problema 
de derechos humanos del siglo XXI—
											porque, según él, es el desafío más grande
para la humanidad y la justicia.
											Recuerdo mucho la marcha por el clima
de septiembre pasado,
											fue un gran momentum en Nueva York,
y en todo el mundo,
									","
											Mais le monde des affaires
ne se dirige pas seulement
											vers les énergies renouvelables,
											il exhorte aussi les politiciens
à plus de lisibilité
											pour qu'il puisse avancer
encore plus vite.
											C'est un problème pour les syndicats,
											pour le mouvement des droits des femmes,
											c'est un problème pour la jeunesse.
											J'ai été frappée quand j'ai appris que
Jibreel Khazan,
											un des Quatre de Greensboro,
											qui avait pris part
aux sit-ins de Woolworth,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											y tenemos que construir sobre eso.
											Marchaba junto al grupo de los ""Mayores""
											y vi una cartel a cierta distancia,
pero estábamos tan apretujados—
											después de todo, 400 000 personas
habían salido a las calles de Nueva York—
											y no pude ni siquiera arrimarme al cartel,
											me hubiera gustado poder
pararme detrás de él
											porque decía, ""¡Abuelas enojadas!""
									","
											dise assez récemment
											que le changement climatique était
la nouvelle Bastille de la jeunesse.
											La Bastille
des jeunes gens du XXIème siècle,
											en quelque sorte le vrai problème
des Droits de l'Homme du XXIème siècle,
											car il a dit que c'était
le plus grand défi
											à l'humanité et à la justice
dans notre monde.
											Je me souviens bien de la Marche pour 
le Climat de septembre dernier,
											et elle incarnait un élan énorme
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											(Risas)
									","
											pas seulement à New York,
mais dans le monde entier.
											Et nous devons construire là-dessus.
											Je manifestais avec quelques-unes
des familles des Sages Universels,
											et j'ai vu une pancarte,
un peu plus loin devant moi,
											mais nous étions si serrés,
											parce qu'après tout, nous étions 400 000
dans les rues de New York.
											Et je ne pouvais pas aller
jusqu'à cette pancarte.
											J'aurais voulu pouvoir me tenir
sous cette pancarte
											parce qu'elle disait :
« Mamies en Colère ! »
											(Rires)
											C'est ce que j'ai ressenti.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Eso fue lo que sentí.
											Tengo cinco nietos ahora,
											me siento feliz, como abuela irlandesa,
de tener cinco nietos,
											y pienso en su mundo,
											y en cómo será cuando lo compartan
con casi nueve mil millones en el 2050.
											Sabemos que, inevitablemente, se tratará
de un mundo limitado por el clima,
											por las emisiones
que ya hemos generado,
											pero que podría ser 
mucho más igualitario y más justo,
											y mucho mejor en términos de salud
y de empleo,
											y en términos de seguridad energética,
que el mundo que tenemos hoy,
											si hemos dado un cambio significativo
y a tiempo, hacia la energía renovable,
											y sin dejar a nadie de lado.
											Nadie será dejado de lado.
									","
											Et j'ai cinq petits-enfants maintenant.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Y así como hemos estado mirando atrás
desde este año, 2015, a 1945—
											mirando hacia atrás 70 años—
											me gustaría pensar 
que ellos mirarán hacia atrás—
											que ese mundo mirará hacia atrás
35 años más tarde,

											del 2050 al 2015,
											y dirán, ""¿No fueron realmente buenos
al haber hecho lo que hicieron en el 2015?""
											""Agradecemos que hayan tomado decisiones
que marcaron la diferencia,
											y que pusieron al mundo
en el sendero correcto,
											y que nosotros nos podamos beneficiar
de ellas hoy"".
											Que sientan que, de alguna manera, 
asumimos nuestra responsabilidad,
											e hicimos lo que se hizo,
en términos similares en 1945,
											que no perdimos la oportunidad,
											que asumimos nuestra responsabilidad.
											De eso es de lo que se trata este año.
									","
											En tant que grand-mère irlandaise,
je suis très heureuse d'en avoir cinq,
											et je pense à leur monde,
											et comment ça sera
quand ils partageront ce monde
											avec 9 milliards d'autres personnes
en 2050.
											Nous savons qu'inévitablement, ce sera
un monde contraint par le climat,
											à cause des émissions
que nous avons produites jusqu'ici,
											mais ce pourrait être un monde
beaucoup plus égalitaire et juste,
											et bien meilleur pour la santé,
pour l'emploi,
											pour la sécurité énergétique,
											que le monde présent,
											à condition de changer suffisamment
											et rapidement nos énergies
en faveur du renouvelable
											et de ne laisser personne en chemin.
											De ne laisser personne en chemin.
											Et comme nous avons
regardé en arrière cette année
											— de 2015 à 1945, 
70 ans en arrière —
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Y para mí, alguien a quien admiro mucho,
lo definió muy bien con sus palabras.
											Fue una mentora, una amiga,
											que murió demasiado joven,
											y tenía una personalidad extraordinaria;
era una campeona del ambiente:
											Wangari Maathai.
											Wangari una vez dijo,
											""En el curso de la historia,
											hay ocasiones en que la humanidad
tiene que elevar su nivel de conciencia,
											alcanzar un nivel moral más alto"".
											Y eso es lo que tenemos que hacer.
											Tenemos que alcanzar un nuevo nivel
de conciencia, un nivel moral más alto.
											Y lo tenemos que hacer este año
en estas dos grandes cumbres.
											Y eso no pasará a menos que
											nos llevemos por el ímpetu 
con gente de todo el mundo que dice:
											""Queremos acción ahora,
											queremos cambiar el curso,
											queremos un mundo seguro,
											seguro para generaciones futuras,
											un mundo seguro
para nuestros hijos y nietos,
											y estamos en esto juntos"".
											Gracias.
									","
											j'aimerais pouvoir me dire,
que les gens le feront,
											que ce monde regardera
35 ans en arrière en 2050,
											et que les gens diront :
											« N'ont-ils pas bien agi en 2015 ?
											Nous sommes heureux qu'ils aient pris
les décisions qui ont fait la différence,
											et qui ont mis le monde
sur le droit chemin,
											et nous jouissons maintenant
de ce droit chemin » ,
											qu'ils sentiront que nous avons su
prendre nos responsabilités,
											que nous avons fait ce qui avait été fait
en 1945, dans des termes comparables,
											que nous n'avons pas manqué
cette opportunité,
											ni été indignes
de nos responsabilités.
											C'est tout l'enjeu de cette année.
											Et en quelque sorte, pour moi,
											c'est contenu dans ces mots
d'une personne que j'admirais beaucoup.
											Elle a été un mentor,
une amie,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											(Aplausos)
									","
											elle est morte bien trop jeune,
											c'était une personnalité extraordinaire,
											un grande championne
de l'environnement :
											Wangari Maathai.
											Wangari a dit un jour :
											« Dans le cours de l'histoire,
											il vient un moment
où l'humanité est amenée
											à passer à un autre niveau de conscience,
											afin d'élever
ses qualités morales. »
											Et c'est ce que nous devons faire.
											Nous devons arriver
à un nouveau niveau de conscience,
											élever nos qualités morales.
											Et nous devons le faire cette année,
au cours de ces deux grands sommets.
											Et cela n'arrivera pas
à moins d'avoir l'élan
											l'élan de ceux qui diront
de par le monde :
											« Nous voulons de l'action 
maintenant,
											nous voulons changer de cap,
											nous voulons un monde meilleur,
											meilleur pour nos générations futures,
											meilleur pour nos enfants
et nos petits-enfants,
											et nous sommes tous concernés. »
											Merci.
											(Applaudissements)
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
