pt,es,en,fr,de,title,speaker,duration,tags
"
											À medida que as pessoas se
inteiravam destas informações, dizíamos:
											""Não queremos ver
as vossas despesas.
											""Não queremos saber
quantos dias de férias tiraram.
											""Não queremos saber onde trabalham"".
											A dado momento, tínhamos 14 escritórios
na cidade e dizíamos:
											""Vão ao mais próximo da vossa casa,
											""do cliente que vão visitar hoje.
											""Não nos digam onde estão"".
											Mesmo com milhares de pessoas,
cinco mil pessoas,
											tínhamos duas pessoas
no departamento de recursos humanos
											e felizmente,
uma delas já se reformou.
											(Risos)
									","
											Conforme esta información
llegaba a las personas,
											les dijimos, no queremos 
saber cuánto gastan,
											no queremos saber cuántas 
vacaciones se toman,
											no queremos saber dónde trabajan.
											En un momento teníamos 
14 oficinas diferentes en la ciudad,
											dijimos, vayan a la 
que esté más cerca
											del cliente al que van a visitar hoy.
											No nos digan dónde están.
											Es más, cuando tuvimos miles 
de personas, 5000 empleados,
											teníamos 2 personas en RR.HH.
											y por suerte una se jubiló.
											(Risas)
									","
											As this information started 
coming to people,
											we said things like, we don't want 
to see your expense report,
											we don't want to know how many 
holidays you're taking,
											we don't want to know where you work.
											We had, at one point,
14 different offices around town,
											and we'd say, go to the one 
that's closest to your house,
											to the customer that 
you're going to visit today.
											Don't tell us where you are.
											And more, even when we had
thousands of people, 5,000 people,
											we had two people in the H.R. department,
											and thankfully one of them has retired.
											(Laughter)
									","
											Quand les gens ont commencé à
avoir accès à cette information,
											nous avons dit : nous ne voulons pas
voir vos notes de frais,
											ni le nombre de jours de congés
que vous avez pris,
											ni où vous travaillez.
											A ce moment-là, nous avions
14 bureaux en ville,
											et nous disions, allez à celui
le plus près de chez vous
											ou du client que vous allez
voir aujourd'hui.
											Ne nous dites pas où vous êtes.
											Même lorsque nous avions des milliers
de personnes, 5 000 personnes,
											nous en avions deux au département RH,
											et heureusement, l'une d'elles 
est à la retraite.
											(Rires)
									","
											Als diese Informationen verfügbar waren,
sagten wir den Leuten:
											Wir wollen eure
Spesenabrechnungen nicht sehen.
											Wir wollen nicht wissen,
wie viel Urlaub ihr nehmt
											Wir wollen nicht wissen, wo ihr arbeitet.
											Es gab eine Zeit, da hatten
wir 14 Büros in der Stadt.
											Die Leute konnten in das Büro gehen,
das für sie am nächsten lag
											oder am Kunden, mit dem
sie sich an diesem Tag trafen.
											Sagen Sie uns nicht, wo Sie sind.
											Selbst als wir 5 000 Mitarbeiter hatten,
											hatten wir nur zwei Leute
in der Personalabteilung
											und zum Glück ist einer in Rente gegangen.
											(Lachen)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Assim, a pergunta era:
""Como podemos cuidar das pessoas?""
											As pessoas são tudo o que temos.

											Não podemos ter um departamento
que corre atrás das pessoas e cuida delas.
											Ao ver que isto funcionava,
começámos a perguntar
											— e era isto que eu procurava com
os dias terminais e nas empresas —
											como podemos
preparar-nos para a sabedoria?
											Passámos por uma era revolucionária,
a revolução industrial,
											uma era da informação,
uma era do conhecimento,
											mas não estamos mais próximos
de uma era da sabedoria.
											Como é que nos estruturamos e organizamos
para ter mais sabedoria?
											Por exemplo, muitas vezes,

											a ação individual sensata e inteligente
não se enquadra no geral.
											Então, dizíamos:
											""Vamos acordar que vendes
57 geringonças por semana.
											""Se as venderes até quarta-feira,
vai para a praia.
											""Não cries um problema para nós,
para a área de fabrico, para aplicação,
											""depois temos de comprar
empresas, a concorrência,
											""fazer muitas coisas, porque
vendeste demasiadas geringonças.
											""Por isso, vai para a praia
e volta na segunda-feira"".
											(Risos) (Aplausos)

									","
											Nos preguntamos, ¿cómo podemos 
cuidar a las personas?
											Las personas son lo único que tenemos.
											No podemos tener un departamento
que persiga y cuide a las personas.
											Cuando vimos que funcionaba,
dijimos, estamos buscando...
											y creo que esto era
lo principal que buscaba
											en los días terminales y en la empresa,
											¿cómo prepararse para la sabiduría?
											Venimos de la era de la 
revolución industrial,
											la era de la información,
la era del conocimiento,
											pero no estamos ni cerca
de la era de la sabiduría.
											¿Cómo diseñar, cómo organizar,
para conseguir más sabiduría?
											Por ejemplo, muchas veces,
											¿cuál es la decisión más inteligente?
											Decíamos cosas como
											venderás 57 dispositivos por semana.
											Si los vendes para el miércoles,
por favor, vete a la playa.
											No nos crees un problema
de fabricación, de aplicación,
											si no tendremos que comprar nuevas 
empresas, comprar a los competidores,
											tendremos que hacer todo tipo de cosas 
porque vendes demasiados dispositivos.
											Así que ve a la playa
y empezamos el lunes de nuevo.
											(Risas) (Aplausos)
									","
											And so, the question we were asking was,
how can we be taking care of people?
											People are the only thing we have.
											We can't have a department that runs
after people and looks after people.
											So as we started finding that this worked,
and we'd say, we're looking for —
											and this is, I think,
the main thing I was looking for
											in the terminal days and in the company,
											which is, how do you set up for wisdom?
											We've come from an age of revolution,
industrial revolution,
											an age of information,
an age of knowledge,
											but we're not any closer
to the age of wisdom.
											How we design, how do we organize,
for more wisdom?
											So for example, many times,
											what's the smartest or the intelligent
decision doesn't jive.
											So we'd say things like,
											let's agree that you're going to sell
57 widgets per week.
											If you sell them by Wednesday, 
please go to the beach.
											Don't create a problem for us, 
for manufacturing, for application,
											then we have to buy new companies,
we have to buy our competitors,
											we have to do all kinds of things
because you sold too many widgets.
											So go to the beach
and start again on Monday.
											(Laughter) (Applause)
									","
											Donc, la question que nous nous posions
était : comment prendre soin des gens ?
											Les gens sont tout ce que nous avons.
											Nous ne pouvons pas avoir un département
qui dirige et prenne soin des gens.
											Nous commencions à voir que cela marchait,
et nous avons dit que nous cherchions —
											et ça c'est, je pense, ce
que je recherchais principalement
											dans les jours terminaux
et dans l'entreprise,
											et qui est :
comment mettre en place la sagesse ?
											Nous venons d'un âge de révolution,
de révolution industrielle,
											un âge d'information,
un âge de connaissance,
											mais nous sommes toujours loin
de l'âge de la sagesse.
											Comment conceptualiser, comment
s'organiser pour plus de sagesse ?
											Par exemple, de nombreuses fois,
											la décision la plus intelligente 
ou la plus maligne ne convient pas.
											Du coup, nous disions des choses comme :
											mettons-nous d'accord sur le fait
que vous vendiez 57 gadgets par semaine.
											Si vous les vendez d'ici mercredi,
s'il vous plaît, allez à la plage.
											Ne nous créez pas un problème,
pour la manufacture, l'application,
											sinon nous devons acheter de nouvelles
entreprises, nos concurrents,
											nous devons faire plein de choses
parce que vous en avez vendu trop.
											Donc allez à la plage
et reprenez lundi.
											(Rires)
(Applaudissements)
									","
											Wir stellten die Frage: Wie können
wir uns um die Leute kümmern?
											Leute sind das Einzige, das wir haben.
											Wir brauchen keine Abteilung,
											die den Leuten hinterher läuft
und nach ihnen sieht.
											Als wir feststellten, dass dies
funktionierte, suchten wir nach ...
											Ich denke, das ist das Wichtigste,
											was ich in den ""letzten Tagen""
und in der Firma suchte:
											Wie erzeugen wir Weisheit?
											Wir kommen aus einer Zeit der Revolution,
der Industriellen Revolution,
											einem Informationszeitalter,
einem Zeitalter des Wissens,
											aber wir sind kein Stück näher
am Zeitalter der Weisheit.
											Wie gestalten wir, wie organisieren
wir uns, um mehr Weisheit zu erlangen?
											Zum Beispiel wird oft genug
											die klügste oder intelligenteste
Entscheidung nicht durchgeführt.
											Also sagten wir uns:
											Legen wir fest, dass Sie 57 Geräte
pro Woche verkaufen.
											Wenn Sie sie bis Mittwoch verkaufen,
gehen Sie bitte an den Strand.
											Machen Sie keine uns Probleme,
für die Produktion, für die Durchführung,
											sonst müssen wir neue Firmen und
unsere Mitbewerber aufkaufen
											und müssen all diese Dinge tun,
weil Sie zu viele Geräte verkauft haben.
											Gehen Sie an den Strand
und machen Montag weiter.
											(Lachen) (Applaus)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Assim, o processo é a procura
da sabedoria.

											Neste processo, obviamente,
queríamos que todos soubessem tudo
											e queríamos ser democráticos
na forma como tudo funcionava.
											A direção tinha dois lugares em aberto,
com igual direito de voto,
											para as primeiras duas pessoas
que aparecessem.
											(Risos)
											Assim, vinham senhoras da limpeza
votar na reunião do conselho,
											onde também havia
muita gente importante de fato e gravata.

											A verdade é que elas
nos mantiveram na linha.
									","
											El proceso busca la sabiduría.
											En el proceso, claro, queríamos 
que la gente supiera todo,
											queríamos ser muy democráticos 
respecto de la administración.
											Nuestra junta tenía 2 asientos
disponibles con derecho a voto
											para las 2 personas que 
se presentaran primero.
											(Risas)
											Tuvimos señoras de la limpieza que 
votaron en la reunión de la junta,
											tuvimos mucha gente importante 
de traje y corbata.
											Eso preservó la honestidad.
									","
											So the process is looking for wisdom.
											And in the process, of course, 
we wanted people to know everything,
											and we wanted to be truly democratic
about the way we ran things.
											So our board had two seats open 
with the same voting rights,
											for the first two people who showed up.
											(Laughter)
											And so we had cleaning ladies voting
on a board meeting,
											which had a lot of other very important
people in suits and ties.
											And the fact is that they kept us honest.
									","
											Le processus est de chercher la sagesse.
											Et dans le même temps, bien sûr,
nous voulions que les gens sachent tout,
											nous voulions être vraiment démocratiques
dans notre gestion des choses.
											Dans notre comité de direction, 
il y avait deux sièges de libres
											avec les mêmes droits de vote,
											pour les 2 premières personnes
à se présenter.
											(Rires)
											Et donc nous avions des femmes
de ménage votant aux réunions du comité,
											qui regroupait beaucoup de
personnes importantes, en costume.
											Et le fait est qu'elles nous ont
fait rester honnêtes.
									","
											Durch diesen Prozess
suchten wir nach Weisheit.
											Wir wollten, dass die Leute alles wissen,
											und wir wollten die Dinge
wahrhaft demokratisch leiten.
											Unser Vorstand hielt zwei Plätze
mit den gleichen Stimmrechten offen
											für die ersten beiden Personen,
die auftauchten.
											(Lachen)
											So stimmten Putzfrauen im Vorstand mit ab,
											neben vielen anderen wichtigen
Leuten in Anzug und Krawatte.
											Die Wahrheit ist, dass sie uns halfen,
ehrlich zu bleiben.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Quando começámos a observar quem entrava,
este processo fez-nos dizer:
											""As pessoas chegam aqui e perguntam:
Onde é que eu me sento?
											""Como é que devo trabalhar?
Onde vou estar daqui a cinco anos?""
											Concluímos que era preciso
começar a preparar as pessoas
											muito mais cedo, mas quando?
											Achámos que seria bom
começar no infantário.
									","
											A medida que veíamos a la gente llegar
											decíamos, espera un minuto,
											la gente viene y pregunta:
¿dónde me siento?
											¿Cómo debo trabajar?
¿Dónde estaré en 5 años?
											Al ver eso dijimos, tenemos 
que empezar mucho antes.
											¿Por dónde empezar?
											Dijimos, el jardín de infantes
parece un buen lugar.
									","
											This process, as we started looking
at the people who came to us,
											we'd say, now wait a second,
											people come to us and they say,
where am I supposed to sit?
											How am I supposed to work?
Where am I going to be in 5 years' time?
											And we looked at that and we said,
we have to start much earlier.
											Where do we start?
											We said, oh, kindergarten 
seems like a good place.
									","
											Ce processus, quand nous commencions à
regarder qui venait nous voir,
											nous disions : attendez un peu,
											les gens viennent nous voir et disent :
« Où dois-je m'assoir ?
											Comment dois-je travailler ?
Où serai-je dans cinq ans ? »
											Alors nous avons réalisé
que nous devions commencer plus tôt.
											Où commencer ?
											La maternelle semblait 
être le bon endroit.
									","
											Wir sahen uns die Leute an, 
die zu uns kamen.
											Sie fragten uns:
											""Wo soll ich sitzen?
											Wie soll ich arbeiten?
Wo werde ich in 5 Jahren sein?""
											Also dachten wir uns, wir
müssen viel früher ansetzen.
											Wo setzen wir an?
											Am besten schon im Kindergarten.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Então, criámos uma fundação,
que agora tem 11 anos, e três escolas,
											onde começámos a fazer
as mesmas perguntas.
											Como redesenhar a escola
para que ela crie sabedoria?
											Uma coisa é dizer:
""Temos de reciclar os professores,
											""os diretores têm de trabalhar mais"",
											mas, a verdade, é que a forma
como as escolas educam está obsoleta.
											A função do professor
está totalmente obsoleta.
											Passar de uma aula de matemática
para outra de biologia
											e depois para a França do século XIV,
é uma tontice.
											(Aplausos)
											Então, começámos a pensar:
""Como é que devia ser?""
											Juntámos algumas pessoas,
incluindo gente da área educativa,
											pessoas como o Paulo Freire
e dois Ministros da Educação, do Brasil,
											e dissemos: ""Se desenhássemos
uma escola a partir do zero,
											""como é que ela seria?""
									","
											Creamos una fundación que tiene,
desde hace 11 años, 3 escuelas,
											en las que hacemos la misma pregunta,
											¿cómo rediseñar la escuela 
para la sabiduría?
											Hay algo que decir, tenemos 
que reciclar a los maestros,
											los directores tienen que hacer más.
											Lo que hacemos en educación 
es totalmente obsoleto.
											El papel del maestro 
es totalmente obsoleto.
											Pasar de matemáticas, a biología, 
a la Francia del s. XIV es muy tonto.
											(Aplausos)
											Empezamos a pensar, ¿cómo podría ser?
											Y reunimos personas, había personas 
a las que les gusta la educación,
											personas como Paulo Freire y dos 
ministros de educación de Brasil
											y dijimos, si tuviéramos que diseñar
una escuela desde cero,
											¿cómo sería?
									","
											So we set up a foundation, which now has, 
for 11 years, three schools,
											where we started asking
the same questions,
											how do you redesign school for wisdom?
											It is one thing to say,
we need to recycle the teachers,
											we need the directors to do more.
											But the fact is that what we do
with education is entirely obsolete.
											The teacher's role is entirely obsolete.
											Going from a math class, to biology,
to 14th-century France is very silly.
											(Applause)
											So we started thinking, 
what could it look like?
											And we put together people, 
including people who like education,
											people like Paulo Freire, 
and two ministers of education in Brazil
											and we said, if we were to design
a school from scratch,
											what would it look like?
									","
											Nous avons créé une fondation, qui a
maintenant, depuis 11 ans, 3 écoles,
											où nous posions les mêmes questions :
											comment reconceptualiser l'école
pour la sagesse ?
											C'est une chose de dire que nous devons
recycler les professeurs,
											les directeurs doivent faire plus.
											Mais le fait est que ce que nous faisons
de l'éducation est entièrement obsolète.
											Le rôle des professeurs est
entièrement obsolète.
											Il est idiot de passer des maths à la
biologie à la France du XIVème siècle.
											(Applaudissements)
											Nous nous demandions :
à quoi cela pourrait-il ressembler ?
											Nous avons réuni des gens,
y compris des gens qui aiment l'éducation,
											des gens comme Paulo Freire,
et deux ministres de l'éducation au Brésil
											et nous avons dit : 
si nous voulons créer une école,
											à quoi ressemblerait-elle ?
									","
											Wir gründeten eine Stiftung, die
seit 11 Jahren drei Schulen betreut,
											und wir stellten die gleichen Fragen:
											Wie können wir eine Schule
für Weisheit umgestalten?
											Es reicht nicht, die Lehrer auszutauschen,
											oder von den Direktoren 
mehr zu verlangen usw.
											Fakt ist, dass unsere Bildung
völlig veraltet ist.
											Die Rolle des Lehrers ist völlig veraltet.
											Von Mathematik zu Biologie zu Frankreich
im 14. Jh. zu gehen, ist Unsinn.
											(Applaus)
											Wir begannen uns vorzustellen,
wie es aussehen könnte.
											Wir setzten Leute zusammen —
Leute, die Bildung mögen —
											Leute wie Paulo Freire und
zwei Bildungsminister aus Brasilien.
											Wir fragten: ""Wie würde 
eine Schule aussehen,
											die wir von Grund auf neu entwickeln?""
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Assim, criámos uma escola,
chamada Lumiar,
											— uma delas é uma escola pública —
											e a Lumiar diz o seguinte:
											""Vamos dividir
a função do professor em duas.
											""A uma pessoa, chamamos tutor.
											""Tutor, no sentido da antiga palavra grega
'paideia', isto é, cuidar da criança.
											""O que lhes acontece em casa,
em que momento da vida estão, etc.
											""Mas não ensinem; o pouco que sabem,
comparado com o Google, não nos interessa.
											""Guardem isso para vocês"".

											(Risos)
											""Vamos trazer pessoas
que têm duas coisas:
											""paixão e especialização,
— pode ser ou não a profissão deles.
											""E usamos os idosos, os 25% da população
com a sabedoria que já ninguém quer"".
											Trazemo-los à escola e dizemos:
											""Ensinem a estas crianças
aquilo em que realmente acreditam"".
											Temos violinistas a ensinar matemática.
											Há muitas situações em que dizemos:
											""Não se preocupem
com o currículo escolar"".
											Nós temos 10 grandes linhas diretrizes
que duram desde os 2 até aos 17 anos.
											Diretrizes como: como é que nos medimos,
enquanto seres humanos?
											Há lugar para a matemática,
a física e tudo isso.
											Como é que nos expressamos?
											Há lugar para a música,
a literatura, etc.,
											mas também para a gramática.
									","
											Y creamos esta escuela llamada Lumiar,
											hay una escuela pública Lumiar
											y Lumiar dice lo siguiente:
											Dividamos el papel del maestro en dos.
											A un rol lo llamaremos tutor.
											Tutor en el viejo sentido griego
de ""paideia"": que cuida al niño.
											Lo que le pasa en la casa,
qué le pasa en la vida, etc.
											Pero por favor, no enseñe,
											porque no queremos saber lo poco 
que sabe comparado con Google.
											Guarde eso para sí.
											(Risas)
											Queremos gente que tenga 2 cosas:
											pasión y experiencia, y podría
ser su profesión o no.
											Recurrimos a la tercera edad,
											un 25 % de la población que tiene 
sabiduría y que ya nadie quiere.
											Los llevamos a la escuela 
y les dijimos:
											Enséñenles a estos niños algo 
en lo que crean de verdad.
											Tenemos violinistas 
que enseñan matemática.
											Todo tipo de cosas, y dijimos:
											Ya no se preocupen por 
el material de los cursos.
											Tenemos aproximadamente 10 grandes temas
que van de los 2 años a los 17.
											Temas como, ¿cómo nos medimos 
como humanos?
											Allí hay lugar para la matemática
la física y todo eso.
											¿Cómo nos expresamos?
											Allí hay lugar para la música
y la literatura, etc.
											pero también para la gramática.
									","
											And so we created this school,
which is called Lumiar,
											and Lumiar, one of them
is a public school,
											and Lumiar says the following:
											Let's divide this role
of the teacher into two.
											One guy, we'll call a tutor.
											A tutor, in the old sense of the Greek
""paideia"": Look after the kid.
											What's happening at home,
what's their moment in life, etc..
											But please don't teach,
											because the little you know compared 
to Google, we don't want to know.
											Keep that to yourself.
											(Laughter)
											Now, we'll bring in people
who have two things:
											passion and expertise, and it could be
their profession or not.
											And we use the senior citizens,
											who are 25 percent of the population
with wisdom that nobody wants anymore.
											So we bring them to school and we say,
											teach these kids whatever
you really believe in.
											So we have violinists teaching math.
											We have all kinds of things where we say,
											don't worry about 
the course material anymore.
											We have approximately 10 great threads
that go from 2 to 17.
											Things like, how do we measure
ourselves as humans?
											So there's a place for math and physics
and all that there.
											How do we express ourselves?
											So there's a place
for music and literature, etc.,
											but also for grammar.
									","
											Nous avons donc créé cette école
du nom de Luminar,
											et Luminar est une école publique
											et Luminar propose ceci :
											Divisons en deux ce rôle
de professeur.
											Un gars que nous appellerons tuteur.
											Un tuteur, dans l'ancien sens de la
Paideia grecque, surveille l'enfant.
											Ce qu'il se passe à la maison,
ce qu'il se passe dans sa vie etc.
											Mais surtout n'enseigne pas,
											parce que nous ne voulons pas savoir
le peu que tu sais comparé à Google.
											Garde ça pour toi.
											(Rires)
											Nous allons intégrer des personnes
qui ont deux choses :
											la passion et l'expertise, que cela soit
leur profession ou non.
											Et nous avons recours
aux citoyens âgés,
											qui sont 25% de la population avec une
sagesse dont plus personne ne veut.
											Nous les amenons à l'école et disons :
											apprenez à ces enfants
ce en quoi vous croyez.
											Nous avons des violonistes
qui enseignent les maths.
											Nous avons toutes sortes de choses
où nous disons :
											ne vous inquiétez plus
du programme du cours.
											Nous avons environ 10 grandes idées
enseignées entre 2 et 17 ans.
											Des choses comme : comment
nous mesurer en tant qu'humains ?
											Il y a de la place pour les maths
et la physique et tout cela.
											Comment nous exprimer ?
											Il y a là de la musique,
la littérature etc.
											mais aussi de la grammaire.
									","
											So entwickelten wir eine Schule,
die wir ""Lumiar"" nannten —
											eine davon ist eine öffentliche Schule.
											Luminar hat folgendes Konzept:
											Teilen wir die Rolle
des Lehrers in zwei Bereiche.
											Eine Person ist der Betreuer,
											im Sinn des griechischen ""paideia"":
auf das Kind aufpassen.
											Was passiert zu Hause, in welchem Moment
seines Lebens befindet es sich usw.
											Aber bitte unterrichten Sie nicht,
denn das Bisschen,
											was Sie im Vergleich zu Google wissen,
können Sie für sich behalten.
											(Lachen)
											Dann brauchen wir Leute,
die zwei Qualitäten haben:
											Leidenschaft und Fachwissen,
egal ob es ihr Beruf ist oder nicht.
											Wir greifen auf die Senioren zurück,
											die 25 % der Bevölkerung ausmachen und
Weisheit besitzen, die niemand mehr will.
											Wir bringen sie in die Schule
											und bitten sie, die Kinder das zu lehren,
woran sie wirklich glauben.
											So unterrichten Geigenspieler Mathematik.
											In vielen Fällen sagen wir ihnen,
											sie brauchen sich keine Sorgen
um das Kursmaterial zu machen.
											Wir haben in etwa
10 große Themengebiete von 2 bis 17.
											Zum Beispiel, wie messen
wir uns als Menschen?
											In diesem Themengebiet haben wir
Mathematik und Physik usw.
											Wie drücken wir uns aus?
											Hierunter fallen Musik, Literatur usw.,
aber auch Grammatik.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Depois, temos as diretrizes
que já todos esqueceram,
											mas que são, provavelmente,
as mais importantes da vida.
											Sobre as coisas mesmo importantes na vida,
não sabemos nada.
											Não sabemos nada
sobre o amor.
											Não sabemos nada
sobre a morte.
											Não sabemos nada
sobre o motivo por que estamos aqui.
											Assim, precisamos de uma diretriz
que fale daquilo que não sabemos.
											Isso é uma grande parte
do que fazemos.
											(Aplausos)
											Com o passar dos anos,
começámos a fazer outras coisas.
											Dizíamos:

											""Porque é que repreendemos as crianças?
'Senta-te, vem cá, faz isto, etc.?'
											""Vamos organizá-las num círculo,
que se reúna uma vez por semana
											""e dizemos-lhes: criem vocês as regras
e depois decidam o que fazer.
											""Portanto, podem bater uns nos outros?
Claro, durante uma semana. Experimentem"".
											Eles criaram as mesmas regras
que tínhamos antes.
											A diferença é que são deles
											e eles têm o poder,
											o que significa que podem suspender
e expulsar crianças, e fazem-no,
											portanto, não estamos a brincar às escolas.
											São mesmo eles que decidem.
									","
											Y luego tenemos cosas 
que todos hemos olvidado,
											quizá las cosas más importantes
de la vida.
											Las cosas más importantes de la vida,
de las que nadie sabe nada.
											No sabemos nada del amor,
											no sabemos nada de la muerte,
											no sabemos nada de por qué estamos aquí.
											Necesitamos una asignatura escolar
que hable de todo lo que no sabemos.
											Eso describe gran parte 
de lo que hacemos.
											(Aplausos)
											Con los años incursionamos 
en otras áreas.
											Dijimos: ¿por qué tenemos 
que regañar a los niños
											y decir, siéntate, ven aquí,
haz esto, etc.
											Dijimos, hagamos que los niños
hagan lo que llamaos un círculo
											que se reúne una vez por semana.
											Decimos, pongamos las reglas juntos
											y luego decidan qué quieren 
hacer con esto.
											¿Pueden pegarse todos en la cabeza?
											Claro, durante una semana, prueben.
											Llegaron a las mismas 
reglas que teníamos,
											salvo que ahora era de ellos.
											Ahora tienen poder,
											es decir, pueden y lo hacen,
suspender y expulsar niños;
											no juegan a la escuela,
realmente deciden.
									","
											And then we have things
that everyone has forgotten,
											which are probably the most 
important things in life.
											The very important things in life,
we know nothing about.
											We know nothing about love,
											we know nothing about death,
											we know nothing about why we're here.
											So we need a thread in school that
talks about everything we don't know.
											So that's a big part of what we do.
											(Applause)
											So over the years, we started going
into other things.
											We'd say, why do we have to scold the kids
											and say, sit down and come here 
and do that, and so forth.
											We said, let's get the kids to do 
something we call a circle,
											which meets once a week.
											And we'd say, you put the rules together
											and then you decide
what you want to do with it.
											So can you all hit yourself on the head?
											Sure, for a week, try.
											They came up with the very same
rules that we had,
											except they're theirs.
											And then, they have the power,
											which means, they can and do
suspend and expel kids
											so that we're not playing school,
they really decide.
									","
											Et puis nous avons des choses
que tout le monde a oubliées,
											qui sont probablement les plus
importantes dans la vie.
											Les choses très importantes de la vie
dont nous ne savons rien.
											Nous ne savons rien sur l'amour,
											nous ne savons rien sur la mort,
											nous ne savons pas
pourquoi nous sommes ici.
											Donc nous avons besoin d'une matière
qui parle de ce que nous ne savons pas.
											C'est une grosse partie
de ce que nous faisons.
											(Applaudissements)
											Au fil des années nous nous sommes
investis dans d'autres choses.
											Nous disions : pourquoi 
gronder les enfants
											et leur dire de s'asseoir et
de faire ceci et cela.
											Amenons-les à faire ce que nous appelons
un cercle, qui se réunit chaque semaine.
											Et leur dire de mettre
les règles en place
											et de décider ce qu'ils veulent en faire.
											Pouvez-vous tous vous
taper sur la tête ?
											Bien sûr, essayez pendant une semaine.
											Ils ont abouti aux même règles que nous
											mais ce sont leurs règles.
											Et alors, ils ont le pouvoir,
											ce qui signifie qu'ils peuvent suspendre
et expulser des enfants,
											ainsi nous ne gérons pas l'école,
c'est eux qui décident.
									","
											Dann haben wir Themen,
die alle vergessen haben,
											die wahrscheinlich die
wichtigsten Dinge im Leben sind.
											Die wichtigsten Dinge im Leben,
über die wir nichts wissen.
											Wir wissen nichts über Liebe,
											wir wissen nichts über den Tod,
											wir wissen nicht, warum wir hier sind.
											Wir brauchen also ein Themengebiet
in der Schule,
											dass die Dinge behandelt,
die wir nicht wissen.
											Das ist ein großer Teil von dem,
was wir machen.
											(Applaus)
											Mit den Jahren wendeten wir
uns anderen Dingen zu.
											Wir fragten uns, warum wir mit
den Kindern schimpfen müssen
											und befehlen: ""Setz dich,
komm her, mach das"" usw.
											Wir baten die Kinder,
sich einmal in der Woche
											zu einem ""Kreis"" zusammenzufinden.
											Wir baten sie, die Regeln festzulegen
											und dann zu entscheiden,
was damit zu machen sei.
											Dürft ihr euch gegenseitig
auf den Kopf hauen?
											Klar, versucht das eine Woche lang.
											Sie stellten die gleichen
Regeln auf wie wir,
											nur diesmal waren es ihre eigenen.
											Damit haben sie die Macht.
											Sie können andere Kinder der Schule
verweisen — und das tun sie auch.
											Es ist also kein Spiel, sie treffen
tatsächlich die Entscheidungen.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
