en,pt,es,de,title,speaker,duration,tags
"
											Soil degradation is bad for many reasons,
											but let me just tell you a couple.
											One: degraded soils have diminished
potential to support plant productivity.
											And hence, by degrading soil,
											we're compromising our own abilities
to provide the food and other resources
											that we need for us
											and every member of living things
on the face of the earth.
											And second:
											soil use and degradation,
just in the last 200 years or so,
											has released 12 times more carbon
into the atmosphere
											compared to the rate at
which we're releasing carbon
											into the atmosphere right now.
									","
											A degradação dos solos
é grave, por várias razões.
											Vou apenas enumerar algumas.
											Primeiro: os solos degradados apresentam
um potencial diminuído para a produção.
											Assim, ao degradar os nossos solos,
											estamos a prejudicar a nossa capacidade
de produzir comida e outros recursos
											necessários para a vida humana
											e para cada ser vivo à face do planeta.
											Em segundo lugar:
											o uso dos solos e a sua degradação,
apenas nos últimos 200 anos,
											libertou 12 vezes mais carbono
para a atmosfera
											em comparação com a velocidade
											a que libertamos carbono
para a atmosfera atualmente.
									","
											La degradación del suelo
es mala por muchas razones,
											pero déjeme decirles un par.
											Una: tienen un potencial menor
para la productividad de la planta.
											Y, por lo tanto, al degradar el suelo,
											comprometemos nuestras propias habilidades
para producir comida y otros recursos
											que necesitamos para nosotros
											y cualquier ser vivo sobre
la faz de la Tierra.
											Y segunda:
											el uso y degradación del suelo,
solo en los últimos 200 años, más o menos,
											ha liberado 12 veces más carbono
en la atmósfera
											en comparación con la velocidad
a la que liberamos carbono
											a la atmósfera en este momento.
									","
											Bodenzerstörung ist
aus vielen Gründen fatal.
											Ich nenne hier nur zwei davon:
											Erstens: Zerstörte Böden
haben ein geringeres Potenzial,
											die Pflanzenproduktivität zu unterstützen.
											Durch die Schädigung des Bodens
											unterwandern wir also
unsere eigenen Fähigkeiten,
											Lebensmittel und andere
Ressourcen bereitzustellen,
											die wir und alle anderen Lebewesen
auf der Erde brauchen.
											Zweitens:
											Die Nutzung und Schädigung des Bodens
setzte allein in den letzten 200 Jahren
											12-mal mehr Kohlenstoff
in die Atmosphäre frei,
											als wir Menschen aktuell freisetzen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											I'm afraid there's even more bad news.
											This is a story of soils
at high latitudes.
											Peatlands in polar environments
											store about a third
of the global soil carbon reserves.
											These peatlands have
a permanently frozen ground underneath,
											the permafrost,
											and the carbon was able to build up
in these soils over long periods of time
											because even though plants are able
to photosynthesize during the short,
											warm summer months,
											the environment quickly
turns cold and dark,
											and then microbes are not able
to efficiently break down the residue.
											So the soil carbon bank
in these polar environments
											built up over hundreds
of thousands of years.
									","
											Temo que as más notícias
não fiquem por aqui.
											Vejamos o que está a acontecer
a solos de latitudes elevadas.
											As turfeiras nas zonas polares
											correspondem a quase um terço
das reservas mundiais de carbono no solo.
											Estas turfeiras existem num subsolo
permanentemente gelado,
											denominado ""permafrost"".
											Durante longos períodos de tempo,
o carbono foi-se acumulando nestas zonas
											apesar da intensa atividade
fotossintética das plantas
											durante os poucos meses quentes de verão,
											pois o ambiente arrefece
e escurece rapidamente,
											e os micro-organismos deixam de decompor
os resíduos de forma eficaz.
											Assim, a reserva de carbono nos solos
nestes ambientes polares
											foi-se constituindo ao longo
de centenas de milhares de anos.
									","
											Me temo que hay incluso peores noticias.
											Esta es una historia de los
suelos a altas latitudes.
											Turberas en el entorno polar
											almacenan casi un tercio de las
reservas mundiales de carbono del suelo.
											Estas turberas tienen un suelo
permanentemente congelado debajo,
											el permafrost,
											y el carbono pudo acumularse en estos
suelos por largos periodos de tiempo
											porque a pesar de que las plantas pudieran
hacer fotosíntesis durante períodos cortos
											los cálidos meses de verano,
											el medio ambiente se volvió
rápidamente frío y oscuro,
											y los microbios no pueden descomponer
el residuo de forma eficaz.
											Así que el banco de carbono del suelo
en estos entornos polares
											se acumuló durante cientos
de miles de años.
									","
											Leider gibt es noch mehr
schlechte Neuigkeiten.
											Dabei geht es um Böden
in hohen Breitengraden.
											Moorkulturen in polaren Umgebungen
											speichern etwa ein Drittel 
der globalen Kohlenstoffreserven im Boden.
											Unter diesen Moorkulturen befindet sich
dauerhaft gefrorener Grund,
											der Permafrostboden.
											In diesen Böden konnte der Gehalt
an Kohlenstoff über lange Zeit zunehmen,
											denn während der kurzen,
warmen Sommermonate
											können Pflanzen
zwar Fotosynthese betreiben,
											aber die Umgebung
wird schnell dunkel und kalt.
											Dann können Mikroben die Rückstände
nicht mehr effizient zerlegen.
											Die Kohlenstoffreserve
im Boden dieser Polargebiete
											ist also über mehrere 100.000 Jahre
hinweg entstanden.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											But right now, with atmospheric warming,
											the permafrost is thawing and draining.
											And when permafrost thaws and drains,
											it makes it possible
for microbes to come in
											and rather quickly
decompose all this carbon,
											with the potential to release hundreds
of billions of metric tons of carbon
											into the atmosphere
in the form of greenhouse gases.
											And this release of additional
greenhouse gases into the atmosphere
											will only contribute to further warming
											that makes this predicament even worse,
											as it starts a self-reinforcing
positive feedback loop
											that could go on and on and on,
											dramatically changing our climate future.
									","
											Porém, atualmente,
com o aquecimento da atmosfera,
											estamos a assistir ao degelo
e à drenagem do ""permafrost"".
											E quando isso acontece,
											instala-se a oportunidade
para os micro-organismos
											começarem a decompor
todo este carbono rapidamente,
											podendo libertar milhares de milhões
de toneladas métricas de carbono
											para a atmosfera, sob a forma
de gases de efeito de estufa.
											Esta libertação adicional para a atmosfera
de gases de efeito de estufa
											vai apenas contribuir
para que a temperatura continue a subir
											piorando ainda mais este cenário,
											ao dar início a um ciclo autossustentado
de retroação positiva
											que pode persistir durante imenso tempo
											e afetar drasticamente o clima futuro.
									","
											Pero ahora, con el calentamiento
de la atmósfera,
											el permafrost se está
descongelando y drenando.
											Y cuando el permafrost se
descongela y se drena,
											permite que entren los microbios,
											y en poco tiempo descompongan todo 
este carbono, con la liberación potencial
											de cientos de miles de millones 
de toneladas métricas de carbono
											en la atmósfera en forma de
gases de efecto invernadero.
											Y esta liberación de gases efecto
invernadero adicionales en la atmósfera
											solo contribuirán a un mayor calentamiento
											que empeorará aún más la situación,
											ya que inicia un ciclo de 
retroalimentación positiva autoreforzante
											que podría continuar y continuar
											cambiando dramáticamente
nuestro futuro climático.
									","
											Doch aufgrund der Klimaerwärmung
											taut der Permafrostboden
nun auf und laugt aus.
											Wenn das geschieht,
											können Mikroben in den Boden eindringen
											und all den Kohlenstoff
relativ schnell zersetzen.
											Damit könnten hunderte Milliarden
Tonnen Kohlenstoff
											in Form von Treibhausgasen
in die Atmosphäre freigesetzt werden.
											Diese Freisetzung
von zusätzlichen Treibhausgasen
											wird zu einer weiteren Erwärmung führen,
											die dieses Dilemma noch verschärft.
											So entsteht ein Teufelskreis,
											der endlos weitergehen könnte
											und unser künftiges Klima
drastisch verändern würde.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											Fortunately, I can also tell you
that there is a solution
											for these two wicked problems
of soil degradation and climate change.
											Just like we created these problems,
											we do know the solution,
											and the solution lies
in simultaneously working
											to address these two things together,
											through what we call
climate-smart land management practices.
											What do I mean here?
											I mean managing land
in a way that's smart
											about maximizing
how much carbon we store in soil.
											And we can accomplish this
											by putting in place
deep-rooted perennial plants,
											putting back forests whenever possible,
											reducing tillage and other disturbances
from agricultural practices,
											including optimizing the use
of agricultural chemicals and grazing
											and even adding carbon to soil,
whenever possible,
											from recycled resources
such as compost and even human waste.
									","
											Felizmente, posso também dizer-vos
que há uma solução
											para os flagelos da degradação do solo
e da alteração climática.
											Da mesma forma
que criámos estes problemas,
											somos também capazes
de encontrar a solução,
											e esta passa por um esforço simultâneo
											para resolver ambas as questões,
											com aquilo a que chamamos
											práticas climaticamente inteligentes
de gestão dos solos.
											A que me refiro?
											Refiro-me a uma gestão dos solos
cuja prioridade
											é maximizar a quantidade de carbono
retido nos solos.
											E podemos fazê-lo
											ao cultivar plantas perenes
de raízes profundas,
											ao restabelecer florestas,
sempre que possível,
											ao limitar a lavoura e outros impactos
provenientes das práticas agrícolas,
											incluindo otimizar o uso
de químicos agrícolas e o pastoreio,
											e até enriquecer o solo com carbono,
sempre que possível,
											oriundo de recursos reciclados,
como estrume ou até dejetos humanos.
									","
											Por suerte, también puedo decirles
que hay una solución
											para estos dos terribles problemas de
degradación del suelo y cambio climático.
											Así como creamos estos problemas,
											conocemos la solución,
											y la solución se encuentra en
trabajar simultáneamente
											para abordar estas dos cuestiones juntas,
a través de lo que llamamos
											prácticas de gestión de la
tierra climáticamente inteligentes.
											¿A qué me refiero?
											Me refiero a una gestión
de la tierra inteligente
											sobre maximizar cuánto carbono
almacenamos en el suelo.
											Y podemos lograr esto
											introduciendo plantas perennes,
											reponiendo los bosques
siempre que sea posible,
											reduciendo la labranza y otros
trastornos de las prácticas agrícolas,
											incluida la optimización del uso de
químicos agrícolas y el pastoreo
											e incluso la adicción de carbono al suelo,
siempre que sea posible,
											a partir de recursos reciclados como
el compost o incluso desechos humanos.
									","
											Aber zum Glück gibt es eine Lösung
											für die beiden tückischen Probleme
namens Bodenzerstörung und Klimawandel.
											Genau wie wir diese Probleme verursachten,
kennen wir auch die Lösung:
											Wir müssen beide Probleme
gleichzeitig angehen —
											und zwar durch sogenanntes
klimagerechtes Flächenmanagement.
											Das heißt:
											Flächenmanagment so zu betreiben,
											dass möglichst viel Kohlenstoff
im Boden gespeichert werden kann.
											Das können wir erreichen,
											indem wir tiefwurzelnde
mehrjährige Pflanzen einsetzen,
											so viele Flächen wie möglich bewalden,
											Ackerbau und andere agrarwirtschaftliche
Störfaktoren reduzieren,
											darunter die Nutzung
von Agrarchemikalien und Beweidung,
											und indem wir dem Boden 
wenn möglich sogar Kohlenstoff zuführen –
											aus recycelten Ressourcen wie Kompost 
oder sogar menschlichen Ausscheidungen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											This kind of land stewardship
is not a radical idea.
											It's what made it possible
for fertile soils
											to be able to support human civilizations
since time immemorial.
											In fact, some are doing it just right now.
											There's a global effort underway
to accomplish exactly this goal.
											This effort that started in France
is known as the ""4 per 1000"" effort,
											and it sets an aspirational goal
											to increase the amount of carbon
stored in soil by 0.4 percent annually,
											using the same kind of climate-smart
land management practices
											I mentioned earlier.
											And if this effort's fully successful,
											it can offset a third
of the global emissions
											of fossil-fuel-derived carbon
into the atmosphere.
									","
											Este tipo de gestão de solos
não é uma ideia radical.
											Foi precisamente o que garantiu
aos solos férteis a capacidade
											de sustentar civilizações humanas
desde o início dos tempos.
											Na verdade, é algo
que já está em curso atualmente.
											Já se verifica um esforço global
para atingir este objetivo.
											Esta medida teve início em França
e é conhecida por iniciativa ""4 por 1000"",
											a qual estabelece a meta ambiciosa
											de um aumento anual de 0,4%
da quantidade de carbono retida no solo,
											através das práticas climaticamente
inteligentes de gestão dos solos
											que acabei de mencionar.
											Se este esforço se provar bem sucedido,
											conseguiremos suprimir
um terço das emissões mundiais
											do carbono derivado
de combustíveis fósseis.
									","
											Este tipo de administración de
la tierra no es una idea radical.
											Es lo que hizo posible que
los suelos fértiles
											pudieran soportar las civilizaciones
humanas desde tiempos inmemoriales.
											De hecho, algunos lo están
practicando ahora mismo.
											Hay un esfuerzo global en marcha
para lograr exactamente ese objetivo.
											Este esfuerzo que empezó en Francia
es conocido como ""4 per 1000"",
											y establece una meta aspiracional
											aumentar la cantidad de carbono
almacenado en el suelo un 0,4 % anual,
											utilizando el mismo tipo de prácticas
de gestión de la tierra inteligentes
											que mencioné antes.
											Y si este esfuerzo es un completo éxito,
											puede compensar un tercio de
las emisiones globales
											de carbono derivado de combustibles
fósiles a la atmósfera.
									","
											Diese Art von Flächenmanagement
ist keine radikale Idee.
											Sie ermöglicht es seit Menschengedenken,
											dass fruchtbare Böden
menschliche Zivilisationen versorgen.
											Tatsächlich ist dieser Ansatz hochaktuell.
											Es entsteht momentan
eine weltweite Initiative,
											um genau dieses Ziel zu erreichen.
											Die Initiative startete in Frankreich
und nennt sich ""4 per 1.000"".
											Sie hat das ambitionierte Ziel,
											die im Boden gespeicherte Kohlenstoffmenge
um 0,4 % pro Jahr zu steigern,
											und nutzt dazu die Maßnahmen
des klimagerechten Flächenmanagements,
											die ich gerade erwähnt habe.
											Wenn diese Initiative erfolgreich ist,
											kann sie die weltweiten
Kohlenstoffemissionen
											aus fossilen Brennstoffen
um ein Drittel reduzieren.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											But even if this effort
is not fully successful,
											but we just start heading
in that direction,
											we still end up with soils
that are healthier, more fertile,
											are able to produce all the food
and resources that we need
											for human populations and more,
											and also soils that are better capable
											of sequestering carbon dioxide
from the atmosphere
											and helping with
climate change mitigation.
											I'm pretty sure that's what politicians
call a win-win solution.
									","
											Porém, mesmo que este esforço
não dê os frutos que pretendemos,
											estaremos na mesma
a dar um passo nessa direção,
											e ficaremos com solos
mais saudáveis, mais férteis,
											capazes de produzir os alimentos
e os recursos de que precisamos
											para a população humana e não só,
											e também solos com uma melhor capacidade
											de reter o dióxido de carbono
presente na atmosfera
											e assim ajudar a atenuar
a alteração climática.
											É algo a que as figuras políticas
chamariam ""benéfico para ambas as partes"".
									","
											Pero incluso si este esfuerzo
no es totalmente exitoso,
											pero comenzamos a dirigirnos
en esa dirección,
											aun así terminaremos con
unos suelos más sanos, más fértiles,
											capaces de producir toda la comida
y recursos que necesitamos
											para las poblaciones humanas y más,
											y también suelos más capaces
											de secuestrar dióxido de carbono
de la atmósfera
											y ayudarnos con la mitigación
del cambio climático.
											Estoy segura de que los políticos
lo llaman una solución exitosa para todos.
									","
											Aber auch wenn die Initiative
ihr Ziel nicht ganz erreicht,
											aber wir diesen Ansatz weiterverfolgen,
											werden wir trotzdem gesündere,
fruchtbarere Böden erhalten
											und alle Lebensmittel
und Ressourcen erzeugen können,
											die für Menschen und Tier
lebensnotwendig sind.
											Außerdem erhalten wir Böden,
											die Kohlenstoffdioxid aus der Atmosphäre
besser aufnehmen können
											und somit zum Klimaschutz beitragen.
											Ein Politiker würde das
als ""Win-Win-Situation"" bezeichnen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											And we all can have a role to play here.
											We can start by treating the soil
with the respect that it deserves:
											respect for its ability
as the basis of all life on earth,
											respect for its ability to serve
as a carbon bank
											and respect for its ability
to control our climate.
									","
											E todos nós podemos
fazer a nossa parte nesta iniciativa.
											Podemos começar por tratar o solo
com o respeito que este merece:
											respeitar a sua capacidade
de servir como substrato à vida na Terra,
											respeitar a sua capacidade
de atuar como reservatório de carbono
											e respeitar a sua capacidade
de controlo do nosso clima.
									","
											Y todos podemos tener un papel
que desempeñar aquí.
											Podemos empezar tratando el suelo
con el respeto que merece:
											respeto por su habilidad como
base de toda la vida,
											respeto por su habilidad de servir
como un banco de carbono
											y respeto por su habilidad
de controlar nuestro clima.
									","
											Und wir alle können dazu beitragen.
											Wir können anfangen,
											indem wir dem Boden
den verdienten Respekt zollen —
											Respekt für sein Potenzial
als Lebensgrundlage auf der Erde,
											für seine Funktion als Kohlenstoffspeicher
											und dafür, dass er
unser Klima retten kann.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											And if we do so,
											we can then simultaneously address
											two of the most pressing
global challenges of our time:
											climate change and soil degradation.
											And in the process, we would be able
to provide food and nutritional security
											to our growing human family.
									","
											Se o fizermos,
											poderemos então
começar a enfrentar de uma só vez
											dois dos desafios mundiais
mais urgentes da atualidade:
											a alteração climática
e a degradação dos solos.
											E enquanto isso, estaríamos a proporcionar
alimento e segurança nutricional
											à nossa família humana em expansão.
									","
											Y si lo hacemos,
											podemos abordar simultáneamente
											dos de los desafíos globales
más apremiantes de nuestro tiempo:
											el cambio climático y
la degradación del suelo.
											Y en el proceso, 
seremos capaces de proporcionar
											comida y seguridad nutricional
a nuestra creciente familia humana.
									","
											Wenn wir das tun,
											können wir zwei der dringendsten
globalen Herausforderungen unserer Zeit
											zugleich angehen:
											Klimawandel und Bodenzerstörung.
											Und dabei könnten wir auch noch
die Ernährung aller Mitglieder
											der wachsenden
Menschheitsfamilie sicherstellen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									","
											Vielen Dank.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
