es,en,de,title,speaker,duration,tags
"
											Así que cambiar 
nuestros lugares de trabajo
											y construir infraestructuras de atención
											haría una gran diferencia,
											pero no vamos a obtener 
opciones igual de valiosas
											si no cambiamos nuestra cultura,
											y el tipo de cambio cultural necesario
											significa la re-socialización 
de los hombres.
											(Aplausos)
											Cada vez más en los países desarrollados,
											las mujeres son socializadas 
para creer que nuestro lugar
											no es más solo el hogar,
											pero los hombres están 
aún donde siempre estuvieron.
											Los hombres todavía son 
socializados para creer
											que deben ser los que ganan el sustento,
											para lograr su autoestima
											desde lo más alto que puedan trepar 
por encima de otros hombres
											en una escalera de la profesión.
											La revolución feminista todavía tiene 
un largo camino por recorrer.
											Ciertamente no está completa.
											Pero 60 años después
											de que fuera publicado 
""Mística de la feminidad"",
											muchas mujeres realmente tienen
											más opciones que los hombres.
											Podemos decidir ser quién gana el pan,
											brinda cuidado o 
una combinación de los dos.
											Cuando un hombre, por el contrario,
											decide ser quien brinda cuidado,
											coloca su hombría en peligro.
											Sus amigos pueden alabar a su decisión,
											pero en el fondo, 
están rascándose la cabeza.
											¿No es la medida de un hombre
											su voluntad de competir con otros hombres
											por poder y prestigio?
											Y muchas mujeres sostienen este 
punto de vista como los hombres.
											Sabemos que muchísimas mujeres
											aún juzgan el atractivo de un hombre
											basado en gran parte en
cuán talentoso él es
											en su profesión.
											Una mujer puede salirse de 
la fuerza de trabajo
											y aún ser una compañera atractiva.
											Para un hombre, 
esa es una proposición riesgosa.
											Entonces como padres y compañeros,
											deberíamos socializar a nuestros hijos
											y a nuestros esposos
											para ser lo que quieran ser,
											ya sea cuidadores o sostén de la familia.
											Deberíamos estar socializándolos 
para ser cuidadores
											geniales para los chicos.
											(Aplausos)
									","
											So changing our workplaces
											and building infrastructures of care
											would make a big difference,
											but we're not going to get equally valued choices
											unless we change our culture,
											and the kind of cultural change required
											means re-socializing men.
											(Applause)
											Increasingly in developed countries,
											women are socialized to believe that our place
											is no longer only in the home,
											but men are actually still where they always were.
											Men are still socialized to believe
											that they have to be breadwinners,
											that to derive their self-worth
											from how high they can climb over other men
											on a career ladder.
											The feminist revolution still has a long way to go.
											It's certainly not complete.
											But 60 years after
											""The Feminine
Mystique"" was published,
											many women actually have
											more choices than men do.
											We can decide to be a breadwinner,
											a caregiver, or any combination of the two.
											When a man, on the other hand,
											decides to be a caregiver,
											he puts his manhood on the line.
											His friends may praise his decision,
											but underneath, they're scratching their heads.
											Isn't the measure of a man
											his willingness to compete with other men
											for power and prestige?
											And as many women hold that view as men do.
											We know that lots of women
											still judge the attractiveness of a man
											based in large part on how successful he is
											in his career.
											A woman can drop out of the work force
											and still be an attractive partner.
											For a man, that's a risky proposition.
											So as parents and partners,
											we should be socializing our sons
											and our husbands
											to be whatever they want to be,
											either caregivers or breadwinners.
											We should be socializing them to make caregiving
											cool for guys.
											(Applause)
									","
											Unsere Arbeitsplätze zu verändern
											und eine Betreuungs-Infrastruktur
einzurichten,
											würde Wesentliches bewirken,
											aber die Optionen, zwischen denen wir 
wählen, sind nicht gleich viel wert,
											solange wir unsere Kultur nicht ändern.
											Und der benötigte kulturelle Wandel
											ist die Umerziehung der Männer.
											(Applaus)
											In den Industrienationen
											werden Frauen immer mehr dazu erzogen,
											dass ihr Platz nicht länger
nur daheim ist,
											aber Männer sind noch immer dort,
wo sie immer waren.
											Sie werden noch immer dazu erzogen,
											dass sie Brotverdiener sein müssen
											und ihren Selbstwert daraus abzuleiten,
											wie weit sie andere Männer
auf der Karriereleiter
											hinter sich lassen können.
											Die feministische Revolution
hat noch einen langen Weg vor sich.
											Sie ist sicher noch nicht abgeschlossen.
											Aber 60 Jahre
											nachdem 
""Der Weiblichkeitswahn"" herauskam,
											haben viele Frauen
											mehr Möglichkeiten als Männer sie haben.
											Wir können uns entscheiden,
											Brotverdiener, Fürsorger oder
eine Kombination aus beidem zu sein.
											Während ein Mann andererseits,
											der beschließt, ein Fürsorger zu sein,
											seine Männlichkeit infrage gestellt sieht.
											Seine Freunde mögen
seine Entscheidung loben,
											aber im Stillen kratzen sie
sich doch am Kopf.
											Wird ein Mann nicht
											an seiner Bereitschaft gemessen,
											mit anderen Männern um 
Macht und Prestige zu ringen?
											Diese Ansicht ist unter Frauen und Männern
gleichermaßen verbreitet.
											Man weiß, dass viele Frauen
											die Attraktivität eines Mannes noch immer
											zu weiten Teilen
											an seinem Karriereerfolg messen.
											Eine Frau kann aus
dem Arbeitsleben scheiden
											und dennoch eine
attraktive Partnerin sein.
											Für einen Mann ist das
ein heikles Unterfangen.
											Als Eltern und Partnerinnen
											sollten wir unsere Söhne
											und unsere Ehemänner ermutigen,
											das zu sein, was sie sein möchten:
											Fürsorger oder Brotverdiener.
											Wir sollten sie dazu ermuntern,
											fürsorgliche Männer
als angesagt zu empfinden.
											(Applaus)
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Casi puedo oír a un montón de Uds. 
pensando: ""De ningún modo"".
											Pero, de hecho, el cambio
ya está sucediendo.
											Al menos en EE. UU.,
											muchos hombres se enorgullecen de cocinar,
											y francamente 
obsesionarse con las estufas.
											Se encuentran en las salas de parto.
											Toman el permiso de 
paternidad cuando pueden.
											Pueden pasear a un bebé o calmar a un niño
											tan bien como sus esposas,
											y cada vez más están
											haciendo muchas más 
tareas del hogar.
											De hecho, hay estudiantes 
universitarios varones ahora
											que están empezando a decir,
											""Quiero ser un padre que 
se queda en casa"".
											Eso era completamente impensable
											50 o al menos 30 años atrás.
											Y en Noruega, donde los hombres tienen
											un permiso de paternidad 
automático de tres meses,
											pero lo pierden si deciden no tomarlo,
											un alto funcionario del gobierno me dijo
											que las empresas están empezando a buscar
											empleados varones prospectivos,
											y que levantan una ceja 
si de hecho,
											no toman sus vacaciones cuando tienen hijos.
											Eso significa que está 
empezando a parecer
											como un defecto de carácter
											no querer ser un padre 
completamente comprometido.
									","
											I can almost hear lots of you thinking, ""No way.""
											But in fact, the change is 
actually already happening.
											At least in the United States,
											lots of men take pride in cooking,
											and frankly obsess over stoves.
											They are in the birthing rooms.
											They take paternity leave when they can.
											They can walk a baby or soothe a toddler
											just as well as their wives can,
											and they are increasingly
											doing much more of the housework.
											Indeed, there are male college students now
											who are starting to say,
											""I want to be a stay-at-home dad.""
											That was completely unthinkable
											50 or even 30 years ago.
											And in Norway, where men have
											an automatic three month's paternity leave,
											but they lose it if they decide not to take it,
											a high government official told me
											that companies are starting to look
											at prospective male employees
											and raise an eyebrow if they didn't in fact
											take their leave when they had kids.
											That means that it's starting to seem
											like a character defect
											not to want to be a fully engaged father.
									","
											Ich kann viele hier
beinahe denken hören: ""Niemals.""
											Doch tatsächlich vollzieht sich
der Wandel bereits.
											Zumindest in den USA
											sind Männer stolz darauf zu kochen
											und sind richtig vernarrt in den Herd.
											Sie sind in den Kreißsälen.
											Sie nehmen Vaterschaftsurlaub,
wenn möglich.
											Sie können mit dem Baby Laufen üben
und ein Kleinkind beruhigen,
											genauso gut, wie es ihre Frauen können,
											und sie übernehmen zunehmend
											mehr Arbeit im Haushalt.
											Es gibt mittlerweile
männliche Studenten, die sagen:
											""Ich möchte zu Hause 
bei meinen Kindern sein.""
											Vor 50 oder gar 30 Jahren
											war das noch völlig undenkbar.
											In Norwegen, wo Männer automatisch
											drei Monate Vaterschaftsurlaub
bekommen,
											der verfällt, wenn sie ihn
nicht nehmen wollen,
											hat mir ein hoher
Regierungsbeamter erzählt,
											dass Unternehmen erstaunt sind,
											wenn sich ein männlicher Bewerber
											diesen Urlaub nicht genommen hat,
											als er Vater wurde.
											Das heißt, man beginnt,
											es als Charakterschwäche auszulegen,
											sich als Vater nicht voll einzusetzen.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Así que
											me crie creyendo que la defensa de 
los derechos de las mujeres
											significaba hacer todo lo posible
											para lograr que las mujeres 
llegaran a la cima.
											Y todavía espero vivir lo suficiente
											para ver a los hombres y las mujeres 
equitativamente representados
											en todos los niveles de 
la fuerza de trabajo.
											Pero he llegado a creer que 
tenemos que valorar la familia
											en cada pedacito tanto como 
valoramos el trabajo,
											y que deberíamos considerar la idea de
											que hacer lo correcto para los que amamos
											hará que todos nosotros seamos mejores 
en todo lo que hagamos.
									","
											So I was raised
											to believe that championing women's rights
											meant doing everything we could
											to get women to the top.
											And I still hope that I live long enough
											to see men and women equally represented
											at all levels of the work force.
											But I've come to believe that we have to value family
											every bit as much as we value work,
											and that we should entertain the idea
											that doing right by those we love
											will make all of us better at everything we do.
									","
											Ich wuchs in dem Glauben auf,
											dass die Verfechtung
von Frauenrechten bedeutete,
											alle Möglichkeiten zu nutzen,
											um Frauen an die Spitze zu bringen.
											Ich hoffe immer noch,
dass ich lange genug lebe,
											um Männer und Frauen ebenbürtig
											in allen Bereichen des Arbeitslebens
repräsentiert zu sehen.
											Doch ich bin zu der Einsicht gelangt,
dass wir die Familie
											zu gleichen Teilen
schätzen sollten wie die Arbeit
											und den Gedanken erwägen sollten,
											dass, wenn wir unseren Lieben
gerecht werden,
											uns das in allen Bereichen voran bringt.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Hace 30 años, Carol Gilligan,
											una psicóloga maravillosa, 
estudió a las adolescentes
											e identificó una ética del cuidado,
											un elemento de la naturaleza 
humana tan importante
											como la ética de justicia.
											Resulta que ""no te importa""
											es solo una parte tan importante 
de lo que somos
											como ""eso no es justo"".
											Bill Gates está de acuerdo.
											Argumenta que las dos grandes fuerzas de 
la naturaleza humana
											son el interés propio y 
el cuidado de los demás.
											Juntémoslas.
											Hagamos de la revolución feminista
											una revolución humanista.
											Como seres humanos completos,
											seremos mejores cuidadores y 
sostén de la familia.
											Pueden pensar que eso no puede suceder,
											pero yo crecí en una sociedad
											donde mi madre ponía pequeños
											ceniceros para las cenas,
											donde los negros y los blancos 
usaban baños independientes,
											y dónde todos aclamaban ser 
heterosexuales.
											Hoy, no tanto.
											La revolución por la igualdad humana
											puede suceder.
											Está sucediendo.
											Sucederá.
											Qué tan lejos y qué tan rápido, 
depende de nosotros.
									","
											Thirty years ago, Carol Gilligan,
											a wonderful psychologist, studied adolescent girls
											and identified an ethic of care,
											an element of human nature every bit as important
											as the ethic of justice.
											It turns out that ""you don't care""
											is just as much a part of who we are
											as ""that's not fair.""
											Bill Gates agrees.
											He argues that the two great forces of human nature
											are self-interest and caring for others.
											Let's bring them both together.
											Let's make the feminist revolution
											a humanist revolution.
											As whole human beings,
											we will be better caregivers and breadwinners.
											You may think that can't happen,
											but I grew up in a society
											where my mother put out small vases
											of cigarettes for dinner parties,
											where blacks and whites used separate bathrooms,
											and where everybody claimed to be heterosexual.
											Today, not so much.
											The revolution for human equality
											can happen.
											It is happening.
											It will happen.
											How far and how fast is up to us.
									","
											Vor dreißig Jahren
beobachtete Carol Gilligan —
											eine großartige Psychologin —
jugendliche Mädchen
											und entdeckte
eine Ethik der Fürsorge,
											die als Bestandteil
der menschlichen Natur,
											der Ethik der Gerechtigkeit
in nichts nachsteht.
											Der Vorwurf: ""Du kümmerst dich nicht!""
											ist genauso Bestandteil 
unserer Persönlichkeit
											wie: ""Das ist ungerecht!""
											Bill Gates sieht dies auch so.
											Er sagt, dass die zwei großen Kräfte
der menschlichen Natur
											das Selbstinteresse und
die Sorge für andere ist.
											Bringen wir die beiden doch zusammen.
											Machen wir aus der
feministischen Revolution
											eine humanistische Revolution.
											Als vollständige menschliche Wesen
											werden wir bessere Fürsorger
und Brotverdiener sein.
											Sie mögen denken,
das wird nie passieren,
											aber ich wuchs in einer Gesellschaft auf,
											in der meine Mutter für Dinnerpartys
											Gläser mit Zigaretten aufstellte,
											Schwarze und Weiße
getrennte Toiletten benutzten
											und ausnahmslos jeder behauptete,
heterosexuell zu sein.
											Das ist heute anders.
											Die Revolution für
menschliche Gleichberechtigung
											kann geschehen.
											Sie geschieht bereits.
											Sie wird geschehen.
											Wie weit und wie schnell
sie vorankommt, liegt an uns.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Gracias.
									","
											Thank you.
									","
											Vielen Dank.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaus)
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
