en,de,fr,title,speaker,duration,tags
"
											Sometimes parents contaminate
the deidentification process,
											communicating to their kids subtly or not,
											that only certain kinds of accomplishments
will be applauded in the home.
											Joe Kennedy was famous for this,
											making it clear to his nine children
											that they were expected to compete
with one another in athletics
											and were expected to win,
											lest they be made to eat
in the kitchen with the help,
											rather than in the dining room
with the family.
											It's no wonder
											that scrawny second-born Jack Kennedy
fought so hard to compete
											with his fitter firstborn brother, Joe,
											often at his peril,
											at one point, engaging
in a bicycle race around the house
											that resulted in a collision
costing John 28 stitches.
											Joe walked away essentially unharmed.
									","
											Manchmal verderben Eltern
den De-Identifikations-Prozess,
											indem sie den Kindern
recht subtil zu verstehen geben,
											dass nur bestimmte Leistungen
zu Hause positiv aufgenommen werden.
											Dafür war Joe Kennedy berühmt.
											Er machte seinen 9 Kindern klar,
											dass sie in Leichtathletik 
miteinander konkurrieren
											und gewinnen mussten,
											wenn sie nicht in der Küche 
mit der Angestellten
											statt im Esszimmer 
mit der Familie essen wollten.
											Kein Wunder, dass Jack Kennedy,
											der magere Zweitgeborene, so hart kämpfte,
											um mit Joe, dem fitteren
erstgeborenen Bruder mitzuhalten,
											oft zum eigenen Schaden.
											Einmal ließ er sich auf ein Fahrradrennen
rund um das Haus ein.
											Die beiden stießen zusammen und John
musste mit 28 Stichen genäht werden.
											Joe blieb so gut wie unverletzt.
									","
											Parfois, les parents contaminent
le processus de désidentification,
											en faisant savoir à leurs enfants,
subtilement ou pas,
											que seules certaines réussites
seront applaudies dans cette maison.
											Joe Kennedy était célèbre pour ça.
											Il avait clairement dit
à ses neuf enfants
											qu'ils devaient être compétiteurs 
les uns avec les autres en sport
											et qu'ils devaient gagner,

											ou ils seraient obligés de manger
dans la cuisine avec le personnel,
											plutôt que dans la salle à manger
avec la famille.
											Ce n'est pas surprenant
											que Jack Kennedy, le chétif deuxième né,
se soit tant battu pour se mesurer
											à Joe, son frère aîné 
qui était plus sportif,
											souvent à ses risques et périls.
											Ils se sont un jour lancés dans 
une course à vélo autour de la maison
											qui a fini par une collision
et 28 points du suture pour John.
											Joe s'en est tiré pratiquement indemne.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Parents exacerbate this problem further
											when they exhibit favoritism,
											which they do overwhelmingly,
no matter how much they admit it.
											A study I cite in this TIME magazine
covering in the book ""The Sibling Effect,""
											found 70 percent of fathers
and 65 percent of mothers
											exhibit a preference
for at least one child.
											And keep in mind here —
the keyword is ""exhibit.""
											The remaining parents may simply be doing
a better job of concealing things.
									","
											Eltern verschärfen 
das Problem noch weiter,
											wenn sie Vorlieben erkennen lassen,
											was in hohem Maß der Fall ist,
egal, ob sie es zugeben oder nicht.
											Eine in dieser TIME zitierte Studie
aus dem Buch ""The Sibling Effect"" belegt,
											dass 70 % der Väter und 65 % der Mütter
											eine Vorliebe für
mindestens ein Kind zeigen.
											Und Achtung — ""zeigen""
ist hier das Schlüsselwort .
											Die anderen Eltern können ihre Neigungen
wohl einfach besser verbergen.
									","
											Les parents exacerbent
ce problème de plus belle
											lorsqu'ils font preuve de favoritisme,
											et ils le font presque tous,
peu importe à quel point ils l'admettent.
											Une étude que je cite dans ce numéro
de TIME parlant de mon livre
											a estimé que 70% des pères
et 65% des mères
											affichent une préférence
pour au moins un de leurs enfants.
											Gardez à l'esprit qu'ici,
le mot clé est « afficher ».
											Les autres parents réussissent peut-être
plus facilement à dissimuler les choses.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											I like to say that 95 percent
of all parents have a favorite,
											five percent are lying about it.
											The exception is my wife and me.
											Honestly, we do not have a favorite.
									","
											Ich gehe davon aus, dass 95 %
aller Eltern einen Liebling haben
											und dass 5 % in dieser Hinsicht lügen.
											Die Ausnahme sind meine Frau und ich.
											Ehrlich, wir haben keinen Liebling.
									","
											J'aime dire que 95% des parents
ont un enfant qu'ils préfèrent,
											et 5% mentent à ce sujet.
											Sauf ma femme et moi.
											Honnêtement, nous n'avons pas de préféré.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											It's not parents' fault that they harbor
feelings of favoritism.
											And here, too, our natural
wiring is at work.
											Firstborns are the first products
on the familial assembly line.
											Parents typically get two years
of investing dollars, calories
											and so many other resources in them,
											so that by the time
the second born comes along,
											the firstborn is already ...
it's what corporations call ""sunk costs,""
											you don't want to disinvest in this one
											and launch the R&amp;D on the new product.
									","
											Es ist nicht die Schuld der Eltern, 
dass sie Vorlieben entwickeln.
											Und auch hier spielt eine Rolle,
wie wir von Natur aus ticken.
											Erstgeborene sind die ersten Erzeugnisse
der familiären Produktionsreihe.
											Die Eltern haben im Normalfall 
zwei Jahre Zeit, um Dollars, Kalorien
											und so viele andere Ressourcen
in sie zu investieren.
											Wenn dann das zweite Kind kommt,
ist das erste schon das,
											was Unternehmen
""irreversible Kosten"" nennen:
											Man möchte hier nicht mehr desinvestieren
											und die F&amp;E mit dem
neuen Produkt betrauen.
									","
											Ce n'est pas la faute des parents
s'ils favorisent un de leurs enfants.
											Ici aussi, nos tendances 
naturelles sont à l'œuvre.
											Les aînés sont les premiers produits
sur la chaîne de montage familiale.
											Les parents ont en général deux ans
d'investissement financier, de calories
											et de tellement d'autres choses
											qu'au moment de la naissance du deuxième,
											le premier est déjà - ce qu'appellent 
les entreprises un « coût irrécupérable »,
											on ne veut pas désinvestir l'aîné
											et lancer la R&amp;D sur le nouveau produit.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											So what we begin to do is say,
""I'm going to lean to the Mac OS X
											and let the Mac OS XI come out
in a couple of years.""
											So we tend to lean in that direction.
									","
											Also sagen wir dann:
""Ich befasse mich jetzt mit dem Mac OS X
											und bringe den Mac OS XI
in ein paar Jahren heraus.""
											Wir tendieren also in diese Richtung.
									","
											On commence donc à dire :
« Je vais me pencher sur le Mac OS X
											et laisser le Mac OS XI sortir 
dans quelques années. »
											On tend à aller dans cette direction.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											But there are other forces at work, too.
											One of the same studies I looked at
both here and in the book found that,
											improbably, the most common favorite
for a father is the last-born daughter.
											The most common favorite
for a mother is the firstborn son.
											Now, this isn't Oedipal; never mind
what the Freudians would have told us
											a hundred years ago.
											And it's not just that fathers
are habitually wrapped around
											the fingers of their little girls,
											though I can tell you that,
as the father of two girls,
											that part definitely plays a role.
											Rather, there is a certain
reproductive narcissism at work.
											Your opposite-gender kids
											can never resemble you exactly.
											But if somehow they can resemble
you temperamentally,
											you'll love them all the more.
											As the result, the father
who is a businessman will just melt
											at the idea of his MBA daughter
with a tough-as-nails worldview.
											The mother who is a sensitive type
will go gooey over her son the poet.
									","
											Aber da sind noch andere Kräfte am Werk.
											Eine sowohl hier als auch in meinem Buch
vorgestellte Studie belegt:
											Auch wenn es unwahrscheinlich scheint, 
lieben Väter die letztgeborene Tochter,
											Mütter den erstgeborenen Sohn am meisten.
											Das hat nichts Ödipales an sich,
											egal, was die Freudianer
vor 100 Jahren erzählt hätten.
											Nicht nur lassen sich Väter stets
von ihren kleinen Töchtern
											um den Finger wickeln,
											obwohl ich Ihnen als Vater 
zweier Mädchen versichere,
											dass das tatsächlich so sein kann.
											Hier spielt vielmehr ein gewisser
Fortpflanzungs-Narzissmus eine Rolle.
											Andersgeschlechtliche Kinder
											können einem selbst nie völlig ähneln.
											Aber wenn sie einem 
mentalitätsmäßig ähneln,
											hat man sie umso lieber.
											Also wird ein Geschäftsmann 
bei dem Gedanken dahinschmelzen,
											dass seine Tochter BWL studiert 
und sich knallhart durchsetzt.
											Sensible Mütter haben eine Schwäche 
für ihren Sohn, den Dichter.
									","
											Mais d'autres forces sont à l'œuvre aussi.
											L'une des études similaires, utilisée
ici et dans mon livre, a découvert
											qu'invraisemblablement, l'enfant préféré
d'un père est en général la fille cadette.
											L'enfant préféré d'une mère
est le plus souvent le fils aîné.
											Ce n'est pas œdipien, 
quoi qu'auraient pu dire les Freudiens
											il y a cent ans.
											Et ce n'est pas juste le fait que 
les pères soient habitués
											à être menés par le bout du nez,
											bien que je puisse vous dire,
étant père de deux filles,
											que cet élément joue assurément un rôle.
											Il y a plutôt un certain narcissisme
de la reproduction en jeu.
											Les enfants du sexe opposé
											ne peuvent jamais 
exactement vous ressembler.
											Mais s'ils peuvent vous ressembler
au niveau du caractère,
											vous les aimerez d'autant plus.
											Par conséquent, un homme d'affaires fondra
											devant la maîtrise en affaires et 
la vision du monde réaliste de sa fille.
											La mère hypersensible sera 
sentimentale face à son fils le poète.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Birth order, another topic
I covered for TIME,
											and another topic I cover in the book,
											plays out in other ways as well.
											Long before scientists
began looking at this,
											parents noticed that there are
certain temperamental templates
											associated with all birth rankings:
											the serious, striving firstborn;
											the caught-in-a-thicket's middle born;
											the wild child of a last born.
											And once again, when science
did crack this field,
											they found out mom and dad are right.
									","
											Die Reihenfolge der Geburt,
ein weiteres Thema,
											womit ich mich in TIME
und auch in meinem Buch befasst habe,
											spielt auch anderweitig eine Rolle.
											Lange bevor sich Wissenschaftler
damit befasst haben,
											bemerkten Eltern, dass es 
gewisse Mentalitätsmuster
											in Verbindung mit Geburtsrangfolgen gibt:
											der ernste, strebsame Erstgeborene,
											der zwischen den Stühlen sitzende Mittlere
											der als Letzter geborene Wildfang.
											Als Experten hier schließlich
Ergebnisse lieferten,
											stellten sie fest,
dass die Eltern Recht hatten.
									","
											L'ordre de naissance, un autre sujet
que j'ai traité pour TIME
											et que je traite dans le livre,
											exerce également une influence.
											Bien avant que les scientifiques
commencent à s'y intéresser,
											les parents ont remarqué
que certains traits de caractère
											étaient associés à l'ordre de naissance :
											le premier-né sérieux et appliqué,
											l'enfant du milieu pris au piège,
											et le dernier-né au caractère sauvage.
											Une fois encore, lorsque 
la science a percé ce mystère,
											ils ont découvert que 
les parents avaient raison.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Firstborns across history have tended
to be bigger and healthier
											than later borns,
											in part, because of the head start
they got on food
											in an area in which it could be scarce.
											Firstborns are also
vaccinated more reliably
											and tend to have more
follow-up visits to doctors
											when they get sick.
											And this pattern continues today.
											This IQ question is, sadly — I can
say this as a second-born —
											a very real thing.
											Firstborns have a three-point
IQ advantage over second borns
											and second borns have a 1.5 IQ
advantage over later borns,
											partly because of the exclusive attention
firstborns get from mom and dad,
											and partly because they get a chance
to mentor the younger kids.
											All of this explains why firstborns
are likelier to be CEOs,
											they are likelier to be senators,
											they are likelier to be astronauts,
											and they are likelier to earn more
than other kids are.
									","
											Seit jeher sind Erstgeborene
meist größer und gesünder
											als später Geborene;
											teilweise wegen des Vorsprungs
bei der Ernährung in einer Gegend,
											wo Nahrung eventuell knapp war.
											Erstgeborene werden auch
regelmäßiger geimpft
											und öfter zur Kontrolle zum Arzt gebracht,
											wenn sie krank werden.
											Dieses Muster gilt heute noch.
											Die Frage nach dem IQ ist leider —
als Zweitgeborener kann ich das sagen —
											sehr real.
											Erstgeborene haben einen um 3 Punkte
höheren IQ als Zweitgeborene
											und Zweitgeborene einen Vorsprung
von 1,5 Punkten vor später Geborenen;
											teils, weil Erstgeborene die ungeteilte 
Aufmerksamkeit der Eltern bekommen,
											teils, weil sie die Möglichkeit haben,
jüngere Kinder zu betreuen.
											Aus diesen Gründen
haben Erstgeborene bessere Chancen,
											CEOs zu werden oder Senatoren
											oder Astronauten,
											und verdienen später vermutlich
besser als andere Kinder.
									","
											À travers l'histoire, les premier-nés
sont en général plus grands et plus sains
											que les enfants suivants,
											en partie grâce à leur avance
sur la nourriture
											là où les ressources 
peuvent être rares.
											Les premiers-nés sont aussi 
vaccinés avec plus de fiabilité
											et se font davantage suivre par un docteur
											quand ils tombent malades.
											Cette tendance se prolonge aujourd'hui.
											La question du QI est, malheureusement —
je peux le dire en tant que deuxième né —
											une réalité bien présente.
											Les premiers-nés ont un QI plus élevé 
de trois points que les deuxièmes nés
											et les deuxièmes nés ont un QI 
plus élevé de 1,5 que les derniers nés,
											en partie à cause de l'attention exclusive
donnée aux premiers-nés par leurs parents
											et en partie parce qu'ils font office
de mentor pour les plus jeunes.
											Tout ceci explique pourquoi les aînés
ont plus de chance de devenir PDGs,
											de devenir sénateurs,
											de devenir astronautes,
											et de gagner plus d'argent 
que les enfants suivants.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Last borns come into the world
with a whole different set of challenges.
											The smallest and weakest cubs in the den,
											they're at the greatest risk
of getting eaten alive,
											so they have to develop
what are called ""low-power skills"" —
											the ability to charm and disarm,
											to intuit what's going on
in someone else's head,
											the better to duck
the punch before it lands.
									","
											Letztgeborene kommen mit völlig anderen
Herausforderungen auf die Welt.
											Die kleinsten und schwächsten 
Welpen in der Höhle
											laufen die größte Gefahr,
lebendig gefressen zu werden.
											Also müssen sie sogenannte
""Sekundär-Fertigkeiten"" entwickeln:
											die Fähigkeit zu bezaubern
und zu entwaffnen,
											zu erahnen, was gerade 
in jemandes Kopf vorgeht,
											und sich zu ducken,
bevor der Schlag landet.
									","
											Les derniers-nés viennent au monde
avec un tout autre ensemble de problèmes.
											Les plus petits et les plus faibles du nid
											sont ceux qui risquent le plus
de se faire manger vivants.
											Ils doivent donc développer
« les capacités à faible puissance » —
											la capacité à charmer et à désarmer,
											à pressentir ce qu'il se passe
dans la tête de quelqu'un
											afin d'esquiver les coups
avant qu'ils ne tombent.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											They're also flat-out funnier,
											which is another thing
that comes in handy,
											because a person who's making you laugh
is a very hard person to slug.
									","
											Sie sind auch um einiges witziger,
											was auch sehr praktisch ist,
											denn wer einen zum Lachen bringt, 
dem zieht man nicht so leicht eins über.
									","
											Ils sont aussi carrément plus drôles,
											ce qui peut être très utile,
											parce qu'une personne qui vous fait rire
est une personne très difficile à cogner.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											It's perhaps no coincidence
that over the course of history,
											some of our greatest satirists —
											Swift,
											Twain,
											Voltaire,
											Colbert —
									","
											Es ist vielleicht kein Zufall,
											dass in der Vergangenheit
einige unserer größten Satiriker —
											Swift,
											Twain,
											Voltaire,
											Colbert —
									","
											Ce n'est peut-être pas par hasard
qu'à travers l'histoire,
											certains de nos plus grands satiristes —
											Swift,
											Twain,
											Voltaire,
											Colbert —
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											are either the last borns
											or among the last in very large families.
									","
											entweder Letztgeborene
											oder unter den jüngsten Kindern
in sehr großen Familien waren.
									","
											sont soit les derniers-nés,
											soit ils font partie des derniers
d'une famille nombreuse.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Most middle borns don't get
quite as sweet a deal.
											I think of us as the flyover states.
											We are —
									","
											Die meisten mittleren Kinder
kommen nicht so gut weg.
											Ich betrachte uns als Transit-Staaten.
											Wir —
									","
											Les enfants du milieu n'ont pas 
les mêmes cartes en main.
											Je nous imagine comme l'Amérique rurale.
											Nous sommes —
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											we're the ones who fight harder
for recognition in the home.
											We're the ones who are always
raising our hands
											while someone else at the table
is getting called on.
											We're the ones who tend
to take a little longer
											to find their direction in life.
											And there can be self-esteem
issues associated with that,
											notwithstanding the fact
that I've been asked to do TED,
											so I feel much better
about these things right now.
									","
											wir kämpfen stärker
um Anerkennung zu Hause.
											Wir heben fleißig die Hand,
											wobei meist ein anderer am Tisch
angesprochen wird.
											Wir brauchen immer etwas länger,
											um uns im Leben zurechtzufinden.
											Und damit können Fragen 
des Selbstwerts zusammenhängen,
											obwohl man mich gebeten hat,
bei TED aufzutreten,
											also geht es mir in dieser
Hinsicht jetzt viel besser.
									","
											nous sommes ceux qui doivent se battre
pour être reconnus à la maison.
											Nous sommes ceux
qui lèvent toujours la main
											lorsque quelqu'un d'autre
est appelé à table.
											Nous sommes ceux
qui prennent plus longtemps
											à trouver leur but dans la vie.
											Et ça peut créer des problèmes 
de confiance en soi,
											même si j'ai été invité 
à donner cette conférence,
											donc je me sens beaucoup mieux maintenant.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											But the upside for middle borns
is that they also tend to develop
											denser and richer relationships
outside the home.
											But that advantage comes also
from something of a disadvantage,
											simply because their needs
weren't met as well in the home.
									","
											Aber das Positive für mittlere Kinder ist,
dass sie oft intensivere
											und reichere Beziehungen 
außerhalb der Familie aufbauen.
											Aber dieser Vorteil kommt auch
von einem gewissen Nachteil,
											einfach, weil ihre Bedürfnisse 
daheim nicht so gut erfüllt wurden.
									","
											L'avantage des enfants du milieu, 
c'est qu'ils ont tendance à développer
											des relations plus denses et plus riches
en dehors du cocon familial.
											Mais cet avantage
vient d'un inconvénient :
											leurs besoins n'étaient simplement 
pas satisfaits à la maison.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											The feuds in the playroom
that play out over favoritism,
											birth order and so many other issues
											are as unrelenting as they seem.
											In one study I cite in the book,
											children in the two-to-four age group
											engage in one fight every 6.3 minutes,
											or 9.5 fights an hour.
											That's not fighting —
that's performance art.
									","
											Die Kriege, die im Kinderzimmer
wegen Bevorzugung, Geburtsreihenfolge
											und so vielen anderen Themen
ausgefochten werden,
											sind so gnadenlos, wie sie scheinen.
											In einer von mir im Buch erwähnten Studie
											beginnen Kinder im Alter von 2-4 Jahren
											alle 6,3 Minuten einen Streit,
											das sind 9,5 Konflikte pro Stunde.
											Das sind keine Streitigkeiten,
das ist Performance-Kunst.
									","
											Les querelles de la salle de jeu
qui tournaient au favoritisme,
											l'ordre de naissance et 
bien d'autres problèmes,
											ne s'arrêtent jamais.
											Dans l'une des études 
que je cite dans le livre,
											un groupe d'enfants entre 2 et 4 ans
											se chamaille toutes les 6,3 minutes,
											soit 9,5 querelles par heure.
											Ce ne sont pas des disputes mais
des performances artistiques.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											That's extraordinary.
									","
											Das ist außergewöhnlich.
									","
											C'est extraordinaire.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
