tr,fr,de,title,speaker,duration,tags
"
											Önlenebilir fakat bir yandan da kaçınılmaz olan iki zorlayıcı etken söz konusu,
											iklim değişikliği ve nüfus artışı.
											Toplumsal istatistiklerdeki değişiklikler dünyayı oldukça etkileyecek.
											İşte henüz çalışma yaşında olan yetişkinlerin yüzdesi,
											bu oranda geçtiğimiz 40 yıl boyunca belli belirsiz bir azalma görüldü
											fakat önümüzdeki 40 yılda, bu değişimin Çin'de bile dramatik bir hal alacağı aşikar.
											Çalışabilir yaşta olan yetişkinlerin sayısı çarpıcı bir biçimde düşmekte.
											Ve sonuçlar başka bir biçimde kendini gösteriyor. Emeklilik yaşındaki insanların sayısı hızla artmakta.
											yani 46-64 kuşağının emeklilik dönemlerinden bahsediyoruz.
											Bu demek oluyor ki, ileride daha az miktarda sosyal güvenlik desteğiyle, hizmetler için rekabet eden
											daha çok sayıda insan olacak.
									","
											Il y a deux grandes forces qui sont à la fois intentionnelles et inévitables :
											ce sont la démographie et les changements climatiques.
											La démographie va vraiment changer notre monde.
											Voici le pourcentage d'adultes d'âge actif.
											Ce chiffre est descendu légèrement au cours des 40 dernières années.
											Mais au cours des 40 prochaines années, 
il va changer de façon spectaculaire, même en Chine.
											Le pourcentage d'adultes d'âge actif diminue radicalement.
											Et en contrepartie, le nombre d'adultes à l'âge de la retraite augmente très, très vite
											avec l'arrivée à l'âge de la retraite de la génération du baby-boom.
											Ça veut dire qu'il y aura plus de gens avec moins d'argent de la sécurité sociale
											en concurrence pour les services.
									","
											Es gibt zwei große Kräfte, die beide gewollt, 
aber unvermeidlich sind.
											Nämlich Klima- und demografischer Wandel.
											Der demografische Wandel 
wird unsere Welt verändern.
											Das ist der Anteil der Erwachsen im Erwerbsalter.
											Er hat sich in den letzen 40 Jahren leicht reduziert.
											Aber in den nächsten 40 Jahren wird sich 
das dramatisch ändern, sogar in China.
											Der Prozentsatz der Erwachsenen 
im Erwerbsalter sinkt dramatisch.
											Und anders betrachtet, gibt es immer 
mehr Menschen im Rentenalter,
											da die geburtenstarken Jahrgänge 
das Rentenalter erreichen.
											Das bedeutet, dass es immer mehr Menschen 
mit weniger Sozialversicherungsgeld geben wird,
											die um Leistungen konkurrieren.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Bunun yanında, yaşlandıkça daha zayıf hale geliyor olmamız da yadsınamaz bir gerçek.
											Bu durumda, daha önceden yapabildiklerimizi, yapamaz hale geliyoruz.
											Hasta bakıcıların yaş dağılımını gösteren istatistiklere bakacak olursak,
											gün geçtikçe yaşlandıklarını görüyoruz.
											İstatiksel anlamda şu an olan bu.
											ve bu insanların sayısı arttıkça, emeklilik yaşında veya üzerinde olan insanlar arttıkça,
											onlara göz kulak olacak insanların sayısı azalmakta.
									","
											Mais au-delà de cela, en vieillissant, nous devenons plus fragiles
											et ne pouvons plus assumer les tâches dont nous avions l'habitude.
											Si on observe les statistiques sur l'âge du personnel soignant,
											on voit ces personnes vieillir devant nos yeux.
											Ce phénomène statistique se déroule maintenant.
											Et avec le nombre croissant de personnes plus âgées, ayant passé l'âge de la retraite et vieillissant,
											il y aura moins de personnes pour prendre soin d'elles.
									","
											Aber wir werden auch immer 
gebrechlicher, je älter wir werden,
											und wir können nicht mehr 
alle Tätigkeiten selbst machen.
											Wenn wir uns die Statistiken 
über Pflegekräfte anschauen,
											altern diese Pflegekräfte vor unseren Augen.
											Das passiert statistisch gesehen genau jetzt.
											Je mehr Menschen älter werden, 
oberhalb des Rentenalters und älter,
											desto weniger Menschen sind da, 
um sich um sie zu kümmern.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Benim fikrim, bize yardımcı olacak robotlara sahip olma yönünde.
											Robotların refakatçi olmasından değil,
											bizlerin normalde yapabileceğimiz işlerde görev almalarından bahsediyorum.
											Çünkü bu işlerin yürütülmesi, yaşlandıkça daha da zor hale geliyor.
											Arabadan market poşetlerini merdivenden çıkarak mutfağa taşıma gibi
											hatta, bizler yaşlandıkça
											diğer insanları ziyaret edebilmemiz için arabalarımızı sürebilirler.
											Bir diğer nokta ise, robotların insanlar yaşlandıkça bir itibar kazanmalarına ön ayak olabileceği.
											Çünkü robotlar üzerinde hakimiyet kurabilirler.
											Böylece zaten nadir bulunan yardımcılara bel bağlamak zorunda kalmazlar.
									","
											Je pense donc que nous aurons vraiment besoin de robots pour nous aider.
											Et je ne parle pas de robots en termes de compagnons.
											Je veux parler de robots accomplissant ce que nous faisons normalement pour nous-mêmes
											mais qui devient plus difficile avec la vieillesse :
											sortir les courses de la voiture, monter l'escalier avec et les apporter dans la cuisine,
											ou même, lorsque nous atteignons un âge encore plus avancé,
											conduire la voiture pour rendre visite à quelqu'un.
											Je suis convaincu que la robotique offre aux gens la chance de conserver leur dignité en vieillissant
											en leur donnant le contrôle de la solution robotique.
											Ainsi, ils n'ont pas à s'appuyer sur des personnes de moins en moins nombreuses pour les aider.
									","
											Daher werden wir Roboter brauchen, die uns helfen.
											Und ich denke nicht an Roboter als Begleiter.
											Sondern Roboter, die Dinge erledigen, 
die wir normalerweise selbst tun,
											aber die uns immer schwerer fallen.
											Die Lebensmittel aus dem Auto, 
die Treppe hoch und in die Küche bringen.
											Oder sogar, wenn wir viel älter werden,
											unsere Autos zu fahren, 
damit wir Leute besuchen können.
											Robotik erlaubt den Menschen in Würde zu altern,
											indem sie über Robotiklösungen verfügen.
											Dadurch hängen sie nicht von Menschen ab, 
die ihnen immer seltener helfen können.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Yani, bu uğurda daha fazla zaman harcanması gerektiğini düşünmekteyim.
											Baxter gibi robotlar üzerinde
											ve günlük hayatımızda Baxter gibi robotlardan yardım alma konusunda.
											Baxter burada ve onu görüyorsunuz.
											Hepimiz önümüzdeki 40 yıl için, robotların varlığına itibar edecek
											ve günlük hayatımızın bir parçası haline getireceğiz.
									","
											Je suis vraiment persuadé que nous allons passer plus de temps
											avec des robots comme Baxter
											et travailler avec des robots comme lui dans notre vie quotidienne. Et que nous allons...
											Ici, Baxter, c'est bon.
											Et qu'au cours des 40 prochaines années, 
nous finirons tous par nous appuyer sur des robots
											dans le cadre de notre vie quotidienne.
									","
											Daher denke ich, dass wir mehr Zeit
											mit Robotern wie Baxter verbringen werden
											und täglich mit solchen Robotern arbeiten werden.
											Hier, Baxter, schon gut.
											Und dass wir alle innerhalb der 
nächsten 40 Jahre auf Roboter
											in unserem Alltag angewiesen sein werden.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Teşekkürler.
									","
											Merci beaucoup.
									","
											Vielen Dank!
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Beifall)
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
