es,tr,fr,de,pt,title,speaker,duration,tags
"
											Pero vale como consejo. Debes buscar alternativas
											para así encontrar tu destino.
											¿O tienes miedo de la palabra ""destino""?
											¿Te asusta la palabra ""destino""?
											Eso es de lo que estamos hablando, y si no encuentras
											la más alta expresión de tu talento, si tu meta
											es un ""interés"", lo que demonios signifique eso,
											¿sabes qué pasará al final de tu larga vida?
											Tus amigos y familia se reunirán en el cementerio
											y ahí, al lado de tu tumba habrá una lápida,
											y grabado en ella se leerá:
											""Aquí yace el distinguido ingeniero que inventó el velcro"".
											Pero lo que esa lápida debería haber dicho era,
											en una vida alternativa,
											lo que debería haber dicho si eso era la mayor expresión de
											tu talento: ""Aquí yace el último premio Nobel, laureado en física,
											que formuló la Teoría de la Gran Unificación
											y demostró la viabilidad del empuje por curvatura"".
									","
											İşin ana fikri ortada. Alternatifler için bakmalısıniz ki,
											kaderinizi bulabilesiniz
											ya da ""kader"" kelimesinden korkuyor musunuz?
											""Kader"" kelimesi sizi korkutuyor mu?
											Bahsettiğimiz şey bu ve eğer yeteneğinizinin en yüksek şekilde
											ifade edilmiş halini bulmazsanız, sadece ""ilgi çekici"" olana
											razı olursanız, artık ne demek oluyorsa bu,
											uzun yaşamınızın sonunda ne olacağını biliyor musunuz?
											Aileniz ve arkadaşlarınız meazarlıkta toplanmış olacaklar
											ve orada mezarınızın tepesinde bir mezar taşı olacak
											ve üstüne şöyle bir yazı kazınmış olacak:
											""Burada Velcro'yu icat eden seçkin mühendis yatıyor.""
											Ama mezartaşının asıl söylemesi gereken,
											alternatif bir hayatta,
											eğer yeteneğinizin en yüksek şekilde ifade edilmiş halinde
											olsaydınız yazması gereken ""Burada Birleşik Alan Kuramı'nı
											formülize eden Warp sürücülerinin pratikte uygulanabilirliğini
											gösteren, Fizik dalında Nobel Ödülünü kazanmış biri yatıyor.
									","
											Mais cela reste vrai. Vous devez étudier les alternatives
											afin de trouver votre destiné,
											ou avez-vous peur du mot ""destiné"" ?
											Est-ce que le mot ""destiné"" vous effraie ?
											C'est de cela que nous parlons, et si vous ne trouvez pas
											la plus haute expression de votre talent, 
si vous vous arrêtez
											à ""intéressant"", quoique cela puisse signifier,
											est-ce que vous savez ce qu'il va arriver 
à la fin de votre longue vie ?
											Vos amis et votre famille se rassembleront au cimetière,
											et là, à côté de votre tombe il y aura une pierre tombale,
											et sur la pierre tombale il y aura écrit :
											""Ici gît un éminent ingénieur qui a inventé le Velcro.""
											Mais ce que la pierre tombale aurait du dire,
											dans une vie alternative,
											ce qu'elle aurait du dire si c'était la plus grande expression
											de votre talent : 
""Ici gît le dernier lauréat du Prix Nobel de Physique,
											qui formula la Théorie de la Grande Unification
											et démontra l'existence pratique de la distorsion."" 
[utilisée par les vaisseaux de Star Trek]
									","
											Aber der Punkt gilt. Sie müssen
nach Alternativen suchen,
											um Ihre Bestimmung zu finden,
											oder haben Sie Angst vor
dem Wort „Bestimmung“?
											Verängstigt Sie das
Wort „Bestimmung“?
											Genau darüber sprechen
wir, und wenn Sie nicht
											den höchsten Ausdruck Ihres
Talents finden, wenn Sie
											beim „Interesse“ stehen bleiben, was
zum Teufel das auch heißen mag,
											wissen Sie, was dann am Ende Ihres
langen Lebens passieren wird?
											Ihre Freunde und Familie werden
sich am Friedhof versammeln,
											und dort, auf Ihrem Grab
wird ein Grabstein stehen,
											auf dem geschrieben steht:
											„Hier ruht ein ausgezeichneter
Ingenieur, der Klettverschluss erfand.“
											Aber was auf dem Grabstein
hätte stehen sollen,
											in einem anderen Leben,
											was darauf hätte stehen sollen,
wenn es der höchste Ausdruck
											Ihres Talents wäre, ist: „Hier ruht
der letzte Nobelpreisträger für Physik,
											der die allumfassende
Feldtheorie formulierte
											und die Nützlichkeit des
Warpantriebs demonstrierte.“
									","
											Mas o meu argumento ainda é valido, 
vocês devem procurar alternativas
											para que possam encontrar 
os vossos destinos,
											ou vocês estão com medo da palavra ""destino""?
											A palavra ""destino"" assusta-vos?
											É disso que estamos a falar, e 
se vocês não acharem
											a maior expressão do vosso talento, 
se vocês se conformarem
											com o ""interessante,"" o que diabo 
isso possa significar,
											vocês sabem o que vai acontecer 
no final das vossas longas vidas?
											Os vossos amigos e família 
vão-se reunir no cemitério,
											e lá, ao lado da vossa cova 
haverá uma lápide,
											e inscrito naquela lápide, vai estar escrito:
											""Aqui descansa o distinto engenheiro 
que inventou o velcro.""
											Mas o que aquela lápide deveria dizer,
											numa vida alternativa,
											o que ela deveria dizer se vocês tivessem 
alcançado a mais alta expressão
											do vosso talento, era: ""Aqui descansa o último 
vencedor do prémio Nobel da Física,
											""que formulou a Grande Teoria do 
Campo Unificado
											""e demonstrou a praticidade da dobra espacial.""
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											(Risas)
											Velcro, en serio. (Risas)
									","
											(Kahkahalar)
											Velcro, tabii ki. (Kahkahalar)
									","
											(Rires)
											Le Velcro, en effet... (Rires)
									","
											(Gelächter)
											Klettverschluss, na ja.
(Gelächter)
									","
											(Risos)
											Velcro, de facto. (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Una fue una gran carrera.
											La otra fue una oportunidad perdida.
											Pero entonces, habrá algunos de ustedes,
											que, a pesar de todas esas excusas, encontrarán,
											encontrarán su pasión.
											Y aún así fracasarán
									","
											Biri harika bir kariyerdi.
											Biri kaçırılmış bir fırsattı.
											Ama diğer tarafta, aranızda bazıları var ki,
											bütün bu bahanalere rağmen, tutkunuzu,
											tutkunuzu bulacaksınız
											ve yine de başarısız olacaksınız.
									","
											L'une de ces réalités est une grande carrière.
											L'autre est une carrière manquée.
											Mais certains d'entre vous,
											en dépit de toutes ces excuses, vous trouverez,
											vous trouverez votre passion,
											et cependant vous allez échouer.
									","
											Das eine war eine
großartige Karriere.
											Das andere eine
versäumte Chance.
											Aber dann gibt es
einige unter Ihnen,
											die sie trotz aller Ausreden
finden werden,
											Ihre Leidenschaft,
											und trotzdem werden
Sie scheitern.
									","
											Uma era uma excelente carreira.
											A outra era uma oportunidade perdida.
											Mas, depois, há alguns de vocês,
											que, apesar de todas essas desculpas, 
vão encontrar,
											vão encontrar a vossa paixão,
											e ainda assim vão fracassar.
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Y fracasarán porque...
											porque no van a hacerlo,
											porque se inventarán una nueva excusa,
											cualquier excusa para no actuar, y esta excusa
											la he escuchando tantas veces.
											""Sí, lucharía por una gran carrera, pero valoro
											las relaciones humanas por encima de los éxitos.
											Quiero ser un gran amigo. Quiero ser un gran cónyuge.
											Quiero ser un gran padre, y no los sacrificaré
											para conseguir el éxito"".
									","
											Başarısız olacaksınız, çünkü
											tutkunuzu yapmayacaksınız,
											çünkü yeni bir bahane icat edeceksiniz,
											harekete geçmeyi başarısız kılacak bir bahane ve ben
											bu bahaneyi çok defalar duydum.
											""Evet, harika bir kariyer sürdürebilirdim ama ben
											insan ilişkilerine başarıdan daha büyük önem veriyorum.""
											Harika bir arkadaş olmak istiyorum. Harika bir eş olmak istiyorum.
											Harika bir ebeveyn olmak istiyorum ve ve bunları harika bir başarı
											için kurban etmeyeceğim.""
									","
											Vous allez échouer parce que,
											parce que vous n'allez pas la suivre,
											parce que vous allez inventer une nouvelle excuse,
											une nouvelle excuse pour ne pas agir, et cette excuse
											je l'ai entendue tellement de fois.
											""Oui, je voudrais poursuivre une grande carrière, 
mais je tiens
											aux relations humaines plus qu'aux accomplissements.
											Je veux être un bon ami. 
Je veux être un bon époux.
											Je veux être un bon parent et je ne vais pas sacrifier
											cela sur l'autel de grands accomplissements.""
									","
											Sie werden scheitern, weil
											Sie es einfach nicht tun werden,
											weil Sie eine neue Ausrede
erfinden werden,
											alles ist recht, um sich vor dem entscheidenden
Schritt zurückzuhalten, und diese Ausrede
											habe ich so oft gehört.
											„Ja, ich würde eine große Karriere
verfolgen, doch ziehe
											ich die menschlichen Beziehungen
den Leistungen vor.
											Ich will ein großartiger Freund sein. Ich
möchte ein großartiger Ehepartner sein.
											Ich möchte ein tolles Elternteil
sein und ich will sie
											auf dem Altar herausragender
Leistungen opfern.“
									","
											Vocês vão fracassar, porque,
											porque vocês não o vão fazer,
											porque vocês terão inventado 
uma nova desculpa,
											qualquer desculpa para deixar de agir, 
e essa desculpa
											ouvi eu muitas vezes.
											""Sim, eu perseguiria uma excelente carreira,
mas eu dou mais valor
											""às relações humanas do que à realização.
											""Eu quero ser um excelente amigo, 
eu quero ser um excelente marido.
											""Eu quero ser um excelente pai, 
e eu não vou sacrificar isso
											""em prol de uma grande realização.""
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											¿Qué quieres que te diga?
											¿De verdad, quieres que te diga, que te diga...?
											""En serio, lo juro, no pego a los niños"" (Risas)
											¿Mmm? Mira la visión del mundo que te estás dando.
											Eres un héroe de una forma u otra, y yo, sugiriendo,
											tan delicadamente, que podrías querer una gran carrera,
											debes odiar a los niños. No odio a los niños. Ni les pego.
											Bueno, había un niño deambulando por el edificio
											cuando llegué, y no, no le pegué. (Risas)
									","
											Ne dememi istiyorsunuz?
											Şimdi, gerçekten şu an size şunu söylememi mi istiyorsunuz?
											""Gerçekten de, yemin ederim çocukları tekmelemiyorum."" (Kahkahalar)
											Hmm? Kendinize verdiğiniz dünya görüşüne bir bakın.
											Ne olursa olsun, siz bir kahramansınız ve ben, incelikle
											öneriyorum ki, eğer ki harika bir kariyer istiyorsanız,çocuklardan
											nefret etmelisiniz. Ben çocuklardan nefret etmiyorum. Onları tekmelemiyorum.
											Evet, buraya geldiğimde binanın etrafında gezinen küçük bir çocuk vardı
											ve hayır, onu tekmelemedim. (Kahkahalar)
									","
											Qu'est-ce que vous voulez que je dise ?
											Vous voulez réellement que je vous dise :
											""Honnêtement, je jure que je ne bats pas les enfants"" (Rires)
											Examinez la vision du monde que vous vous donnez.
											Vous êtes un héros peu importe ce que ce que vous faite et moi, en suggérant,
											avec beaucoup de délicatesse, que vous pourriez vouloir une grande carrière,
											je dois détester les enfants. Je ne déteste pas les enfants. Je ne les bats pas.
											Oui, il y avait un petit enfant 
qui vagabondait dans le bâtiment
											quand je suis arrivé et non, je ne l'ai pas battu. (Rires)
									","
											Was soll ich Ihnen darauf sagen?
											Wollen Sie jetzt wirklich,
dass ich Ihnen sage:
											„Im Ernst, ich schwör's Ihnen,
ich trete Kinder nicht.“ (Gelächter)
											Hmm? Betrachten Sie die Weltanschauung,
die Sie sich selbst gegeben haben.
											Sie sind ein Held in jedem Fall und
ich, allein durch den Vorschlag,
											so vorsichtig wie möglich, Sie könnten
eine großartige Karriere wollen,
											erwecke den Anschein, Kinder zu hassen.
Ich hasse Kinder nicht. Ich trete sie nicht.
											Ja, da war ein kleines Kind, das
durch dieses Gebäude spazierte,
											als ich hierher kam und nein,
ich habe ihn nicht getreten. (Gelächter)
									","
											O que vocês querem que eu diga?
											Agora, vocês realmente querem que 
eu fale agora, que vos diga:
											""A sério, juro que eu não dou pontapés 
em crianças."" (Risos)
											Hum? Olhem para a visão de mundo 
que deram a vós mesmos.
											Vocês são heróis, não importa o que acontecer, 
e eu, por sugerir
											mesmo que delicadamente, que vocês 
podem querer uma excelente carreira,
											devo odiar crianças. Eu não odeio crianças. 
Eu não lhes dou pontapés.
											Sim, havia um menino a andar por este edifício,
											quando eu cheguei aqui, e não, 
eu não lhe dei um pontapé. (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Eso sí, tuve que decirle que en el edificio solo podían entrar adultos
											y que se fuera.
											Murmuró algo sobré su madre.
											y le respondí que probablemente la encontraría fuera.
											La última vez que lo vi, estaba en las escaleras, llorando. (Risas)
											Qué llorica. (Risas)
									","
											Elbette, ona bu binanın sadece yetişkinler için olduğunu söylemek
											ve onu dişarı çıkarmak zorundaydım.
											Annesi hakkında bir şeyler geveledi ve ben
											ona büyük ihtimalle annesini dışarıda bir şekilde bulacağını söyledim.
											Onu son gördüğümde, merdivenlerde ağlıyordu. (Kahkahalar)
											Tam bir korkak kedi. (Kahkahalar)
									","
											Bien sur, j'ai du lui dire que le bâtiment étaient 
pour les adultes seulement
											et de décamper.
											Il a marmonné quelque chose à propos de sa mère,
											et je lui ai dit qu'elle le retrouverait probablement 
dehors de toute manière.
											La dernière fois que je l'ai vu, il était sur les marches, 
en train de pleurer. (Rires)
											Quelle mauviette ! (Rires)
									","
											Natürlich musste ich ihm sagen, dass
das Gebäude nur für Erwachsene war
											und dass es gehen müsse.
											Er nuschelte irgendetwas
von seiner Mutter
											und ich sagte ihm, sie würde
ihn sowieso draußen finden.
											Wie ich ihn vorhin sah, saß er
weinend auf der Treppe. (Gelächter)
											Was für ein Schwächling.
(Gelächter)
									","
											É claro, eu tive que lhe dizer que 
este edifício era só para adultos
											e que ele devia sair.
											Ele murmurou alguma coisa 
sobre a mãe dele,
											e eu disse-lhe que ela provavelmente 
o iria encontrar lá fora, de qualquer maneira.
											A última vez que eu o vi, ele estava 
nas escadas, a chorar. (Risos)
											Que fracote. (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											¿Pero qué quieres? Eso es lo que esperas de mí.
											¿De verdad crees, de verdad, que es apropiado
											que utilices a los niños
											para que actúen como escudo?
											¿Y sabes lo que te pasará algún día,
											a ti, el padre perfecto?
											Tu hijo vendrá algún día y te dirá:
											""Ya sé lo que quiero ser.
											Ya sé que voy a hacer con mi vida"".
											Estás tan feliz. Es la conversación
											que todo padre quiere oír, porque tu hijo es bueno en matemática
											y sabes lo que pasará a continuación.
											Y tu hijo dice: ""He decidido que
											quiero ser mago.
											Quiero hacer trucos de magia en el escenario"".
											(Risas)
									","
											Ama ne demek istiyorsunuz? Bu sizin benden söylememi beklediğiniz şey.
											Gerçekten de düşünüyorsunuz ki, çocukları
											bir kalkan gibi kullanmak,
											yerinde ve uygun bir durum.
											Biliyor musunuz bir gün ne olacak,
											size, ideal aileye, size?
											Bu çocuk bir gün size gelecek ve şöyle diyecek:
											""Ne olmak istediğimi biliyorum.
											Hayatımla ne yapacağımı biliyorum.""
											Çok mutlusunuz, Bu ailelerin duymak isteyeceği bir
											sohbet, çünkü çocuğunuz matematikte iyi
											ve biliyorsunuz ki söyleyeceği şeyi seveceksiniz.
											Çocuğunuz şunu diyor: ""Karar verdim ki
											ben bir sihirbaz olmak istiyorum.
											Sahnede sihir numaralarını sergilemek istiyorum.""
											(Kahkahalar)
									","
											Mais que voulez-vous ? 
C'est ce que vous attendiez que je dise.
											Vous pensez vraiment que c'est approprié
											que vous preniez les enfants
											et les utilisiez comme bouclier ?
											Vous savez ce qui arrivera un jour,
											vous, vous parent idéal, vous ?
											Le gamin viendra vous voir un jour et vous dira :
											""Je sais ce que je veux être.
											Je sais ce que je veux faire dans la vie.""
											Vous serez si content. C'est la conversation qu'un parent
											veut entendre, parce que votre enfant est bon en math,
											et vous savez que vous allez aimer ce qui vient après.
											Donc votre gamin vous dit: ""J'ai décidé,
											je veux être magicien.
											Je veux faire des tours de magie sur scène.""
											(Rires)
									","
											Aber worauf wollen Sie hinaus? Das ist es,
was Sie von mir als Antwort erwarten.
											Denken Sie wirklich, dass
es angemessen wäre,
											tatsächlich Kinder
herzuhalten,
											um sie als Schutzschild
zu benutzen?
											Wissen Sie, was eines
Tages passieren wird,
											und zwar Ihnen,
als idealem Elternteil?
											Das Kind wird eines Tages
zu Ihnen kommen und sagen:
											„Ich weiß, was ich
werden möchte.
											Ich weiß, was ich mit meinem
Leben anfangen werde.“
											Sie sind überglücklich.
Das ist das Gespräch,
											das Mütter und Väter hören wollen,
weil Ihr Kind gut in Mathe ist
											und Sie wissen, was
als Nächstes kommt.
											Ihr Kind sagt:
„Ich habe beschlossen,
											ich will Zauberer werden.
											Ich möchte Zauberkunststücke
auf der Bühne aufführen.“
											(Gelächter)
									","
											Mas o que quer dizer? É isso que vocês 
esperavam que eu dissesse.
											Vocês realmente acham que é apropriado
											que vocês deveriam, de facto, pegar
											em crianças, usando-as como escudo?
											Vocês sabem o que vai acontecer um dia,
											vocês, os pais ideais, vocês?
											A criança vai chegar um dia e vai dizer:
											""Eu sei o que eu quero ser.
											""Eu sei o que vou fazer na minha vida.""
											Vocês ficarão tão felizes. É a conversa
											que os pais querem ouvir, porque 
o vosso filho é bom em matemática,
											e vocês sabem que vão gostar do que ele vai falar em seguida.
											O vosso filho diz:
""Eu decidi
											""que quero ser mágico.
											""Eu quero fazer truques de magia no palco.""
											(Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											¿Y qué respondes?
											Le dices:
											""Mmm... un poco arriesgado, hijo.
											Puede que no salga. No se gana mucho, hijo.
											Sabes, no estoy seguro, pero
											creo que deberías pensártelo, hijo,
											eres tan bueno en mate, ¿por qué no...?""
									","
											Ve ne diyorsunuz?
											Diyorsunuz ki, diyorsunuz ki,
											""Hmm, bu riskli, yavrum.
											Olmayabilir. Bundan çok para kazanamayabilirsin.
											Gerçi sen bilirsin, ben karışmam, yavrum
											ama bunun hakkında tekrar düşünmelisin çocuğum,
											matematikte çok iyisin, başka alan seçmeye ne dersin?
									","
											Et qu'allez-vous dire ?
											Vous direz, vous direz
											""Euh... c'est risqué, chéri.
											Tu pourrais échouer, chéri. On ne gagne pas beaucoup d'argent avec ça, chéri.
											Tu sais, enfin je sais pas, chéri,
											tu devrais réfléchir à ça encore un peu, chéri,
											tu es si bon en math, pourquoi tu ne... ""
									","
											Und was sagen Sie?
											Sie sagen:
											„Ähmm ... das ist
riskant, mein Kind.
											Das könnte schiefgehen, mein Kind.
Das bringt nicht viel Geld, mein Kind.
											Weißt du, ich weiß
nicht, mein Kind,
											vielleicht denkst du darüber
noch einmal nach,
											du bist doch so gut in Mathe,
warum magst du nicht –“
									","
											E o que vocês vão dizer?
											Vocês vão dizer, vão dizer:
											""Ah... isso é arriscado, miúdo,
											""pode dar errado miúdo, 
não se faz muito dinheiro com isso, miúdo.
											""Sabes, eu não sei, miúdo,
											""deverias pensar mais nisso, miúdo,
											""és tão bom a matemática, 
porque é que tu não...""
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Y el niño te interrumpe y dice:
											""Pero es mi sueño. Es mi sueño serlo"".
											¿Y qué le vas a decir?
											¿Sabes que le vas a decir?
											""Mira, hijo. Una vez, yo también tuve un sueño, pero... pero...""
											¿Y cómo vas a terminar tu frase con un ""pero""?
											""...pero. Tuve un sueño también, una vez, hijo, 
pero tuve miedo de perseguirlo"".
											¿O le vas a decir esto?
											""Una vez tuve un sueño, hijo...
											pero entonces naciste tú"". (Risas)
									","
											Ve çocuk sizin konuşmanızı keserek
											""Ama bu benim hayalim. Benim hayalim bunu yapmak."" diyor.
											Ve ne diyeceksiniz?
											Ne diyeceğinizi biliyor musunuz?
											""Bak çocuğum. Bir zamanlar benimde bir hayalim vardı ama""
											Ve ""ama""yla başlayan cümlenizi nasıl bitireceksiniz?
											""Ama. Benimde bir hayalim vardı çocuğum ama onu takip etmeye korkuyordum.""
											Ya da ona şunu mu söyleceksiniz?
											""Bir zamanlar bir hayalim vardı çocuğum.
											Ama sonra sen doğdun."" (Kahkahalar)
									","
											Et le gamin vous interrompt et dit :
											""Mais c'est mon rêve. C'est mon rêve de faire ça""
											Et qu'est-ce que vous allez dire ?
											Vous savez ce que vous allez dire ?
											""Ecoute, chéri. J'avais un rêve autrefois, 
moi aussi, mais... mais...""
											Comment allez-vous finir votre phrase avec votre ""mais"" ?
											""... Mais. J'avais un rêve autrefois, moi aussi, mais j'avais trop peur pour le poursuivre.""
											Ou est-ce que vous allez lui dire ça ?
											""J'avais un rêve autrefois, chéri.
											Mais alors tu es né."" (Rires)
									","
											Und das Kind unterbricht
Sie und sagt:
											„Aber das ist mein Traum.
Es ist mein Traum, das zu tun.“
											Und was werden
Sie darauf sagen?
											Wissen Sie, was Sie
darauf sagen werden?
											„Schau mal. Ich hatte auch
mal einen Traum, aber –"" ""Aber.""
											Also, wie werden Sie den Satz
mit dem „aber“ abschließen?
											„... Aber. Ich hatte auch mal einen Traum, aber
ich war zu ängstlich, ihn zu verfolgen.“
											Oder werden Sie ihm
Folgendes sagen?
											„Ich hatte einmal einen
Traum, mein Kind.
											Aber dann bist du auf
die Welt gekommen.“ (Gelächter)
									","
											E então o vosso filho interrompe-vos, e diz:
											""Mas este é o meu sonho. É o meu sonho fazer isso.""
											E o que é que vocês vão dizer?
											Vocês sabem o que vão dizer?
											""Vê bem meu filho. Eu também já tive um sonho, 
uma vez, mas... mas.""
											Então, como é que vocês vão terminar a frase 
com o vosso ""mas""?
											""... Mas. Eu também já tive um sonho, filho, 
mas tive medo demais para o perseguir.""
											Ou, vocês vão dizer-lhe isto?
											""Eu já tive um sonho uma vez, miúdo.
											""Mas, depois, nasceste tu."" (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											(Risas) (Aplausos)
									","
											(Kahkalar) (Alkış)
									","
											(Rires) (Applaudissements)
									","
											(Gelächter)
(Applaus)
									","
											(Risos) (Aplausos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											De verdad, realmente quieres usar a tu familia,
											quieres mirar a tu cónyuge,
											a tus hijos, y ver a tus carceleros?
											Hay algo que le podrías haber dicho a tu hijo
											cuando él o ella dijera: ""Tengo un sueño"".
											Podrías haber respondido, mirándole a la cara:
											""Persíguelo, hijo,
											igual que hice yo"".
											Pero no podrás decirlo
											porque no lo hiciste. Así que no puedes. (Risas)
									","
											Gerçekten de ailenizi kullanmak istiyor musunuz?
											Kocanıza ve çocuğunuza bakmak ve gardiyanlarınızı
											görmek istiyor musunuz?
											Çocuğunuza, size ""Bir hayalim var."" dediğinde
											söyleyebileceğiniz bir şey vardı.
											Bu çocuğun yüzüne bakabilir, ve diyebilirdiniz ki,
											""Peşinden git, çocuğum,
											tıpkı benim yaptığım gibi.""
											Ama bunu söyleyemezdiniz, çünkü
											bunu yapmadınız. Dolayısıyla söyleyemezsiniz. (Kahkahalar)
									","
											Voulez-vous réellement utiliser votre famille,
											voulez-vous réellement regarder votre épouse
											et vos enfants et voir vos geôliers ?
											Il y a quelque chose que vous auriez pu dire à votre enfant
											quand il ou elle vous a dit : ""J'ai un rêve.""
											Vous auriez pu dire, en regardant le gamin en face :
											""Vas-y, chéri,
											comme je l'ai fait.""
											Mais vous ne pourrez pas dire cela
											parce que vous ne l'avez pas fait. Donc vous ne pourrez pas. (Rires)
									","
											Wollen Sie, wollen Sie wirklich
Ihre Familie benutzen,
											wollen Sie wirklich
Ihren Ehepartner und
											Ihre Kinder anschauen und
Ihre Kerkermeister sehen?
											Da gäbe es etwas, das Sie Ihrem
Kind hätten sagen können
											als er oder sie sagte:
„Ich habe einen Traum.“
											Sie hätten mit einem Blick in die
Augen Ihres Kindes sagen können:
											„Tu es, mein Kind,
											so wie ich es getan habe.“
											Aber Sie werden nicht in der
Lage sein, das zu sagen,
											weil Sie es nicht getan haben.
Also können Sie es nicht. (Gelächter)
									","
											Vocês querem realmente usar 
as vossas famílias,
											querem realmente olhar para 
os vossos esposos
											e para os vossos filhos e dizer que eles são 
os vossos carcereiros?
											Há uma coisa que vocês 
poderiam dizer ao vosso filho
											quando ele ou ela disser: ""Eu tenho um sonho.""
											Vocês podem dizer, encarando os vossos filhos:
											""Vai atrás dele, miúdo
											""assim como eu fiz.""
											Mas vocês não serão capazes de dizer isso,
											porque vocês não o fizeram.
Portanto, vocês não o podem dizer. (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
