pt,fr,de,title,speaker,duration,tags
"
											O meu primeiro trabalho foi levar de carro
comediantes famosos
											da cidade de Nova Iorque para 
espetáculos em Nova Jérsia,
											e nunca me esquecerei da cara 
do primeiro comediante
											que levei no carro quando ele se apercebeu
											de que estava a acelerar pela autoestrada 
com portagem de Nova Jérsia
											com uma miúda com P.C. ao volante.
											Eu fiz espetáculos em clubes 
por todos os E.U.A.,
											e também fiz espetáculos em árabe 
no Médio Oriente,
											sem censura e sem estar tapada.
											Algumas pessoas dizem que sou a primeira
											comediante de ""stand-up comedy"" 
do mundo árabe.
											Eu nunca gosto de reclamar ser a primeira,
											mas sei que eles nunca ouviram
											aquele desagradável rumorzinho de que 
as mulheres não são cómicas,
											e, por isso, eles acham que 
temos imensa graça.
											Em 2003, o meu irmão de outra mãe e pai,
											Dean Obeidallah e eu iniciámos
											o Festival de Comédia 
Árabe-Americano de Nova Iorque,
											agora no seu décimo ano.
											O nosso objetivo era mudar a imagem negativa
											dos árabes-americanos nos ""media"",
											ao mesmo tempo lembrando 
aos diretores de elenco
											que ""sul-asiático"" e ""árabe""
não são sinónimos.
											(Risos)
											Integrar os árabes foi muito,
muito mais fácil
											do que vencer o desafio
											contra o estigma em relação à deficiência.
									","
											Mon premier contrat
a été de conduire des humoristes célèbres
											de New York
à des spectacles dans le New Jersey,
											et je n'oublierai jamais 
la tête du premier humoriste
											que j'ai conduit
lorsqu'il a compris
											qu'il fonçait sur l'autoroute du New Jersey
											avec au volant
une fille atteinte de paralysie cérébrale.
											Je me suis produite dans des clubs
partout en Amérique,
											et j'ai aussi joué en arabe
au Moyen-orient,
											non censurée et non voilée.
											Certaines personnes disent que je suis
											la première humoriste de stand-up
du monde arabe.
											Je n'ai jamais aimé dire prems',
											mais je sais
qu'ils n'avaient jamais entendu
											cette sale petite rumeur selon laquelle
les femmes ne sont pas drôles,
											et qu'ils nous trouvent tordantes.
											En 2003, mon frère issu 
d'une autre mère et d'un autre père,
											Dean Obeidallah et moi-même,
avons créé
											le Festival du Rire 
Arabo-Américain de New York,
											qui en est à sa dixième
année maintenant.
											Notre objectif
était de changer l'image négative
											des Arabes Américains dans les média,
											et de rappeler aussi 
aux directeurs de casting
											que sud-asiatique et arabe
ne sont pas des synonymes.
											(Rires)
											Intégrer les arabes a été beaucoup plus facile
											que relever le défi
											de la stigmatisation des handicapés.
									","
											Mein erster Job war es, berühmte Komiker
											aus New York City 
zu Shows in New Jersey zu fahren
											und ich werde nie das Gesicht 
des ersten Komikers,
											den ich je fuhr, vergessen,
											als ihm klar wurde, dass er auf 
der Straße nach New Jersey
											mit einem Mädel mit CP 
als Fahrerin raste.
											Ich bin in Clubs überall 
in den USA aufgetreten,
											ich habe auch Shows im Nahen Osten 
auf Arabisch gemacht,
											unzensiert und unverhüllt.
											Einige Leute sagen, ich bin die erste
											Komikerin in der arabischen Welt.
											Ich nenne mich nicht gern die erste,
											aber ich weiß, dass sie noch nie
											von dem bösen kleinen Gerücht gehört 
haben, dass Frauen nicht witzig sind,
											und sie finden uns schreiend komisch.
											2003 begannen mein Bruder von 
einer anderen Mutter und Vater,
											Dean Obeidallah, und ich
											mit dem New Yorker Arabisch-
Amerikanischen Comedy-Festival,
											das jetzt schon sein 10-Jähriges feiert.
											Unser Ziel war es, das negative Bild
											von Amerikanern arabischer Herkunft 
in den Medien zu verändern
											und zugleich Casting-Direktoren 
daran zu erinnern,
											dass Südasien und Arabien 
nicht synonym sind.
											(Lachen)
											Die Gleichstellung von Arabern 
war viel, viel einfacher
											als die Herausforderung,
											gegen das Stigma 
der Behinderung anzukommen.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											A minha grande oportunidade 
apareceu em 2010.
											Eu fui convidada para
											um espetáculo da televisão
por cabo
											""Countdown With Keith Olbermann""
											Eu entrei a parecer que ia para 
o baile de formatura,
											e eles enfiaram-me num estúdio
											e sentaram-me
numa cadeira giratória rolante.
											(Risos)
											Por isso, olhei para a encenadora
com a expressão de:
											""Desculpe, pode dar-me outra cadeira?""
											E ela olhou para mim e disse:
											""Cinco, quatro, três, dois...""
											E estamos no ar, certo?
											Então, tive de me agarrar à mesa 
do apresentador
											para não rolar para fora do ecrã 
durante o segmento,
											e quando a entrevista acabou,
eu estava lívida.
											Eu finalmente tinha tido a minha
oportunidade e tinha dado cabo dela,
											eu sabia que nunca
voltaria a ser convidada.
											Mas não só o Sr. Olbermann 
me convidou outra vez,
											como me fez contribuidora a tempo inteiro,
											e colou a minha cadeira ao chão
com fita-cola.
											(Risos) (Aplausos)
									","
											Ma grande percée
a eu lieu en 2010.
											On m'a proposé d'être
une invitée
											dans l'émission d'information du câble
											« Countdown With Keith Olbermann ».
											J'ai fait mon entrée
comme si j'allais au bal de fin d'année,
											ils m'ont traînée dans un studio,
											et ils m'ont assise
sur un fauteuil à roulettes pivotant.
											J'ai regardé la régisseuse de plateau
et je lui ai dit,
											« Excusez-moi, est-ce que 
je pourrais avoir un autre fauteuil ? »
											Elle m'a regardé
et a commencé,
											« Cinq, quatre, trois, deux... »
											Et on était en direct, vous voyez ?
											J'ai donc dû m'agripper
au bureau du présentateur
											pour ne pas rouler hors de l'écran
pendant la séquence,
											et lorsque l'interview a été terminé,
j'étais blême.
											J'avais finalement eu ma chance
et je l'avais gâchée,
											je savais
que je ne serais plus jamais invitée.
											Non seulement M. Olbermann
m'a réinvitée,
											mais il a fait de moi
une collaboratrice à temps plein,
											et il a scotché ma chaise.
											(Rires)
(Applaudissments)
									","
											Mein großer Durchbruch war 2010.
											Ich wurde als Gast
											in die Nachrichtensendung
											""Countdown with Keith Olbermann"" 
eingeladen.
											Ich kam wie zum Abschlussball 
angezogen rein,
											sie schoben mich in ein Studio
											und setzten mich auf 
einen drehenden Stuhl mit Rollen.
											Ich schaute also 
die Bühnenmanagerin an und sagte:
											""Entschuldigung, kann ich 
einen anderen Stuhl kriegen?""
											Und sie schaute mich an und sagte:
											""Fünf, vier, drei, zwei ...""
											Und wir waren live!
											Ich musste mich also am Tisch 
des Gastgebers festhalten,
											damit ich während der Szene 
nicht aus dem Bildschirm rollte,
											und als das Interview vorbei war, 
war ich außer mir.
											Da war meine Chance gewesen 
und ich hatte sie versaut,
											und ich wusste, 
die laden mich nie wieder ein.
											Aber Mr. Olbermann lud mich 
nicht nur wieder ein,
											sondern machte mich 
zu einem Vollzeit-Mitarbeiter
											und klebte meinen Stuhl fest.
											(Lachen) (Beifall)
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Um facto divertido que aprendi 
quando estava em direto
											com o Keith Olbermann
											foi que os humanos na Internet 
são uma escumalha.
											(Risos)
											As pessoas dizem que
as crianças são cruéis,
											mas eu nunca fui gozada 
em criança ou em adulta.
											De repente, a minha deficiência 
na Internet tornou-se um jogo permitido.
											Eu via vídeoclipes ""online""
											e comentários como:
											""Ei, porque é que ela está a tremer?""
											""Ei, ela é retardada?""
											E o meu preferido: ""Pobre terrorista 
com boca de Gumby.
											""Ela sofre do quê?
											""Devíamos rezar por ela.""
											Um comentador até sugeriu
											que eu juntasse a minha deficiência 
aos meus créditos:
											argumentista, comediante, com paralisia.
									","
											Un truc que j'ai appris en étant à l'antenne,
											avec Keith Olbermann,
											c'est que les êtres humains sur Internet
sont des pourritures.
											Les gens disent que 
les enfants sont cruels,
											mais on ne s'était jamais moqué
de moi, ni enfant ni adulte.
											Soudain, mon handicap est devenu
une cible idéale sur le Web.
											Je regardais les vidéos en ligne,
											et je voyais des commentaires comme :
											« Pourquoi est-ce qu'elle tremble ? »
											« Elle est attardée ou quoi ? »
											Et ma préférée :
« Pauvre bouffonne terroriste.
											De quoi souffre-t-elle ?
											On devrait vraiment prier pour elle. »
											Un des auteurs de commentaires
a même suggéré
											que j'ajoute mon handicap à ma carte de visite :
											auteur, humoriste, paralysée.
									","
											Bei der Arbeit mit Keith Olbermann
											habe ich etwas Tolles gelernt:
											Alle Menschen im Internet 
sind Drecksäcke.
											Leute sagen, Kinder sind grausam,
											aber als Kind oder Erwachsene hat sich 
nie jemand über mich lustig gemacht.
											Im World Wide Web bin ich mit 
meiner Behinderung plötzlich Freiwild.
											Wenn ich mir online Videos anschaue,
											sehe ich Kommentare wie:
											""Ey, wieso zuckt die so?""
											""Ey, ist die bekloppt?""
											Und mein Favorit: 
""Armer Hängelippen-Terrorist.
											Hat sie ne Krankheit?
											Wir sollten für sie beten.""
											Einer schlug sogar vor,
											meine Behinderung 
in die Credits aufzunehmen:
											Drehbuchautorin, Komikerin, 
Zerebralparese.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											A deficiência é tão visual como a raça.
											Se quem usa cadeira de rodas 
não pode interpretar a Beyoncé
											então a Beyoncé não pode interpretar 
quem usa cadeira de rodas.
											As pessoas com deficiência são a maior...
											Sim, aplaudam isso. Vá lá.
											(Aplausos)
											As pessoas com deficiência 
são a maior minoria do mundo,
											e nós somos os mais subrepresentados
											no entretenimento.
									","
											Le handicap est aussi visuel que la race.
											Si quelqu'un en fauteuil roulant
ne peut pas jouer Beyoncé,
											alors Beyoncé ne peut pas jouer
quelqu'un en fauteuil roulant.
											Les handicapés sont la plus grande...
											Oui, vous pouvez applaudir.
Allez-y !
											(Applaudissements)
											Les gens avec des handicaps 
constituent la plus grande minorité au monde,
											et nous sommes
les plus sous-représentés
											dans le spectacle.
									","
											Eine Behinderung ist 
so sichtbar wie die Herkunft.
											Wenn ein Rollstuhlfahrer
nicht Beyoncé spielen kann,
											kann Beyoncé auch 
keinen Rollstuhlfahrer spielen.
											Die Behinderten sind die größten —
											Ja. Das ist einen Applaus wert. Los.
											(Beifall)
											Menschen mit Behinderungen sind 
die größte Minderheit auf der Welt
											und wir sind die unterrepräsentierteste
											in der Unterhaltungsbranche.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Os médicos disseram que eu não andaria,
											mas aqui estou eu, à vossa frente.
											No entanto, se eu tivesse crescido 
com os ""media"" sociais
											acho que não estaria aqui.
											Espero que, juntos,
											possamos criar mais imagens positivas
											da deficiência nos ""media"" 
e na vida do quotidiano.
											Talvez se houvesse mais imagens positivas,
											isso gerasse menos ódio na Internet.
											Ou talvez não.
											Talvez ainda seja necessário uma aldeia
											para ensinar bem as nossas crianças.
									","
											Les docteurs disaient que
je ne marcherais jamais,
											mais je suis là, devant vous.
											Cependant, si j'avais grandi
avec les réseaux sociaux,
											je ne crois pas que je serai là.
											J'espère que tous ensemble
											nous pourrons créer 
une image plus positive du handicap
											dans les médias 
et dans la vie quotidienne.
											Peut-être que si l'on voyait
plus d'images positives,
											ça encouragerait moins
la haine sur Internet.
											Ou peut-être pas.
											Peut-être qu'il faut encore un village
											pour enseigner le bien à nos enfants.
									","
											Die Ärzte sagten, ich könne nie laufen,
											doch ich sitze hier vor euch.
											Aber wäre ich mit sozialen Medien 
aufgewachsen,
											wäre ich vielleicht nicht hier.
											Ich hoffe,
											dass wir zusammen ein positiveres Bild
											von Behinderung in den Medien 
und im Alltag erschaffen können.
											Vielleicht gäbe es weniger Hass im Internet,
											wenn es mehr positive Vorbilder gäbe.
											Oder vielleicht nicht.
											Vielleicht braucht es immer noch ein Dorf,
											um ein Kind gut zu erziehen.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											A minha viagem torta levou-me
											a alguns lugares espetaculares.
											Eu consegui andar no tapete vermelho
											ladeada pela diva das novelas Susan Lucci
											e pela icónica Lorraine Arbus.
											Eu consegui entrar num filme 
com o Adam Sandler
											e trabalhar com o meu ídolo,
											o espantoso Dave Matthews.
											Eu dei a volta ao mundo
como cabeça de cartaz
											em ""Arabs Gone Wild"".
											Eu fui uma delegada
											que representou o grande Estado
de Nova Jérsia
											na Convenção Nacional dos Democratas
de 2008.
											E fundei a Maysoon's Kids
											uma obra de caridade
											para dar às crianças palestinianas
refugiadas
											um pedacinho da oportunidade
que os meus pais me deram.
											Mas um dos momentos que mais se destaca
											foi quando eu — antes deste momento —
											(Risos) (Aplausos)
											Mas o momento que mais se destaca
											foi quando eu consegui atuar
											para o homem
que flutua como uma borboleta
											e ferra como uma abelha,
											que tem Parkinson e treme como eu:
											Muhammad Ali!
											(Aplausos)
									","
											Mon voyage tortueux m'a emmenée
											dans des endroits très spectaculaires.
											J'ai foulé le tapis rouge
											aux côté de la star de série
Susan Lucci
											et de l'emblématique Lorraine Arbus.
											J'ai eu un rôle dans un film
avec Adam Sandler
											et j'ai travaillé avec mon idole,
											l'incroyable Dave Matthews.
											Je suis partie en tournée 
dans le monde comme tête d'affiche
											du festival « Les Arabes se Lâchent ».
											J'ai été déléguée
											pour représenter le grand état du New Jersey
											à la Convention Nationale Démocrate
de 2008.
											Et j'ai fondé « Les enfants de Maysoon »
											une œuvre de charité qui espère
											donner aux enfants réfugiés palestiniens
											une infime partie de la chance 
que mes parents m'ont donnée.
											Mais le moment qui compte le plus
											a été lorsque j'ai —
Avant maintenant —
											(Rires)
(Applaudissements)
											Mais le moment
qui compte le plus pour moi,
											c'est lorsque j'ai joué
											pour l'homme qui volait comme un papillon
											et piquait comme une abeille,
											qui est atteint de Parkinson et tremble, 
tout comme moi,
											Mohamed Ali.
											(Applaudissements)
									","
											Meine Reise mit Umwegen hat mich
											an ein paar sehr besondere Orte gebracht.
											Ich durfte auf dem roten Teppich
											neben Seifenopern-Star Susan Lucci
											und der ikonischen Lorraine Arbus laufen.
											Ich durfte in einem Film 
mit Adam Sandler spielen
											und mit meinem Idol,
											dem wunderbaren Dave Matthews, arbeiten.
											Ich bin als Hauptfigur mit 
der Comedy-Tour ""Arabs Gone Wild""
											um die Welt gereist.
											Ich war Repräsentantin
											des großen Bundesstaats New Jersey im
											Democratic National Committee 2008.
											Ich habe ""Maysoon's Kids"" gegründet,
											einen wohltätigen Verein,
											der versucht, palästinensischen 
Flüchtlingskindern
											den Bruchteil einer Chance zu geben, 
die meine Eltern mir gaben.
											Aber der eine Moment, 
der am meisten heraussticht —
											bevor diesem hier —
											(Lachen) (Applaus) —
											der Moment, der am meisten heraussticht,
											war der, als ich vor dem Mann auftrat,
											der wie ein Schmetterling fliegt
											und wie eine Biene sticht,
											der Parkinson hat und 
genau so zappelt wie ich:
											Muhammad Ali.
											(Beifall)
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Foi a única vez
											que o meu pai me viu a atuar ao vivo,
											e eu dedico esta palestra à sua memória.
											(Em árabe): 
""Que Alá tenha piedade da tua alma, papá.""
									","
											C'est la seule et unique fois
											où mon père m'a vue jouer sur scène,
											et je dédie cette conférence à sa mémoire.
											(En arabe : Que Dieu ait pitié de ton âme, papa)
									","
											Das war das einzige Mal,
											dass mein Vater je 
einen Live-Auftritt von mir sah,
											und ich widme diesen Vortrag 
ihm zu Gedenken.
											(Arabisch): Möge Gott 
deiner Seele gnädig sein, Papa.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											O meu nome é Maysoon Zayid,
											e se eu consigo, conseguindo, 
vocês conseguem, conseguindo.
											(Aplausos) (Gritos)
									","
											Mon nom est Maysoon Zayid,
											et si je peux pouvoir,
alors vous pouvez pouvoir.
											(Applaudissements)
									","
											Mein Name ist Maysoon Zayid,
											""Wenn ich können kann, 
könnt ihr das auch.""
											(Beifall)
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
