en,pt,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											But comments like that kept coming in,
											so I figured I should just ignore them
											and start working
on the second part of the video.
											I recorded my audio,
											but every time I sat down to edit,
											I just could not do it.
											Every single time, it would take me
back to my childhood,
											when I had a much harder time speaking.
									","
											Mas este tipo de comentários
continuava a aparecer,
											por isso achei que devia
simplesmente ignorá-los
											e começar a trabalhar
na segunda parte do vídeo.
											Gravei o áudio,
											mas de cada vez que me sentava
para fazer a edição,
											simplesmente não conseguia fazê-lo.
											Levava-me sempre de volta
à minha infância,
											em que tive
muito mais dificuldades em falar.
									","
											Fakat bu gibi yorumlar gelmeye devam etti,
											açıkça belirtmeliyim ki sadece
bu nedenle dikkate almamalıydım.
											Videonun ikinci parçası üzerinde 
çalışmalara başlamalıydım.
											Sesimi kaydediyorum
											fakat düzenlemek için her oturuşumda,
											daha fazla yapamadım.
											Her defasında konuşmak için
daha da zorlandığım
											çocukluğuma beni geri götürdü.
									","
											Aber dann häuften sich diese Kommentare,
											und ich dachte, ich ignoriere sie lieber
											und fange den zweiten Teil an.
											Ich nahm meine Stimme auf,
											aber immer, wenn ich mich
ans Editieren setzen wollte,
											konnte ich einfach nicht.
											Ich musste jedes Mal
an meine Kindheit zurückdenken,
											als mir das Sprechen viel schwerer fiel.
									","
											Pero comentarios 
como esos seguían llegando,
											así que pensé que debería 
simplemente ignorarlos
											y empecé a trabajar 
en la segunda parte del video.
											Grabé mi audio,
											pero cada vez que me sentaba a editar,
											simplemente no podía.
											Cada vez, me llevaba a mi infancia,
											cuando tuve una época 
muy difícil al hablar.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											I've stuttered for as long
as I can remember.
											I was the kid in class
											who would never raise his hand
when he had a question —
											or knew the answer.
											Every time the phone rang,
											I would run to the bathroom
so I would not have to answer it.
											If it was for me, my parents
would say I'm not around.
											I spent a lot of time in the bathroom.
											And I hated introducing myself,
											especially in groups.
											I'd always stutter on my name,
and there was usually someone who'd go,
											""Have you forgotten your name?""
											And then everybody would laugh.
											That joke never got old.
									","
											Eu gaguejo desde que me lembro.
											Eu era o aluno que nunca
levantava a mão quando tinha uma dúvida
											ou quando sabia a resposta.
											Sempre que o telefone tocava,
											eu corria para a casa-de-banho
para não ter de atender a chamada.
											Se fosse para mim, os meus pais diriam
que eu não estava em casa.
											Passei muito tempo na casa-de-banho.
											E detestava apresentar-me,
											principalmente em grupos.
											Gaguejava sempre ao dizer o meu nome,
e havia sempre quem perguntasse:
											""Esqueceste-te do teu nome?""
											E depois toda a gente se ria.
											Essa piada nunca perdeu a graça.
											[Idiotas]
									","
											Hatırladığım kadarıyla kekemeydim.
											Sınıfta sorusu olduğunda
											ya da cevabı bildiğinde,
											asla parmak kaldırmayan bir çocuktum.
											Telefon her çaldığında,
											cevap vermemek için banyoya koşardım.
											Telefon bana geldiyse,
ailem şu an yanımızda değil derdi.
											Banyoda çok zaman geçirdim.
											Özellikle grup içinde
											kendimi tanıtma işine sinir oluyordum.
											Her defasında adımı kekeliyordum
ve genellikle bana ""Adını mı unuttun?""
											diyen birileri çıkıyordu.
											Sonrasında herkes buna gülüyordu.
											Bu şaka hiç eskimedi.
									","
											Ich stottere schon,
seit ich zurückdenken kann.
											Ich war das Kind,
											das sich nie meldete,
wenn es eine Frage hatte,
											oder die Antwort wusste.
											Wenn das Telefon klingelte,
rannte ich immer ins Bad,
											um nicht rangehen zu müssen.
											Wenn es für mich war,
sagten meine Eltern, ich wäre nicht da.
											Ich verbrachte viel Zeit im Badezimmer.
											Ich hasste es, mich vorzustellen,
											besonders einer Gruppe Menschen.
											Ich stotterte immer bei meinem Namen,
und meistens fragte dann jemand:
											""Hast du deinen Namen vergessen?""
Und alle fingen an zu lachen.
											Der Witz wurde nie alt.
											[Schwachköpfe]
									","
											Tartamudeaba desde que tengo uso de razón.
											Yo era el chico en la clase
											que nunca levantaba la mano 
cuando tenía una pregunta
											o sabía la respuesta.
											Cada vez que sonaba el teléfono,
											corría al baño para 
no tener que responder.
											Si era para mí, mis padres 
decían que no estaba.
											Pasé mucho tiempo en el baño.
											Y odiaba presentarme,
											especialmente ante grupos.
											Siempre había tartamudeado 
al decir mi nombre y, por lo general,
											había alguien que decía:
""¿Has olvidado tu nombre?""
											Y entonces todo el mundo se reía.
											Esa broma nunca pasó de moda.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											[¡Estúpidos!] (Risas)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											I spent my childhood
feeling that if I spoke,
											it would become obvious
that there was something wrong with me,
											that I was not normal.
											So I mostly stayed quiet.
											And so you see, eventually for me to even
be able to use my voice in my work
											was a huge step for me.
											Every time I record audio,
											I fumble my way through saying
each sentence many, many times,
											and then I go back in
											and pick the ones
where I think I suck the least.
									","
											Passei a minha infância a sentir
que se falasse,
											tornar-se-ia óbvio
que eu tinha algo de errado,
											que eu não era normal.
											Por isso geralmente ficava calado.
											Portanto, como vêem, ter sido capaz
de usar a minha voz até no meu trabalho
											foi um grande passo para mim.
											Sempre que gravo aúdio,
											repito a mesma frase
muitas e muitas vezes,
											e depois volto a ouvir
											e escolho aquelas
em que penso que estou menos mal.
									","
											Çocukluğum boyunca, eğer konuşursam
											benimle ilgili bir şeylerin yanlış 
olduğunun, normal olmadığımın
											belli olacağından korktum.
											Bu yüzden çoğunlukla sessiz kaldım.
											Anlayacağınız, sonunda sesimi işim için
kullanmak bile
											benim için büyük bir adımdı.
											Sesimi her kaydettiğimde,
											kendimi aynı cümleyi tekrar tekrar 
söylerken buluyordum.
											Sonra geri dönüp
											en az kötü olduğunu
düşündüklerimi seçiyordum.
									","
											Meine ganze Kindheit lang
dachte ich, wenn ich rede,
											werden die Leute merken,
dass mit mir etwas nicht stimmt,
											dass ich nicht normal bin.
											Also blieb ich oft still.
											Sie sehen, allein die Möglichkeit,
meine Stimme in meiner Kunst zu nutzen,
											war ein großer Schritt nach vorn.
											Immer, wenn ich mich aufnehme,
											stolpere ich sehr oft durch jeden Satz
											und dann schau ich mir alles an
											und suche mir die Aufnahmen heraus,
die nicht ganz so grausig klingen.
									","
											Pasé mi infancia con la sensación 
de que si hablaba,
											sería obvio que algo 
no funcionaba bien conmigo,
											que yo no era normal.
											Así que me quedaba sobre todo callado.
											Y como vieron, con el tiempo incluso 
fui capaz de usar mi voz en mi trabajo
											fue un gran paso para mí.
											Cada vez que grababa audio,
											buscaba mi camino en cada frase 
repitiéndolas muchas, muchas veces,
											para luego volver de nuevo
											a recoger aquellos donde 
creía que estaban mal.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Voice-over) SS: Audio editing
is like Photoshop for your voice.
											I can slow it down, speed it up,
make it deeper, add an echo.
											And if I stutter along the way,
and if I stutter along the way,
											I just go back in and fix it.
											It's magic.
									","
											(Narração) SS: A edição de som
é como um Photoshop para a voz.
											Posso abrandar, acelerar,
tornar o som mais profundo, adicionar eco.
											E se gaguejar pelo caminho,
e se gaguejar pelo caminho,
											basta-me voltar atrás e corrigir.
											É magia.
									","
											(Dış ses) SS: Ses düzenleme sesinize
Photoshop uygulamak gibi bir şey.
											Sesi yavaşlatabilir, hızlandırabilir,
derinleştirebilir, yankı ekleyebilirim.
											Eğer kekelersem,
eğer kekelersem,
											geri dönüp düzeltebilirim.
											Sihir gibi.
									","
											(Off-Ton) SS: Tonbearbeitung
ist wie Photoshop für die Stimme.
											Ich kann sie verlangsamen, beschleunigen,
tiefer machen, ein Echo hinzufügen.
											Und wenn ich irgendwann stottere —
und wenn ich irgendwann stottere —
											behebe ich das Problem einfach,
wie durch Magie.
									","
											(Voz en off) SS: El audio es como 
Photoshop para la voz.
											Puedo ralentizarlo, acelerarlo, 
hacerlo más profundo, añadir un eco.
											Y si tartamudeo en el proceso, 
y si tartamudeo,
											vuelvo y corrijo el problema.
											Es mágico.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											SS: Using my highly edited
voice in my work
											was a way for me
to finally sound normal to myself.
											But after the comments on the video,
											it no longer made me feel normal.
											And so I stopped
using my voice in my work.
											Since then, I've thought a lot
about what it means to be normal.
											And I've come to understand
											that ""normal"" has a lot to do
with expectations.
									","
											SS: Usar a minha bastante editada voz
no meu trabalho
											foi uma forma de finalmente
soar normal a mim mesmo.
											Mas, após os comentários do vídeo,
											deixou de me fazer sentir normal.
											E então parei de usar
a minha voz no meu trabalho.
											A partir daí, tenho pensado imenso
acerca do que significa ser normal.
											E passei a compreender
											que ""normal"" tem muito a ver
com expectativas.
									","
											SS: Çokça düzeltilmiş sesimi
işimde kullanmak,
											sesimin bana göre normal
çıkmasının bir yoluydu.
											Ama videoya gelen yorumlardan sonra,
											o kadar da normal hissettirmemeye başladı.
											Sonra sesimi işimde kullanmayı bıraktım.
											O zamandan beri normal olmanın ne demek
olduğunu düşünür dururum.
											Şunu anladım ki ""normal""
											beklentilerle yakından alakalı.
									","
											SS: Meine bearbeitete Stimme
in meiner Kunst zu nutzen
											gab mir somit das Gefühl,
endlich normal zu klingen.
											Aber nach den Kommentaren
											fühlte ich mich nicht mehr normal.
											Und ich hörte auf, sie zu benutzen.
											Seitdem habe ich viel darüber nachgedacht,
was es heißt, normal zu sein.
											Mir ist klar geworden,
											dass Normalsein viel
mit Erwartungen zu tun hat.
									","
											SS: Usar mi voz muy editada en mi trabajo
											era una manera para mí de finalmente 
escucharme normal a mí mismo.
											Pero tras los comentarios sobre el video,
											ya no me hacía sentir normal.
											Y por eso dejé de usar 
mi voz en mi trabajo.
											Desde entonces, he pensado mucho 
sobre lo que significa ser normal.
											Y he llegado a comprender
											que ""normal"" tiene mucho 
que ver con las expectativas.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											Let me give you an example.
											I came across this story
											about the Ancient Greek writer, Homer.
											Now, Homer mentions
very few colors in his writing.
											And even when he does,
											he seems to get them quite a bit wrong.
											For example, the sea
is described as wine red,
											people's faces are sometimes green
and sheep are purple.
											But it's not just Homer.
											If you look at all
of the ancient literature —
											Ancient Chinese, Icelandic, Greek, Indian
											and even the original Hebrew Bible —
											they all mention very few colors.
											And the most popular theory
for why that might be the case
											is that cultures begin
to recognize a color
											only once they have the ability
to make that color.
											So basically, if you can make a color,
											only then can you see it.
											A color like red, which was fairly easy
for many cultures to make —
											they began to see that color
fairly early on.
											But a color like blue,
which was much harder to make —
											many cultures didn't begin to learn
how to make that color
											until much later.
											They didn't begin to see it
until much later as well.
											So until then, even though
a color might be all around them,
											they simply did not have
the ability to see it.
											It was invisIble.
											It was not a part of their normal.
									","
											Deixem-me dar-vos um exemplo.
											Encontrei uma história
											sobre Homero,
um escritor grego da Antiguidade.
											Homero menciona muito poucas cores
nas suas obras.
											E mesmo quando o faz,
											parece representá-las de um modo errado.
											Por exemplo, o mar é descrito
como tendo cor de vinho,
											os rostos são por vezes verdes
e as ovelhas roxas.
											Mas não é só Homero.
											Se olharem para toda a literatura antiga
											— chinesa, islandesa, grega, indiana
											e até mesmo a Bíblia hebraica
											— em todas elas são mencionadas
muito poucas cores.
											E a teoria mais popular
acerca do porquê de isto acontecer
											é que as culturas só começam
a reconhecer uma cor
											depois de ganharem a capacidade
de criar essa mesma cor.
											Ou seja, se podem fazer uma cor,
											só depois poderão vê-la.
											A cor vermelha, que era bastante fácil
de fazer em várias culturas
											— eles começaram a ver essa cor
desde bastante cedo.
											Mas o azul, que era
muito mais difícil de fabricar,
											muitas culturas só começaram
a aprender a fazer essa cor
											muito mais tarde.
											E também só a começaram a ver
muito mais tarde.
											Portanto até aí, mesmo que uma cor
estivesse por todo o lado,
											eles simplesmente não conseguiam vê-la.
											Era invisível.
											Não fazia parte da normalidade deles.
									","
											Bir örnekle açıklayayım.
											Antik Yunan yazarı Homeros ile alakalı
											şu hikâyeye rastladım.
											Homeros yazılarında renklerden 
oldukça az bahseder.
											Bahsettiğinde bile,
											onları bir hayli tersten algılıyormuş
gibi görünür.
											Mesela, deniz şarap kırmızısı,
											insanların yüzleri bazen yeşil ve kuzular
mor tasvir edilir.
											Bunu yapan sadece Homeros değil.
											Antik edebiyatlardan hangisine 
bakarsanız bakın —
											Antik Çin, İzlanda, Yunan, Hint
											ve hatta orijinal İbranice İncil —
											hepsi pek az renkten bahseder.
											Bununla ilgili en popüler teori
											kültürlerin renkleri sadece onları
üretebilmeye
											başladığında fark edebilmesidir.
											Yani basit hâliyle, bir rengi sadece onu
											üretebildiğinizde görebilirsiniz.
											Kırmızı gibi üretilmesi 
daha kolay olan renkler,
											kültürler tarafından daha 
önce fark edilebilmiştir.
											Ama mavi gibi üretilmesi 
çok daha zor olan renklerin
											üretilmesi çoğu kültür tarafından çok daha
											sonra öğrenilmiştir.
											Bu renklerin görülmesi de 
çok sonra gerçekleşmiş.
											Yani o zamana kadar, dört bir yanları
o renkle kaplı da olsa
											onu görebilme yetenekleri yoktu.
											Görünmezdi.
											""Normal""lerinin bir parçası değildi.
									","
											Ich gebe Ihnen ein Beispiel.
											Ich habe einmal etwas über den
altgriechischen Dichter Homer gelesen.
											Er erwähnt in seinen Texten
nur wenige Farben.
											Wenn er sie dann doch erwähnt,
nimmt er gerne mal die falschen.
											Er beschreibt manchmal
das Meer als weinrot,
											Gesichter als grün und Schafe als lila.
											Aber nicht nur er macht das.
											Die gesamte Literatur der Antike —
											die des alten Chinas, Islands,
Griechenlands, Indiens,
											sogar die hebräische Bibel —
											sie alle erwähnen nur sehr wenige Farben.
											Die beliebteste Theorie, 
was die Gründe dafür angeht, ist,
											dass Kulturen erst dann
eine Farbe erkennen,
											wenn sie sie selbst herstellen können.
											Also nur, wenn man sie herstellen kann,
kann man eine Farbe auch sehen.
											Viele Kulturen konnten die Farbe Rot
sehr leicht herstellen,
											und sie begannen schon sehr früh,
diese Farbe zu sehen.
											Aber Blau war zum Beispiel
viel schwerer, herzustellen —
											viele Kulturen lernten erst viel später,
wie es zu machen war,
											und sie sahen die Farbe
auch erst viel später.
											Sie hatten also nicht die Fähigkeit,
eine Farbe zu sehen,
											obwohl sie vielleicht
überall um sie herum war.
											Sie war unsichtbar,
kein Teil ihrer Normalität.
									","
											Déjenme poner un ejemplo.
											Me topé con esta historia
											sobre el escritor griego clásico, Homero.
											Homero menciona 
muy pocos colores en su escritura.
											E incluso cuando lo hace,
											parece que lo define un poco mal.
											Por ejemplo, el mar se describe 
como de color rojo vino,
											las caras de las personas se describen 
a veces verdes y las ovejas lilas.
											Pero no era solo Homero.
											Si nos fijamos en toda 
la literatura antigua,
											China antigua, islandesa, griega, india,
											e incluso la Biblia original en hebreo,
											se mencionan muy pocos colores.
											Y la teoría más popular 
para entender por qué puede ser
											es que las culturas comienzan 
a reconocer un color
											una vez que pueden hacer ese color.
											Así que, básicamente, 
si se puede hacer un color,
											solo entonces se puede ver.
											Un color como el rojo, bastante fácil 
de hacer para muchas culturas,
											comenzaron a ver ese color muy pronto.
											Pero un color como el azul, 
que era mucho más difícil de hacer,
											muchas culturas no comienzan 
a saber cómo hacer ese color
											hasta mucho más tarde.
											No empezaron a verlo 
hasta mucho más tarde también.
											Hasta entonces, a pesar de que un color 
podía ser todo lo que les rodeaba,
											simplemente no tenían 
la capacidad de verlo.
											Era invisible.
											No era una parte de su normalidad.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											And that story has helped
put my own experience into context.
											So when I first read
the comments on the video,
											my initial reaction was to take it
all very personally.
											But the people commenting did not know
											how self-conscious I am about my voice.
											They were mostly reacting to my accent,
											that it is not normal
for a narrator to have an accent.
									","
											E esta história ajudou-me a contextualizar
a minha própria experiência.
											Quando li os comentários ao vídeo
pela primeira vez,
											a minha reacção inicial
foi levá-los muito a peito.
											Mas quem comentou não sabia
											o quão inseguro eu me sinto
com a minha voz.
											Eles estavam a reagir sobretudo
à minha pronúncia;
											não é considerado normal
um narrador ter sotaque.
									","
											Bu hikâye yaşadıklarımı anlamama
yardımcı oldu.
											Videoya gelen yorumları ilk okuduğumda,
											ilk tepkim onları kişisel 
algılamak olmuştu.
											Ama yorum yapan insanlar,
											sesimin ne kadar farkında olduğumu 
bilmiyorlardı.
											Çoğunlukla aksanıma tepki gösteriyorlardı,
											bir anlatıcının aksanı 
olması normal değildi.
									","
											Diese Geschichte half mir,
meine eigenen Erfahrungen einzuordnen.
											Als ich die Kommentare
unter dem Video las,
											nahm ich zunächst alles sehr persönlich.
											Ihre Verfasser wussten aber nicht,
											wie unsicher ich wegen meiner Stimme bin.
											Die meisten schrieben wegen meines Akzents
											und sagten, dass Erzähler
normalerweise keinen haben.
									","
											Y esa historia ha ayudado a poner 
mi propia experiencia en su contexto.
											Así que cuando leí por primera vez 
los comentarios en el video,
											mi reacción inicial fue 
tomar todo muy personal.
											Pero la gente que comentaba no sabía
											cómo de autoconsciente era yo de mi voz.
											Ellos estaban reaccionando 
sobre todo a mi acento,
											que no es normal que 
un narrador tuviera acento.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											But what is normal, anyway?
											We know that reviewers will find
more spelling errors in your writing
											if they think you're black.
											We know that professors are less likely
to help female or minority students.
											And we know that resumes
with white-sounding names
											get more callbacks than resumes
with black-sounding names.
											Why is that?
											Because of our expectations
of what is normal.
											We think it is normal
											when a black student has spelling errors.
											We think it is normal
											when a female or minority student
does not succeed.
											And we think it is normal
											that a white employee
is a better hire than a black employee.
											But studies also show
that discrimination of this kind,
											in most cases, is simply favoritism,
											and it results more from wanting
to help people that you can relate to
											than the desire to harm people
that you can't relate to.
									","
											Mas o que é normal, afinal?
											É sabido que revisores encontrarão
mais erros ortográficos no vosso texto
											se acharem que são negros.
											É sabido que professores ajudam menos
estudantes da minoria ou do sexo feminino.
											E é sabido que currículos 
com ""nomes de caucasianos""
											conseguem mais respostas
que currículos com ""nomes de negros"".
											Porquê?
											Por causa das expectativas
quanto ao que é ""normal"".
											Nós achamos normal
											quando um estudante negro
dá erros ortográficos.
											Nós achamos normal
											quando um estudante da minoria
ou do sexo feminino chumba.
											E nós achamos normal
											que um empregado branco seja melhor
do que um empregado negro.
											Mas os estudos também mostram
que discriminação deste tipo,
											geralmente, é puro favoritismo,
											e deve-se mais ao querer
ajudar pessoas com quem nos identificamos
											do que pretender prejudicar pessoas
com quem não nos identificamos.
									","
											Ama zaten normal neydi ki?
											Hepimiz biliyoruz ki, eğer eleştirmenler
siyahi olduğunu bilirse,
											yazılarında daha fazla hata bulurlar.
											Biliyoruz ki profesörler azınlık ya da
bayan öğrencilere daha az yardım ederler.
											Ve biliyoruz ki beyazlara ait özgeçmişler
											siyahlara ait özgeçmişlerden 
daha çok geri aranırlar.
											Ama neden?
											Neyin normal olduğuyla ilgili
beklentilerimizden.
											Siyahi bir öğrencinin daha 
fazla hatası olmasının
											normal olduğunu düşünürüz.
											Bayan ya da azınlık bir öğrencinin
											başarılı olmamasının normal 
olduğunu düşünürüz.
											Ve beyaz bir çalışanın siyah bir
çalışandan daha iyi olmasının
											normal olduğunu düşünürüz.
											Ama araştırmalar göstermiş ki, bu 
bu tür ayrımcılıklar,
											genellikle adam kayırmadır,
											ilişki kurulabilecek insanlara
yardım etmek istemekten çok,
											ilişki kurulamayacak insanlara zarar
vermek istemekten kaynaklanır.
									","
											Aber was ist ""normal"" überhaupt?
											Wir wissen, dass Korrektoren
mehr Fehler in unseren Texten finden,
											wenn sie denken, wir seien schwarz.
											Dass Dozenten weibliche oder
einer Minderheit angehörige Studenten
											seltener unterstützen.
											Und dass Bewerber mit weißen Nachnamen
öfter zurückgerufen werden
											als Bewerber mit schwarzen Namen.
											Warum?
											Wegen unserer Auffassung von Normalität.
											Wir halten es für normal,
wenn ein schwarzer Student
											Rechtschreibfehler macht.
											Wir halten es für normal,
											dass weibliche oder einer Minderheit
angehörige Studenten versagen.
											Wir halten es auch für normal,
											dass weiße Angestellte
besser sind als schwarze.
											Studien zufolge basiert aber
diese Art von Diskriminierung
											meistens nur auf Bevorzugung
und entspringt unserem Wunsch,
											Menschen zu helfen,
denen wir uns zugehörig fühlen,
											und nicht etwa unserem Wunsch,
alle anderen zu verletzen.
									","
											Pero ¿qué es normal?
											Sabemos que los correctores encuentran 
más errores ortográficos en la escritura
											si piensan que eres negro.
											Sabemos que los profesores 
son menos propensos
											a ayudar a mujeres estudiantes 
o pertenecientes a minorías
											Y sabemos que las hojas de vida 
con nombres que parecen de blancos
											obtienen más respuestas que aquellos 
con nombres que parecen de negros.
											¿Por qué es eso?
											Debido a nuestras expectativas 
de lo que es normal.
											Creemos que es normal
											cuando un estudiante negro 
tiene errores de ortografía.
											Creemos que es normal
											cuando una estudiante o estudiante 
de una minoría no tiene éxito.
											Y creemos que es normal
											contratar a un empleado blanco 
que a un empleado negro.
											Pero estudios también muestran 
que la discriminación de este tipo,
											en la mayoría de los casos, 
no es más que el favoritismo,
											el resultado de querer ayudar a la 
gente con la que se pueden identificar
											que el deseo de dañar a la gente 
con la que no se pueden identificar.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											And not relating to people
starts at a very early age.
											Let me give you an example.
											One library that keeps track of characters
											in the children's book
collection every year,
											found that in 2014,
only about 11 percent of the books
											had a character of color.
											And just the year before,
that number was about eight percent,
											even though half of American children
today come from a minority background.
											Half.
									","
											E isto de não nos identificarmos
com algumas pessoas começa cedo.
											Deixem-me dar-vos um exemplo.
											Uma biblioteca que regista
o número de personagens
											da colecção de livros infantis
todos os anos
											descobriu que, em 2014,
apenas 11% dos livros
											tinham uma personagem de cor.
											E no ano anterior, esse número era
cerca de 8%,
											mesmo sendo metade das crianças americanas
oriunda das minorias.
											Metade.
									","
											Ve insanlarla ilişki kurmamak çok
erken yaşta başlar.
											Bir örnek vereyim.
											Her yıl çocuk kitaplarındaki karakterlerin
											kayıtlarını tutan bir kütüphane bulmuş ki,
											kitaplardaki karakterlerin yalnızca %11'i
											beyaz olmayan bir karaktere sahip.
											Ve hemen önceki yıl, bu rakam %8 
dolaylarındaydı,
											Amerikalı çocukların yarısının azınlık
kökenli olmasına rağmen.
											Yarısı.
									","
											Wir fangen schon sehr früh an,
uns anderen nicht zugehörig zu fühlen.
											Ich gebe Ihnen ein Beispiel:
											Eine Bücherei, die jedes Jahr
die Figuren aufzeichnet,
											die in Kinderbüchern vorkommen,
											fand heraus, dass 2014 nur 11 % der Bücher
											eine farbige Figur beinhalteten.
											Vor einem Jahr lag diese Zahl
noch bei 8 %,
											obwohl heutzutage die Hälfte der Kinder
in Amerika aus Minderheiten stammen.
											Die Hälfte.
									","
											Y no relacionarse con la gente 
comienza a una edad muy temprana.
											Déjenme poner un ejemplo.
											Una biblioteca que realiza 
un seguimiento de los personajes
											en la selección de 
libros infantiles cada año,
											encontró que en 2014, 
solo el 11 % de los libros
											tenían un personaje de color.
											Y justo el año anterior, 
la cifra fue de alrededor del 8 %,
											a pesar de que hoy la mitad de los niños 
estadounidenses provienen de una minoría.
											La mitad.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
