es,pt,tr,de,title,speaker,duration,tags
"
											Quizá evolucionamos
											como una manada de cazadores.
											Porque la ventaja que tenemos en el mundo silvestre
											no son ni los colmillos ni las garras ni la velocidad,
											lo único que hacemos realmente bien es sudar.
											Sudamos muy bien.
											Sudamos estupendamente, mejor que cualquier otro animal en la tierra.
											Pero la ventaja
											de esa pequeña traba social
											es el hecho de que corremos largas distancias
											bajo un calor abrasador
											estupendamente. Somos los mejores.
											Tomen un caballo en un día caluroso
											y después de 8 o 10 km el caballo tiene que elegir:
											o respira o transpira y se enfría, pero no ambas.
											Nosotros sí podemos.
											¿Y si evolucionamos como una manada de cazadores?
											¿Y si nuestra única ventaja biológica fuera el hecho
											de que podemos, en grupo, salir a la savana africana,
											elegir un antílope y perseguirlo en grupo
											hasta que se muera?
											Eso es lo que podíamos hacer:
											correr mucho un día de calor.
									","
											Talvez tenhamos evoluído
como um animal que caça em grupo.
											Porque a única vantagem
que temos na Natureza
											— não são as presas
ou as garras ou a velocidade —
											a única coisa que fazemos
mesmo bem é suar.
											Somos muito bons no que toca
a suar e cheirar mal.
											Suamos muito melhor que qualquer
outro mamífero na Terra.
											Mas a vantagem
deste pequeno desconforto social
											é o facto de que,
quando se trata de correr
											debaixo de grande calor
durante longas distâncias,
											somos esplêndidos,
somos os melhores do planeta.
											Pegamos num cavalo num dia quente,
											e ao fim de 10 ou 12 km,
esse cavalo tem duas hipóteses.
											Ou vai continuar a respirar
ou vai arrefecer,
											mas não vai fazer as duas coisas
— nós conseguimos.
											E se tivermos evoluído como animais
que caçam em grupo?
											E se a única vantagem natural
que tínhamos no mundo
											fosse podemos juntar-nos em grupo,
											ir para a savana africana,
escolher um antílope
											sair como uma matilha
e fazer o animal correr até ele morrer?
											Era só o que podíamos fazer,
											podíamos correr muito depressa
num dia quente.
									","
											Belki evrimimiz,
											bir av sürüsü hayvanı olmaktı.
											Çünkü vahşi doğada sahip olduğumuz tek avantaj,
											— sivri dişlerimiz, pençelerimiz ya da hızımız değil —
											gerçekten iyi yaptığımız tek şey, terlemektir.
											Terli ve kokmuş olmakta gerçekten iyiyiz.
											Dünyadaki tüm diğer memelilerden daha iyi terleriz.
											Bu durum
											sosyal hayatta biraz rahatsızlık yaratsa da,
											iş koşmaya geldiğinde,
											yüksek sıcaklıklarda yapılan uzun mesafelerde
											fevkaladeyiz, dünyanın en iyisiyiz.
											Sıcak bir günde bir atı çıkarın,
											5-6 mil sonra, atın önünde bir seçim vardır.
											Ya nefes alacak, ya da serinleyecektir.
											Ancak ikisini birden yapamaz — biz yapabiliriz.
											Peki ya bir av sürüsü hayvanı olarak evrimleştiysek?
											Bu dünyadaki tek doğal avantajımız,
											bir grup olarak biraraya gelip
											Afrika bozkırlarında bir antilop seçip
											sürü hâlinde onun ölümüne kadar koşmaksa?
											Tüm yapabildiğimiz budur;
											sıcak bir günde gerçekten uzağa koşabiliriz.
									","
											Vielleicht haben wir uns
											als ein Gruppenjagdtier entwickelt.
											Denn der eine Vorteil, den wir in der Wildnis haben —
											noch einmal, es sind nicht unsere Reißzähne, oder unsere Klauen, oder unsere Geschwindigkeit -
											das eine in dem wir wirklich, wirklich gut sind, ist Schwitzen.
											Wir sind richtig gut darin, verschwitzt zu sein und nach Schweiß zu riechen.
											Besser als jedes andere Säugetier auf der Erde, können wir richtig gut schwitzen.
											Aber der Vorteil
											dieser kleinen sozialen Unannehmlichkeit
											ist de facto, dass wir beim Laufen
											unter großer Hitze und über weite Strecken
											einfach hervorragend sind, die besten auf dem Planeten.
											Nehmt zum Beispiel ein Pferd, an einem heißen Tag,
											und nach 8 oder 10 Kilometern hat es nur zwei Optionen:
											Es kann entweder weiter atmen, oder es kann sich abkühlen,
											aber es kann nicht beides gleichzeitig - wir schon.
											Was also, wenn wir uns als Gruppenjagdtiere entwickelt haben?
											Was, wenn der einzige natürliche Vorteil, den wir in der Welt hatten
											in der Tat darin lag, dass wir als Gruppe zusammen kommen,
											uns in der Afrikanischen Savanne eine Antilope aussuchen konnten,
											um sie als Gruppe zu Tode zu laufen?
											Das ist alles, was wir konnten;
											wir konnten an einem heißen Tag wirklich weit laufen.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Si eso fuera cierto, también lo serían otro par de cosas.
											La clave de ser una manada de cazadores es la manada.
											Si salen ustedes solos y tratan de cazar un antílope,
											les aseguro que al final tendremos dos cadáveres en la savana.
											La manada sirve para aunar esfuerzos.
											Necesitamos a los de 65 años,
											que llevan haciendo esto mucho tiempo,
											para saber qué antílope hemos de perseguir.
											La manada se disgrega y se vuelve a reunificar.
											Los expertos tienen que ser parte de la manada,
											no pueden estar a 15 km.
											También deben estar las mujeres y los adolescentes,
											porque son los adolescentes y las madres en época de lactancia
											los que más se benefician de las proteínas de origen animal.
											No nos vale matar al antílope y que la gente que
											se lo quiere comer esté a 80 km de distancia.
											Necesitan formar parte de la manada.
											Necesitamos también a los sementales de 27 años en su plenitud,
											para que lo cacen
											y los adolescentes deben estar ahí
											para aprender cómo se hace.
											La manada no se separa.
									","
											A ser verdade, também haveria
outras coisas verdadeiras.
											A chave para haver um grupo de caça
é a palavra ""grupo.""
											Se alguém sair sozinho
e tentar perseguir um antílope,
											certamente vai haver
dois cadáveres lá na savana.
											É preciso um grupo
para trabalhar em conjunto.
											São precisas pessoas com 64, 65 anos
											que já fazem isto há muito tempo
											para perceber que antílope
é que estão a tentar apanhar.
											A manada dispersa-se e volta a reunir-se.
											O grupo têm de incluir
esses batedores experimentados.
											Não podem ficar 15 km para trás.
											As mulheres e os adolescentes
têm que estar lá,
											porque a proteína animal
beneficia sobretudo
											as mães lactantes
e os adolescente em crescimento.
											Não faz sentido
ter o antílope morto num sítio
											e as pessoas que o devem comer
a 80 km de distância.
											Têm de fazer parte do grupo.
											São precisos os homens
no auge das suas capacidades
											prontos para dar o golpe mortal,
											e os adolescentes que estão a aprender,
todos envolvidos.
											O grupo mantém-se unido.
									","
											Eğer bu doğruysa, doğru olması gereken birkaç şey daha var.
											Bir av sürüsünün kilit kavramı ""sürüdür""
											Tek başınıza gider de bir antilop kovalamaya kalkarsanız,
											Size garanti ederim ki, bozkırda iki ceset olacaktır.
											Birlikte çalışmak için bir sürüye ihtiyacınız var.
											Orada 64-65 yaşındakilere ihtiyacınız var,
											bu işi uzun süredir yapanlar onlar.
											Hangi antilobu yakalamaya çalışacağınızı onlar anlar.
											Antiloplar patlayıp dağılır, sonra yeniden toplanır.
											O uzman izcilerin sürünün bir parçası olması gerekir.
											10 mil geride olamazlar.
											Kadınların ve ergenlerin orada olması gerekir.
											Çünkü hayatınızda hayvan proteininden en çok yararlandığınız iki zaman
											emziren bir anne ya da gelişen bir ergen olduğunuz zamandır.
											Antilop orada ölü yatarken,
											onu yemek isteyen insanların 50 mil (80 km) uzakta olması anlamsız.
											Onların da sürünün parçası olması gerekli.
											O gücünün zirvesindeki, 27 yaşındaki
											avı indirmeye hazır gençlere de ihtiyacınız var.
											Ve o yeni yetmelere de ihtiyacınız var,
											tüm süreci yaşayarak öğrenmeleri için.
											Sürü birarada kalır.
									","
											Nun, wenn das soweit wahr ist, stimmen auch einige andere Dinge.
											Der Schlüssel dazu, Teil einer Jagdgruppe zu sein, ist das Wort ""Gruppe"".
											Wenn ihr ganz allein auszieht, um eine Antilope zu jagen,
											dann garantiere ich euch, es werden am Ende zwei Kadaver in der Savanne liegen.
											Man muss sich zu einer Gruppe zusammenschließen.
											Man braucht diese 64-, 65jährigen
											die das schon eine ganze Weile gemacht haben,
											um sich eine Antilope herauszusuchen und zu verfolgen.
											Die Herde zerstiebt und findet sich wieder zusammen.
											Die Experten-Pfadfinder werden als Teil der Gruppe gebraucht.
											Sie dürfen nicht 15 Kilometer zurückliegen.
											Man braucht die Frauen und Heranwachsenden dabei
											denn in zwei Zeiträumen des Lebens profitiert man am meisten von tierischen Proteinen,
											nämlich als stillende Mutter und als Heranwachsender.
											Es macht keinen Sinn, die tote Antilope hier liegen zu haben,
											wenn die Menschen, die sie ernähren soll, 80 Kilometer entfernt sind.
											Sie müssen Teil der Gruppe sein.
											Die 27jährigen Hengste auf dem Höhepunkt ihrer Kraft werden gebraucht,
											die Beute zu erlegen
											und man braucht die Jugendlichen,
											die lernen müssen, wie das alles läuft.
											Die Gruppe bleibt zusammen.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Otra condición que ha de cumplirse: la manada no puede ser materialista.
											No pueden cargar con todas sus cosas y tratar de cazar el antílope.
											No puede ser una manada con rencillas y mal humor:
											""Yo no cazo el antílope de ese.
											No lo soporto. ¡Qué se cace él su propio antílope!"".
											La manada debe tragarse su ego, ser cooperativa
											y aunar esfuerzos.
											El resultado es, en resumen,
											una cultura sorprendentemente similar
											a la de los tarahumara,
											una tribu que no ha cambiado
											desde la Edad de Piedra.
											Resulta convincente pensar que
											quizá los tarahumara solo hacen
											lo que nosotros hicimos durante dos millones de años.
									","
											Este grupo não pode ser
muito materialista.
											Não se pode carregar muita tralha
quando se persegue um antílope.
											O grupo não pode ser rancoroso,
não pode haver ressentimentos.
											""Eu não vou atrás
do antílope daquele tipo.
											""Ele chateou-me.
Ele que vá atrás do seu antílope.""
											O grupo tem de ser capaz
de engolir o seu ego,
											de ser cooperante e trabalhar em conjunto.
											Por outras palavras,
é uma cultura
											extraordinariamente semelhante
à dos Tarahumara
											— uma tribo que se manteve inalterada
desde a Idade da Pedra.
											É um argumento bastante convincente,
											o de que talvez os Tarahumara
estejam a fazer exatamente
											o que todos nós fizemos
durante dois milhões de anos.
									","
											Doğru olması gereken bir başka şey: bu sürü gerçekten maddeci olamaz.
											Antilobu kovalamaya çalışırken, tüm ıvır zıvırınızı peşinizde sürükleyemezsiniz.
											Huzursuz bir sürü olamazsınız, kin güdemezsiniz.
											Mesela ""O herifin antilobunu kovalamıyorum.
											Beni gıcık etti. Gitsin kendi kovalasın."" diyemezsiniz.
											Sürü, egosunu yutabilmeli,
											işbirliği içinde çalışabilmeli.
											Sonuçta ortaya çıkan, diğer bir deyişle,
											dikkat çekici derecede benzer
											Tarahumaralar'a.
											Öyle bir kabile ki değişmeden kalmış
											taş devrinden beri.
											Gerçekten geçerli bir iddia şu ki,
											belki de Tarahumaralar'ın yaptığı,
											hepimizin iki milyon yıl boyunca yaptığı şeydir.
									","
											Ein weiterer Umstand muss wahr sei über die Gruppe: Sie kann nicht sehr materialistisch sein.
											Man kann nicht alles mögliche Zeug mit sich herumschleppen bei dem Versuch, eine Antilope zu jagen.
											Man kann keine zerstrittene Gruppe sein, die Groll untereinander hegt.
											So wie, ""Ich jage nicht die Antilope vom dem da.
											Er hat mich verärgert. Lass ihn doch seine eigene Antilope jagen.""
											Die Gruppe muss in der Lage sein, Eigeninteressen nach hinten zu stellen,
											zusammenzuarbeiten und an einem Strang zu ziehen.
											Das Ergebnis an dem wir angelangen, in anderen Worten,
											ist eine Kultur, die bemerkenswerte Ähnlichkeiten aufweist
											mit jener der Tarahumara —
											ein Stamm der seit der Steinzeit
											unverändert geblieben ist.
											Das ist doch wirklich ein schlüssiges Argument,
											dass die Tarahumara vielleicht genau das tun,
											was wir alle seit zwei Millionen Jahren getan haben.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Que somos nosotros los que nos hemos salido del camino.
											Saben, pensamos que correr es algo extraño y ajeno,
											un castigo por haber comido demasiada pizza la noche anterior.
											Pero quizá sea algo diferente.
											Quizá hemos tomado esta ventaja natural que siempre hemos tenido
											y la hemos estropeado.
											¿Cómo? Bueno, ¿cómo se estropea cualquier cosa?
											Tratamos de sacar tajada,
											intentamos empaquetarla y mejorarla
											y vendérsela a la gente.
											Lo que pasó es que empezamos a fabricar
											ciertos objetos amortiguadores
											que mejoran la carrera: las zapatillas para correr.
									","
											Fomos nós nos tempos modernos
que nos desviámos desse caminho.
											Olhamos para a corrida
como uma coisa estranha, alienígena,
											um castigo que temos de cumprir
porque comemos pizza na noite anterior.
											Mas talvez seja outra coisa.
											Talvez tenhamos sido nós quem pegou
nesta vantagem natural que tínhamos
											e a desperdiçou.
											Como é que a desperdiçámos?
											Como é que desperdiçamos uma coisa?
											Tentámos transformar
essa vantagem em lucro,
											colocá-la numa embalagem, melhorá-la
											e vendê-la às pessoas.
											Começámos a criar
belas coisas almofadadas,
											que melhoram a corrida,
as chamadas sapatilhas de corrida.
									","
											Modern zamanda yoldan çıkmış olanlar bizleriz.
											Bilirsiniz, koşmaya uzak, yabancı birşey gibi bakarız.
											Önceki gece pizza yediğiniz için yerine getirmeniz gereken bir ceza.
											Ama belki de başka birşeydir.
											Belki de sahip olduğumuz bu doğal avantajımızı alıp
											bozan bizleriz.
											Nasıl bozuyoruz? Herhangi birşeyi nasıl bozarız?
											Ondan para kazanmaya çalışarak.
											Kutulayıp, paketleyip daha iyi hâle getirmeye
											ve insanlara satmaya çalışırız.
											Olan da budur
											bizler o süslü-yastıklı şeyleri yaratmaya başladığımızda.
											Koşu ayakkabısı denen, koşmayı daha iyi hâle getirecek şeyleri.
									","
											Dass es vielmehr wir sind, in unseren modernen Zeiten, die vom Weg abgewichen sind.
											Wisst ihr, wir betrachten das Laufen als so eine fremde, seltsame Sache,
											diese Strafe für das Pizza-Essen am Abend zuvor.
											Aber vielleicht ist es anders.
											Vielleicht sind wir diejenigen, die diesen natürlichen Vorteil
											haben verderben lassen.
											Wie haben wir es verdorben? Nun, wie verdirbt man irgendetwas?
											Wir haben versucht, es uns auszahlen zu lassen.
											Wir haben versucht, es einzupacken und besser zu machen,
											und es zu verkaufen.
											Und was ist geschehen, als wir angefangen haben,
											diese modischen, gepolsterten Dinge zu erfinden,
											die das Laufen verbessern, genannt Schuhe.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Lo que de verdad me enoja de las zapatillas de correr
											es que aunque me compré millones seguían haciéndome daño.
											Creo que, si alguien de la sala corre...
											Recién tuve una conversación de dos minutos
											con Carol entre bastidores y me hablaba de la fascitis plantar.
											Si conversan con un corredor, les garantizo que en 30 seg
											estarán hablando sobre lesiones.
											Si evolucionamos como corredores, si esa es nuestra ventaja natural,
											¿por qué lo hacemos tan mal? ¿Por qué nos hacemos daño?
									","
											Fico pessoalmente irritado
com as sapatilhas de corrida
											porque comprei um milhão delas
e continuei a magoar-me.
											Penso que, se alguém aqui corre...
											Eu acabei de ter uma conversa com a Carol
											falámos dois minutos nos bastidores
e ela falou de fascite plantar.
											Falem com um corredor, e garanto,
passado 30 segundos,
											a conversa vai parar às lesões.
											Se os homens evoluíram como corredores,
a nossa única vantagem natural,
											porque o fazemos tão mal
e estamos sempre a magoar-nos?
									","
											Koşu ayakkabılarının şahsen beni sinirlendirmesinin nedeni,
											onlardan bir milyon tane almış ve sakatlanıp durmuş olmamdır.
											Ve sanırım, eğer burada koşan birileri varsa —
											daha az önce Carol ile bir konuşmam oldu;
											iki dakika konuştuk ve konu plantar fasciitis'e (taban rahatsızlığı) geldi.
											Bir koşucuyla konuşursanız, garanti ederim ki 30 saniyede
											konu sakatlığa gelir.
											Peki eğer insanlar koşucu olarak evrimleştiyse, bu bizim tek doğal avantajımızsa,
											neden bu kadar kötüyüz? Neden sakatlanıp duruyoruz?
									","
											Mein persönlicher Grund, auf Laufschuhe sauer zu sein
											ist weil ich eine Millionen davon gekauft habe und mich immer noch verletze.
											Ich denke, wenn hier irgendjemand läuft —
											und ich habe mich gerade erst mit Carol unterhalten —
											wir haben zwei Minuten lang hinter der Bühne geredet, und sie spricht über Fersensporn.
											Sprecht mit einem Läufer, und mit Sicherheit dreht sich das Gespräch nach 30 Sekunden
											um Verletzungen.
											Wenn Menschen sich also als Läufer entwickelt haben, wenn das unser einziger natürlicher Vorteil ist,
											warum sind wir dann so schlecht darin? Warum verletzen wir uns ständig?
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Lo curioso de las lesiones de corredores
											es que son nuevas, son de nuestra época.
											Si leen algo de folclore o de mitología,
											cualquier tipo de mito o historia fantástica,
											los corredores siempre se asocian
											a la libertad, la vitalidad, la juventud y el vigor eterno.
											Solo en nuestra época
											se asocian con el miedo y el dolor.
											Gerónimo solía decir:
											""Mis piernas son mi único amigo. Solo confío en ellas"".
											Por eso los triatlones apaches solían
											consistir en correr 80 km por el desierto,
											meterse en una pelea cuerpo a cuerpo, robar unos caballos
											y volver corriendo a casa.
											Gerónimo nunca decía: ""¿Sabes qué? El talón de Aquiles
											me duele. Necesito tomarme una semana de descanso"",
											o ""Necesito alternar.
											No hice yoga, así que no estoy listo"".
											Los humanos corremos todo el tiempo.
											Estamos hoy aquí, con nuestra tecnología digital.
											Toda nuestra ciencia se debe a que
											nuestros antepasados hacían
											algo extraordinario cada día:
											confiaban en sus piernas y pies descalzos
											para correr grandes distancias.
									","
											O curioso na corrida
e nas lesões dela decorrentes
											é que elas são
uma novidade do nosso tempo.
											Se lerem histórias populares, mitologia,
											qualquer tipo de mitos, de contos,
											correr está sempre associado
											à liberdade, à vitalidade,
à jovialidade e ao vigor eterno.
											Foi só no nosso tempo
											que correr ficou associado
ao medo e à dor.
											Gerónimo costumava dizer:
											""Os meus únicos amigos
são as minhas pernas, só confio nelas.""
											Isso era porque um triatlo apache
consistia em correr 80 km pelo deserto,
											lutar à mão desarmada,
roubar uma data de cavalos
											e fugir para casa.
											Gerónimo não dizia:
											""Ai, o meu tendão de Aquiles,
estou com cãibras.
											""Preciso de tirar a semana,""
											""Preciso de fazer exercícios diferentes.
Não fiz ioga. Não estou preparado"".
											Os seres humanos estavam sempre a correr.
											Nós hoje estamos aqui.
Temos a nossa tecnologia digital.
											Toda a nossa ciência vem do facto
											de os nossos antepassados
terem conseguido fazer
											um coisa extraordinária todos os dias:
											confiar nas suas pernas e nos seu pés nus
para correr longas distâncias.
									","
											Koşu ve koşu sakatlıkları hakkındaki ilginç şey,
											koşu sakatlıklarının zamanımıza özgü, yeni oluşudur.
											Eğer halk hikayeleri ve mitoloji okursanız,
											her tür destanda, uzun hikayede
											koşmak her zaman
											özgürlük, canlılık, gençlik ve sonsuz zindelik ile ilişkilendirilir.
											Sadece bizim zamanımızda
											koşmak korku ve acıyla ilişkili olmuştur.
											Geronimo derdi ki,
											""Tek dostlarım bacaklarımdır. Sadece bacaklarıma güvenirim.""
											Nedeni şuydu ki, Apaçi triatlonunda
											çölde uçtan uca 50 mil (80 km) koşar,
											yumruk yumruğa dövüşür, birkaç at çalar
											ve silah çekerdiniz eve dönmek için.
											Geronimo asla şunu demedi: ""Ah, biliyor musun,
											şu aşillerim — Bitiyorum, bu hafta bir ara vermem gerek""
											ya da ""Biraz farklı tür çalışmalıyım.
											Yogamı yapmadım. Hazır hissetmiyorum.""
											İnsanlar her zaman koştular, koştular.
											Bugün buradayız. Dijital teknolojiye sahibiz.
											Tüm bilimimiz,
											atalarımız
											her gün olağanüstü birşey yapabildikleri için mümkün oldu.
											Bu da, sadece çıplak ayaklarına ve bacaklarına güvenerek
											uzun mesafeler koşmalarıydı.
									","
											Bemerkenswert am Laufen und an Laufverletzungen
											ist dass Laufverletzungen etwas Neues in unserer Zeit sind.
											Wenn man Sagen und Mythologie liest,
											irgendwelche Mythen, irgendwelche Geschichten,
											dann wird Laufen immer assoziiert
											mit Freiheit, Vitalität, Jugend und nie versiegendem Elan.
											Nur zu unserer Lebzeit
											wird Laufen mit Furcht und Schmerz in Verbindung gebracht.
											Geronimo sagte einmal:
											""Meine einzigen Freunde sind meine Beine. Ich vertraue nur meinen Beinen.""
											Er sagte das, weil der Apachen-Triathlon
											80 Kilometer weit durch die Wüste führte,
											Kämpfe Mann-gegen-Mann und Pferdestehlen beinhaltete,
											bevor man wieder nach Hause zu eilte.
											Geronimo hat nie so etwas gesagt wie: ""Ach, wisst ihr,
											meine Achillessehne — ich setze aus. Ich muss wir diese Woche freinehmen."",
											oder ""Ich brauche Cross-Training.
											Ich habe meine Yoga-Übungen nicht gemacht. Ich bin nicht bereit.""
											Menschen sind immer schon gelaufen.
											Hier sind wir heute. Wir haben unsere digitale Technologie.
											Unsere gesamte Wissenschaft kommt daher,
											dass unsere Vorfahren in der Lage waren,
											jeden Tag etwas Außergewöhnliches zu leisten,
											nämlich uns einfach auf unsere bloßen Füße und Beine zu verlassen,
											um lange Strecken zu laufen.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											¿Cómo volvemos a eso?
											Bueno, aquí va mi primer consejo:
											desháganse de todo lo superfluo, del marketing.
											Desháganse de sus apestosas zapatillas.
											Dejen de obcecarse con las maratones urbanas:
											si tardas 4 horas eres una mierda,
											pero si tardas 3:59:59 eres genial
											porque te clasificas para la siguiente carrera.
											Necesitamos recuperar la sensación de alegría y entusiasmo
											e, incluso, la desnudez
											que hizo a los tarahumara
											una de las culturas más serenas y sanas de nuestra era.
											Pero ¿dónde está el beneficio?, dirán.
											¿Quemar las calorías del helado de la noche anterior?
									","
											Como é que voltamos a isso?
											Eu diria que a primeira coisa
											é livrarmo-nos de tudo o que é embalagem,
vendas, marketing.
											Livrarmo-nos das malditas
sapatilhas de corrida.
											Deixarmos de nos concentrar
nas maratonas urbanas,
											em que, se fizermos quatro horas,
não prestamos.
											Se fizermos menos um centésimo de segundo
somos os maiores
											e qualificamo-nos para outra corrida.
											Precisamos de recuperar
a sensação do lúdico e da alegria
											e, diria eu, da nudez
											que fez dos Tarahumara
											uma das culturas mais saudáveis
e mais serenas do nosso tempo.
											Qual é o benefício? E depois?
											Queimamos o gelado da noite anterior.
									","
											Peki buna nasıl geri döneceğiz?
											Size söyleyeceğim ilk şey,
											tüm ambalajdan, satışlardan, pazarlamadan kurtulun.
											Tüm o pis kokulu koşu ayakkabılarından kurtulun.
											Şehir maratonlarına odaklanmaktan vazgeçin.
											Orada 4 saatte koşarsanız berbatsınızdır,
											3.59.59'da koşarsanız harikasınızdır,
											çünkü bir diğer yarışa girmeye hak kazanmışsınızdır.
											O oyun ve keyif hissine geri dönmemiz gerekli.
											Ve bence bir de çıplaklığa.
											Bu, Tarahumaralar'ı
											zamanımızın en sağlıklı ve rahat kültürlerinden biri yapmıştır.
											Peki ne yararı var? Ne olacak?
											Önceki gece yediğiniz dondurmayı yakmanızı mı sağlayacak?
									","
											Also, wie kommen wir dahin wieder zurück?
											Nun, ich würde vorschlagen, dass ihr euch als Erstes
											von dieser ganzen Aufmachung befreit, dem Verkauf, dem Marketing.
											Werdet alle diese blöden Laufschuhe los.
											Hört auf, den Schwerpunkt auf diese Stadt-Marathons zu legen,
											bei denen ihr versagt habt, wenn ihr vier Stunden benötigt.
											Wenn ihr es in 3:59:59 schafft, seid ihr fantastisch,
											weil ihr euch für ein weiteres Rennen qualifiziert habt.
											Wir brauchen wieder diesen Sinn für das Spielerische und die Freude
											und, würde ich sagen, Nacktheit,
											welche die Tarahumara
											zu einer der gesündesten und gelassensten Kulturen unserer Zeit macht.
											Wo liegt also der Nutzen? Was heißt das jetzt?
											So lässt sich also die Eiskrem vom gestern Abend verbrennen?
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
