en,fr,es,de,tr,title,speaker,duration,tags
"
											This is extremely difficult to do.
											Psychologists tell us that the more
we learn about what's broken in our world,
											the less likely we are to do anything.
											It's called psychic numbing.
											We just shut down at a certain point.
											Well, somewhere along the way,
our religious leaders forgot
											that it's our job
to make people uncomfortable.
											It's our job to wake people up,
											to pull them out of their apathy
											and into the anguish,
											and to insist that we do
what we don't want to do
											and see what we do not want to see.
											Because we know
that social change only happens —
									","
											C'est extrêmement difficile à faire.
											D'après les psychologues,
plus nous en savons
											sur ce qui ne va pas dans le monde,
											moins nous avons de chances
de faire quelque chose.
											C'est de la torpeur émotionnelle.
											À un certain point, nous nous renfermons.
											Quelque part en chemin,
nos dirigeants religieux ont oublié
											que c'est notre travail
de mettre les gens mal à l'aise.
											C'est notre travail de réveiller les gens,
											de les sortir de leur apathie
											et les mener dans l'angoisse,
											d'insister que nous faisons
ce que nous ne voulons pas faire
											et que nous voyons
ce que nous ne voulons pas voir.
											Le changement social
se produit uniquement —
									","
											Esto es extremadamente difícil de hacer.
											Los psicólogos dicen que cuanto más 
sabemos de lo malo en nuestro mundo,
											menos estamos dispuestos a hacer algo.
											Se llama entumecimiento psíquico.
											En un momento determinado desconectamos.
											En algún lugar del camino, 
nuestros líderes religiosos olvidaron
											que es nuestro trabajo 
incomodar a la gente.
											Es nuestro trabajo despertar a la gente,
											para sacarlos de su apatía
											y exponerlos a la angustia,
											insistir en que hagamos 
lo que no queremos hacer
											y veamos lo que no queremos ver.
											Porque sabemos que 
el cambio social solo sucede...
									","
											Das ist wirklich schwierig.
											Laut Psychologen unternehmen
wir umso weniger,
											je mehr wir wissen,
was in unserer Welt zerbrochen ist.
											Das nennt sich seelische Betäubung.
											Wir machen ab einem
bestimmten Punkt dicht.
											Irgendwo auf dem Weg
vergaßen Religionsführer,
											dass es unsere Aufgabe ist,
Menschen unbehaglich zu machen.
											Es ist unsere Aufgabe,
Menschen wachzurütteln,
											sie aus ihrer Apathie zu reißen
											und in ihren Schmerz,
											und darauf zu bestehen,
dass wir tun, was wir nicht tun wollen,
											und sehen, was wir nicht sehen wollen.
											Denn wir wissen,
sozialer Wandel passiert nur —
									","
											Bunu yapmak ziyadesiyle zor.
											Psikologlara göre dünyada yıkılmış
şeyle ilgili ne kadar çok şey öğrenirsek
											bir şey yapma ihtimalimiz o kadar düşük.
											Bunun adı ruhsal hissizleşme.
											Belirli bir noktada kapanıyoruz.
											Bu sürecin bir zamanında,
dini liderlerimiz
											insanları huzursuz etmenin
bizim işimiz olduğunu unuttular.
											İnsanları uyandırmak bizim işimiz,
											onları hissizliklerinden çıkarıp
											ıstıraba sokmak
											ve yapmak istemediğimiz şeyi
yaptığımıza ve görmek istemediğimizi
											gördüğümüze ısrar etmek bizim işimiz.
											Çünkü sosyal değişimin, yalnızca o evin —
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkış)
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											when we are awake enough
to see that the house is on fire.
									","
											quand nous sommes assez éveillés
pour voir que la maison est en feu.
									","
											al estar lo suficientemente despiertos 
para ver la casa en llamas.
									","
											wenn wir wachsam genug sind,
um zu sehen, dass das Haus brennt.
									","
											yandığını fark edecek kadar uyanık
olduğumuzda gerçekleştiğini biliyoruz.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											The second principle is hope,
											and I want to say this about hope.
											Hope is not naive,
											and hope is not an opiate.
											Hope may be the single
greatest act of defiance
											against a politics of pessimism
											and against a culture of despair.
											Because what hope does for us
											is it lifts us out of the container
											that holds us and constrains us
from the outside,
											and says, ""You can dream
and think expansively again.
											That they cannot control in you.""
									","
											Le second principe est l'espoir.
											J'aimerais dire ceci sur l'espoir :
											l'espoir n'est pas naïf
											et l'espoir n'est pas un opiacé.
											L'espoir pourrait être
le plus grand acte de désobéissance
											à une politique de pessimisme
											et une culture de désespoir.
											Car ce que l'espoir fait,
											c'est de soulever le couvercle
											qui nous retient et nous contraint
à l'intérieur
											et nous dit : « Vous pouvez
à nouveau rêver et penser.
											Ils ne peuvent pas contrôler cela. »
									","
											El segundo principio es la esperanza.
											Y quiero decir lo siguiente 
sobre la esperanza.
											La esperanza no es ingenua
											y la esperanza no es un opiáceo.
											La esperanza puede ser 
el único gran acto de desafío
											en contra de una política de pesimismo
											y en contra de una cultura 
de desesperación.
											Porque la esperanza
											nos saca del soporte
											que nos sostiene y 
nos constriñe desde el exterior,
											y dice: ""Se puede soñar y 
pensar expansivamente de nuevo.
											Que no puede controlarte"".
									","
											Das zweite Prinzip ist Hoffnung,
											und ich möchte über Hoffnung sagen:
											Hoffnung ist nicht naiv
											und Hoffnung ist kein Opiat.
											Hoffnung ist wahrscheinlich
der größte Akt der Auflehnung
											gegen die Politik des Pessimismus
											und gegen eine Kultur der Verzweiflung.
											Denn Hoffnung führt dazu,
											uns aus dem Behälter zu befreien,
											der uns gefangen hält
und uns vom Äußeren trennt,
											und uns sagt: ""Du kannst träumen
und wieder weitreichend denken.
											Sie können das nicht
in dir kontrollieren.""
									","
											İkinci prensip ise umut
											ve bu, umutla ilgili.
											Umut naif değildir
											ve umut uyuşturucu değildir.
											Umut, karamsarlık politikaları
											ve çaresizlik kültürüne karşı
											tek en büyük başkaldırma eylemi olabilir.
											Çünkü umudun bizim için yaptığı şey,
											bizi tutan ve bizi dışarıdan alıkoyan
											o konteynerden bizi çıkarmak
											ve şöyle demektir, ""Tekrar hayal
kurabilir ve geniş düşünebilirsin.
											İçini kontrol edemezler.""
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											I saw hope made manifest
in an African-American church
											in the South Side of Chicago this summer,
											where I brought my little girl,
											who is now 13
											and a few inches taller than me,
											to hear my friend Rev. Otis Moss preach.
											That summer, there had already been
3,000 people shot
											between January and July in Chicago.
											We went into that church
and heard Rev. Moss preach,
											and after he did,
											this choir of gorgeous women,
100 women strong,
											stood up and began to sing.
											""I need you. You need me.
											I love you. I need you to survive.""
											And I realized in that moment
											that this is what religion
is supposed to be about.
											It's supposed to be about
giving people back a sense of purpose,
											a sense of hope,
											a sense that they and their dreams
fundamentally matter in this world
											that tells them
that they don't matter at all.
									","
											J'ai vu l'espoir se manifester
dans une église afro-américaine
											dans le sud de Chicago cet été,
											quand j'ai amené ma petite fille,
											qui a maintenant 13 ans
											et est un peu plus grande que moi,
											écouter prêcher mon ami,
le révérend Otis Moss.
											Cet été, déjà 3 000 personnes
s'étaient fait tirer dessus
											entre janvier et juillet, à Chicago.
											Nous sommes allées à cette église
écouter prêcher le révérend Moss
											et juste après,
											cette chorale de femmes magnifiques,
composées de 100 femmes,
											se sont levées et ont chanté :
											« J'ai besoin de toi.
Tu as besoin de moi.
											Je t'aime.
J'ai besoin de toi pour survivre. »
											À ce moment-là, j'ai réalisé
											que c'était
véritablement cela la religion.
											La religion est censée
donner aux gens un but,
											de l'espoir,
											leur dire qu'eux et leurs rêves
importent dans ce monde
											qui leur dit qu'ils ne comptent pas.
									","
											Vi esperanza manifestada 
en una iglesia afroestadounidense
											en el lado sur de Chicago este verano,
											donde llevé a mi hija,
											que ahora tiene 13 años
											y unos cuantos centímetros 
más alta que yo,
											a escuchar predicar a mi amigo 
el reverendo Otis Moss.
											Ese verano, ya había 3000 personas 
muertas a disparos
											entre enero y julio en Chicago.
											Fuimos a la iglesia a oír predicar 
al reverendo Moss.
											Y después de hacerlo,
											este coro de mujeres magníficas, 
100 mujeres fuertes,
											se levantaron y comenzaron a cantar.
											""Te necesito. Me necesitas.
											Te quiero. Te necesito 
para poder sobrevivir"".
											Y me di cuenta en ese momento
											que esto es lo que se supone 
que debe ser la religión más o menos.
											Se supone que es devolver 
a las personas un sentido de propósito,
											un sentido de esperanza,
											un sentido que ellos y sus sueños 
fundamentalmente importan en este mundo
											que les dice que esos 
no importan en absoluto.
									","
											Ich sah, wie sich Hoffnung in einer
afroamerikanischen Kirche zeigte,
											in diesem Sommer
in der South Side von Chicago,
											wohin ich mein kleines Mädchen mitnahm,
											das jetzt 13 ist
											und ein paar Zentimeter größer als ich,
											um meinen Freund, Pastor
Otis Moss, predigen zu hören.
											In jenem Sommer waren in Chicago
schon 3 000 Menschen
											zwischen Januar und Juli
erschossen worden.
											Wir gingen in die Kirche und
hörten Pastor Otis Moss predigen,
											und nachdem er fertig war,
											stand dieser Chor von 100
wunderbaren, starken Frauen auf
											und begann zu singen:
											""Ich brauche dich. Du brauchst mich.
											Ich liebe dich. Du musst überleben.""
											In dem Moment merkte ich,
											dass es bei Religion darum gehen sollte.
											Es sollte darum gehen, Menschen wieder
ein Gefühl von Sinnhaftigkeit zu geben,
											ein Gefühl der Hoffnung,
											ein Gefühl, dass sie und ihre Träume
wirklich etwas zählen in dieser Welt,
											die ihnen sagt, dass sie nichts bedeuten.
									","
											Bu yaz, şu an 13 yaşında olan
ve benden birkaç santim daha uzun
											küçük kızımı, rahip arkadaşım
											Otis Moss'un vaazını dinlemek için
											Chicago'nun güneyinde,
											Afrikalı-Amerikalı kilisesine götürdüm
											ve orada umudun dışavurumunu gördüm.
											O yaz Chicago'da
Ocak ve Temmuz ayları arasında
											3.000 kişi vurulmuştu.
											O kiliseye gittik ve Rahip Moss'un
vaazını dinledik
											ve vaazdan sonra
											o muhteşem kadınlar korosu,
100 güçlü kadın
											ayağa kalktı ve şarkı söyledi.
											""Sana ihtiyacım var. Bana ihtiyacın var.
											Seni seviyorum. Yaşamana ihtiyacım var.""
											O anda fark ettim ki
											dinin olması gereken şey buydu.
											İnsanlara onların ve hayallerinin
bu dünyanın temelinde önemli olduklarını
											ve onlara bunların
											çok da önemli olmadığını söyleyen
bir amaç hissi, bir umut hissini
											tekrardan vermekle ilgili olmalıydı.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											The third principle
is the principle of mightiness.
											There's a rabbinic tradition
that we are to walk around
											with two slips of paper in our pockets.
											One says, ""I am but dust and ashes.""
											It's not all about me.
											I can't control everything,
and I cannot do this on my own.
											The other slip of paper says,
""For my sake the world was created.""
											Which is to say it's true
that I can't do everything,
											but I can surely do something.
											I can forgive.
											I can love.
											I can show up.
											I can protest.
											I can be a part of this conversation.
											We even now have a religious ritual,
											a posture,
											that holds the paradox
between powerlessness and power.
											In the Jewish community,
											the only time of year
that we prostrate fully to the ground
											is during the high holy days.
											It's a sign of total submission.
											Now in our community,
when we get up off the ground,
											we stand with our hands
raised to the heavens,
											and we say, ""I am strong,
I am mighty, and I am worthy.
											I can't do everything,
but I can do something.""
									","
											Le troisième principe
est le principe de puissance.
											Il y a une tradition rabbinique
où nous devons marcher
											avec deux morceaux de papier
dans nos poches.
											L'un dit : « Je ne suis
que poussière et cendres. »
											Il n'est pas que question de moi.
											Je ne peux pas tout contrôler
et je ne peux pas y arriver seul.
											L'autre morceau de papier dit :
« En mon nom, le monde a été créé. »
											Cela signifie que, même si
je ne peux pas tout faire,
											je peux faire quelque chose.
											Je peux pardonner.
											Je peux aimer.
											Je peux être présent.
											Je peux manifester.
											Je peux prendre part à la conversation.
											Nous avons même un rituel religieux,
											une posture,
											qui contient le paradoxe
entre l'impuissance et le pouvoir.
											Dans la communauté juive,
											le seul moment de l'année
où nous nous prosternons entièrement
											est durant les jours saints.
											C'est un signe de soumission totale.
											Dans notre communauté,
quand nous nous relevons,
											nous levons nos mains vers le ciel
											et nous disons : « Je suis fort,
je suis puissant et je suis méritant.
											Je ne peux pas tout faire
mais je peux faire quelque chose. »
									","
											El tercer principio es 
el principio de poderío.
											Hay una tradición rabínica 
de que hemos de caminar
											con dos tiras de papel en los bolsillos.
											Uno dice: ""Yo soy polvo y ceniza"".
											No es todo acerca de mí.
											No puedo controlar todo y 
no puedo hacer esto por mi cuenta.
											El otro trozo de papel dice: 
""Para mí el mundo fue creado"".
											Lo que quiere decir que es verdad 
que no puedo hacer todo,
											pero sin duda puedo hacer algo.
											Puedo perdonar.
											Puedo amar.
											Puedo mostrarme.
											Puedo protestar.
											Puedo ser parte de esta conversación.
											Incluso ahora tenemos un ritual religioso,
											una postura,
											que mantiene la paradoja 
entre la impotencia y el poder.
											En la comunidad judía,
											el único momento del año cuando 
nos postramos en el suelo
											es durante los días sagrados.
											Es una señal de sumisión total.
											En nuestra comunidad, 
al llegar arriba de la tierra,
											nos encontramos 
con nuestras manos izadas al cielo,
											y decimos: ""Soy fuerte, 
soy fuerte y soy digno.
											No puedo hacer todo, 
pero puedo hacer algo"".
									","
											Das dritte Prinzip ist
das Prinzip von Mächtigkeit.
											Es gibt eine rabbinische Tradition,
das wir mit zwei Zetteln
											in unseren Hosentaschen
herumlaufen sollten.
											Auf einem steht:
""Ich bin nur Staub und Asche.""
											Es dreht sich nicht alles um mich.
											Ich kann nicht alles kontrollieren
und ich kann es nicht alleine tun.
											Auf dem anderen Zettel steht:
""Die Welt wurde meinetwegen erschaffen"",
											was bedeutet, dass es wahr ist,
dass ich nicht alles tun kann,
											aber ich kann sicher etwas tun.
											Ich kann vergeben.
											Ich kann lieben.
											Ich kann hinkommen.
											Ich kann protestieren.
											Ich kann Teil dieses Gesprächs sein.
											Wir haben jetzt sogar
ein religiöses Ritual,
											eine Körperhaltung,
											die das Paradox zwischen
Machtlosigkeit und Macht darstellt.
											In der jüdischen Gemeinde
											ist die einzige Zeit im Jahr, in der wir
uns völlig auf den Boden niederwerfen,
											zu den hohen Feiertagen.
											Es ist ein Zeichen
vollkommener Unterwerfung.
											Wenn wir uns in unserer Gemeinde erheben,
											stehen wir mit unseren Händen
gen Himmel gerichtet
											und sagen: ""Ich bin stark,
ich bin mächtig und ich bin würdig.
											Ich kann nicht alles tun,
aber ich kann etwas tun.""
									","
											Üçüncü prensip, kuvvet prensibi.
											Ceplerimizde iki kağıtla
etrafta yürümemizi gerektiren
											bir haham geleneği vardır.
											Birisi ""ben toz ve külden ibaretim"" der.
											Benimle alakalı değil.
											Her şeyi kontrol edemem
ve bunu tek başıma yapamam.
											Diğer kağıtta da şu yazar,
""Benim hatırım için dünya yaratıldı.""
											Yani, her şeyi yapamam ama
kesinlikle bir şeyler yapabilirim
											ifadesinin doğruluğudur bu.
											Affedebilirim.
											Sevebilirim.
											Ortaya çıkabilirim.
											Protesto edebilirim.
											Bu sohbetin bir parçası olabilirim.
											Hatta güçsüzlük ve güç arasındaki
											paradoksu zapteden
											dini bir ritüelimiz,
bir tutumumuz bile var.
											Yahudi topluluğunda
											yılın, yere tamamen
yüzüstü yattığımız tek zamanı
											çok kutsal günler esnasındadır.
											Bu, tamamen teslim olmanın işaretidir.
											Topluluğumuzda şu anda,
yerden kalktığımızda
											ellerimizi göklere kaldırarak
ayakta dururuz
											ve deriz ki ""Ben güçlüyüm,
ben kuvvetliyim ve ben kıymetliyim.
											Her şeyi yapamam
fakat bir şeyler yapabilirim.""
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											In a world that conspires
to make us believe that we are invisible
											and that we are impotent,
											religious communities and religious ritual
											can remind us that for whatever
amount of time we have here on this Earth,
											whatever gifts and blessings
we were given,
											whatever resources we have,
											we can and we must use them
											to try to make the world
a little bit more just
											and a little bit more loving.
									","
											Dans un monde qui conspire
											pour nous faire croire
que nous sommes invisibles
											et que nous sommes impuissants,
											les communautés et les rituels religieux
											peuvent nous rappeler que peu importe
le temps que nous avons sur Terre,
											peu importe nos dons et nos bénédictions,
											peu importe nos ressources,
											nous pouvons et devons les utiliser
											pour essayer de rendre le monde
un peu plus juste
											et un peu plus aimant.
									","
											En un mundo que conspira para 
hacernos creer que somos invisibles
											y que somos impotentes,
											las comunidades religiosas 
y los rituales religiosos
											puede recordarnos que por tiempo 
que tenemos aquí en la Tierra,
											los dones y bendiciones que nos dieron,
											los recursos que tenemos,
											podemos y debemos usarlos
											para tratar de hacer 
el mundo un poco más justo
											y con un poco más de amor.
									","
											In einer Welt, die sich verschwört, um uns
glauben zu machen, wir wären unsichtbar
											und wir seien machtlos,
											können uns religiöse Gemeinden
und religiöse Rituale daran erinnern,
											dass, wie viel Zeit wir
auch auf Erden haben,
											welche Gaben und Segnungen
uns gegeben wurden,
											welche Ressourcen wir auch haben,
											wir sie nutzen können und müssen,
											um die Welt etwas gerechter
											und etwas liebevoller zu machen.
									","
											Görünmez olduğumuza ve güçsüz
olduğumuza bizi inandırmak için
											birlik olan bir dünyada,
											dini topluluklar ve
ritüeller bize şunu hatırlatır;
											bu dünyada ne kadar vaktimiz
kalmış olursa olsun, hangi hediyeleri
											veya kutsamaları almış olursak olalım,
											kaynaklarımız ne olursa olsun,
											dünyayı biraz daha adil ve biraz daha
											sevecen yapabilmeyi
denemek için onları kullanabiliriz
											ve kullanmalıyız.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											The fourth and final
is interconnectedness.
											A few years ago, there was a man
walking on the beach in Alaska,
											when he came across a soccer ball
											that had some Japanese
letters written on it.
											He took a picture of it
and posted it up on social media,
											and a Japanese teenager contacted him.
											He had lost everything in the tsunami
that devastated his country,
											but he was able
to retrieve that soccer ball
											after it had floated
all the way across the Pacific.
											How small our world has become.
											It's so hard for us to remember
how interconnected we all are
											as human beings.
											And yet, we know
											that it is systems of oppression
											that benefit the most
from the lie of radical individualism.
									","
											Le quatrième et dernier principe
est l’inter-connectivité.
											Il y a quelques années, un homme marchant 
sur une plage en Alaska
											est tombé sur un ballon de football
											sur lesquels étaient écrites
des lettres japonaises.
											Il en a pris une photo,
l'a postée sur les réseaux sociaux
											et un adolescent japonais l'a contacté.
											Il avait tout perdu dans le tsunami
qui avait dévasté son pays
											mais il a pu récupérer
ce ballon de football
											qui avait traversé tout le Pacifique.
											Notre monde est devenu si petit.
											Il est si difficile de nous rendre compte
de notre inter-connectivité
											en tant qu'êtres humains.
											Pourtant, nous savons
											que ce sont les systèmes d'oppression
											qui bénéficient le plus du mensonge
de l'individualisme radical.
									","
											La cuarta y última es la interconexión.
											Hace unos años, había un hombre 
que caminaba en la playa en Alaska,
											cuando se encontró 
con un balón de fútbol
											con letras japonesas escritas en él.
											Él tomó una foto y la publicó 
en las redes sociales,
											y un adolescente japonés 
se puso en contacto con él.
											Había perdido todo 
en el tsunami que devastó su país,
											pero pudo recuperar 
una pelota de fútbol
											después de haber flotado 
por todo el Pacífico.
											¡Cuán pequeño se ha hecho nuestro mundo!
											Es tan difícil para nosotros recordar 
cómo todos estamos interconectados
											como seres humanos.
											Y, sin embargo, sabemos
											que son los sistemas de opresión
											los que más se benefician de la 
mentira del individualismo radical.
									","
											Das vierte und letzte ist Verbundenheit.
											Vor einigen Jahren spazierte
ein Mann am Strand in Alaska entlang,
											als er auf einen Fußball stieß,
											auf den japanische Zeichen
geschrieben waren.
											Er machte ein Foto davon
und postete es in den Sozialen Medien,
											und ein japanischer Jugendlicher
kontaktierte ihn.
											Er hatte in dem Tsunami, der sein
Land verwüstet hatte, alles verloren,
											aber er konnte den Fußball wiederfinden,
											nachdem er den ganzen Weg
über den Pazifik getrieben war.
											Wie klein unsere Welt geworden ist.
											Es fällt uns so schwer, daran zu denken,
											wie verbunden wir alle
als menschliche Wesen sind,
											und dennoch wissen wir,
											dass es Systeme der Unterdrückung gibt,
											die am meisten von der Lüge
radikalen Individualismus profitieren.
									","
											Dördüncü ve sonuncusu,
karşılıklı bağlılık.
											Birkaç yıl önce, Alaska'da
sahilde bir adam yürüyordu,
											üzerinde Japonca yazılar bulunan
											bir futbol topuyla karşılaştı.
											Fotoğrafını çekti
ve sosyal medyada paylaştı
											ve Japon bir genç onunla iletişim kurdu.
											Ülkesini harap eden tsunamide
her şeyini kaybetmişti
											fakat o futbol topu
Pasifik boyunca yüzdükten sonra,
											onu geri alabildi.
											Dünyamız ne kadar da küçüldü.
											İnsanlar olarak ne kadar da
birbirine bağlı olduğumuzu hatırlamamız
											çok zor.
											Yine de radikal bireyselcilik
											yalanından en çok faydalananların,
											baskı sistemleri olduğunu biliyoruz.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											Let me tell you how this works.
											I'm not supposed to care
											when black youth are harassed by police,
											because my white-looking Jewish kids
											probably won't ever get pulled over
for the crime of driving while black.
											Well, not so, because
this is also my problem.
											And guess what?
Transphobia and Islamophobia
											and racism of all forms,
those are also all of our problems.
											And so too is anti-Semitism
all of our problems.
											Because Emma Lazarus was right.
									","
											Je vais vous dire comment cela marche.
											Je ne suis pas censée prêter attention
											quand la jeunesse noire
est harcelée par la police
											car mes enfants juifs blancs
											ne seront probablement jamais contrôlés
en raison de leur couleur de peau.
											C'est faux, car c'est aussi mon problème.
											Devinez quoi ?
La transphobie, l'islamophobie
											et toutes les formes de racisme
sont aussi mes problèmes.
											Et l'antisémitisme
est notre problème à tous.
											Car Emma Lazarus avait raison —
									","
											Les diré cómo funciona esto.
											Yo no tengo que cuidar
											cuando la juventud negra 
es acosada ​​por la policía,
											porque mis niños judíos blancos
											quizá no sean nunca detenidos por 
el delito de conducir siendo negros.
											Bueno, no es así, porque 
esto también es mi problema.
											¿Y adivina qué? La transfobia 
y la islamofobia
											y el racismo de todas formas, los 
que también son nuestros problemas.
											Y también el antisemitismo 
es parte de nuestros problemas.
											Porque Emma Lazarus tenía razón.
									","
											Ich erkläre Ihnen, wie das funktioniert.
											Mich sollte es nicht kümmern,
											wenn schwarze Jugendliche
von der Polizei schikaniert werden,
											denn meine weißen jüdischen Kinder
											werden wohl nie für ein Verkehrsdelikt 
belangt, nur weil sie schwarz sind.
											Falsch gedacht,
denn das ist auch mein Problem.
											Und wissen Sie was?
											Transphobie und Islamophobie
und Rassismus jeglicher Art
											sind auch unser aller Probleme.
											Und genauso ist auch
Antisemitismus unser aller Problem.
											Denn Emma Lazarus hatte recht.
									","
											Bunun nasıl olduğunu anlatayım.
											Siyahi gençler polis tarafından
											taciz edildiğinde
ilgilenmek zorunda değilim
											çünkü benim beyaz
görünümlü Yahudi çocuklarım
											muhtemelen siyahken araba kullanma
suçundan kenara çekilmeyecekler.
											Böyle değil, çünkü bu benim de sorunum.
											Bilin bakalım?
Transfobi ve İslamofobi
											ve bütün ırkçılık biçimleri,
bunlar da bizim sorunumuz.
											Ayrıca Yahudi karşıtlığı da
bizim sorunumuz.
											Çünkü Emma Lazarus haklıydı.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkış)
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											Emma Lazarus was right
when she said until all of us are free,
											we are none of us free.
											We are all in this together.
											And now somewhere at the intersection
of these four trends,
											of wakefulness and hope
and mightiness and interconnectedness,
											there is a burgeoning, multifaith
justice movement in this country
											that is staking a claim on a countertrend,
											saying that religion can and must be
a force for good in the world.
									","
											quand elle a dit que
tant que nous n'étions pas tous libres,
											aucun d'entre nous n'était libre,
											nous sommes tous dans le même bateau.
											Quelque part à l'intersection
de ces quatre courants
											d'éveil, d'espoir, de puissance
et d'inter-connectivité,
											il y a un mouvement multiconfessionnel
pour la justice qui grandit,
											qui revendique une contre-tendance,
											qui dit que la religion peut et doit
être une force de bien dans ce monde.
									","
											Emma Lazarus estaba en lo cierto cuando 
dijo que hasta que todas seamos libres,
											ninguno de nosotros será libre.
											Estamos todos juntos en esto.
											Y ahora en algún lugar en la intersección 
de estas cuatro tendencias,
											de la vigilia y la esperanza 
y el poderío y la interconexión,
											hay un creciente movimiento de justicia 
en este país multiconfesional
											que se está jugando una reclamación 
en una tendencia contraria,
											diciendo que la religión puede y debe ser 
una fuerza para el bien en el mundo.
									","
											Emma Lazarus hatte recht, als sie sagte,
dass keiner von uns frei ist,
											bevor wir nicht alle frei sind.
											Wir sitzen alle im selben Boot.
											Irgendwo am Schnittpunkt
dieser vier Trends,
											Wachsamkeit, Hoffnung,
Mächtigkeit und Verbundenheit,
											gibt es eine aufkeimende, multireligiöse
Bewegung für Gerechtigkeit in diesem Land,
											die einen Anspruch auf
einen Gegentrend erhebt,
											indem sie sagt: ""Religion kann und
muss eine positive Kraft in der Welt sein.
									","
											Emma Lazarus, hepimiz özgür
olmadan hiçbirimizin özgür olmadığını
											söylerken haklıydı.
											Hepimiz işin içindeyiz.
											Bu dört eğilimin, yani uyanıklık,
umut, kuvvet ve karşılıklı bağlılığın
											kesişiminde bir yerlerde,
dinin dünyadaki iyilik için bir güç
											olması gerektiği ve olabileceğini
söyleyen bir ters eğilime işaret eden,
											gelişmekte olan bir
											çoklu inanç adaleti
hareketi var bu ülkede.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
