en,tr,pt,de,fr,title,speaker,duration,tags
"
											Another technological danger
that threatens the future of democracy
											is the merger of information technology
with biotechnology,
											which might result
in the creation of algorithms
											that know me better than I know myself.
											And once you have such algorithms,
											an external system, like the government,
											cannot just predict my decisions,
											it can also manipulate
my feelings, my emotions.
											A dictator may not be able
to provide me with good health care,
											but he will be able to make me love him
											and to make me hate the opposition.
											Democracy will find it difficult
to survive such a development
											because, in the end,
											democracy is not based
on human rationality;
											it's based on human feelings.
											During elections and referendums,
											you're not being asked,
""What do you think?""
											You're actually being asked,
""How do you feel?""
											And if somebody can manipulate
your emotions effectively,
											democracy will become
an emotional puppet show.
									","
											Demokrasinin geleceğini tehdit eden
diğer bir teknolojik engel
											bilgi teknolojisiyle
biyoteknolojinin birleşmesi,
											bu durum da 
beni kendimden daha iyi tanıyan
											algoritmaların ortaya 
çıkmasıyla sonuçlanacak.
											Bu tür algoritmalara sahip olduğunuzda da
											hükümet gibi dış bir sistem
											sizin kararlarınızı tahmin edebilir,
											ayrıca duygularınızı manipüle edebilir.
											Bir diktatör bana
iyi bir sağlık imkânı sunamayabilir
											ama onu sevmemi sağlayacak
											ve muhalefetten nefret etmemi sağlayacak.
											Demokrasi böyle bir ortamda
sağ kalmakta zorlanacak
											çünkü işin sonunda
											demokrasi insan mantığı üzerine
kurulu değildir;
											insan hisleri üzerine kuruludur.
											Seçim ve referandumlar olduğunda
											size ''Ne düşünüyorsunuz?'' diye değil,
											''Ne hissediyorsunuz?'' diye soruluyor.
											Ve birisi duygularınızı etkili bir şekilde
manipüle edebiliyorsa
											demokrasi yalnızca 
bir kukla gösterisinden ibaret olur.
									","
											Outro perigo tecnológico
que ameaça o futuro da democracia
											é a fusão da tecnologia da informação
com a biotecnologia,
											que pode resultar
na criação de algoritmos
											que me conhecem melhor
do que eu me conheço a mim mesmo,
											Quando tivermos esses algoritmos,
											um sistema exterior, como o governo,
											pode prever as minhas decisões
											e também pode manipular
os meus sentimentos, as minhas emoções.
											Um ditador pode não me proporcionar
um bom sistema de saúde
											mas poderá fazer com que eu o adore
											e fazer com que eu odeie a oposição.
											A democracia vai ter dificuldade
em sobreviver a esta evolução
											porque, afinal de contas,
											a democracia não se baseia
na racionalidade humana,
											baseia-se nos sentimentos humanos.
											Nas eleições e nos referendos,
ninguém vos pergunta:
											""O que é que pensas?""
											Pergunta: ""Como te sentes?""
											Se for possível manipular
eficazmente as nossas emoções,
											a democracia tornar-se-á
num espetáculo emotivo de marionetas.
									","
											Eine weitere technische Gefahr,
die die Zukunft der Demokratie bedroht,
											ist die Verschmelzung
von Informations- mit Biotechnologie,
											die vielleicht in der Erstellung
von Algorithmen endet,
											die mich besser
als ich mich selbst kennen.
											Hat man einmal solche Algorithmen
											kann ein externes System wie die Regierung
											nicht nur meine Entscheidungen absehen,
											es kann auch meine Gefühle,
meine Emotionen manipulieren.
											Ein Diktator kann mir vielleicht
keine gute Gesundheitsversorgung bieten,
											aber er wird erreichen können,
dass ich ihn liebe
											
und die Opposition hasse.
											Die Demokratie wird es schwer haben,
eine solche Entwicklung zu überleben,
											weil Demokratie letztendlich
nicht auf menschlicher Rationalität ruht.
											Sie basiert auf menschlichen Gefühlen.
											Bei Wahlen und Referenden
wird man nicht gefragt:
											""Was denken Sie?""
											Man wird eigentlich gefragt:
""Wie fühlen Sie sich?""
											Wenn jemand Ihre Gefühle
wirksam manipulieren kann,
											wird die Demokratie
ein emotionales Puppentheater.
									","
											Un autre danger technologique
qui guette le futur de la démocratie
											est la fusion des technologies
de l'information avec la biotechnologie,
											qui pourrait avoir pour résultat
la création d'algorithmes
											qui me connaîtraient mieux
que je ne me connais moi-même.
											À partir du moment où
de tels algorithmes existent,
											un système externe, comme le gouvernement,
											peut non seulement prédire mes décisions,
											mais également manipuler
mes émotions et mes sentiments.
											Un dictateur ne pourrait peut-être pas
m'offrir de bons soins de santé,
											mais il sera capable de me faire l'aimer
											et de me faire détester ses opposants.
											La démocratie aura de la difficulté
à survivre un tel changement car,
											en fin de compte,
											la démocratie ne repose pas
sur la rationalité humaine ;
											elle repose sur les émotions humaines.
											Lors des élections et des référendums,
											on ne vous demande pas :
« Qu'en pensez-vous ? »
											En réalité, on vous demande :
« Que ressentez-vous ? »
											Si une personne est en mesure
de manipuler efficacement vos émotions,
											la démocratie ne deviendra
qu'un spectacle de marionnettes.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											So what can we do to prevent
the return of fascism
											and the rise of new dictatorships?
											The number one question that we face
is: Who controls the data?
											If you are an engineer,
											then find ways to prevent too much data
											from being concentrated in too few hands.
											And find ways to make sure
											the distributed data processing
is at least as efficient
											as centralized data processing.
											This will be the best
safeguard for democracy.
											As for the rest of us
who are not engineers,
											the number one question facing us
											is how not to allow
ourselves to be manipulated
											by those who control the data.
									","
											Peki faşizmin geri dönüşü
ve yeni diktatörülüğün yükselişini
											nasıl önleyebiliriz?
											Önümüzdeki bir numaralı soru:
Veriler kimin kontrolünde?
											Eğer mühendisseniz
											çok fazla verinin birkaç kişide
toplanmasını engelleyecek
											yeni yollar bulun.
											Ayrıca öyle yollar bulun ki
											dağıtımlı veri işleme
en az merkezi veri işleme kadar
											etkili olabilsin.
											Bu demokrasi için en iyi kalkan olacaktır.
											Mühendis olmayanlar,
											bizim önümüzdeki soru da şu;
											verileri kontrol altında tutanların

											bizi yönetememesini nasıl sağlarız.
									","
											O que é que podemos fazer
para impedir o regresso do fascismo
											e o aumento de novas ditaduras?
											A pergunta fundamental é:
Quem controla as informações?
											Os engenheiros devem arranjar formas
											de impedir que demasiadas informações
											se concentrem em meia dúzia de mãos.
											E arranjar formas de garantir
											que o processamento
descentralizado de dados
											seja, pelo menos, tão eficaz
											como o processamento
centralizado de dados.
											Essa será a melhor salvaguarda 
para a democracia.
											Quanto a todos os que não são engenheiros,
											a pergunta fundamental é:
											Como não permitir que sejamos manipulados
											pelos que controlam as informações.
									","
											Was können wir tun,
um die Rückkehr des Faschismus
											und das Aufkommen
neuer Diktaturen zu verhindern?
											Die wichtigste Frage, die sich stellt:
Wer kontrolliert die Daten?
											Sind Sie Ingenieur, dann verhindern Sie,
											die Konzentration von vielen Daten
in zu wenigen Händen.
											Finden Sie Wege, um sicherzustellen,
											dass dezentralisierte Datenverarbeitung
mindestens genauso effizient ist
											wie zentralisierte Datenverarbeitung.
											Das wird der beste Schutz
für die Demokratie sein.
											Für alle anderen,
die keine Ingenieure sind,
											ist die wichtigste Frage,
											wie wir verhindern können,
											dass uns diejenigen manipulieren,
die die Daten kontrollieren.
									","
											Que peut-on donc faire pour
prévenir le retour du fascisme
											et l'apparition de nouvelles dictatures ?
											La question première à laquelle on fait
face est : qui contrôle les données ?
											Si vous êtes ingénieur,
											trouvez des façons d'éviter
que trop de données ne se retrouvent
											concentrées et contrôlées
par un trop petit nombre.
											Trouvez aussi de nouvelles manières
de vous assurer
											que le traitement de données distribué
soit au moins aussi efficace
											que le traitement de données centralisé.
											Voilà notre rempart le plus solide
pour protéger la démocratie.
											Pour le reste d'entre nous,
qui ne sommes pas ingénieurs,
											la question la plus importante
à se poser demeure :
											comment pouvons-nous éviter
d'être manipulés
											par ceux qui contrôlent les données ?
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											The enemies of liberal democracy,
they have a method.
											They hack our feelings.
											Not our emails, not our bank accounts —
											they hack our feelings of fear
and hate and vanity,
											and then use these feelings
											to polarize and destroy
democracy from within.
											This is actually a method
											that Silicon Valley pioneered
in order to sell us products.
											But now, the enemies of democracy
are using this very method
											to sell us fear and hate and vanity.
											They cannot create
these feelings out of nothing.
											So they get to know our own
preexisting weaknesses.
											And then use them against us.
											And it is therefore
the responsibility of all of us
											to get to know our weaknesses
											and make sure that they
do not become a weapon
											in the hands of the enemies of democracy.
									","
											Özgürlükçü demokrasi düşmanlarının
bize karşı bir yöntemi var.
											Hislerimiz ele geçiriyorlar.
											Epostalarımızı, banka hesaplarımızı değil.
											Korku, nefret ve kibir 
duygularımızı ele geçirip
											sonra bu hisleri bizi kutuplaştırmak
											ve demokrasiyi 
içten yıkmak için kullanıyorlar.
											Bu aslında Silikon Vadisi'nin
											ürünlerini satmak için
öncülük ettiği bir yöntem.
											Şimdi ise demokrasi düşmanları
korku, nefret ve kibir satmak için
											bu yöntemin aynını kullanıyorlar.
											Bu duyguları yokta var edemezler.
											Bizim zaten var olan zayıflıklarımızı
öğrenmek zorundalar.
											Sonra bunu bize karşı kullanacaklar.
											Bu yüzden zayıf yanlarımızın
farkına vararak
											bunların demokrasi düşmanlarının elinde
											bize karşı bir silah olarak
kullanılmasına engel olmak
											hepimizin sorumluluğu altında.
									","
											Os inimigos da democracia liberal
têm um método.
											Apoderam-se dos nossos sentimentos,
											Não é dos nossos ""e-mails"",
nem das nossas contas bancárias,
											apoderam-se dos nossos sentimentos
de medo, de ódio, de vaidade
											e, depois, usam esses sentimentos
											para polarizar e destruir
a democracia, por dentro.
											Este é um método
											que a Silicon Valley foi a primeira a usar
para nos vender produtos.
											Mas hoje, os inimigos da democracia
estão a usar o mesmo método
											para nos vender o medo,
o ódio e a vaidade.
											Não podem criar esses sentimentos
a partir do nada,
											por isso, têm que conhecer 
as nossas fraquezas pré-existentes.
											Depois, usam-nas contra nós.
											Assim, somos todos responsáveis
											por conhecer as nossas fraquezas
											e garantir que elas não
se tornem uma arma
											nas mãos dos inimigos da democracia.
									","
											Die Feinde der liberalen Demokratie
haben eine Methode.
											Sie dringen in unsere Gefühle ein.
											Nicht in unsere E-Mails
oder unsere Bankkonten —
											Sie dringen in unsere Angst,
den Hass und die Eitelkeit ein
											und benutzen diese Gefühle,
											um zu polarisieren und die Demokratie
von innen heraus zu zerstören.
											Das ist eigentlich eine Methode,
											die das Silicon Valley entwickelte,
um uns Produkte zu verkaufen.
											Aber nun nutzen die Feinde 
der Demokratie ebenjene Methode,
											um uns Angst, Hass
und Eitelkeit zu verkaufen.
											Sie können diese Gefühle
nicht aus dem Nichts erzeugen.
											Also müssen sie unsere eigenen
vorhandenen Schwächen kennen.
											Und sie dann gegen uns selbst verwenden.
											Deshalb ist es unser aller Verantwortung,
											unsere Schwächen herauszufinden
											und sicherzustellen,
dass sie nicht zu Waffen
											in den Händen der Demokratiefeinde werden.
									","
											Les ennemis de la démocratie libérale
ont leur propre méthode.
											Ils piratent nos émotions.
											Pas nos messageries,
ni nos comptes bancaires —
											ils piratent nos sentiments de peur,
de haine et de vanité,
											puis utilisent ces mêmes émotions
											pour polariser la démocratie
et la détruire de l'intérieur.
											Il s'agit bien là d'une méthode
											que la Silicon Valley a initiée
afin de nous vendre ses produits.
											Maintenant, les ennemis de la démocratie
utilisent cette même méthode
											pour nous vendre de la peur,
de la haine et de la vanité.
											Ils ne peuvent pas créer ces sentiments
à partir de rien.
											Ils en viennent alors à connaître
nos faiblesses pré-existantes.
											Ensuite, ils les utilisent contre nous.
											Il est donc notre responsabilité à tous
											de connaître nos propres points faibles
											et de s'assurer
qu'ils ne deviennent pas une arme
											dans les mains des ennemis
de la démocratie.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Getting to know our own weaknesses
											will also help us to avoid the trap
of the fascist mirror.
											As we explained earlier,
fascism exploits our vanity.
											It makes us see ourselves
as far more beautiful than we really are.
											This is the seduction.
											But if you really know yourself,
											you will not fall
for this kind of flattery.
											If somebody puts a mirror
in front of your eyes
											that hides all your ugly bits
and makes you see yourself
											as far more beautiful
and far more important
											than you really are,
											just break that mirror.
									","
											Zayıf yanlarımızın farkına varmak
											faşist ayna tuzağından da 
kaçınmamızda yardım edecek.
											Daha önce açıkladığımız gibi,
faşizm kibirimizden faydalanıyor.
											Kendimizi olduğumuzdan 
çok daha güzel görmemizi sağlıyor.
											Bu bir baştan çıkarma.
											Ancak kendinizi gerçekten tanıyorsanız
											bu övgü seline kendinizi kaptırmazsınız.
											Birisi tüm kusurlarınızı kapatan
											sizi olduğunuzdan çok daha güzel
											ve çok daha önemli gösteren bir aynayı
											gözlerinizn önüne koyarsa
											o aynayı kırın.
									","
											Conhecer as nossas fraquezas
											também nos ajudará a evitar
a armadilha do espelho fascista.
											Como expliquei há bocado,
o fascismo explora a nossa vaidade,
											faz com que nos vejamos
muito mais belos do que somos na realidade.
											É essa a sedução.
											Mas se nos conhecermos realmente,
											não cairemos nesse tipo de lisonja.
											Se alguém puser um espelho
à nossa frente,
											que esconda todos os nossos defeitos
e faça com que nos vejamos
											muito mais belos
e muito mais importantes
											do que somos na realidade,
											temos que partir esse espelho.
									","
											Unsere eigenen Schwächen zu erkennen,
											wird uns auch helfen, die Falle
des faschistischen Spiegels zu vermeiden.
											Wie bereits erklärt:
											Der Faschismus nutzt unsere Eitelkeit aus.
											Er lässt uns selbst viel schöner finden,

											als wir wirklich sind.
											Das ist die Verführung.
											Aber wenn Sie sich wirklich selbst kennen,
											fallen Sie nicht
auf diese Schmeichelei herein.
											Hält Ihnen jemand einen Spiegel vor,
											der Ihre hässlichen Stellen verbirgt,
											und Sie sich als viel schöner
und viel wichtiger sehen lässt,
											als Sie wirklich sind,
											zerbrechen Sie einfach den Spiegel.
									","
											Apprendre à connaître
nos propres faiblesses
											nous aidera également à éviter
le piège du miroir fasciste.
											Comme nous l'avons vu plus tôt,
le fascisme exploite notre vanité.
											Il nous fait voir une image de nous-mêmes
beaucoup plus belle que la réalité.
											C'est là l'attrait.
											Mais si vous vous connaissez bien,
											vous ne tomberez pas dans le piège
qu'offre ce genre de flatterie.
											Si quelqu'un place un miroir devant vous,
											et que ce miroir cache tous vos défauts
et vous faire paraître
											beaucoup plus beau
et beaucoup plus important
											que vous ne l'êtes en réalité,
											brisez ce miroir.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Obrigado.
									","
											Danke.
									","
											Merci.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Chris Anderson: Yuval, thank you.
											Goodness me.
											It's so nice to see you again.
											So, if I understand you right,
											you're alerting us
to two big dangers here.
											One is the possible resurgence
of a seductive form of fascism,
											but close to that, dictatorships
that may not exactly be fascistic,
											but control all the data.
											I wonder if there's a third concern
											that some people here
have already expressed,
											which is where, not governments,
but big corporations control all our data.
											What do you call that,
											and how worried should we be about that?
									","
											Chris Anderson: Yuval, teşekkürler.
											Oh Tanrım.
											Seni tekrar görmek ne güzel.
											Seni iyi anladıysam
											bizi iki tehlike hakkında uyarıyorsun.
											Birisi daha baştan çıkarıcı
yeni bir faşizm türünün çıkması,
											bununla birlikte diktatörlüklerin
tam olarak faşist olmayabileceği
											ama tüm verileri 
kontrol altına alabileceği.
											Burada bazı kimselerin dile getirdiği
											üçüncü bir sorun olup olmadığını
merak ediyorum,
											hükûmetlerin değil, büyük şirketlerin
tüm verilerimizi kontrol etmesi.
											Buna ne dersiniz
											ve bu konuda ne kadar endişelenmeliyiz?
									","
											Chris Anderson: Yuval, obrigado.
											Meu Deus!
											É bom voltar a ver-te.
											Então, se bem entendi,
											estás a alertar-nos 
para dois grandes perigos.
											Um é o possível regresso
de uma forma sedutora do fascismo,
											e, junto com ele, ditaduras
que não são propriamente fascistas
											mas controlam todas as informações.
											Será que existe uma terceira preocupação
											que algumas pessoas aqui já exprimiram,
											que é não serem os governos,
											mas as grandes empresas
a controlar todos os nossos dados?
											O que é que chamas a isso
											e até que ponto nos devemos
preocupar com isso?
									","
											Chris Anderson: Danke, Yuval.
											Gute Güte.
											Es ist so schön, Sie wiederzusehen.
											Wenn ich Sie richtig verstehe,
											warnen Sie uns vor zwei großen Gefahren.
											Eine ist das mögliche Wiederaufleben
einer verführenden Form des Faschismus,
											dennoch sind Diktaturen vielleicht
nicht direkt faschistisch,
											aber kontrollieren die ganzen Daten.
											Ich frage mich,
ob es eine dritte Sorge gibt,
											die einige Leute hier schon äußerten,
nämlich, dass nicht Regierungen,
											sondern Großkonzerne
unsere ganzen Daten kontrollieren.
											Wie bezeichnen Sie das
											und wie besorgt sollten wir darüber sein?
									","
											Chris Anderson : Merci, Yuval.
											Oh mon Dieu !
											Quel plaisir de vous revoir.
											Donc, si je vous ai bien compris,
											vous nous mettez en garde
contre deux sérieux dangers.
											Le premier est le retour possible
d'une forme séduisante de fascisme,
											mais dans la même veine, des dictatures
qui ne sont peut-être pas fascistes,
											mais qui contrôlent toutes les données.
											Je me demande s'il n'y a pas
un troisième danger,
											que certaines personnes ici
ont déjà soulevé ;
											que non pas des gouvernements mais
des entreprises contrôlent nos données.
											Comment qualifier cela,
											et devrait-on s'en inquiéter ?
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Yuval Noah Harari: Well, in the end,
there isn't such a big difference
											between the corporations
and the governments,
											because, as I said, the questions is:
Who controls the data?
											This is the real government.
											If you call it a corporation
or a government —
											if it's a corporation
and it really controls the data,
											this is our real government.
											So the difference
is more apparent than real.
									","
											Yuval Noah Harari: Bu işte
hükûmetler ve şirketler arasında
											çok büyük bir fark olduğunu sanmıyorum
											çünkü söylediğim gibi asıl soru:
Veriler kimin kontrolünde?
											Gerçek hükümet bu.
											Buna büyük şirket veya hükûmet diyorsanız,
											yani büyük bir şirketse
ve gerçekten veriler kontrolü altındaysa
											gerçek hükûmet odur.
											Yani fark gerçekten çok görünende.
									","
											Yuval Noah Harari: Não há grande diferença
											entre as empresas e os governos
											porque, como já disse, a questão é:
Quem controla as informações?
											É esse o verdadeiro governo.
											Podemos chamar-lhe
uma empresa ou um governo.
											Se é uma empresa quem controla
realmente as informações,
											ela é o nosso verdadeiro governo.
											Portanto, a diferença
é mais aparente do que real.
									","
											Yuval Noah Harari: Letztlich gibt es
keinen großen Unterschied
											zwischen Unternehmen und Regierungen,
											weil die Frage ist:
Wer kontrolliert die Daten?
											Der ist die tatsächliche Regierung.
											Ob man es Unternehmen
oder Regierung nennt —
											wenn es ein Unternehmen ist
und tatsächlich die Daten kontrolliert,
											ist es unsere tatsächliche Regierung.
											Also ist der Unterschied
mehr scheinbar als real.
									","
											Yuval Noah Harari : Eh bien,
en fin de compte, il y a peu de différence
											entre les entreprises
et les gouvernements,
											car, comme je l'ai dit, la question est : 
qui contrôle les données ?
											C'est le vrai gouvernement.
											Que vous l'appeliez 
entreprise ou gouvernement,
											si une entreprise contrôle
véritablement les données,
											elle est notre véritable gouvernement.
											Ainsi, la différence
en est une d'apparence.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											CA: But somehow,
at least with corporations,
											you can imagine market mechanisms
where they can be taken down.
											I mean, if consumers just decide
											that the company is no longer
operating in their interest,
											it does open the door to another market.
											It seems easier to imagine that
											than, say, citizens rising up
and taking down a government
											that is in control of everything.
									","
											CA: Ama nasılsa
en azından büyük şirketlerde
											bunların kaldırılabileceği
pazar mekanizmaları var.
											Eğer tüketiciler,
											şirketin kendi çıkarları için
çalışmadığına karar verirse
											kesinlikle başka bir pazara kapı açar.
											Şunu düşünmek daha kolay olur,
											vatandaşlar ayaklanıyor
ve her şeyi kontrolü altında tutan
											hükûmeti deviriyorlar.
									","
											CA: Mas, pelo menos,
no que toca às empresas,
											imaginamos mecanismos de mercado
que podem ser adotados.
											Ou seja, se os consumidores decidirem
											que a companhia já não funciona
no interesse deles,
											isso abre a porta a outro mercado.
											Parece mais fácil imaginar isso
											do que os cidadãos se revoltarem
e derrubarem um governo
											que controla tudo.
									","
											CA: Aber irgendwie kann man sich
zumindest bei Unternehmen
											Marktmechanismen vorstellen,
die sie zu Fall bringen können.
											Wenn Kunden einfach entscheiden,
											dass das Unternehmen nicht länger
ihren Interessen dient,
											öffnet es die Tür zu einem anderen Markt.
											Das scheint einfacher vorstellbar,
											als, z.B. Bürger, die sich erheben und die
Regierung stürzen, die alles kontrolliert.
									","
											CA : D'une certaine manière,
avec les entreprises du moins,
											on peut penser que des mécanismes
du marché peuvent les faire tomber.
											Ainsi, si les consommateurs décident
											que cette compagnie
ne sert plus leurs intérêts,
											cela permet l'émergence
d'un nouveau marché.
											Ça semble plus plausible que,
											disons, des citoyens qui s'insurgent
et renversent un gouvernement
											qui contrôle tout.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											YNH: Well, we are not there yet,
											but again, if a corporation really
knows you better than you know yourself —
											at least that it can manipulate
your own deepest emotions and desires,
											and you won't even realize —
											you will think this is
your authentic self.
											So in theory, yes, in theory,
you can rise against a corporation,
											just as, in theory, you can rise
against a dictatorship.
											But in practice,
it is extremely difficult.
									","
											YNH: Daha o aşamada değiliz,
											ama yine de bir şirket gerçekten sizi
kendinizden daha iyi tanıyorsa —
											en azından en derin duygu 
ve isteklerinizi manipüle edebilir
											ve bunun farkına bile varmazsınız,
											bunun kendinz olduğunu sanırsınız.
											Yani teorik olarak evet,
bir şirkete karşı ayaklanabilirsiniz.
											Tıpkı teoride bir diktatörlüğe
ayaklanabileceğiniz gibi.
											Ancak uygulamada,
bunu yapmak aşırı zor.
									","
											YNH: Bom, ainda lá não chegámos,
											mas, se uma empresa nos conhecer 
melhor do que nós nos conhecemos,
											pode manipular as nossas emoções
e desejos mais profundos,
											e nós nem sequer nos damos conta,
											pensamos que isso é o nosso autêntico eu.
											Portanto, em teoria, podemos
revoltar-nos contra uma empresa
											tal como, em teoria, nos podemos
revoltar contra uma ditadura.
											Mas, na prática, é extremamente difícil.
									","
											YNH: Da sind wir noch nicht,
											aber nochmal, wenn ein Unternehmen
Sie besser kennt, als Sie sich selbst —
											zumindest dass es Ihre tiefsten Gefühle
und Wünsche manipulieren kann
											und Sie es nicht einmal merken —
											werden Sie glauben, dass es
Ihr authentisches Selbst ist.
											Theoretisch kann man sich gegen
ein Unternehmen auflehnen,
											wie man sich theoretisch
gegen eine Diktatur erheben kann.
											Aber praktisch ist es äußerst schwierig.
									","
											YNH : Nous n'en sommes pas là,
											mais je répète que si une entreprise vous
connaît mieux que vous-même,
											elle peut à tout le moins manipuler
vos désirs et émotions les plus profonds,
											sans que vous ne le réalisiez —
											vous croyez qu'il s'agit bien là
de votre véritable personne.
											Donc, en théorie, vous pouvez
vous opposer à une entreprise,
											de la même manière que vous pouvez,
en théorie, vous opposer à une dictature.
											Mais en réalité,
c'est extrêmement difficile.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											CA: So in ""Homo Deus,"" you argue
that this would be the century
											when humans kind of became gods,
											either through development
of artificial intelligence
											or through genetic engineering.
											Has this prospect of political
system shift, collapse
											impacted your view on that possibility?
									","
											CA: ''Homo Deus'' kitabında
insanların tantı gibi olacağı
											bir yüzyıl olacağını savunuyorsun,
											yapay zekâ ilerlemesiyle
											veya genetik mühendislikle.
											Konuşmanda bahsettiğin
siyasi sistem değişikliği ve düşüş
											kitabındaki bu beklentiyi hiç etkiledi mi?
									","
											CA: Em ""Homo Deus"", 
argumentas que este é o século
											em que os seres humanos
se tornam como deuses
											quer através da evolução
da inteligência artificial
											quer através da engenharia genética.
											Esta perspetiva de mudança
de sistema político desaparece
											perante o impacto da tua visão
dessa possibilidade?
									","
											CA: Im Buch ""Homo Deus"" erörtern Sie,
dass dies das Jahrhundert sein würde,
											wenn Menschen eine Art Götter werden,
											entweder durch die Entwicklung
von künstlicher Intelligenz
											oder durch Gentechnik.
											Hat diese Aussicht auf politischen
Systemwechsel, Zusammenbruch,
											einen Einfluss darauf,
wie Sie diese Möglichkeit sehen?
									","
											CA: Dans votre livre « Homo Deus »,
vous avancez que ce siècle sera celui
											où les hommes sont en quelque sorte
devenus des dieux,
											soit par le développement
de l'intelligence artificielle,
											soit par l'ingénierie génétique.
											La possibilité d'un changement ou 
d'un effondrement du système politique
											a-t-elle changé votre vision
de cette éventualité ?
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
