en,tr,es,de,fr,title,speaker,duration,tags
"
											But what does this mean?
											It means that the 240 million people
											who live in the Hindu Kush
Himalaya region —
											in Afghanistan, Pakistan, India,
China, Nepal, Bangladesh, Myanmar
											and my own beloved country, Bhutan —
											these people will be directly affected.
											When glaciers melt,
											when there's more rain and less snow,
											there will be huge changes
in the way water behaves.
											There will be more extremes:
											more intense rain,
more flash floods, more landslides,
											more glacial lake outburst floods.
											All this will cause
unimaginable destruction
											in a region that already has
some of the poorest people on earth.
									","
											Peki, bu ne demek?
											Bu demek oluyor ki 240 milyon insan,
											Hindukuş-Himalaya bölgesinde,
											Afganistan, Pakistan, Hindistan, Çin,
Nepal, Bangladeş, Myanmar
											ve sevgili ülkem Bhutan da yaşayan
bu insanlar
											direkt olarak etkilenecek.
											Buzullar eridiğinde,
											daha çok yağmur ve daha az kar olduğunda
											suyun davranışında muazzam
değişiklikler olacak.
											Daha uç olaylar yaşayacağız;
											daha şiddetli yağmur, daha çok su baskını,
daha çok toprak kayması,
											daha çok buzul gölü taşkınları.
											Bütün bunlar dünyanın halihazırda en fakir
insanlarından bazılarının yaşadığı bölgede
											hayal edilemeyecek yıkıma neden olacak.
									","
											¿Qué significa esto?
											Significa que los 240 millones de personas
											que viven en la región Hindú Kush Himalaya
											–en Afganistán, Pakistán, India,
China, Nepal, Bangladesh, Myanmar
											y en mi bienamado Bután–
											toda esta gente se verá afectada
en forma directa.
											Cuando se derritan los glaciares,
											cuando haya más lluvia y menos nieve,
											habrá enormes cambios
en el comportamiento del agua.
											Habrá más fenómenos extremos:
											más lluvia intensa, más inundaciones
repentinas, más deslizamientos,
											más inundaciones por desbordamientos
de lagos glaciares.
											Todo esto causaría
una destrucción inimaginable
											en una de las zonas más pobres del mundo.
									","
											und durch die globale Erwärmung
schmelzen sie noch schneller.
											Was hat das zu bedeuten?
											Es bedeutet, dass
die 240 Millionen Menschen
											die in der Region
des Hindukusch Himalaya leben —
											in Afghanistan, Pakistan, Indien,
China, Nepal, Bangladesch, Myanmar
											und meinem geliebten Land, Bhutan —
											direkt betroffen sein werden.
											Wenn Gletscher schmelzen
											und es mehr Regen als Schnee gibt,
											wird es große Veränderungen
des Wasserverhaltens geben.
											Es wird mehr Extreme geben:
											Mehr heftige Niederschläge,
mehr Sturzfluten, mehr Erdrutsche,
											mehr Gletschersee-Ausbrüche.
											All das wird unvorstellbare
Zerstörung verursachen,
									","
											Qu'est-ce que cela veut dire ?
											Que les 240 millions de personnes,
											vivant dans l'aire Hindou-Kouch-Himalaya –
											en Afghanistan, au Pakistan, en Inde, en
Chine, au Népal, au Bangladesh, au Myanmar
											et dans mon propre pays, le Bhoutan –
											tous ces gens seront directement touchés.
											Quand les glaciers fondront,
											qu'il y aura plus de pluie que de neige,
											le mouvement de l'eau connaîtra
d'énormes changements.
											Des changements extrêmes :
											plus de pluies intenses, d'inondations,
de glissements de terrain,
											plus de crues de débordements
des lacs glaciaires.
											Tout cela causera
des destructions inimaginables,
											dans une région où vivent des populations
parmi les plus pauvres sur Terre.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											But it's not just the people
in the immediate region
											who'll be affected.
											People living downstream
will also be hit hard.
											That's because 10 of their major rivers
											originate in the Hindu Kush
Himalaya mountains.
											These rivers provide
critical water for agriculture
											and drinking water
											to more than 1.6 billion people
living downstream.
											That's one in five humans.
											That's why the Hindu Kush
Himalaya mountains
											are also called
the ""water towers of Asia.""
									","
											Sadece hemen o çevredeki insanlar
etkilenmeyecek.
											Akıntının yönünde yaşayan insanları da
kötü vuracak.
											Çünkü onların ana nehirlerinden 10 tanesi
											Hindukuş-Himalaya dağlarında doğuyor.
											Bu nehirler, akıntı yönünde yaşayan
											1,6 milyar insandan fazlasına
											sulama ve içme suyu sağlıyor.
											Bu beş insanoğlundan biri demek.
											İşte bu yüzden Hindukuş-Himalaya dağlarına
											ayrıca ""Asya'nın su kuleleri"" deniyor.
									","
											Y no es solo la gente
de la región inmediata
											la que será afectada.
											Las personas que viven río abajo
también serán duramente afectadas.
											Eso ocurre porque diez
de los ríos más importantes
											se forman en las montañas
de la región Hindú Kush Himalaya.
											Estos ríos proporcionan
el agua esencial para la agricultura
											y el agua potable
											a más de 1600 millones de personas
que viven río abajo.
											Es representa a uno de cada cinco
seres humanos.
											Por eso las montañas
de Hindú Kush Himalaya
											también se conocen
como las ""torres de agua de Asia"".
									","
											in einem Gebiet in dem einige
der ärmsten Menschen der Welt leben.
											Nicht nur Menschen in unmittelbarer Nähe
											werden betroffen sein.
											Menschen, die flussabwärts leben
wird es hart treffen.
											Deshalb, weil 10 ihrer großen Flüsse
											aus den Bergen des Hindukusch
Himalaya stammen.
											Diese Flüsse liefern
das Wasser für die Landwirtschaft
											und Trinkwasser
											für mehr als 1,6 Milliarden Menschen,
die flussabwärts leben.
											Das ist einer von fünf Menschen.
											Deshalb werden die Berge
des Hindukusch Himalaya
									","
											Mais ce ne sont pas uniquement
les populations de la région
											qui seront affectées.
											Les habitants en aval
seront aussi concernés.
											Car dix de leurs principaux fleuves
											prennent leurs sources dans les montagnes
de l'aire Hindou-Kouch-Himalaya.
											Ces rivières fournissent l'eau
nécessaire à l'agriculture
											et de l'eau potable
											à plus de 1,6 milliard
de personnes en aval.
											On parle ici d'un humain sur cinq.
											C'est pourquoi les montagnes
de l'aire Hindou-Kouch-Himalaya
											sont aussi appelées
« les châteaux d'eau de l'Asie ».
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											But when glaciers melt,
											when monsoons turn severe,
											those rivers will obviously flood,
											so there will be deluges
when water is not required
											and droughts will be very common,
											when water is desperately required.
											In short, Asia's water tower
will be broken,
											and that will be disastrous
for one-fifth of humanity.
									","
											Ama buzullar eridiğinde,
											musonlar daha şiddetlendiğinde,
											bu nehirler tabii ki taşacak,
											suya ihtiyaç olmadığı zamanlarda
seller olurken,
											suya en çok ihtiyaç olduğu zamanlarda ise
											kuraklık çok yaygın bir hal alacak.
											Kısaca, Asya'nın su kulesi
yıkılmış olacak
											ve bu insanlığın beşte biri için
felaket olacak.
									","
											Pero cuando se derritan los glaciares,
											cuando los monzones se agudicen,
											esos ríos se desbordarán sin duda
											y habrá diluvios cuando el agua
no haga falta,
											y las sequías serán algo muy normal
											cuando el agua se necesite 
desesperadamente.
											En breve, la torre de agua
de Asia se romperá,
											y eso será un desastre
para un quinto de la humanidad.
									","
											auch die ""Wassertürme von Asien"" genannt.
											Aber wenn Gletscher schmelzen,
											wenn Monsune heftiger werden,
											werden diese Flüsse überlaufen.
											Also wird es Überflutungen geben,
wenn kein Wasser benötigt wird
											und Dürren werden oft vorkommen,
											wenn dringend Wasser benötigt wird.
											Kurz gesagt, die Wassertürme Asiens
werden defekt sein
									","
											Quand les glaciers fondront,
											quand la mousson se renforcera,
											ces rivières déborderont forcément.
											Des déluges arriveront
quand on n'aura pas besoin d'eau
											et les sécheresses seront plus fréquentes
											quand nous manquerons éperdument d'eau.
											Les châteaux d'eau de l'Asie
ne fonctionneront plus.
											Ce sera un drame
pour un cinquième de l'humanité.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											Should the rest of the world care?
											Should you, for instance, care?
											Remember, I didn't care
when I heard that the Maldives
											could disappear underwater.
											And that is the crux
of the problem, isn't it?
											We don't care.
											We don't care until
we are personally affected.
											I mean, we know.
We know climate change is real.
											We know that we face
drastic and dramatic change.
											We know that it is coming fast.
											Yet most of us
											act as if everything were normal.
											So we must care,
											all of us,
											and if you can't care for those who are
affected by the melting of glaciers,
											you should at least care for yourself.
											That's because the Hindu Kush
Himalaya mountains —
											the entire region
is like the pulse of the planet.
											If the region falls sick,
											the entire planet will eventually suffer.
											And right now,
											with our glaciers melting rapidly,
											the region is not just sick —
											it is crying out for help.
									","
											Bu dünyanın geri kalanının
umrunda olmalı mı?
											Mesela, sizin umurunuzda olmalı mı?
											Unutmayın, ben de Maldivler'in sular
altında kalabileceğini
											duyduğumda umursamamıştım.
											Zaten esas mesele de bu değil mi?
											Umursamıyoruz.
											Kendimiz bizzat etkilenmeden
umursamıyoruz.
											Yani, biliyoruz. İklim değişiminin
gerçek olduğunu biliyoruz.
											Sert ve dramatik bir değişimle
karşı karşıyayız biliyoruz.
											Hızla geldiğini biliyoruz.
											Ama yine de çoğumuz
											her şey normalmiş gibi davranıyoruz.
											Umursamalıyız,
											hepimiz,
											buzulların erimesinden etkilenenler için
umursamasak bile,
											en azından kendimiz için umursamalıyız.
											Çünkü Hindukuş-Himalaya dağları,
											bütün o bölge, gezegenin nabzı gibi.
											Eğer bölge hastalanırsa,
											tüm gezegen önünde sonunda acı çeker.
											Şimdi,
											buzullarımız hızla eriyorken,
											bölge sadece hasta değil,
											yardım çığlığı da atıyor.
									","
											¿Debería importarle al resto del mundo?
											¿Debería importarles a Uds.?
											Recuerden que a mí no me importaba
que las Maldivas
											pudieran quedar sumergidas.
											Y este es el quid de la cuestión.
											No nos importa.
											No nos importa hasta que
nos afecta personalmente.
											Sabemos que el cambio climático es real.
											Sabemos que nos esperan
cambios drásticos y radicales.
											Sabemos que se acercan rápidamente.
											Y, a pesar de todo, 
la mayoría de nosotros
											seguimos actuando como 
si todo fuera normal.
											Nos tiene que importar a todos,
											a todos nosotros,
											y si no nos preocupamos por los afectados
por el derretimiento de los glaciares,
											por lo menos deberíamos preocuparnos
por nosotros mismos.
											Porque la región Hindú Kush Himalaya,
											la región entera es el pulso del planeta.
											Si la región se enferma,
											el planeta entero va a sufrir.
											Y ahora mismo,
											mientras los glaciares
se derriten rápidamente,
											la región no solo está enferma,
											sino que está suplicando
para que la ayuden.
									","
											und das wird für ein Füntel
der Menschheit katastrophal enden.
											Sollte sich der Rest
der Welt Sorgen machen?
											Sollten Sie sich, zum Beispiel, sorgen?
											Ich machte mir keine Sorgen,
dass die Malediven
											im Wasser untergehen könnten.
											Das ist der Kern des Problems, oder nicht?
											Es kümmert uns nicht.
											Es kümmert uns nicht,
bis wir selbst davon betroffen sind.
											Wir wissen doch, 
dass der Klimawandel echt ist.
											Wir wissen, dass wir drastischen
Veränderungen gegenüberstehen.
											Wir wissen, dass es schnell kommt.
											Trotzdem tut jeder von uns so,
											als wäre alles normal.
											Also müssen wir uns sorgen,
											alle von uns.
											Wenn Sie sich nicht um die Betroffenen
der Gletscherschmelze sorgen können,
											sollten Sie zumindest
für sich selbst sorgen.
											Das ist weil die Berge
des Hindukusch Himalaya —
											das ganze Gebiet
ist wie der Puls des Planeten.
											Wenn das Gebiet erkrankt,
											wird der ganze Planet schließlich leiden.
											Und nun,
											samt unseren schnell
schmelzenden Gletschern,
											ist das Gebiet nicht nur krank —
									","
											Le reste du monde doit-il s'en soucier ?
											Devriez-vous, par exemple,
vous en soucier ?
											Rappelez-vous, je m'en fichais
quand j'ai appris que les Maldives
											pourraient disparaître.
											Et c'est bien là le cœur du problème.
											On s'en fiche.
											On s'en fiche jusqu'à ce que
nous soyons concernés.
											Nous savons que 
le changement climatique est réel.
											Nous savons que des changements
majeurs se préparent.
											Nous savons qu'ils arrivent vite.
											Et pourtant la majorité d'entre nous
											agit comme si de rien n'était.
											Nous devons nous en soucier,
											nous tous,
											et si vous ne vous souciez pas de ceux
qui sont touchés par la fonte des glaces,
											vous devriez vous en souciez
au moins pour vous-même.
											Parce que les montagnes
de l'aire Hindou-Kouch-Himalaya –
											toute cette région, c'est comme
le pouls de la planète.
											Si cette région est malade,
											la planète entière va finir
par être atteinte.
											Et maintenant,
											avec nos glaciers qui fondent rapidement,
											notre région n'est pas seulement malade,
											elle appelle à l'aide.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											And how will it affect
the rest of the world?
											One obvious scenario
is the potential destabilization
											caused by tens of millions
of climate refugees,
											who'll be forced to move
because they have no or little water,
											or because their livelihoods
have been destroyed
											by the melting of glaciers.
											Another scenario we can't take lightly
											is the potential of conflict over water
											and the political destabilization
in a region that has three nuclear powers:
											China, India, Pakistan.
									","
											Dünyanın geri kalanını nasıl etkileyecek?
											Bariz senaryolardan biri,
											sularının olmamasından ya da 
geçim kaynaklarının yok olmasından dolayı
											göçe zorlanacak on milyonlarca iklim 
mültecisinin yaratacağı düzen bozulması.
											Hafife alamayacağımız bir diğer senaryo da
											olası bir su çatışması
											ve bundan doğacak olan üç nükleer gücün
olduğu bir bölgedeki politik düzensizlik:
											Çin, Hindistan, Pakistan.
									","
											¿Y cómo afectará al resto del mundo?
											Un supuesto lógico
es la potencial desestabilización
											creada por decenas de millones
de refugiados climáticos,
											que se verán obligados a mudarse
por la falta de agua,
											o por haberse quedado
sin poder ganarse la vida
											por culpa del derretimiento
de los glaciares.
											Otra posibilidad que no podemos 
tomarnos a la ligera
											son los potenciales conflictos por el agua
											y la desestabilización política en una
zona que tiene tres potencias nucleares:
											China, India y Pakistán.
									","
											es schreit nach Hilfe.
											Wie wird sich das
auf den Rest der Welt auswirken?
											Ein offensichtliches Szenario
ist die potenzielle Destabilisierung,
											verursacht durch mehrere
zehn Millionen Klimaflüchtlinge,
											die wegen Wassermangels
gezwungen werden auszuwandern,
											oder weil ihre Lebensgrundlage
wegen der schmelzenden Gletscher
											zerstört wurde.
											Noch ein weiteres 
nicht zu unterschätzendes Szenario
											ist ein potenzieller Streit um Wasser
											und eine politische Destabilisierung
auf einem Gebiet von drei Atommächten:
									","
											Et comment cela va-t-il toucher
le reste du monde ?
											Un scénario évident est 
une potentielle déstabilisation
											créée par des dizaines de millions 
de réfugiés climatiques,
											qui seront forcés de migrer
parce qu'ils manquent d'eau
											ou parce que leurs moyens
de subsistance ont été détruits
											par la fonte des glaciers.
											Un autre scénario que nous ne pouvons
pas prendre à la légère,
											c'est un potentiel conflit pour l'eau
											et une déstabilisation politique dans une 
région avec trois puissances nucléaires :
											la Chine, l'Inde et le Pakistan.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											I believe that the situation
in our region is grave enough
											to warrant the creation
of a new intergovernmental agency.
											So as a native
from that part of the world,
											I want to propose here, today,
											the establishment
of the Third Pole Council,
											a high-level,
intergovernmental organization
											tasked with the singular responsibility
											of protecting the world's
third-largest repository of ice.
											A Third Pole Council
											would consist of all eight countries
located in the region
											as member countries,
											as equal member countries,
											and could also include
representative organizations
											and other countries
who have vested interests in the region
											as non-voting members.
											But the big idea
											is to get all stakeholders together
to work together.
											To work together to monitor
the health of the glaciers;
											to work together to shape and implement
policies to protect our glaciers,
											and, by extension,
											to protect the billions of people
who depend on our glaciers.
									","
											Bölgemizdeki durumun,
											bir hükûmetler arası ajansın kurulması
için yeterince vahim olduğuna inanıyorum.
											Dünyanın o bölgesinin bir yerlisi olarak,
											bugün burada, şunu teklif etmek istiyorum:
											Üçüncü Kutup Konseyini kuralım,
											yüksek seviyeli hükûmetler arası
bir kurum,
											dünyanın üçüncü büyük buz deposunu
korumak olan
											tek bir sorumluluk yüklenmiş bir kurum.
											Üçüncü Kutup Konseyi
											bölgedeki sekiz ülkenin 
tamamından oluşacak;
											üye ülkeler olarak,
											eşit üye ülkeler olarak,
											ayrıca oy veremeyenler olarak
temsilci kurumları da
											bölgede menfaati olan 
ülkeleri de içerebilir.
											Ama esas büyük fikir,
											tüm paydaşları birlikte çalışmak üzere
bir araya getirmek.
											Bir arada buzulların sağlığını
gözlemlemek için çalışmak,
											bir arada buzullarımızı koruyacak
politikaları şekillendirmek
											ve hayata geçirmek için çalışmak
											ve böylece buzullarımıza ihtiyaç duyan
milyarlarca insanı korumak.
									","
											Creo que la situación de nuestra
región es lo suficientemente grave
											como para merecer que se establezca
una nueva agencia intergubernamental.
											Como originario de esta parte del mundo,
											quiero proponerles hoy, ahora mismo,
											la fundación del Consejo del Tercer Polo,
											un organismo intergubernamental
de alto nivel
											con la sola responsabilidad
											de proteger el tercer depósito de hielo
más grande del mundo.
											Un Consejo del Tercer Polo
											formado por los ocho países de la región,
											como países miembros,
											como países miembros igualitarios,
											y podría incluir también
organismos representativos
											y otros países con intereses en la región
											como miembros sin voto.
											La gran idea
											es reunir a todas las partes interesadas
para trabajar juntos.
											Colaborar en el seguimiento
de la salud de los glaciares;
											colaborar en el desarrollo y aplicación
de normas para proteger los glaciares,
											y, por ende,
											para proteger a los miles de millones de
personas que dependen de dichos glaciares.
									","
											China, Indien, Pakistan.
											Ich glaube, dass die Situation
in unserem Gebiet gravierend genug ist,
											für die Gründung einer neuen 
zwischenstaatlichen Behörde.
											Als ein Einheimischer
aus diesem Teil der Erde
											schlage ich hier und jetzt vor,
											den Rat des Dritten Pols zu gründen.
											Eine hochrangige,
zwischenstaatliche Organisation,
											die nur dazu beauftragt ist,
											den weltweit drittgrößten
Eis-Speicher zu beschützen.
											Ein Rat des Dritten Pols
											würde aus allen acht Staaten
aus diesem Gebiet bestehen,
											als Mitgliedsstaaten,
											gleichberechtigte Mitgliedsstaaten,
											einschließlich
repräsentative Organisationen
											und anderen Staaten,
die Interesse an dem Gebiet haben,
											als nicht wahlberechtigte Mitglieder.
											Aber der wesentliche Gedanke ist,
											dass alle Interessenvertreter 
zusammenarbeiten.
											Gemeinsam, um für das Befinden
der Gletscher zu sorgen;
											um Richtlinien für den Schutz 
unserer Gletscher zu erlassen,

											und damit auch
									","
											Je pense que la situation
dans notre région est assez grave
											pour mériter la création d'une nouvelle
agence intergouvernementale.
											En tant que natif
de cette partie du monde,
											je veux proposer ici, aujourd'hui,
											la fondation d'un
Conseil du Troisième Pôle,
											une organisation intergouvernementale
de haut niveau,
											dont l'unique mission serait
											de protéger la troisième plus grande 
réserve de glace du monde.
											Le Conseil du Troisième Pôle
											serait composé des huit pays de la région
											en tant qu'États membres,
											des États membres égaux,
											et pourrait aussi inclure 
des organisations représentatives
											et d'autres pays qui ont
des intérêts directs dans la région
											en tant que membres non votants.
											Mais la grande idée
											est de faire en sorte que toutes les
parties prenantes travaillent ensemble.
											Travailler ensemble pour veiller
à la bonne santé des glaciers,
											pour déterminer et mettre en place
des politiques pour protéger nos glaciers,
											et, par extension,
											pour protéger les milliards de personnes
qui dépendent de ces glaciers.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											We have to work together,
											because thinking globally,
acting locally ...
											does not work.
											We've tried that in Bhutan.
											We've made immense sacrifices
to act locally ...
											and while individual localized efforts
will continue to be important,
											they cannot stand up
to the onslaught of climate change.
											To stand up to climate change,
we must work together.
											We must think globally and act regionally.
											Our entire region must come together,
											to work together,
											to fight climate change together,
											to make our voices heard together.
									","
											Birlikte çalışmak zorundayız,
											çünkü küresel düşünüp
yerel hareket etmek
											işe yaramıyor.
											Bunu Bhutan'da denedik.
											Yerel hareket edebilmek için 
muazzam fedakârlıklar yaptık
											ve her ne kadar bireysel yerel çabalar
önemli olmaya devam edecek olsa da
											iklim değişikliğinin saldırısına
karşı koyamazlar.
											İklim değişikliğine karşı ayakta
durabilmek için birlikte çalışmalıyız.
											Küresel düşünüp
bölgesel hareket etmeliyiz.
											Bütün bölge bir araya gelmeli,
											birlikte çalışmalı,
											birlikte iklim değişikliğine
karşı savaşmalı,
											birlikte seslerimizin tekrar
duyulmasını sağlamalıyız.
									","
											Tenemos que trabajar juntos,
											porque si pensamos globalmente
y actuamos localmente,
											eso no servirá.
											Lo tratamos de hacer en Bután.
											Hicimos grandes sacrificios
para actuar localmente;
											y si bien los esfuerzos localizados
seguirán siendo importantes,
											estos no bastan con los estragos
del cambio climático.
											Para combatir el cambio climático,
tenemos que trabajar juntos.
											Debemos pensar globalmente,
pero obrar regionalmente.
											Nuestra región entera debe unirse,
											para trabajar juntos,
											para combatir el cambio climático juntos,
											para hacer que nuestras voces
se escuchen juntas.
									","
											die Millionen Menschen zu beschützen,
die auf unsere Gletscher angewiesen sind.
											Wir müssen zusammenarbeiten,
											weil global zu denken
und lokal zu handeln ...
											nicht funktioniert.
											Wir versuchten das in Bhutan.
											Wir haben viel dafür geopfert,
lokal zu handeln ...
											und während individuelle lokale Bestreben
künftig wichtig sein werden,
											können sie den Angriffen 
des Klimawandels nicht trotzen.
											Um dem Klimawandel zu trotzen
müssen wir zusammenarbeiten.
											Wir müssen global denken 
und regional handeln.
											Unser ganzes Gebiet muss zusammenkommen,
											zusammenarbeiten,
											gegen den Klimawandel kämpfen,
									","
											Nous devons travailler ensemble,
											car « penser globalement,
agir localement »
											ne fonctionne pas.
											Nous avons essayé au Bhoutan.
											Nous avons fait de grands sacrifices
pour agir localement
											et, même si les efforts individuels locaux
continueront d’être importants,
											ils ne peuvent pas résister
aux assauts du changement climatique.
											Pour résister au réchauffement,
nous devons travailler ensemble.
											Nous devons penser globalement
et agir au niveau régional.
											Toute notre région doit se rassembler,
											pour travailler en commun,
											pour se battre en commun,
											pour faire entendre notre voix commune.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
											And that includes India and China.
											They must step up their game.
											They must take the ownership
of the fight to protect our glaciers.
											And for that, these two countries,
these two powerful giants,
											must reduce their own greenhouse gases,
											control their pollution,
and lead the fight.
											Lead the global fight
against climate change.
											And all that with a renewed
sense of urgency.
											Only then — and that, too, only maybe —
											will our region
											and other regions
that depend on our glaciers
											have any chance to avoid
major catastrophes.
									","
											Bu Hindistan ve Çin'i de içeriyor.
											Vites arttırmaları gerekiyor.
											Buzullarımızı korumak için yapılacak
savaşı sahiplenmeleri gerekiyor.
											Bunun için, bu iki güçlü dev ülkenin
											kendi sera gazlarını azaltmaları,
											kirliliklerini kontrol altına alıp
savaşa önderlik etmeleri gerekiyor.
											İklim değişikliğine karşı küresel savaşa
önderlik etmeleri.
											Tüm bunlarda da yenilenmiş bir
aciliyet duygusu ile.
											İşte sadece o zaman belki,
											bölgemiz ve buzullara bağlı olan 
diğer bölgeler
											büyük felaketleri önleme şansına
sahip olabilir.
									","
											Esto incluye a India y China.
											Deben intensificar sus esfuerzos,
											asumir la responsabilidad de la lucha
para proteger nuestros glaciares.
											Y para lograrlo, estos dos países,
estos poderosos gigantes
											deben reducir su emisión
de gases de efecto invernadero,
											controlar su contaminación
y liderar la lucha.
											Liderar la lucha global
contra el cambio climático,
											con un renovado sentido de urgencia.
											Entonces, y solo entonces, quizás,
											tanto nuestra región
											como las otras regiones
que dependen de los glaciares
											podrán evitar mayores catástrofes.
									","
											um von allen gehört zu werden.
											Das betrifft auch Indien und China.
											Sie müssen ihren Teil beitragen.
											Sie müssen es zu ihrer Aufgabe machen,
unsere Gletscher zu beschützen.
											Deshalb müssen diese
beiden gigantischen Staaten
											ihre eigenen Treibhausgase reduzieren,
											ihre Umweltverschmutzung regeln
und den Kampf anführen.
											Den globalen Kampf
gegen den Klimawandel führen.
											All das muss an Dringlichkeit gewinnen.
											Nur dann — und das nur vielleicht —
											wird unsere Region
											und andere Gebiete, die von
unseren Gletschern abhängen
									","
											Et en incluant l'Inde et la Chine
											qui doivent passer au niveau supérieur.
											Ils doivent s'approprier le combat
pour protéger nos glaciers.
											Et pour ce faire, ces deux pays,
ces deux puissants géants,
											doivent réduire leurs propres
émissions de gaz à effet de serre,
											limiter leur pollution, et mener la lutte.
											Mener la lutte mondiale
contre le changement climatique.
											Et tout cela avec un sentiment
d'urgence renouvelé.
											Alors seulement – et encore,
seulement peut-être –
											notre région
											et les autres régions
qui dépendent de nos glaciers
											auront une chance
d’éviter des catastrophes majeures.
									","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
"
","
","
","
","
","An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,14:33,"environment,nature,sustainability,government,climate change,Anthropocene,politics,collaboration,glacier,conservation,Asia"
