fr,en,es,tr,title,speaker,duration,tags
"
											L'embauche humaine est partiale.
											Je sais.
											Dans l'un de mes premiers postes
en tant que programmeuse,
											ma responsable directe
venait parfois me voir
											très tôt le matin
ou très tard l'après-midi
											et elle disait : « Zeinep,
allons déjeuner ! »
											L'heure étrange me laissait perplexe.
											Il est 16h, déjeuner ?
											J'étais fauchée, le déjeuner était gratuit
donc j'y allais toujours.
											Plus tard, j'ai réalisé
ce qu'il se passait.
											Mes responsables directs
n'avaient pas dit à leurs responsables
											qu'ils avaient embauché
pour un travail sérieux une adolescente
											qui portait un jeans
et des baskets au travail.
											Je faisais du bon travail
mais mon allure clochait,
											j'avais les mauvais âge et sexe.
									","
											And look — human hiring is biased.
											I know.
											I mean, in one of my early jobs
as a programmer,
											my immediate manager would sometimes
come down to where I was
											really early in the morning
or really late in the afternoon,
											and she'd say, ""Zeynep,
let's go to lunch!""
											I'd be puzzled by the weird timing.
											It's 4pm. Lunch?
											I was broke, so free lunch. I always went.
											I later realized what was happening.
											My immediate managers
had not confessed to their higher-ups
											that the programmer they hired
for a serious job was a teen girl
											who wore jeans and sneakers to work.
											I was doing a good job,
I just looked wrong
											and was the wrong age and gender.
									","
											La contratación humana es tendenciosa.
											Lo sé.
											Es decir, en uno de mis primeros 
trabajos como programadora,
											mi jefa a veces venía 
allí donde yo estaba
											muy temprano en la mañana 
o muy tarde por la tarde,
											y decía: ""Zeynep, ¡vayamos a comer!""
											Me dejaba perpleja por el 
momento extraño de preguntar.
											Son las 16. ¿Almuerzo?
											Estaba en la ruina, así que, 
ante un almuerzo gratis, siempre fui.
											Más tarde me di cuenta 
de lo que estaba ocurriendo.
											Mis jefes inmediatos no habían 
confesado a sus altos mandos
											que el programador contratado para 
un trabajo serio era una adolescente
											que llevaba pantalones vaqueros 
y zapatillas de deporte en el trabajo.
											Yo hacía un buen trabajo, 
solo que no encajaba
											por la edad y por el sexo equivocado.
									","
											İşe alımda ön yargılı davranılır.
											Biliyorum.
											Yani, programcı olarak çalıştığım ilk
işlerimden birinde
											ilk patronum bazen sabah çok erken ya da
											öğleden sonra çok geç saatlerde
yanıma gelir
											ve ""Zeynep, hadi yemeğe çıkalım!"" derdi.
											Garip zamanlamasına şaşırırdım.
											Saat dört. Öğle yemeği mi?
											Param yoktu, bedava öğle yemeği vardı.
Her zaman giderdim.
											Neler olduğunu daha sonraları anladım.
											Amirlerim kendi üst düzey müdürlerine
çok ciddi bir iş için
											işe aldıkları programcının 
kot pantolon ve spor ayakkabı giyen
											yeni yetme bir kız olduğunu
söylememişlerdi.
											İyi iş çıkarıyordum,
ama yanlış görünüyordum,
											yanlış yaşta ve cinsiyetteydim.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Embaucher d'une manière
aveugle à la couleur et au sexe
											me semble très bien.
											Mais avec ces systèmes,
c'est plus compliqué, voici pourquoi :
											actuellement, les systèmes informatiques
peuvent déduire beaucoup vous concernant
											grâce à vos miettes numériques,
											même si vous n'avez rien révélé.
											Ils peuvent déduire
votre orientation sexuelle,
											vos traits de personnalité,
											vos tendances politiques.
											Ils ont des pouvoirs prédictifs
ayant une exactitude élevée.
											Pour des choses
que vous n'avez pas révélées.
											C'est de la déduction.
									","
											So hiring in a gender- and race-blind way
											certainly sounds good to me.
											But with these systems,
it is more complicated, and here's why:
											Currently, computational systems
can infer all sorts of things about you
											from your digital crumbs,
											even if you have not
disclosed those things.
											They can infer your sexual orientation,
											your personality traits,
											your political leanings.
											They have predictive power
with high levels of accuracy.
											Remember — for things
you haven't even disclosed.
											This is inference.
									","
											Así que contratar a ciegas 
independiente del género y de la raza
											ciertamente me parece bien.
											Sin embargo, con estos sistemas, 
es más complicado, y he aquí por qué:
											Hoy los sistemas informáticos pueden 
deducir todo tipo de cosas sobre Uds.
											a partir de sus pistas digitales,
											incluso si no las han dado a conocer.
											Pueden inferir su orientación sexual,
											sus rasgos de personalidad,
											sus inclinaciones políticas.
											Tienen poder predictivo 
con altos niveles de precisión.
											Recuerden, por cosas que 
ni siquiera han dado a conocer.
											Esta es la inferencia.
									","
											Dolayısıyla cinsiyet ve ırk 
gözetilmeksizin işe alım
											bence kesinlikle iyi fikir.
											Ancak bu sistemlerle konu 
daha karmaşık oluyor, nedeni şu:
											Şimdilerde bilgisayar sistemleri
paylaşmadığınız şeyler bile olsa
											dijital kırıntılarınızdan
											hakkınızda birçok çıkarım yapabilir.
											Cinsel yöneliminizi,
											kişilik özelliklerinizi,
											siyasi görüşünüzü anlayabiliyor.
											Yüksek doğruluk oranlı öngörü güçleri var.
											Unutmayın - paylaşmadığınız
şeyleri bile.
											Bu, çıkarımda bulunmaktır.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											J'ai une amie qui a développé
de tels systèmes informatiques
											pour prévoir la probabilité
d'une dépression clinique ou post-partum
											grâce à vos médias sociaux.
											Les résultats sont impressionnants.
											Son système peut prévoir
les risques de dépression
											des mois avant l'apparition
de tout symptôme —
											des mois avant.
											Aucun symptôme mais une prédiction.
											Elle espère que cela sera utilisé
pour des interventions précoces, super !
											Mais mettez cela
dans le contexte de l'embauche.
									","
											I have a friend who developed
such computational systems
											to predict the likelihood
of clinical or postpartum depression
											from social media data.
											The results are impressive.
											Her system can predict
the likelihood of depression
											months before the onset of any symptoms —
											months before.
											No symptoms, there's prediction.
											She hopes it will be used
for early intervention. Great!
											But now put this in the context of hiring.
									","
											Tengo una amiga que desarrolló 
este tipo de sistemas informáticos
											para predecir la probabilidad 
de depresión clínica o posparto
											a partir de datos de medios sociales.
											Los resultados son impresionantes.
											Su sistema puede predecir 
la probabilidad de depresión
											meses antes de la aparición 
de cualquier síntoma,
											meses antes.
											No hay síntomas, sí hay predicción.
											Ella espera que se use para 
la intervención temprana. ¡Estupendo!
											Pero ahora pongan esto en el 
contexto de la contratación.
									","
											Sosyal medya verilerinden
klinik depresyon veya
											doğum sonrası depresyon ihtimalini
öngören sayısal sistemler geliştiren
											bir arkadaşım var.
											Sonuçlar etkileyici.
											Sistem depresyon ihtimalini
semptomların başlamasından
											aylar öncesinden öngörebiliyor,
											aylar öncesinden.
											Hiçbir semptom yok, ama öngörü var.
											Erken müdahalede
kullanılacağını umuyor. Muhteşem!
											Şimdi de bunu
işe alım kavramına uygulayın.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Lors de cette conférence
de responsables des ressources humaines,
											j'ai approché une responsable
d'une très grande entreprise
											et lui ai dit : « Et si, à votre insu,
											votre système éliminait les gens
avec de forts risques de dépression ?
											Ils ne sont pas en dépression
mais ont plus de risques pour l'avenir.
											Et s'il éliminait les femmes
ayant plus de chances d'être enceintes
											dans un ou deux ans
mais ne le sont pas actuellement ?
											Et s'il embauchait des gens agressifs
car c'est la culture de l'entreprise ? »
											On ne peut pas le dire en regardant
la répartition par sexe.
											Cela peut être équilibré.
											Puisque c'est de l'apprentissage
de la machine, non du code traditionnel,
											il n'y a pas de variables appelées
« plus de risques de dépression »,
											« plus de risques d'être enceinte »,
											« échelle d'agressivité d'un mec ».
											Non seulement vous ignorez
ce que votre système utilise pour choisir,
											mais vous ignorez où chercher.
											C'est une boîte noire.
											Elle a un pouvoir prédictif
mais vous ne le comprenez pas.
									","
											So at this human resources
managers conference,
											I approached a high-level manager
in a very large company,
											and I said to her, ""Look,
what if, unbeknownst to you,
											your system is weeding out people
with high future likelihood of depression?
											They're not depressed now,
just maybe in the future, more likely.
											What if it's weeding out women
more likely to be pregnant
											in the next year or two
but aren't pregnant now?
											What if it's hiring aggressive people
because that's your workplace culture?""
											You can't tell this by looking
at gender breakdowns.
											Those may be balanced.
											And since this is machine learning,
not traditional coding,
											there is no variable there
labeled ""higher risk of depression,""
											""higher risk of pregnancy,""
											""aggressive guy scale.""
											Not only do you not know
what your system is selecting on,
											you don't even know
where to begin to look.
											It's a black box.
											It has predictive power,
but you don't understand it.
									","
											Así que en esa conferencia 
de recursos humanos,
											me acerqué a una gerenta de alto nivel 
de una empresa muy grande,
											y le dije: ""Mira, ¿qué pasaría si, 
sin su conocimiento,
											el sistema elimina a las personas con 
alta probabilidad futura de la depresión?
											No están deprimidos ahora, solo 
quizá en el futuro, sea probable.
											¿Y si elimina a las mujeres con más 
probabilidades de estar embarazadas
											en el próximo año o dos, 
pero no está embarazada ahora?
											¿Y si contratamos a personas agresivas, 
porque esa es su cultura de trabajo?""
											No se puede saber esto 
mirando un desglose por sexos.
											Estos pueden ser equilibrados.
											Y como esto es aprendizaje automático, 
no la programación tradicional,
											no hay una variable etiquetada 
como ""mayor riesgo de depresión"",
											""mayor riesgo de embarazo"",
											""escala de chico agresivo"".
											Ud. no solo no sabe lo que 
su sistema selecciona,
											sino que ni siquiera sabe 
por dónde empezar a buscar.
											Es una caja negra.
											Tiene capacidad de predicción, 
pero uno no lo entiende.
									","
											Bu insan kaynakları
yöneticileri konferansında
											büyük bir şirketin 
üst düzey bir yöneticisiyle görüştüm.
											Ona, ""Peki sisteminiz size bildirmeden
											gelecekte yüksek depresyon ihtimali olan
insanları ayıklıyorsa?
											Şu an psikolojik bozuklukları yok,
ancak belki ileride olabilir.
											Peki şu an hamile olmayan ancak
gelecek bir ya da iki yıl içinde
											hamile kalma ihtimali olan 
kadınları ayıklıyorsa?
											İş yeri kültürünüz öyle olduğu için
agresif insanları işe alıyorsa?"" dedim.
											Bunu cinsiyet analizlerine bakarak 
anlayamazsınız.
											Dengelenmiş olabilirler.
											Ayrıca bu geleneksel kodlama değil
makine öğrenimi olduğu için
											""yüksek depresyon riski"",
""yüksek hamilelik riski"",
											""agresiflik ölçümü"" gibi
											etiket taşıyan değişkenler yok.
											Sadece sisteminizin neyi seçtiğini değil,
											nereden bakmaya başlayacağınızı
bile bilmiyorsunuz.
											Bir kara kutu.
											Tahmin gücüne sahip ancak
onu anlamıyorsunuz.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											J'ai demandé : « Quelle garantie avez-vous
											pour vous assurer que votre boîte noire
ne fait rien de louche ? »
											Elle m'a regardée comme
si je venais de l'insulter.
									","
											""What safeguards,"" I asked, ""do you have
											to make sure that your black box
isn't doing something shady?""
											She looked at me as if I had
just stepped on 10 puppy tails.
									","
											""¿Qué salvaguardia"", pregunté,
											""puede asegurar que la caja negra 
no hace algo perjudicial?""
											Ella me miró como si acabara 
de romper algo valioso.
									","
											""Ne güvenlikleri var?"" diye sordum,
""kara kutunuzun
											gizli bir şey yapmadığından
emin olmak için?""
											Kuyruğuna basmışım gibi bakakaldı.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Elle m'a fixée et m'a dit :
											« Je ne veux rien entendre de plus. »
											Puis elle s'est tournée et est partie.
											Elle n'était pas impolie.
											C'était clairement du :
											« ce que j'ignore n'est pas mon problème,
allez-vous en, regard meurtrier ».
									","
											She stared at me and she said,
											""I don't want to hear
another word about this.""
											And she turned around and walked away.
											Mind you — she wasn't rude.
											It was clearly: what I don't know
isn't my problem, go away, death stare.
									","
											Me miró y dijo:
											""No quiero oír ni una palabra de esto"".
											Dio la vuelta y se alejó.
											Eso sí, ella no fue grosera.
											Era claramente: lo que no sé, no es 
mi problema, vete, encara la muerte.
									","
											Dik dik baktı ve
											""buna dair başka bir şey 
duymak istemiyorum."" dedi.
											Arkasını dönüp gitti.
											Gerçi kaba değildi.
											Açıklaması şu: Bilmediğim şey benim
sorunum değil, bas git, öldürücü bakış.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Un tel système pourrait être moins biaisé
											que les responsables humains.
											Et il pourrait être monétairement censé.
											Mais il pourrait aussi mener
											à une fermeture du marché du travail
stable mais dissimulée
											pour les gens avec
plus de risques de dépression.
											Est-ce le genre de société
que nous voulons bâtir,
											sans même savoir que nous l'avons fait,
											car nous avons confié
la prise de décisions à des machines
											que nous ne comprenons pas vraiment ?
									","
											Look, such a system
may even be less biased
											than human managers in some ways.
											And it could make monetary sense.
											But it could also lead
											to a steady but stealthy
shutting out of the job market
											of people with higher risk of depression.
											Is this the kind of society
we want to build,
											without even knowing we've done this,
											because we turned decision-making
to machines we don't totally understand?
									","
											Un sistema de este tipo 
puede ser incluso menos sesgado
											que los administradores humanos 
en algunos aspectos.
											Y podría tener sentido monetario.
											Pero también podría llevar
											a un cierre constante pero sigiloso 
del mercado de trabajo
											a las personas 
con mayor riesgo de depresión.
											¿Es este el tipo de sociedad 
la que queremos construir,
											sin siquiera saber que lo hemos hecho,
											porque nos movemos en torno a decisiones 
de máquinas que no entendemos totalmente?
									","
											Bakın böyle bir sistem bazı açılardan
insan yöneticilerden
											daha az ön yargılı olabilir.
											Parasal anlam taşıyabilir.
											Ancak depresyon riski
											yüksek olan insanların iş piyasasına
istikrarlı ve gizli olarak girmesini
											engellemeye sebep olabilir.
											Ne yapmış olduğumuzu bile bilmeden 

											kurmak istediğimiz toplum modeli bu mu?
											Çünkü karar verme işini tam olarak
anlamadığımız makinelere bırakıyoruz.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Un autre problème :
											ces systèmes sont souvent entraînés
sur des données générées par nos actions,
											des empreintes humaines.
											Elles pourraient refléter nos préjugés
											et ces systèmes pourraient
apprendre nos préjugés,
											les amplifier
											et nous les retourner
											alors que nous nous disons :
											« Nous ne faisons que de l'informatique
neutre et objective. »
									","
											Another problem is this:
											these systems are often trained
on data generated by our actions,
											human imprints.
											Well, they could just be
reflecting our biases,
											and these systems
could be picking up on our biases
											and amplifying them
											and showing them back to us,
											while we're telling ourselves,
											""We're just doing objective,
neutral computation.""
									","
											Otro problema es el siguiente:
											estos sistemas son a menudo 
entrenados con datos generados
											por nuestras acciones, 
por huellas humanas.
											Podrían pues estar reflejando 
nuestros prejuicios,
											y estos sistemas podrían dar cuenta 
de nuestros prejuicios
											y la amplificación de ellos
											volviendo a nosotros,
											mientras que decimos:
											""Somos objetivos, es el cómputo neutral"".
									","
											Diğer bir problemse şu:
											Bu sistemler çoğunlukla bizim 
davranışlarımızla; insan izleri tarafından
											üretilen bilgilerle test edilir.
											Ön yargılarımızı yansıtıyor olabilirler.
											Bu sistemler ön yargılarımıza dönüp
											onları büyütüp
											bize tekrar gösteriyor olabilir,
											biz ise bu arada kendimize
											""Sadece nesnel, tarafsız hesap
yapıyoruz."" diyoruz.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Des chercheurs chez Google ont découvert
											qu'on a moins de chances de montrer
aux femmes plutôt qu'aux hommes
											des offres d'emploi avec un salaire élevé.
											Et chercher des noms afro-américains
											a plus de chances de retourner
											des publicités suggérant
un historique criminel,
											même quand il n'y en a pas.
											De tels préjugés cachés
et des algorithmes boîte noire
											qui sont parfois découverts
par les chercheurs, parfois non,
											peuvent avoir des conséquences
qui changent la vie.
									","
											Researchers found that on Google,
											women are less likely than men
to be shown job ads for high-paying jobs.
											And searching for African-American names
											is more likely to bring up ads
suggesting criminal history,
											even when there is none.
											Such hidden biases
and black-box algorithms
											that researchers uncover sometimes
but sometimes we don't know,
											can have life-altering consequences.
									","
											Los investigadores encontraron 
que en Google las mujeres tienen
											menos probabilidades que los hombres
											de que les aparezcan anuncios 
de trabajo bien remunerados.
											Y buscando nombres afroestadounidenses
											es más probable que aparezcan anuncios 
que sugieren antecedentes penales,
											incluso cuando no existan.
											Estos sesgos ocultos 
y algoritmos de la caja negra
											que descubren los investigadores 
a veces, pero a veces no,
											pueden tener consecuencias 
que cambian la vida.
									","
											Araştırmacılar Google'da
yüksek maaşlı iş ilanlarını
											kadınların görme ihtimalinin 
erkeklerden daha az olduğunu tespit etti.
											Afro-Amerikan isimleri araştırırken
											alakası olmasa bile 
sabıka geçmişi ile ilgili ilanları
											öne sürmesi daha muhtemeldir.
											Araştırmacıların bazen ortaya çıkardığı
ancak bazen bizim bilmediğimiz
											bu tür gizli ön yargıların ve
kara kutu algoritmalarının
											hayat değiştiren sonuçları var.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Dans le Wisconsin, un prévenu
a été condamné à 6 ans de prison
											pour avoir échappé à la police.
											Vous l'ignorez peut-être
											mais des algorithmes sont utilisés
pour les probations et les condamnations.
											Nous voulions savoir
comment ce score était calculé.
											C'est une boîte noire commerciale.
											L'entreprise a refusé que l'on conteste
son algorithme en audience publique.
											Mais ProPublica, une organisation
d'enquête, a audité cet algorithme
											avec des données publiques
											et a découvert
que les résultats étaient biaisés,
											que son pouvoir prédictif était mauvais,
à peine meilleur que la chance,
											et qu'il étiquetait les prévenus noirs
comme de futurs criminels
											avec un taux deux fois plus élevé
que pour les prévenus blancs.
									","
											In Wisconsin, a defendant
was sentenced to six years in prison
											for evading the police.
											You may not know this,
											but algorithms are increasingly used
in parole and sentencing decisions.
											He wanted to know:
How is this score calculated?
											It's a commercial black box.
											The company refused to have its algorithm
be challenged in open court.
											But ProPublica, an investigative
nonprofit, audited that very algorithm
											with what public data they could find,
											and found that its outcomes were biased
											and its predictive power
was dismal, barely better than chance,
											and it was wrongly labeling
black defendants as future criminals
											at twice the rate of white defendants.
									","
											En Wisconsin, un acusado 
fue condenado a seis años de prisión
											por escaparse de la policía.
											Quizá no lo sepan, pero los algoritmos 
se usan cada vez más
											en las decisiones de 
libertad condicional y de sentencia.
											El acusado quiso saber: 
¿Cómo se calcula la puntuación?
											Es una caja negra comercial.
											La empresa se negó a que se cuestionara 
su algoritmo en audiencia pública.
											Pero ProPublica, organización 
no lucrativa de investigación,
											auditó precisamente ese algoritmo
con los datos públicos que encontró,
											y descubrió que sus resultados 
estaban sesgados
											y su capacidad de predicción era pésima, 
apenas mejor que el azar,
											y se etiquetaban erróneamente 
acusados ​​negros como futuros criminales
											con una tasa del doble 
que a los acusados ​​blancos.
									","
											Wisconsin'de bir sanık,
altı yıl hapse mahkûm edildi,
											polisten kaçtığı için.
											Belki bilmiyorsunuzdur,
											algoritmaların şartlı tahliye ve ceza
kararlarında kullanımı giderek artıyor.
											Şunu öğrenmek istiyordu:
Bu sonuç nasıl hesaplanmıştı?
											Ticari bir kara kutu.
											Şirket, halka açık duruşmada
işlemlerinin sorgulanmasını reddetmişti.
											Kâr amacı gütmeyen araştırmacı kurum 
ProPublica, bu algoritmayı
											bulabildiği kamusal verilerle inceledi
											ve sonuçlarının ön yargılı olduğunu,
											öngörü gücününse kötü, olasılıktan
biraz iyi olduğunu
											ve siyahi sanıkları haksız yere 
beyaz sanıklardan iki kat fazla bir oranla
											geleceğin suçluları olarak 
etiketlediğini bulguladı.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Considérez ce cas :
											cette femme était en retard
pour récupérer sa filleule
											à une école du comté de Broward,
en Floride,
											elle courait dans la rue
avec une amie à elle.
											Elles ont repéré une bécane et un vélo
non attachés sur un porche
											et ont bêtement sauté dessus.
											Alors qu'elles partaient,
une femme est sortie et a dit :
											« Hey ! C'est la bécane de mon fils ! »
											Elles l'ont lâchée, sont parties
mais ont été arrêtées.
									","
											So, consider this case:
											This woman was late
picking up her godsister
											from a school in Broward County, Florida,
											running down the street
with a friend of hers.
											They spotted an unlocked kid's bike
and a scooter on a porch
											and foolishly jumped on it.
											As they were speeding off,
a woman came out and said,
											""Hey! That's my kid's bike!""
											They dropped it, they walked away,
but they were arrested.
									","
											Piensen en este caso:
											Esta mujer llegó tarde a 
recoger a la hija de su madrina
											de una escuela en 
el condado de Broward, Florida,
											iba corriendo por la calle con una amiga.
											Vieron la bicicleta de un niño sin candado
y una moto en un porche
											y tontamente saltó sobre ella.
											A medida que aceleraban, 
una mujer salió y dijo,
											""¡Eh, esa es la bicicleta de mi hijo!""
											Se bajaron, se alejaron, 
pero fueron detenidas.
									","
											Şu olayı göz önüne alın:
											Bu kadın, vaftiz kardeşini Florida'nın 
Broward bölgesindeki bir okuldan
											almaya geç kalmış,
											bir arkadaşıyla caddede ilerliyorlar.
											Verandada duran kilitsiz bir 
çocuk bisikleti ve bir kaydırak görüyor
											ve düşünmeden biniyorlar.
											Tam yola koyulacakken 
kadının biri çıkıyor ve
											""Hey! Bu benim çocuğumun 
bisikleti!"" diyor.
											Bırakıp gidiyorlar, ancak tutuklanıyorlar.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Elle avait tort, elle a été idiote
mais elle n'avait que 18 ans.
											Adolescente, elle avait commis
quelques méfaits.
											Pendant ce temps, cet homme a été arrêté
pour vol chez Home Depot —
											pour une valeur de 85$,
un crime mineur similaire.
											Mais il avait deux condamnations
pour vol à main armée.
											L'algorithme l'a considérée elle,
comme étant un risque important, pas lui.
											Deux ans plus tard, ProPublica a découvert
qu'elle n'avait pas récidivé.
											Son casier judiciaire compliquait
sa recherche d'emploi.
											Lui, d'un autre côté, avait récidivé
											et avait été condamné à 8 ans
pour un autre crime.
											Clairement, nous devons
auditer nos boîtes noires
											et ne pas leur laisser
ce genre de pouvoir incontrôlé.
									","
											She was wrong, she was foolish,
but she was also just 18.
											She had a couple of juvenile misdemeanors.
											Meanwhile, that man had been arrested
for shoplifting in Home Depot —
											85 dollars' worth of stuff,
a similar petty crime.
											But he had two prior
armed robbery convictions.
											But the algorithm scored her
as high risk, and not him.
											Two years later, ProPublica found
that she had not reoffended.
											It was just hard to get a job
for her with her record.
											He, on the other hand, did reoffend
											and is now serving an eight-year
prison term for a later crime.
											Clearly, we need to audit our black boxes
											and not have them have
this kind of unchecked power.
									","
											Estaba equivocada, fue una tontería, 
pero también tenía solo 18 años.
											Tenía un par de faltas menores.
											Mientras tanto, detenían al hombre 
por hurto en Home Depot,
											por un valor de USD 85, 
un delito menor similar.
											Pero él tenía dos condenas anteriores
por robo a mano armada.
											Sin embargo, el algoritmo la anotó 
a ella como de alto riesgo, y no a él.
											Dos años más tarde, ProPublica descubrió 
que ella no había vuelto a delinquir.
											Pero le era difícil conseguir un trabajo 
con sus antecedentes registrados.
											Él, por el contrario, era reincidente
											y ahora cumple una pena de ocho años 
de prisión por un delito posterior.
											Es evidente que necesitamos 
auditar nuestras cajas negras
											para no tener 
este tipo de poder sin control.
									","
											Haksızdı, aptalca davranmıştı,
ama henüz 18 yaşındaydı.
											Çocukken ciddi olmayan bir iki suç işlemişti.
											Bu arada, adam da Home Depot'da
hırsızlık yapmaktan tutuklanmıştı.
											85 dolar değerinde,
benzeri bir hafif suç.
											Ama öncesinde iki silahlı
soygun sabıkası vardı.
											Ancak algoritma, adamı değil
kadını yüksek riskli olarak işaretledi.
											İki yıl sonra ProPublica kadının
tekrar suç işlemediğini tespit etti.
											Sabıka puanıyla iş bulması çok zordu.
											Öte yandan adam tekrar suç işlemişti
											ve şimdi daha sonra işlediği bir suç
yüzünden sekiz yıllık hapis cezasında.
											Belli ki kara kutularımızı
kontrol etmemiz
											ve onlara böyle kontrolsüz güç
vermememiz gerekiyor.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
