en,fr,es,tr,de,pt,title,speaker,duration,tags
"
											College, me?
											Man, what is this teacher smoking
thinking I'm going to college?
											I applied with the mentors
and support she provided,
											got a letter of acceptance,
											and one of the paragraphs read,
											""You've been admitted
under probationary status.""
											I said, ""Probation?
I'm already on probation,
											that don't matter?""
									","
											A l'université ? Moi ?
											Mais elle a fumé quoi cette prof,
											pour penser que je vais
aller à l'université ?
											J'ai postulé grâce à son mentorat
et au soutien qu'elle m'a donnés,
											j'ai reçu la lettre d'admission
											et un des paragraphes mentionnait :
											« Vous avez été admis
sous un statut probatoire. »
											J'ai dit : « Probatoire ?
Je suis déjà en probation,
											ça compte pas ? »
									","
											¿En la uni? ¿Yo?
											¿Qué se habrá fumado 
que piensa que iré a la uni?
											Lo intenté, y con su ayuda y la de
los mentores a los que me recomendó,
											me admitieron en la uni
con una carta que decía:
											""Estás admitido pero provisional"".
											¿Cómo que provisional?
											Ya estaba con la provisional,
¿esto no cuenta?
									","
											Üniversite, ben mi?
											Bu öğretmen ne içmiş böyle,
üniversiteye gideceğimi düşünüyor?
											Bayan Russ'un sağladığı destekle
danışmanlara başvurdum,
											kabul mektubu aldım,
											mektupta şöyle bir ifade vardı:
											""Şartlı olarak kabul edildiniz.""
											""Şartlı mı, ben zaten 
şartlı tahliye durumundayım,
											bu önemli değil mi?""
									","
											College? Ich?
											Hat die Lehrerin was geraucht
bei dem Gedanken?
											Ich bewarb mich mit den Mentoren 
und der Unterstützung, die sie mir bot,
											bekam eine Zusage
											und einer der Absätze lautete:
											""Sie sind zugelassen auf Bewährung.""
											Ich sagte: ""Bewährung? Ich 
bin bereits auf Bewährung. Also egal.""
									","
											Para a faculdade, eu?
											Deve ter-se passado
se julga que eu vou para a faculdade.
											Candidatei-me, graças aos mentores
e com o apoio que ela me deu.
											Recebi uma carta de aceitação,
											e num dos parágrafos dizia:
											""Foi admitido,
no estatuto de condicional"".
											E eu: ""Condicional? Eu já estou
em liberdade condicional,
											""isso não conta para nada?""
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Lachen)
									","
											(Risos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											It was academic probation,
not criminal probation.
											But what do teachers like Ms. Russ
do to succeed with young people
											like the ones I study?
											I propose three strategies.
											The first:
											let's get rid of our
deficit perspective in education.
											""These people
come from a culture of violence,
											a culture of poverty.
											These people are at-risk;
these people are truant.
											These people are empty containers
for us to fill with knowledge.
											They have the problems,
											we have the solutions.""
											Number two.
											Let's value the stories that young people
bring to the schoolhouse.
											Their stories of overcoming
insurmountable odds are so powerful.
											And I know you know some of these stories.
											These very same stories and experiences
											already have grit, character
and resilience in them.
											So let's help young people
refine those stories.
											Let's help them be proud of who they are,
											because our education system
welcomes their families, their cultures,
											their communities
											and the skill set
they've learned to survive.
											And of course the third strategy
being the most important:
											resources.
											We have to provide
adequate resources to young people.
											Grit alone isn't going to cut it.
											You can sit there
and tell me all you want,
											""Hey man, pick yourself up
by the bootstraps.""
											But if I was born
without any straps on my boots —
									","
											C'était une probation académique,
pas criminelle.
											Mais que font les professeurs
comme Mme Russ,
											pour réussir avec les jeunes
											comme ceux que j'étudie ?
											Je propose trois stratégies.
											La première :
											laissons tomber notre perspective
déficiente de l'éducation :
											« Ces gens viennent
d'une culture violente,
											d'une culture de pauvreté.
											Ces gens sont à risque ;
ce sont des voyous.
											Ces gens sont des containers vides
que nous devons remplir avec du savoir.
											Ils ont les problèmes,
											nous avons les solutions. »
											Numéro deux :
											donnons de la valeur aux histoires
que ces jeunes gens amènent à l'école.
											Leurs histoires sur la façon
dont ils ont surmonté les pires malheurs
											sont si puissantes
											et je sais que vous connaissez
quelques-unes de ces histoires.
											Ces mêmes histoires et expériences
											possèdent en elles la persévérance,
le caractère et la résilience.
											Donc aidons nos jeunes
à travailler sur ces histoires.
											Aidons-les à être fiers de qui ils sont,
											parce que notre système d'éducation
accueille leurs familles, leurs cultures,
											leurs communautés
											et les compétences
qu'ils ont acquises pour survivre.
											Et, bien sûr, la 3ème stratégie
est la plus importante :
											les ressources.
											Nous devons fournir
les ressources adéquates aux jeunes.
											La persévérance seule ne suffira pas.
											Vous pouvez me dire
tant que vous voulez :
											« Eh mon gars, prends-toi en main
et relève-toi les manches. »
											Mais si je né avec un t-shirt
sans manches,
									","
											Era un término académico, no penal.
											¿Pero qué hacen los profesores
como la señora Russ para lograr
											ayudar a jóvenes
como los que yo estudio?
											Sugiero tres estrategias.
											La primera:
											terminemos con la opinión estándar
sobre ellos en educación:
											""Esta gente viene de una cultura
llena de violencia y pobreza.
											Esta gente está en riesgo, son vagos.
											Esta gente son recipientes vacíos que
no podemos enriquecer con conocimiento.
											Tienen problemas,
											pero nosotros tenemos la solución"".
											Número dos:
											valoremos las historias y los contextos
que estos jóvenes aportan al aula.
											Estas historias de cómo han superado
obstáculos imposibles son muy poderosas
											y sé que conocen algunas de ellas.
											Estas historias y estas experiencias
											ya se caracterizan por valor, 
fuerza de carácter y fuerza,
											así que ayudemos a estos jóvenes
a refinar estas historias.
											Ayudémosles a estar orgullosos 
de sí mismos.
											Digámosles que nuestro sistema educativo
acoge a sus familias, a su cultura,
											a su comunidad
											y las capacidades que 
han desarrollado para sobrevivir.
											Y, desde luego, la tercera
estrategia y la más importante:
											los recursos.
											Hay que proveer a estos jóvenes
los recursos adecuados.
											La valentía sola no vale.
											Pueden estar allí sentados y repetirme:
											""Toma el control de tu vida"".
											Pero ¡si nada más nacer
la vida me controla a mí!
									","
											Bu akademik bir şarttı, cezai değil.
											Bayan Russ gibi öğretmenler
benim gibi gençlerin
											başarmasını sağlamak için
ne yapıyorlar?
											Üç strateji önerebilirim.
											Birincisi:
											Eğitimdeki kar/zarar perspektifinden
kurtulalım.
											""Bu insanlar şiddet dolu
bir kültürden;
											yoksulluktan geliyorlar.
											Bu insanlar risk içinde, 
bu insanlar okul kaçkını.
											Bu insanlar bilgi ile 
doldurabileceğimiz boş kap gibiler.
											Onların sorunları var,
											bizim de çözümlerimiz.""
											İkincisi:
											Bu insanların okula getirdikleri
hikayelere değer verelim.
											Bu benzer hikayeler, çok güçlü ve 
üstesinden gelinmesi zor öğeler içeriyor.
											Bu hikayelerin bazılarını 
bildiğinizi biliyorum.
											Bu oldukça benzer hikayeler ve deneyimler
											halihazırda cesaret, karakter ve 
direnç içerir.
											Gelin, bu gençlere hikayelerini
arıtmaları için yardım edelim.
											Kendilerinden gurur duymaları
için yardım edelim,
											çünkü eğitimiz sistemimiz onların
ailelerini, kültürlerini, toplumlarını,
											hayatta kalmak için
öğrendikleri yetenekleri
											kucaklamaktadır.

											Ve elbette, üçüncü strateji
en önemlisidir:
											kaynaklar.
											Biz bu genç insanlara yeterli
kaynak sağlamalıyız.
											Yalnızca cesaret yeterli olmayacaktır.
											Orada oturup istediğinizi
söyleyebilirsiniz,
											""Hey, kendi ayakkabını kendin bağla""
											Ama ya ben ayakkabı bağım
olmadan doğduysam—-
									","
											Es war akademische Bewährung, 
nicht kriminelle Bewährung.
											Aber was tun Lehrer wie Frau Russ,
											um bei Jugendlichen, die ich
beobachte, Erfolg zu haben?
											Ich schlage drei Strategien vor.
											Die erste:
											Legen wir die Mangelperspektive 
in der Bildung ab.
											""Diese Leute kommen aus 
einer Kultur der Gewalt,
											einer Kultur der Armut.
											Diese Leute sind gefährdet
und haben kein Pflichtgefühl.
											Diese Leute sind leere Behälter, 
die wir mit Wissen füllen müssen.
											Sie haben die Probleme,
											wir haben die Lösungen.""
											Zweitens:
											Schätzen wir die Geschichten wert,
die diese Jugendlichen mitbringen.
											Ihre Geschichten von der Überwindung
											unüberwindbarer Hindernisse
sind so voller Kraft.
											Ich weiß, Sie kennen 
einige dieser Geschichten.
											Genau solche Geschichten und Erlebnisse
											vereinen bereits Mumm, Charakter
und Widerstandsfähigkeit.
											Helfen wir diesen Jugendlichen, 
diese Geschichten weiterzuentwickeln.
											Helfen wir ihnen, damit 
sie stolz auf sich sind,
											weil unser Bildungssystem ihre Familien,
											Kulturen und Gemeinden willkommen heißt,
											genauso wie ihre Fähigkeit zu überleben.
											Die dritte Strategie ist die wichtigste:
											Ressourcen.
											Wir müssen angemessene 
Ressourcen für Jugendliche bieten.
											Mumm alleine reicht nicht aus.
											Sie können mir alles Mögliche erzählen:
											""Hey Mann, rappel dich 
aus eigener Kraft auf.""
											Aber wenn ich nicht weiß, wie das geht —
									","
											Era condicional, academicamente,
não era condicional, criminalmente.
											Mas porque é que professores,
como Mrs. Russ,
											têm êxito com os jovens
como aqueles que eu estudo?
											Eu proponho três estratégias.
											A primeira:
											Abandonar a nossa perspetiva
deficiente, quanto ao ensino.
											""Estes jovens provêm
de uma cultura de violência,
											""uma cultura de pobreza.
											""Estes jovens estão em risco,
estes jovens são preguiçosos.
											""Estes jovens são recipientes vazios
que nós temos que encher com o saber.
											""Eles têm os problemas,
											""nós temos as soluções"".
											Número dois:
											Temos que dar valor às histórias
que os jovens levam para a escola,
											as poderosas histórias sobre
como ultrapassam as piores dificuldades.
											Eu sei que vocês conhecem
algumas dessas histórias.
											Essas mesmas histórias e experiências
											já têm coragem, carácter
e resistência em si mesmas.
											Por isso, temos que ajudar os jovens
a melhorar essas histórias.
											Temos que ajudá-los a terem orgulho
naquilo que são,
											porque o nosso sistema de ensino
acolhe as suas famílias, as suas culturas,
											as suas comunidades
											e o conjunto de competências
que eles adquirem para sobreviver.
											Claro, a terceira estratégia
é a mais importante:
											os recursos.
											Temos que proporcionar
recursos adequados aos jovens.
											A coragem, por si só,
não vai funcionar.
											Bem podem dizer-me
as vezes que quiserem:
											""Rapaz, deita-te ao trabalho,
arregaça as mangas"".
											Mas eu nasci
com uma camisa sem mangas...
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Lachen)
									","
											(Risos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											How am I supposed to pick myself up?
									","
											comment est-ce ce que
je suis censé faire ?
									","
											¿Cómo voy a tomar el control?
									","
											Kendi ayakkabımı nasıl bağlayacağım?
									","
											wie kann ich mich da selbst aufrappeln?
									","
											... como é que hei de fazer?
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Aplausos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											Job training,
											mentoring,
											counseling ...
											Teaching young people
to learn from their mistakes
											instead of criminalizing them,
											and dragging them out
of their classrooms like animals.
											How about this?
											I propose that we implement restorative
justice in every high school in America.
									","
											Apprentissage,
											mentorat,
											conseils...
											Enseigner aux jeunes
à apprendre de leurs erreurs
											au lieu de les criminaliser
											et de les traîner hors de la classe
comme des animaux.
											Qu'est-ce que vous pensez de ça ?
											Je propose qu'on instaure
une justice réparatrice
											dans tous les lycées des États-Unis.
									","
											Falta formación profesional,
tutorías, asesoramiento,
											enseñar a estos jóvenes
a aprender de sus errores
											en lugar de criminalizarlos
											y sacarlos de clase como a un animal.
											¿Qué les parece esto?
											Propongo la reinstauración
de la rehabilitación
											a través de la reconciliación
en cada escuela estadounidense.
									","
											İş eğitimi,
											danışmanlık,
											rehberlik...
											Gençlere hatalarından öğrenmeyi öğretmek,
											onları suçlamak,
											bir hayvan gibi sınıftan atmak yerine...
											Ne dersiniz?
											Ben Amerika'da her okulda onarıcı adalet
uygulanmasını öneriyorum.
									","
											Berufsausbildung.
											Betreuung.
											Therapie.
											Jugendlichen beibringen 
aus ihren Fehlern zu lernen,
											statt sie zu kriminalisieren
											und sie aus ihren Klassenzimmern 
zu zerren wie Tiere.
											Wie wäre es damit?
											Ich schlage vor, an jeder
Highschool Amerikas
											Wiedergutmachungsverfahren anzubieten.
									","
											Aprendizagem,
											orientação,
											aconselhamento.
											Ensinar os jovens
a aprender com os seus erros,
											em vez de os criminalizar,
											e de correr com eles das salas de aula,
como animais.
											O que pensam disto?
											Proponho que se implemente
uma justiça reparadora
											em todos os liceus dos EUA.
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Aplausos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											So we went out to test these ideas
in the community of Watts in LA
											with 40 young people
that had been pushed out of school.
											William was one of them.
											William was the kind of kid
that had been given every label.
											He had dropped out, he was a gang member,
											a criminal.
											And when we met him he was very resistant.
											But I remember what Ms. Russ used to say.
											""Hey, I'm here for you
whenever you're ready.""
									","
											Donc on a testé ces idées
dans le quartier de Watts à Los Angeles.
											avec 40 jeunes qui avaient été
chassés de l'école.
											William était l'un d'entre eux.
											William était le genre d'enfant
à qui on a donné toutes les étiquettes.
											Il était en échec scolaire,
un membre de gang,
											un criminel.
											Et quand nous l'avons rencontré
il était vraiment résistant.
											Mais je me suis rappelé
ce que Mme Russ avait l'habitude de dire :
											« Eh, je suis là pour toi,
dès que tu seras prêt. »
									","
											Así que salimos a poner esto en práctica
en la comunidad de Watts en Los Ángeles
											con 40 jóvenes que fueron expulsados.
											William era uno de ellos.
											William era ese tipo de joven
al que tachaban de todo:
											fracasado, pandillero,
											criminal.
											Cuando lo conocimos estaba
muy a la defensiva.
											Pero recordé las palabras
de la señora Russ:
											""Oye, yo estoy aquí tan pronto
como estés dispuesto"".
									","
											Bu yüzden, bu fikirleri denemek için
Los Angeles Watts bölgesine gittik.


											Okuldan atılmış 40 genç ile çalıştık
											William, bu gençlerden biriydi.
											William'a her türlü etiket
yapıştırılmıştı.
											Okulu bırakmıştı, çete üyesiydi,
											bir suçluydu.
											Onunla ilk tanıştığımızda 
oldukça direnç gösterdi.
											Ama Bayan Russ'un söylediğini hatırladım.
											""Hey, hazır olduğunda, 
senin için buradayım.""
									","
											Wir haben diese Ideen in der 
Gemeinde Watts in Los Angeles
											mit 40 Jugendlichen getestet,
die aus der Schule gedrängt worden waren.
											William war einer von ihnen.
											William war ein Kind, das schon 
jedes Klischee erfüllt hatte.
											Er brach die Schule ab, 
war ein Gang-Mitglied,
											ein Krimineller.
											Als wir ihn trafen, zeigte er
sehr viel Widerstand.
											Aber ich erinnerte mich, 
wie Frau Russ immer sagte:
											""Hey, ich bin für dich da,
sobald du bereit dazu bist.""
									","
											Fomos testar estas ideias
no bairro de Watts, em Los Angeles,
											com 40 jovens
que tinham sido expulsos da escola.
											William era um deles.
											William era o tipo de miúdo
que já recebera todo o tipo de rótulos.
											Tinha abandonado a escola,
era membro de um gangue,
											um criminoso.
											Quando o conhecemos, 
era muito renitente.
											Mas lembrei-me do que Mrs. Russ
costumava dizer:
											""Estou ao teu dispor
quando estiveres preparado"".
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Lachen)
									","
											(Risos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											So over time —
											over time he began to open up.
											And I remember the day
that he made the switch.
											We were in a large group
											and a young lady in our program was crying
											because she told us her powerful story
											of her dad being killed
											and then his body being shown
in the newspaper the next day.
											And as she's crying,
I don't know what to do,
											so I give her her space,
											and William had enough.
											He slammed his hands
on the desk and he said,
											""Hey, everybody! Group hug! Group hug!""
									","
											Donc avec le temps,
											avec le temps, il a commencé à s'ouvrir.
											Et je me rappelle du jour
où il a eu le déclic.
											Nous étions un grand groupe
											et une jeune femme
de notre programme pleurait
											parce qu'elle nous avait raconté
l'histoire émouvante
											de son papa qui avait été tué
											et dont le corps avait été montré
le lendemain dans les journaux.
											Et alors qu'elle pleurait,
je ne savais pas quoi faire,
											je restais silencieux, j'attendais,
											et William en a eu assez.
											Il a frappé ses mains
sur le bureau et il a dit :
											« Eh tout le monde !
Câlin de groupe ! Câlin de groupe ! »
									","
											Así que, con el tiempo,
											con el tiempo empezó a abrirse.
											Y me acuerdo el día
que hizo la transición.
											Estábamos con un grupo numeroso
											y una chica del programa empezó a llorar
											mientras nos contaba su historia
											sobre la muerte de su padre
											y cómo al día siguiente tuvo que 
ver su cadáver en el periódico.
											Ella lloraba y yo no sabía qué hacer,
											así que le di un poco de intimidad
											pero William ya no aguantó más.
											Pegó un puñetazo en el pupitre y dijo:
											""Oye, todo el mundo, ¡abrazo
en grupo, abrazo en grupo!""
									","
											Böylece zaman içinde—
											zamanla, açılmaya başladı.
											Değişim olduğu günü hatırlıyorum.
											Büyük bir grup içindeydik ve
											programdaki kadınlardan biri ağlıyordu.
											Bize güçlü bir hikaye anlatmıştı,
											babasının öldürüldüğünü,
											ertesi gün gazetelerde 
cesedinin fotoğraflarının çıktığını...
											Ağladığı için ne yapacağımı bilemiyordum,
											ona biraz zaman verdim,
											bu durum William'ı sınıra getirmişti
											ellerini masaya vurdu ve
											""Hey, herkes grup sarılmasına!
Grup sarılmasına"" dedi.
									","
											Mit der Zeit
											begann er sich zu öffnen.
											Ich erinnere mich noch an den Tag,
als er den Schalter umlegte.
											Wir waren in einer großen Gruppe
											und eine junge Frau in 
unserem Programm weinte.
											Sie erzählte uns ihre 
eindrucksvolle Geschichte,
											wie ihr Vater getötet worden war
											und seine Leiche am nächsten Tag
in der Zeitung gezeigt wurde.
											Sie weinte, und ich wusste 
nicht, was ich tun sollte,
											also gab ich ihr Raum,
											aber William reichte es.
											Er schlug seine Hände 
auf den Tisch und sagte:
											""Hey, die ganze Gruppe! Umarmen wir uns!""
									","
											Com o tempo...
											com o tempo, começou a abrir-se.
											Lembro-me do dia 
em que ele deu a volta.
											Éramos um grande grupo
											e uma rapariga do nosso programa
estava a chorar,
											porque nos tinha contado 
a sua história emocionante
											de o pai dela ter sido morto
											e depois o cadáver apareceu
nos jornais no dia seguinte.
											Com ela a chorar,
eu não sabia o que havia de fazer,
											por isso fiquei à espera.
											William ficou desesperado,
											bateu com as mãos
no tampo da mesa e disse:
											""Atenção, toda a gente! 
Um abraço geral! Um abraço geral!""
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)

									","
											(Aplausos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											This young lady's tears and pain
turned into joy and laughter
											knowing that her community had her back,
											and William had now learned
that he did have a purpose in life:
											to help to heal the souls
of people in his own community.
											He told us his story.
											We refined his story
											to go from being the story of a victim
to being the story of a survivor
											that has overcome adversity.
											We placed high value on it.
											William went on to finish high school,
											get his security guard certificate
to become a security guard,
											and is now working
at a local school district.
									","
											Les larmes et la douleur
de cette jeune femme
											se sont transformées
en joie et en rires,
											sachant que sa communauté
était là pour la soutenir
											et William a appris alors
qu'il avait un but dans la vie :
											aider à soigner les âmes
des gens de sa communauté.
											Il nous a raconté son histoire.
											Nous avons travaillé sur son histoire
											pour aller d'une histoire de victime
vers une histoire de survivant
											qui a surmonté l'adversité.
											Nous lui avons donné beaucoup de valeur.
											William est parvenu à terminer le lycée,
											obtenir un certificat d'agent de sécurité
											et il travaille maintenant
dans le district scolaire local.
									","
											Las lágrimas y el dolor de esta joven
se convirtieron en alegría y risa
											porque entendió que no estaba sola
											mientras que William aprendió que
él podía tener un propósito en la vida,
											el de curar el alma de 
la gente de su comunidad.
											Nos contó su historia.
											Cambiamos su historia
											de una donde él era una victima
a otra donde era un superviviente
											que superó los infortunios.
											Le dimos mucho peso a esta historia.
											William llegó a terminar la secundaria,
											y se recibió de guardia de seguridad
											y ahora trabaja de eso
en una escuela del barrio.
									","
											Bu genç kadının gözyaşları ve acısı 
toplumun onu kucakladığını görünce
											neşeye ve kahkayaya dönüştü ve
											William da hayatta bir 
anlamı olduğunu öğrendi:
											kendi toplumundaki yaralı ruhların
iyileşmesi için yardımcı olmak.
											Bize hikayesini anlattı.
											Biz hikayesini arıttık,
											bir mağdurun hikayesinden,

											güçlükleri yenerek hayatta kalan
kişinin hikayesine dönüştü.
											Buna yüksek değer verdik.
											William liseyi bitirmek için okula döndü,
											güvenlik görevlisi sertifikası aldı ve 
güvenlik görevlisi oldu,
											şimdi yerel bir okulda çalışıyor.
									","
											Die Tränen und der Schmerz dieser Frau
											verwandelten sich in Freude und Lachen,
											als sie erkannte, dass ihre 
Gruppe sie unterstützte
											und William hatte gelernt, dass 
er doch einen Lebensinhalt hat:
											Den Menschen in seiner eigenen Gemeinde
											bei der Heilung ihrer
seelischen Wunden zu helfen.
											Er erzählte und seine Geschichte.
											Wir entwickelten seine Geschichte weiter,
											von der Geschichte eines Opfers
zur Geschichte eines Überlebenden,
											der Widrigkeiten überwunden hat.
											Wir legten großen Wert darauf.
											William beendete die Highschool,
											machte sein Zertifikat
als Sicherheitsbediensteter
											und arbeitet nun in einem 
örtlichen Schulbezirk
									","
											As lágrimas e a dor daquela rapariga
transformaram-se em alegria e risos
											sabendo que a sua comunidade
estava ali para a apoiar.
											William aprendeu que tinha
um objetivo na vida:
											ajudar a curar as almas
das pessoas da sua comunidade.
											Contou-nos a sua história.
											Melhorámos essa história
											para passar da história de uma vítima
para a história de um sobrevivente
											que ultrapassara a adversidade.
											Demos-lhe muito valor.
											William conseguiu terminar o liceu,
											obteve um certificado
de guarda de segurança
											e agora é segurança
no distrito escolar local.
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Aplausos)
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
","
","
","
","
","
",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
"
											Ms. Russ's mantra —
											her mantra was always,
											""when you teach to the heart,
the mind will follow.""
											The great writer Khalil Gibran says,
											""Out of suffering
have emerged the greatest souls.
											The massive characters
are seared with scars.""
											I believe that in this education
revolution that we're talking about
											we need to invite the souls
of the young people that we work with,
											and once they're able to refine —
											identify their grit,
resilience and character
											that they've already developed —
											their academic performance will improve.
									","
											Le mantra de Mme Russ,
											son mantra était toujours :
											« Quand vous enseignez au cœur,
l'esprit suivra. »
											Le grand écrivain Khalil Gibran dit :
											« De la souffrance ont émergé
les plus belles âmes.
											Les grands caractères
sont marqués de cicatrices. »
											Je crois que dans la révolution
de l'éducation dont nous parlons,
											nous devons encourager les âmes
des jeunes gens avec qui nous travaillons,
											et lorsqu'ils seront capables d'analyser,
											d'identifier la persévérance,
la résilience et le caractère
											qu'ils ont déjà développés,
											leurs performances académiques
vont s'améliorer.
									","
											El mantra de la señora Russ,
											su mantra siempre ha sido:
											""Cuando enseñas al corazón,
la mente lo sigue"".
											El gran escritor Khalil Gibran dijo:
											Del sufrimiento han surgido
las almas más fuertes,
											y los carácteres más fuertes
están plagados de cicatrices"".
											Creo que a esta revolución en 
el aula de la que estamos hablando
											necesitamos invitar a las almas
de estos jóvenes con quienes trabajamos,
											y una vez que puedan pulir,
											identificar su valor, 
su fuerza y el verdadero carácter
											que ya desarrollaron,
											su desempeño académico mejorará.
									","
											Bayan Russ'un kutsal sözü—
											her zaman şöyleydi:
											""Kalbe öğrettiğinde,
akıl onu takip eder.""
											Usta yazar Khalil Gibran ise şöyle der;
											""Büyük acılardan en büyük ruhlar çıkar.
											Büyük karakterler 
yaralarla bezelidir""
											Bu konuştuğumuz eğitim devriminde
											çalıştığımız genç insanların ruhlarını
davet etmemiz gerektiğini inanıyorum,
											ve arınmayı başardıklarında —
											geliştirmiş oldukları cesaretlerini

											dirençlerini,karakterlerini,
gördüklerinde —
											akademik performanları da gelişecektir.
									","
											Das Mantra von Frau Russ lautete immer:
											""Wenn du das Herz lehrst, 
wird der Verstand folgen.""
											Der großartige Schriftsteller 
Khalil Gibran sagte:
											""Aus dem Leiden heraus entwickeln 
sich die großartigsten Persönlichkeiten.
											Die starken Charaktere 
sind mit Narben übersäht.""
											Ich glaube, bei der
oft genannten Bildungsrevolution
											müssen wir die Seelen der Jugendlichen, 
mit denen wir arbeiten, einladen —
											und sobald sie sich weiterentwickeln,
											ihren Mumm, ihre Widerstandsfähigkeit 
und ihren Charakter erkennen,
											den sie bereits enwickelt haben,
											wird sich ihre schulische
Leistung verbessern.
									","
											O mantra de Mrs. Russ
											era sempre assim:
											""Quando ensinamos ao coração,
o espírito vai atrás"".
											O grande escritor Khalil Gibran diz:
											""Foi a partir do sofrimento
que surgiram as maiores almas.
											""As grandes personalidades
estão cheias de cicatrizes"".
											Creio que na revolução do ensino
de que falamos
											precisamos de convidar as almas
dos jovens com quem trabalhamos
											e, logo que elas estejam aptas
a refinar-se
											— a identificar a perseverança,
a resistência e o carácter,
											que já desenvolveram —
											o seu desempenho académico melhorará.
									",Help for kids the education system ignores,Victor Rios,11:53,"children,compassion,education,empathy,communication,innovation,identity,motivation,potential,society,teaching"
