en,es,fr,de,tr,title,speaker,duration,tags
"
											For me,
											the stigma is personal.
											In 2009,
											I received a frantic call
in the middle of the night.
											My best friend in the world —
											a brilliant, philosophical,
charming, hip young man —
											was diagnosed with schizophrenia.
											I witnessed some of the friends
we'd grown up with recoil.
											I heard the snickers.
											I heard the whispers.
											""Did you hear he has gone mad?""
											(Kru English) ""He has gone crazy!""
											Derogatory, demeaning commentary
about his condition —
											words we would never say
about someone with cancer
											or someone with malaria.
											Somehow, when it comes to mental illness,
											our ignorance eviscerates all empathy.
											I stood by his side
as his community isolated him,
											but our love never wavered.
									","
											Para mí,
											el estigma es personal.
											En 2009,
											recibí una llamada inquietante
en plena noche.
											Mi mejor amigo en el mundo
											— un hombre brillante,
filosófico, encantador, joven —
											fue diagnosticado con esquizofrenia.
											He sido testigo de ver como
a algunos de mis amigos de la infancia
											se les miraba con asco.
											He oído las risitas.
											Escuché los chismorreos.
											""¿Has oído que se ha vuelto loco?""
											(Yoruba) ""¡Está enfermo!""
											Un comentario despectivo y
degradante sobre su enfermedad
											y palabras que nunca diríamos
											sobre alguien con cáncer
o alguien con malaria.
											De alguna manera, cuando se
trata de enfermedades mentales,
											nuestra ignorancia mata toda la empatía.
											Me quedé a su lado
mientras la comunidad lo aisló,
											pero nuestro amor nunca vaciló.
									","
											Pour moi,
											le stigmate est personnel.
											En 2009,
											j'ai reçu un appel affolé
au milieu de la nuit.
											Mon meilleur ami au monde —
											un jeune homme brillant, philosophe,
charmant et dans le vent —
											a été diagnostiqué
comme atteint de schizophrénie.
											J'ai observé certains de 
nos amis d'enfance s'éloigner.
											J'ai entendu les ricanements.
											J'ai entendu les chuchotements.
											« Tu as entendu qu'il est devenu fou ? »
											(Krou) « Il est devenu fou ! »
											Des commentaires désobligeants,
dévalorisant sur sa maladie —
											des mots que nous ne dirions jamais
pour quelqu'un ayant un cancer
											ou le paludisme.
											Quand il s'agit de maladie mentale,
											notre ignorance nous prive totalement 
de toute empathie.
											Je me suis tenu à ses côtés
alors que sa communauté l'isolait,
											mais notre amour n'a jamais vacillé.
									","
											Für mich ist dieses Stigma persönlich.
											2009 erhielt ich mitten in der Nacht
einen hektischen Anruf.
											Mein bester Freund auf der Welt —
											ein brillanter, philosophischer,
charmanter und hipper junger Mann —
											wurde mit Schizophrenie diagnostiziert.
											Ich habe miterlebt,
wie einige der Freunde,
											mit denen wir aufgewachsen sind,
begannen sich zurückzuziehen.
											Ich hörte das Kichern.
											Ich hörte das Geflüster.
											""Hast du schon gehört,
dass er verrückt geworden ist?""
											(Kru-Englisch) ""Er ist verrückt geworden!""
											Herabwürdigende, demütigende
Kommentare über seine Verfassung —
											Wörter, die wir niemals über jemanden
mit Krebs äußern würden,
											oder über jemanden mit Malaria.
											Wenn es um psychische Gesundheit geht,
											macht unsere Ignoranz
jegliches Mitgefühl bedeutungslos.
											Ich stand an seiner Seite,
als seine Gemeinde ihn isolierte,
											aber unsere Liebe wankte niemals.
									","
											Bana göre damgalama,
											kişisel bir şey.
											2009'da,
											gecenin bir yarısında
telaş dolu bir arama aldım.
											Dünyadaki en yakın dostuma,
											zeki, aklı tıkırında, alımlı,
havalı genç arkadaşıma,
											şizofreni teşhisi konulmuş.
											Beraber büyüdüğümüz bazı arkadaşlarımın
geri adım attıklarına şahit oldum.
											Kıs kıs gülmelerini işittim.
											Fısıltılarını duydum.
											''Kafayı yediğini duydunuz mu?''
											(Kru İngilizcesi) ''Tahtaları eksilmiş!''
											Durumu hakkında yapılan 
küçük düşürücü, alçak yorumlar,
											kanser veya sıtma hastası için
hiçbir zaman duymayacağımız
											yakıştırmalar.
											Nedense konu ruh hastalıklarına gelince
											cahilliğimiz, bütün empatimizi
silip süpürüyor.
											Bütün çevresi onu dışladığında
yanıbaşında durdum,
											bizim bağımız hiçbir zaman sarsılmadı.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											Tacitly, I became passionate
about mental health.
											Inspired by his plight,
											I helped found the mental health
special interest alumni group
											at my college.
											And during my tenure as a resident
tutor in graduate school,
											I supported many undergraduates
with their mental health challenges.
											I saw African students struggle
											and unable to speak to anyone.
											Even with this knowledge
and with their stories in tow,
											I, in turn, struggled,
											and could not speak to anyone
when I faced my own anxiety,
											so deep is our fear of being the madman.
									","
											Tácitamente, me volví apasionado
acerca de la salud mental.
											Inspirado por su difícil situación,
ayudé a fundar el grupo
											para la salud mental de los antiguos
alumnos con necesidades especiales
											en mi universidad.
											Y durante mi permanencia como residente
tutor en la escuela de posgrado,
											apoyé a muchos estudiantes de pregrado
en sus desafíos con la salud mental.
											Vi a los estudiantes africanos luchar
											e incapaces de hablar con nadie.
											Aún con todo esto y conociendo
sus historias, yo también luchaba,
											ya que no podía hablar con nadie
al enfrentarme a mi propia ansiedad;
											tan profundo es nuestro
miedo al ser tachados como locos.
									","
											Tacitement, je me suis pris de passion
pour la santé mentale.
											Inspiré par sa détresse,
											j'ai aidé à fonder le groupe d'anciens
élèves pour la santé mentale
											à mon université.
											Durant mon mandat
de tuteur résident à l'université,
											j'ai soutenu beaucoup d'étudiants
ayant des problèmes de santé mentale.
											J'ai vu les étudiants africains lutter,
											incapables de parler à qui que ce soit.
											Même en sachant cela
et en me remémorant leurs histoires,
											j'ai, moi aussi, lutté
											et n'ai pu parler à personne
quand j'ai été confronté à mon anxiété.
											Nous avons si peur d'être l'homme fou !
									","
											Stillschweigend erwachte in mir eine
Leidenschaft für psychische Gesundheit.
											Inspiriert von seiner Notlage half ich,
											die Interessengemeinschaft
psychischer Gesundheit
											an meiner Hochschule zu gründen.
											Und während meiner Zeit
als Studienleiter an meiner Hochschule
											half ich vielen Studenten
											mit ihren psychischen
Gesundheitsproblemen.
											Ich sah afrikanische Studenten,
die Probleme hatten
											und mit niemandem sprechen konnten.
											Selbst mit diesem Wissen und
ihren Geschichten im Schlepptau,
											hatte ich selbst noch Schwierigkeiten,
											und fand, dass ich mit niemandem
über meine eigenen Ängste sprechen konnte.
											So tief ist unsere Angst davor,
der Verrückte zu sein.
									","
											Açıkçası, ruh sağlığı hakkında
derin bir ilgi duymaya başladım.
											Onun durumundan ilham alarak
											üniversitemde mezunlarla, ruh
sağlığına özel ilgi duyanlarla birlikte
											grup kurulmasına katkı sağladım.
											Mezun olduğum okuldaki 
yatılı eğitmen görev sürem boyunca,
											çoğu öğrenciye ruh sağlığıyla
başa çıkma konusunda destek verdim.
											Afrikalı öğrencilerin çabaladıklarını
											ve kimseyle konuşamadıklarını gördüm.
											Kendi geçmişleriyle birlikte,
bu bilgiyle bile
											ben, dolayısıyla cebelleştim
											ve kendi anksiyetem ile yüzleştiğimde
kimseyle konuşamadım,
											deli adam olma korkumuz
öylesine içimize işlemiş ki.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											All of us —
											but we Africans especially —
											need to realize that our mental struggles
do not detract from our virility,
											nor does our trauma taint our strength.
											We need to see mental health
as important as physical health.
											We need to stop suffering in silence.
											We must stop stigmatizing disease
											and traumatizing the afflicted.
									","
											Todos nosotros...
											pero nosotros, los africanos
especialmente,
											debemos darnos cuenta de que nuestras
luchas mentales no restan la virilidad,
											ni nuestro trauma mancha nuestra fuerza.
											Tenemos que ver que la salud mental
es tan importante como la salud física.
											Hay que dejar de sufrir en silencio.
											Debemos dejar de
estigmatizar la enfermedad
											y traumatizar a los afligidos.
									","
											Nous tous —
											en particulier les Africains —
											devons réaliser que nos problèmes mentaux
ne réduisent pas notre virilité
											et que notre traumatisme
n'entache pas notre force.
											La santé mentale doit devenir
aussi importante que la santé physique.
											Nous devons arrêter
de souffrir en silence.
											Nous devons arrêter
de stigmatiser la maladie
											et de traumatiser
ceux qui en sont atteints.
									","
											Wir alle —
											aber insbesondere wir Afrikaner —
											müssen erkennen, dass
unsere psychischen Probleme

											unsere Männlichkeit nicht beeinträchtigen
											und unser Trauma nicht 
unsere Stärke beschmutzt.
											Wir müssen erkennen,
dass unsere psychische Gesundheit
											genau so wichtig wie unsere
physische Gesundheit ist.
											Wir müssen aufhören, im Stillen zu leiden.
											Wir müssen aufhören,
Krankheiten zu stigmatisieren
											und Betroffene zu traumatisieren.
									","
											Her birimiz,
											ama özellikle biz Afrikalılar,
											yaşadığımız ruh bunalımların bizim
mertliğimizi bozmadığının ve travmanın
											gücümüzü lekelemediğinin
farkına varmamız gerekiyor.
											Ruh sağlığını, fiziksel sağlık kadar
önemli görmemiz gerekiyor.
											Sessizlik içinde
çığlık atmaktan vazgeçmeliyiz.
											Hastalıkları damgalayı bırakıp
											mağdurlara travma
yaşatmaya son vermeliyiz.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											Talk to your friends.
											Talk to your loved ones.
											Talk to health professionals.
											Be vulnerable.
											Do so with the confidence
											that you are not alone.
											Speak up if you're struggling.
											Being honest about how we feel
											does not make us weak;
											it makes us human.
									","
											Hablen con sus amigos.
											Hablen con sus seres queridos.
											Hablen con profesionales de la salud.
											Sean vulnerables.
											Háganlo con la confianza
											de que Uds. no están solos.
											Hablen si están luchando.
											Ser honestos acerca de cómo nos sentimos
											no nos hace débiles;
											nos hace humanos.
									","
											Parlez à vos amis.
											Parlez à vos proches.
											Parlez à des professionnels de la santé.
											Soyez vulnérable.
											Faites-le en ayant confiance
											dans le fait que vous n'êtes pas seul.
											Exprimez-vous si vous rencontrez
des difficultés.
											Être honnête sur ce que nous ressentons
											ne fait pas de nous des faibles,
											cela fait de nous des humains.
									","
											Sprechen Sie mit Ihren Freunden.
											Sprechen Sie mit Ihren Geliebten.
											Sprechen Sie mit Gesundheitsexperten.
											Seien Sie verletzbar.
											Tun Sie es mit der Zuversicht,
											dass Sie nicht alleine sind.
											Geben Sie sich zu erkennen,
falls Sie Probleme haben.
											Ehrlich bezüglich unserer Gefühle zu sein,
											macht uns nicht schwach,
											es macht uns menschlich.
									","
											Arkadaşlarınla konuş.
											Sevdiklerinle konuş.
											Sağlık uzmanları ile konuş.
											Kırılgan ol.
											Yalnız olmadığını bilerek
											hareket et.
											Kendinle boğuşuyorsan bunu dile getir.
											Hislerimiz hakkında dürüst olmak
											bizi güçsüz kılmaz:
											Bizi insan yapar.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											It is time to end the stigma
associated with mental illness.
											So the next time your hear ""mental,""
											do not just think of the madman.
											Think of me.
									","
											Es hora de poner fin al estigma
asociado con la enfermedad mental.
											Así que la próxima vez
que oigan ""mental"",
											no piensen solo en el loco.
											Piensen en mí.
									","
											Il est temps de mettre un terme
											à la stigmatisation 
associée à la maladie mentale.
											Alors la prochaine fois
que vous entendrez « mental »,
											ne pensez pas juste au fou.
											Pensez à moi.
									","
											Es ist an der Zeit, das Stigma
psychischer Krankheiten zu überwinden.
											Wenn Sie also das nächste
Mal ""psychisch"" hören,
											denken Sie nicht sofort
an jemanden Verrückten.
											Denken Sie an mich.
									","
											Ruh hastalıkları ile ilgili yapılan
damgalamalara son vermenin zamanı geldi.
											Bir daha ''ruhsal'' kelimesini duyduğunda,
											aklına yalnızca deli adamlar gelmesin.
											Beni hatırla.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank.
									","
											Teşekkürler.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
