fr,de,tr,es,title,speaker,duration,tags
"
											D'un autre côté, il y a beaucoup de choses qui m'arrêtent,
											qui dégagent des émotions négatives,
											et il vous faut les combattre.
											Ces choses, par exemple, c'est ce que vous pourriez me dire
											ce que je sais ne pas être vrai.
											""Il n'y a pas de concurrents. Il n'y a personne d'autre
											qui ait fait un truc comme celui-là.""
											En fait, je connais probablement quelqu'un qui a fait un truc comme ça.
											A la minute où vous me dites ça, boum ! Vous savez,
											je ne vais plus croire à ce que vous me dites après.
											Tout ce qui me fait douter, tout ce que je ne comprends pas,
											où je dois faire les connexions moi-même,
											ça va stopper le flux de la présentation.
											Il faut que vous me preniez par la main comme un élève de 6e
											hop, hop, hop, hop, mais sans me prendre de haut.
											Ça n'est pas facile à faire.
											Mais si vous réussissez, ça marche vraiment très bien.
											Tout ce qui n'est pas cohérent avec le concept de votre truc.
											Si vous me dites que les ventes de X, Y ou Z sont de 10 millions de dollars,
											et qu'à la diapo d'après ou cinq diapos après, elles sont de cinq millions de dollars...
											Eh bien, peut-être que les premières étaient en brut
											et les autres en net,
											mais je veux être sûr que tous les chiffres soient cohérents.
											Enfin, tout ce qui est de l'ordre de l'erreur, de la faute de frappe,
											une bêtise, une ligne pas à la bonne place,
											ça m'indique que si vous n'êtes même pas capable de faire une présentation,
											comment diable pourriez-vous diriger une entreprise?
											On prend donc tout en compte.
									","
											Auf der anderen Seite gibt es einiges, das mich ernüchtert,
											das den emotionale Niveau senkt.
											Davon muss man sich erst wieder erholen.
											Wenn Sie mir z.B. etwas erzählen,
											das nicht stimmt.
											„Wir haben keinen Wettbewerb. Es gibt niemanden,
											der jemals so ein Gerät hergestellt hat.“
											Wenn ich zufällig jemanden kenne, der so ein Gerät hergestellt hat –
											von der Minute, in der Sie das sagen – bumm!
											Ab da ziehe ich die Hälfte von dem ab, was Sie sagen.
											Alles, was mich denken lässt. Alles, was ich nicht verstehe,
											wo ich selbst einen Gedankensprung machen muss,
											unterbricht den Fluss der Präsentation.
											Sie müssen mich wie einen Sechstklässler an die Hand nehmen –
											tipp, tipp, tipp, tipp – aber ohne mich zu bevormunden.
											Das ist eine heikle Aufgabe.
											Wenn Sie es aber schaffen funktioniert es wirklich, wirklich gut.
											Alles, was in Ihrem Konzept unstimmig ist.
											Wenn Sie mir sagen, X, Y, Z machen 10 Mio. Dollar
											und 1, 2 oder 5 Folien später sind es 5 Mio. Dollar.
											Mag sein, dass eins brutto,
											das andere netto war –
											aber ich will, dass alle Zahlen zusammen Sinn ergeben.
											Und natürlich: alles was falsch ist – Tippfehler
											oder ein dummer Fehler, eine Linie am falschen Platz.
											Das zeigt mir: Wenn Sie nichtmal eine Präsentation hinbekommen,
											wie wollen Sie dann eine Firma führen?
											Das befruchtet sich alles gegenseitig.
									","
											Bu arada, beni düşüren, duygusal seviyeyi düşüren
											birçok şey var
											ve bunları atlatmanız gerek.
											Ve bunlar, mesela, bana söylediğiniz
											ve doğru olmadığını bildiğim herşey.
											""Hiç rakibimiz yok. Bunun gibi
											birşey yapmış kimse yok.""
											Belki de öyle birşey yapmış birini tanıyorum.
											Ve bunu dediğiniz anda — Boom! Yani,
											o noktadan sonra söylediğin herşeyin yarısını silerim.
											Beni düşündüren herhangi birşey. Anlamadığım herhangi birşey,
											kendimin kafamda bir adım atmamı gerekterecek
											ve sunumun akışını durdurucak herhangi birşey.
											Yani, sanki altıncı sınıftanmışım gibi beni ilerletmeniz lazım —
											pat, pat, pat, pat, pat, — ama bana büyüklük taslamadan.
											Ve bu da, işi yapmanın çok zorlu bir yolu.
											Ama bunu yapabilirseniz, gerçekten çok çok işe yarıyor.
											İşin mantığıyla uyuşmayan herhangi birşey.
											Eğer bana X, Y veya Z satışlarının 10 milyon dolar olduğunu söylerseniz
											ve bir sonraki, ya da beş sonraki slaytta beş milyon dolarsa.
											Tamam, belki biri brüt satışlardı,
											diğeri de net satıştı,
											ama sayıların bütünüyle bir mantığa oturduğunu bilmek isterim.
											Ve son olarak, yanlış olan herşey, ya da yazım hatası,
											ya da salakça bir hata, ya da yanlış yerde olan bir satır.
											Bu bana şunu gösterir — eğer bir sunumu bile yapamıyoranız,
											bir şirketi nasıl yöneteceksiniz?
											Yani bunların hepsi birbirini besler.
									","
											Muchas cosas llevan cuesta abajo,
											bajan el nivel emocional,
											y tienen que recuperarse de ellas.
											Por ejemplo, decir cosas
											que sepa que no son ciertas.
											""No habrá competencia.
											Nadie ha hecho 
un aparato como éste"".
											De pronto sé de alguien 
que lo ha hecho.
											Y en ese momento: ¡bum!
											Descuento la mitad de lo que 
me digan desde entonces.
											Cualquier cosa que me haga pensar. 
Lo que no entienda,
											lo que me pida deducir algo, 
en mi cabeza,
											va a parar el fluir de la presentación.
											Me tienen que llevar 
de la mano como a un niño
											—bla, bla, bla— 
pero sin ser condescendientes.
											Y eso es muy difícil de hacer.
											Pero si pueden hacerlo 
funciona muy, muy bien.
											Cualquier cosa que no sea 
coherente con su concepto.
											Si me dicen ventas de X, Y o Z 
10 millones de dólares,
											y en la siguiente diapositiva 
o después, 5 millones.
											Podría ser ganancias brutas,
											y ganancias netas,
											pero quiero saber que todas 
las cifras tienen sentido.
											Y en último lugar cualquier fallo, 
un error tipográfico
											o una equivocación tonta 
o una línea que no está en su lugar
											me muestra que si no pueden 
hacer una presentación,
											¿cómo van a llevar una empresa?
											Todo esto funciona en conjunto.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Bien, donc la meilleure méthode est de s'inspirer des meilleurs,
											de regarder ce qu'ont fait les autres avant.
											Alors, regardons le dirigeant ayant le mieux réussi en technologie
											et voyons comment il fait ses présentations.
											Voici une présentation PowerPoint de Bill Gates.
											Bill Gates montrant quelque chose pour Windows.
											Est-ce que c'est comme ça qu'on doit faire une présentation PowerPoint?
											Qu'en pensez-vous?
											Non. A votre avis, qui devrions-nous prendre pour modèle?
											Oh, ça alors! En voilà un autre de célèbre.
											Oui? OK, Steve Jobs.
											Vous voulez un extrême, c'est le zen de la présentation, n'est-ce pas?
											Le voilà. Un gars tout simple, jeans noir et tout,
											sur une scène complètement vide.
											Sur quoi vous focalisez-vous?
											Vous vous focalisez sur lui! Sur Steve Jobs.
									","
											All das lernen wir am besten, indem wir uns Vorbilder ansehen –
											die, die das vor uns getan haben.
											Schauen wir uns die erfolgreichsten IT-Manager an
											und schauen wir uns an, wie die Präsentation läuft.
											Hier: Bill Gates' PowerPoint-Präsentation.
											Hier präsentiert Gates etwas in Windows.
											Sollten Sie eine Präsentation so durchführen?
											Was meinen Sie?
											Nein. Wen sollten wir uns als Vorbild ansehen?
											Oh, witzig! Hier ist noch ein erfolgreicher Manager.
											Gut, Steve Jobs.
											Das ist das Zen der Präsentationen, richtig?
											Hier ist er. Ein kleiner Typ, schwarze Jeans etc.
											auf ganz leerer Bühne.
											Auf was achten Sie?
											Sie achten auf ihn! Das ist Steve Jobs.
									","
											Peki, o zaman bu işi yapmanın en iyi yolu iyilere bakmak,
											bunu daha önce yapmış kişilere bakmak.
											O zaman piyasadaki en başarılı teknoloji yöneticisine
											bakalım ve sunum nasılmış görelim.
											Burada Bill Gates'in PowerPoint sunumu.
											Windows için birşey yaparken.
											PowerPoint sunum sizce böyle mi yapılmalı?
											Ne dersiniz?
											Hayır. Sizce rol modelimiz olarak kime bakalım?
											Ah, komik değil mi? Orada süper bir tane var.
											Evet? Tamam, Steve Jobs.
											Mutlak — bu sunumların Zen'i değil mi?
											İşte burada. Bir ufak adam, siyah kot falan,
											tamamen boş bir sahnede.
											Neye konsantre oluyorsunuz?
											Ona konsantre oluyorsunuz! Bu Steve Jobs.
									","
											Lo mejor es mirar a los mejores,
											a los que lo han hecho antes.
											Así que echemos un ojo al ejecutivo de 
tecnología más exitoso del mercado
											y veamos cómo va una presentación.
											La presentación
en PowerPoint de Bill Gates.
											Gates en un acto sobre Windows.
											¿Es así como se hace
una presentación?
											¿Qué creen?
											No. ¿En quién creéis que deberíamos 
fijarnos como modelo?
											¡Qué divertido! Es otro de los grandes.
											¿Si? Steve Jobs.
											Quieren el absoluto, 
es el Zen de las presentaciones, ¿no?
											Ahí está. 
Un hombrecillo, tejanos negros y tal,
											un escenario completamente vacío.
											¿En qué nos centramos?
											¡En él! Es Steve Jobs.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Alors, vous voyez, nos super,
											ces magnifiques longues listes de tirets, vous savez... bien!
											Eh bien non.
											Ces longues listes de tirets sont mauvaises.
											Ce qu'il faut? De courtes listes, vraiment courtes.
											Mais vous savez quoi?
											Encore mieux que de courtes listes de tirets, pas de tiret du tout.
											Montrez-moi seulement le titre.
											Et vous savez quoi?
											Combien de tirets ou de titres est-ce que Steve Jobs utilise?
											Quasiment aucun.
											Ce qu'il faut faire?
											L'idéal : une image. Une simple image.
											Je regarde l'image: une image vaut un millier de mots.
											Vous regardez l'image, vous jetez un œil, et c'est tout.
											Vous revenez sur moi.
											Vous vous focalisez sur moi et sur ce pour quoi je suis tellement super,
											et pourquoi vous voulez investir en moi.
											Et pourquoi tout ce projet fait sens.
											Ceci dit, nous n'avons qu'un très court instant.
									","
											Sie kennen diese
											wundervollen, langen Aufzählungslisten – gut!
											Nein, sind sie nicht.
											Lange Listen sind schlecht.
											Was ist gut? Kurze, kurze Listen.
											Wissen Sie was?
											Noch besser als kurze Liste sind gar keine Listen.
											Geben Sie mir nur die Überschrift hier.
											Wissen Sie was?
											Wie viele Listen oder Überschriften nutzt Steve Jobs?
											Fast keine.
											Was tut man?
											Das beste: Bilder. Ein einfaches Bild.
											Ich habe das Bild gesehen – es sagte mehr als tausend Worte.
											Sie sehen auf das Bild und sehen wieder weg.
											Dann sehen Sie wieder auf mich.
											Und betrachten mich und warum ich so ein toller Typ bin
											und warum Sie in mich investieren wollen.
											Und warum das Ganze Sinn macht.
											So, jetzt haben wir nur noch sehr wenig Zeit.
									","
											Yani, büyüğümüz — bu
											harika uzun maddeler, birşeylerin listeleri, yani — iyidir!
											Hayır, değiller.
											Uzun maddeler kötüdür.
											Ne iyidir? Kısa, kısacık maddeler.
											Hatta,
											kısa maddelerden daha iyisi, hiç maddeler.
											Bana sadece ana başlığı verin.
											Ve hatta,
											Steve Jobs kaç tane madde ya da başlık kullanıyor?
											Neredeyse hiç.
											Ne yapıyorsunuz?
											En iyisi, görseller. Sadece basit bir görsel.
											Görsele baktım — bir resim bin kelimeye bedeldir.
											Görsele bakarsınız ve görürsünüz ve sonra bırakırsınız.
											Ve sonra bana geri dönersiniz.
											Ve bana ve benim neden süper biri olduğuma,
											ve bana neden yatırım yapmak istediğinize odaklanırsınız.
											Ve bütün bunun neden mantıklı olduğuna.
											Peki, bu da söylendiğine göre, çok çok kısa bir zamanımız var.
									","
											Ya ven, genial,
											esos maravillosos ""bullets"", 
una gran lista de cosas... ¡bien!
											No, no.
											Los ""bullets"" largos son malos.
											¿Qué es bueno? ""Bullets"" bien cortos.
											Pero ¿saben qué?
											Mejor que cortos es no usarlos.
											Solo un encabezado.
											¿Y saben qué?
											¿Cuantos ""bullets"" o encabezados 
usa Steve Jobs?
											Básicamente ninguno.
											¿Qué hacer?
											Lo mejor: imágenes. Una imagen simple.
											Miro la imagen... 
vale más que mil palabras.
											Miran la imagen, lo ven y lo captan todo.
											Y entonces vuelven a mí.
											Se centran en mí,
en por qué soy tan buen tipo
											por qué quieren invertir en mí.
											En por qué todo esto tiene sentido.
											Dicho esto, tenemos muy poco tiempo,
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Donc voyons ce que vous devez inclure
											dans votre présentation.
											Alors, pour commencer, pas une de ces longues diapos de titre
											avec tout un blabla,
											et cette présentation est pour untel, à telle date.
											Je connais la date, je sais qui je suis, je sais que vous faites une présentation.
											Je n'ai pas besoin de tout ça.
											Montrez-moi simplement votre logo.
											Je regarde le logo et il s'imprime dans mon cerveau.
											Ensuite je reviens sur vous, je suis focalisé sur vous, OK?
											Vous faites ça, vous me donnez une rapide
											intro de 15 ou 30 secondes, vous captez mon attention.
											Vous me présentez rapidement votre business.
											Ce n'est pas un pitch en cinq minutes. C'est plutôt, deux phrases.
											""On fabrique des trucs pour le marché X, Y, Z"".
											ou bien ""On vend des services pour aider les gens à faire X"". Par exemple.
											C'est comme la photo sur le couvercle d'une boîte de puzzle.
											Donnez-moi le contexte.
											Ça me donne le squelette de l'ensemble
											de ce que vous allez faire.
											Ça me permet de relier tout le reste à quelque chose
											que vous m'avez déjà dit.
									","
											Lassen Sie uns durchgehen, was Ihre Präsentation
											beinhalten sollte.
											Zunächst einmal: fangen Sie an. Keine Folien mit langen Überschriften
											mit bla, bla, bla, bla, bla, bla...
											und ich präsentiere bei so-und-so, dieses und jenes Datum.
											Ich kenne den Tag, weiß wer ich bin, ich weiß, dass Sie präsentieren.
											Ich brauch all das nicht.
											Zeigen Sie mir einfach Ihr Firmenlogo.
											Ich sehe mir das Logo an und es brennt sich mir ein.
											Und dann sehe ich wieder auf Sie, okay?
											Sie geben mir Ihr schnelles
											15- oder 30-Sekunden-Intro, erreichen meine Aufmerksamkeit.
											Dann geben Sie mir einen schnellen Geschäfts-Überblick.
											Das sollte nicht 5 Minuten dauern – 2 Sätze reichen:
											„Wir bauen Geräte für Markt X, Y, Z.“
											Oder: „Wir bieten Dienste, damit jemand X tun kann.“
											Es ist wie das Bild auf der Puzzle-Verpackung.
											Es gibt mir den Kontext.
											Es gibt mir das Gerüst für das Ganze,
											durch das Sie mich führen werden.
											Und es lässt mich alles mit etwas in Verbindung bringen,
											das Sie mir schon erzählt haben.
									","
											O yüzden sunumunuzda olması gereken şeylerin
											bir üzerinden geçelim.
											Peki, öncelikle, başlayalım. Bu kocaman, uzun
											bla, bla, bla, bla, blalı başlıklar
											ve ben şu-şunlara, şu-şu tarihte sunuyorum olmasın.
											Günü biliyorum, kimim biliyorum, sizin sunduğunuzu biliyorum.
											Bütün bunlara ihtiyacım yok.
											Sadece şirket logonuzu verin.
											Logoya bakarım ve bir şekilde aklımda bağdaştırırım.
											Ve sonra size geri dönerim. Size odaklandım, tamam mı?
											Bunu yapın, bana hızlı 15 saniye
											ya da 30 saniyelik girişinizi yapın, dikkatimi çekin.
											Ve sonra bana hızlı bir işe genel bakışı vermenizi isterim.
											Bu beş dakikalık bir anlatım değil. Bu iki cümle falan.
											""X, Y, Z pazarı için aletler üretiyoruz.""
											Yada, ""Birinin X yapabilmesi için servisler satıyoruz."" Yani her neyse.
											Puzzle kutusunun üstündeki resim gibi birşey.
											İçeriği anlamamı sağlayan.
											Üzerinden geçiyor olacağınız bütün şeyin
											teçhizatını anlatır.
											Ve diğer herşeyi, bana zaten anlattığınız
											şeylerle ilişkilendirmemi sağlar.
									","
											veamos las cosas que debe incluir
											su presentación.
											Lo primero de todo, el principio. 
Nada de diapositivas con largos títulos
											con bla, bla, bla,
											y presento esto y lo otro.
											Sé que día es, quién soy,
que presentan.
											Eso no hace falta.
											Usen el logotipo de la empresa.
											Veré el logotipo y quedará en mi cerebro.
											Y volveré a ustedes 
y me centraré en ustedes.
											Hagan eso, empiecen con una rápida
											introducción de 15-30 segundos, 
capten mi atención.
											Y después tendrán que darme
una visión general del negocio.
											No una presentación de cinco minutos, 
sino dos frases.
											""Hacemos aparatos 
para el mercado X, Y o Z"".
											O ""Vendemos servicios para ayudar
a la gente a hacer X"". Lo que sea.
											Es como la foto en la caja 
de un rompecabezas.
											Me informa el contexto.
											Me da el armazón de todo
											lo que me van a explicar.
											Y me permite relacionar 
todo lo demás con algo
											que ya me han dicho.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Donc nous y voilà, conduisez-moi,
											montrez-moi qui est dans votre équipe.
											Ça aide si vous avez déjà une expérience
											et si vous avez déjà fait ce genre de choses avant.
											Je veux connaître le marché, la taille du marché.
											Pourquoi est-il intéressant d'aller sur ce marché?
											Je veux connaître votre produit, et c'est très important.
											Attention, ce n'est pas un pitch produit, ni un pitch de vente.
											Je ne veux pas connaître tous les tenants et aboutissants,
											et tout le toutim, etc.
											Je veux simplement savoir: qu'est-ce que c'est?
											Si c'est un site web, montrez-moi une copie d'écran.
											Surtout ne faites pas de démo en direct.
											Non, jamais de démo en direct.
											Faites quelque chose qui me permette de savoir
											pourquoi les gens vont acheter ce que vous avez à vendre.
									","
											Führen Sie mich also hindurch,
											zeigen Sie mir, wer zu Ihrem Management-Team gehört.
											Es ist hilfreich, dass Sie Erfahrung haben,
											dass Sie soetwas schonmal gemacht haben.
											Und ich will den Markt kennen – die Marktgröße.
											Warum ist der Markt lukrativ?
											Ich will Ihr Produkt kennenlernen. Das ist sehr wichtig.
											Aber das hier ist keine Produktpräsentation
											oder Verkaufspräsentation.
											Ich will nicht die ganzen Pros und Contras hören.
											Ich will nur wissen: was, zum Teufel, ist es?
											Eine Website? Zeigen Sie mir ein Bildschirmfoto.
											Bitte zeigen Sie keine Live-Demo.
											Zeigen Sie niemals eine Live-Demo.
											Zeigen Sie eine vorbereitete Demo oder tun Sie etwas, dass mir zeigt,
											warum Menschen kaufen werden, was auch immer es ist.
									","
											Bu kadar işte — beni ilerletin,
											bana yönetim takımınızın kimler olduğunu gösterin.
											Deneyimli olmanız
											ve bu tür birşeyi daha önce yapmış olmanız yardımcı olur.
											Ve pazarı bilmek isterim — pazarın boyutunu.
											Bu pazara girmeye neden değiyor?
											Ürününü bilmek isterim, bu çok önemli.
											Şimdi bu bir ürün sunumu değil, satış sunumu değil.
											Tüm girdileri çıktıları, falanları filanları,
											ıvırları zıvırları bilmek istemiyorum.
											Tek bilmek istediğim — bu nedir?
											Eğer bir websitesiyse, sitenin bir ekran görüntüsünü gösterin.
											Yani, canlı bir demo yapmayın.
											Hayır, asla canlı bir demo yapmayın.
											Önden kaydedilmiş bir demo yapın, ya da bu her neyse,
											insanların bunu niye satın alacaklarını gösteren herhangi birşey yapın.
									","
											Háganlo, guíenme,
											muéstrenme su equipo gestor.
											Ayuda que tengan experiencia,
											Y quiero conocer el mercado, su tamaño.
											¿Por qué vale la pena este mercado?
											Quiero conocer el producto.
											No me lo presenten, 
no es una venta.
											No quiero todos los detalles
											cómo funciona y esas cosas.
											Solo quiero saber qué demonios es.
											Si es una web, 
muestren una captura de la Web.
											No hagan una demostración en vivo.
											Nunca una demostración en vivo.
											Hagan una demo algo que diga
											por qué comprarán
lo que sea que es.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Ensuite je veux savoir, maintenant que je sais ce que vous vendez,
											dites-moi comment vous allez gagner de l'argent.
											Pour chaque X que vous vendez, vous avez Y, vous assurez le service de Z.
											Je veux savoir quel est le modèle économique
											au niveau unitaire, ou pour le produit réel
											que vous vendez.
											Je veux savoir à qui vous vendez ça,
											en termes de clients.
											Je veux savoir si vous avez des contacts
											qui vont particulièrement vous aider.
											Est-ce que vous avez des contacts dans la distribution,
											est-ce que vous avez un contact pour la production. Ou,
											une fois de plus, la validation.
											Ça aide de dire que vous n'êtes pas tout seul.
									","
											Da ich jetzt weiß, dass Sie verkaufen, will ich jetzt wissen,
											wie Sie damit Geld verdienen.
											Für jeden verkauften X bekommen Sie Y, sie bieten Ihren Dienst für Z an.
											Ich will Ihr Geschäftsmodell kennenlernen.
											Entweder per Einheit oder für das tatsächliche Produkt,
											das Sie verkaufen.
											Ich will wissen, an wen Sie das Ding verkaufen.
											Wer sind die Kunden?
											Und ich will von möglichen Beziehungen wissen,
											die Ihnen helfen könnten.
											Egal, ob es eine Vertriebs-Vereinbarung mit jemandem gibt
											oder Sie einen Produktionspartner haben. Sie wissen schon:
											externe Bewertungen.
											Das zeigt, dass Sie größer sind als nur ein kleines Ding hier.
									","
											Sonra bilmek istediğim — artık ne sattığınızı bildiğime göre,
											bana bundan nasıl para kazanacağınızı anlatın.
											Sattığınız her X için Y alırsınız, Z servislerini yaparsınız.
											Sattığınız asıl ürün için, mesela birim başına
											iş modelinin
											ne olduğunu bilmek isterim.
											Müşteri adı altında, bunu kimlere
											sattığınızı bilmek isterim.
											Ve size yardım etmede özel olacak
											ilişkilerinizin olup olmadığını bilmek isterim.
											Belki biriyle bir dağıtıcılık ilişkiniz var,
											ya da üretici bir partneriniz. Ya da, yani,
											tekrarlıyorum, onaylayıcı.
											Bu, oradaki ufak birşeyden daha fazlası olduğunu göstermeye yarar.
									","
											Entonces querré saber 
—ahora que ya sé qué venden—
											cómo obtener dinero con ello.
											Por cada X vendido obtienen Y,
hacen servicio Z.
											Quiero saber el modelo empresarial
											por unidad o por producto real
											que venden.
											Quiero saber a quién venden,
											en clientes.
											Quiero saber si tienen contactos
											que les ayudarán.
											Si tienen una relación
de distribución,
											si tienen un socio productor.
											O, ya saben, de nuevo, validación.
											Eso ayuda a decir que son 
parte de algo más grande.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Mais tout le monde a des concurrents.
											Une société sans concurrence,
											ça n'a jamais existé.
											Même si la concurrence est une manière un peu passée,
											je veux savoir exactement qui sont vos concurrents,
											et ça m'aidera à évaluer
											comment vous pouvez vous intégrer là-dedans.
											Mais je veux aussi savoir en quoi vous êtes unique.
									","
											Und jeder hat Wettbwerber.
											Es gab noch nie eine Firma,
											die keine Wettbewerber hat.
											Selbst, wenn der Wettbewerb nach altem Muster arbeitet...
											ich will genau wissen, wer Ihr Wettbewerber ist.
											Das wird mir helfen, zu entscheiden,
											wie Sie in die ganze Operation passen.
											Aber ich will wissen, dass Sie besonders sind.
									","
											Ama sonra, herkesin bir rakibi vardır.
											Rekabet içinde olmayan
											hiçbir şirket olmamıştır.
											Rekabet, birşeyi yapmanın eski yolu olsa bile.
											Rakiplerinin tam olarak ne olduğunu bilmek
											ve sonra burdaki bütün bu operasyona
											sizin nasıl oturduğunuzu yargılamama yardım etmenizi isterim.
											Ama sonra, sizin özel olduğunuzu bilmek isterim.
									","
											Pero todo el mundo tiene competencia.
											Nunca ha existido la empresa
											sin competencia.
											Aún si es la manera antigua
de hacer algo.
											Quiero saber exactamente 
quién es su competencia
											para poder juzgar
											cómo encaja en todo el contexto.
											Saber qué los hace especiales.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Si je sais ce que font vos concurrents,
											comment allez-vous éviter que vos concurrents
											mangent votre part du gâteau?
											Tout cela est lié aux données financières.
											Vous devez avoir, vous ne pouvez pas faire un pitch
											sans me présenter des données financières.
											Je veux les données trois, ou une ou deux années en arrière
											selon votre présence dans le domaine.
											Je veux trois, quatre ou cinq ans dans le futur.
											Cinq, c'est un peu beaucoup. Quatre est sans doute plus raisonnable.
											Je veux savoir comment le modèle économique que vous m'avez présenté
											au niveau produit va se transposer au niveau de l'entreprise.
											Et combien de trucs vous allez vendre.
											Vous gagnez X par truc.
											Je veux connaître les déterminants.
											On va avoir 1000 clients cette année,
											et 10000 l'année prochaine.
											Nos recettes vont monter à tant, et tout et tout.
											Ça me donne donc une vision générale pour les années à venir
											de ce dans quoi j'investis.
											Je veux savoir comment l'argent que je vous donne
											va vous aider à en arriver là.
											Vous allez ouvrir une usine de production en Chine,
											vous allez tout dépenser en vente et marketing,
											vous allez partir à Tahiti, etc.
									","
											Wie wollen Sie Ihre Wettbwerber
											davon abhalten, Ihnen Ihr Kuchenstück
											streitig zu machen?
											All das mündet dann in die Finanzübersicht.
											Sie können kein Risikokapital bekommen
											ohne mir Ihre Finanzen offenzulegen.
											Ich will 1-2 zurückliegende Jahre sehen.
											Oder seit Ihrer Existenz.
											Und ich will eine Prognose von 3-5 Jahren.
											5 sind etwas viel; 4 wahrscheinlich realistisch.
											Und ich will wissen, wie sich das Geschäftsmodell, das Sie mir
											anhand eines Produkts gezeigt haben in einem Unternehmensmodell darstellt.
											Und: wie viele Geräte werden Sie verkaufen?
											Sie machen X Umsatz pro Gerät.
											Wie sieht Ihre Planung aus?
											Wir werden dieses Jahr 1.000 Kunden haben,
											und 10.000 nächstes Jahr.
											Unsere Einnahmen werden so und so steigen.
											Das gibt mir das ganze Bild der kommenden Jahre,
											in die ich investiere.
											Und ich will wissen, wie mein Geld Ihnen helfen wird,
											dahin zu kommen.
											Sie werden eine Anlage vor der Küste Chinas bauen,
											Sie werden es für Vertrieb und Marketing ausgeben,
											Sie gehen nach Tahiti oder was auch immer.
									","
											Rakiplerinizin ne yaptığını bilirsem,
											rakiplerinizin sizin malınızı yemelerini
											nasıl engelleyeceğinizi de bilmek isterim.
											Ve sonra bunların hepsi finansal genel bakışa bağlanır.
											Olmak zorunda — finansallarınız olmadan
											yatırımcı sunumu yapamazsınız.
											Üç, yani, bir ya da iki yıl öncesi
											ya da varolduğunuz zamanın hepsini bilmek isterim.
											Ve üç, dört ya da beş yıl sonrasını bilmek isterim.
											Beş biraz fazla. Dört makuldür.
											Ve bana gösterdiğiniz ürün bazlı iş modelinin
											nasıl şirket modeline dönüştüğünü bilmek isterim.
											Ve, yani, kaç tane alet satacaksınız?
											Alet başına X kazanıyorsunuz.
											Yönetici faktörün ne olduğunu bilmek isterim.
											bu yıl 1,000 müşterimiz olacak,
											seneye de 10,000.
											Ve cirolarımız böyle olacak, odur budur.
											Ve bu böylece bana yatırım yaptığım ilerideki
											birkaç senenin bütün bir resmini verir.
											Ve benden alacağınız paranın sizi oraya
											ulaştırmada nasıl yardımcı olacağını bilmek isterim.
											Çin'de bir fabrika mı açacaksınız,
											hepsini satış ve pazarlamada mı harcayacaksınız,
											Tahiti'ye mi gideceksiniz, ya da her neyse.
									","
											Sé lo que hace su competencia,
											¿cómo impedirán que
											se coman su pastel?
											Eso enlaza con
la visión general de las cuentas.
											Imprescindible. 

											No pueden ir con ICR
sin mostrar las cuentas.
											Quiero información 
de uno o dos años atrás.
											O desde que existan.
											Y quiero una proyección 
de cuatro o cinco años.
											Cinco quizá mucho; 
cuatro es razonable.
											Quiero saber cómo
el modelo de negocio que enseñaron
											con base en un producto,
se traduce en un modelo.
											Cuántos aparatos van a vender.
											Ganan X dinero por aparato.
											Quiero saber los márgenes.
											Tendremos 1000 clientes este año
											y 10 000 el año que viene.
											Nuestras ganancias subirán a tanto.
											Eso me da una imagen 
de los siguientes años
											en que invertiré.
											Saber cómo el dinero
que obtendrán de mí
											los ayudará a llegar allí.
											Si van a abrir una planta en China,
											si se van a gastar todo 
en promoción y ventas,
											si van a ir a Tahití, o lo que sea.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
