en,fr,es,pt,title,speaker,duration,tags
"
											Toward the end of the course,
the prosecutors were excited,
											as we talked about our plans
for life after being released.
											But they hadn't realized
how rough it was actually going to be.
											I can literally still see the shock
											on one of the junior
ADA's face when it hit her:
											the temporary ID given to us
with our freedom
											displayed that we were
just released from prison.
											She hadn't imagined how many barriers
this would create for us
											as we reenter society.
											But I could also see her genuine empathy
for the choice we had to make
											between coming home to a bed in a shelter
											or a couch in a relative's
overcrowded apartment.
									","
											Vers la fin du cours,
les procureurs étaient enthousiastes,
											alors que nous parlions de nos projets
après notre libération.
											Mais ils n'avaient pas réalisé
combien cela allait être dur.
											Je peux encore voir le choc
											sur le visage d'une jeune
substitute du procureur :
											la carte d'identité provisoire
qui nous serait donnée avec notre liberté
											indiquait que nous venions
d'être libérés de prison.
											Elle n'avait pas imaginé les obstacles
que cela créerait pour nous
											lors de notre réinsertion dans la société.
											Mais je pouvais voir sa réelle empathie
pour les choix que nous avions dû faire :
											entre rentrer et avoir
un lit dans un refuge
											ou un canapé dans l'appartement surpeuplé
d'un membre de notre famille.
									","
											Hacia el final del curso,
los fiscales estaban entusiasmados,
											cuando hablamos de nuestros planes
para la vida tras ser liberados.
											Pero no se habían dado cuenta
de lo difícil que iba a ser.
											Aún puedo ver el rostro sorprendido
											de uno de los ayudantes de fiscal
de distrito cuando se le ocurrió algo:
											la identificación temporal 
que se nos da con nuestra libertad
											mostraba que acabamos 
de ser liberado de la prisión.
											Ella no había considerado cuántos
obstáculos nos crearía esto,
											al reintegrarnos en la sociedad.
											Pero pude ver también su empatía genuina
por la decisión que tuvimos que tomar
											entre volver a casa
con una cama y un refugio
											o un sofá en un apartamento 
abarrotado de un pariente.
									","
											Para o fim do curso, os promotores
estavam entusiasmados,
											quando falámos sobre os nossos planos
para a vida depois de sermos libertados.
											Mas não se tinham apercebido
como isso iria ser difícil.
											Ainda posso ver o choque
											na cara de uma das mais novas
quando se apercebeu
											do BI temporário que nos deram
com a nossa liberdade
											que referia que tínhamos acabado
de sair da prisão.
											Ela não tinha imaginado
quantas barreiras isso nos iria criar
											quando reentrássemos na sociedade.
											Mas também pude ver
a sua genuína empatia
											pela escolha que tivemos de fazer
											entre voltar para casa
numa cama num abrigo
											ou num sofá num apartamento
superlotado de um familiar.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											What we learned in the class
											worked its way into concrete
policy recommendations.
											We presented our proposals
											to the state Department
of Corrections commissioner
											and to the Manhattan DA,
											at our graduation in a packed
Columbia auditorium.
											As a team,
											I couldn't have imagined
a more memorable way
											to conclude our eight weeks together.
									","
											Ce que nous avons appris dans la classe
											s'est frayé un chemin
dans des recommandations politiques.
											Nous avons présenté nos propositions
											au commissaire du département
des services correctionnels d’État
											et au procureur de Manhattan
											lors de notre remise de diplômes
dans un amphithéâtre bondé de Columbia.
											En tant qu'équipe,
											je n'aurais pas pu imaginer
de façon plus mémorable
											de conclure nos huit semaines ensemble.
									","
											Lo que aprendimos en la clase
											abrió camino hasta llegar a
recomendaciones políticas concretas.
											Presentamos nuestras propuestas
											al comisario del
Departamento de Correcciones
											y al fiscal del distrito de Manhattan,
											durante nuestra graduación
en un auditorio de Columbia repleto.
											Como equipo,
											no podía haberme imaginado
una manera más memorable
											de concluir nuestras ocho semanas juntos.
									","
											O que aprendemos nas aulas
											resultou em recomendações
de políticas concretas.
											Apresentámos as nossas propostas
											ao comissário do Departamento de Correção
											e ao procurador de Manhattan,
											na cerimónia de graduação
num auditório apinhado da Columbia.
											Enquanto equipa,
											eu não podia ter imaginado
uma forma mais memorável
											de concluir aquelas oito semanas juntos.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											And just 10 months
after coming home from prison,
											I again found myself in a strange room,
											invited by the commissioner of NYPD
to share my perspective
											at a policing summit.
											And while speaking,
											I recognized a familiar face
in the audience.
											It was the attorney
who prosecuted my case.
											Seeing him,
											I thought about our days in the courtroom
											seven years earlier,
											as I listened to him recommend
a long prison sentence,
											as if my young life was meaningless
											and had no potential.
											But this time,
											the circumstances were different.
											I shook off my thoughts
											and walked over to shake his hand.
											He looked happy to see me.
											Surprised, but happy.
											He acknowledged how proud he was
about being in that room with me,
											and we began a conversation
about working together
											to improve the conditions
of our community.
									","
											Seulement 10 mois
après être sorti de prison,
											je me suis retrouvé
dans une pièce étrange,
											invité par le commissaire de la police
de New York pour partager mon point de vue
											lors d'un sommet policier.
											Alors que je parlais,
											j'ai reconnu un visage familier
dans le public.
											C'était le procureur ayant engagé
les poursuites contre moi.
											En le voyant,
											j'ai pensé aux journées
que nous avions passées au tribunal
											sept ans plus tôt,
											je me suis souvenu l'avoir écouté
recommander une peine de prison,
											comme si ma jeune vie
n'avait pas de valeur
											ni de potentiel.
											Mais cette fois-ci,
											les circonstances étaient différentes.
											Je me suis défait de ces pensées
											et je suis allé le voir
pour lui serrer la main.
											Il a semblé content de me voir.
											Surpris, mais content.
											Il a reconnu à quel point il était fier
d'être dans cette pièce avec moi
											et a entamé une conversation
sur une collaboration
											pour améliorer la situation
de notre communauté.
									","
											Y solo 10 meses tras salir de la prisión,
											volví a encontrarme en una sala extraña,
											invitado por el comisario de la policía 
de Nueva York a compartir mi perspectiva
											durante una cumbre policial.
											Y mientras hablaba,
											reconocí un rostro familiar en el público.
											Era el abogado que enjuició mi caso.
											Cuando lo vi,
											pensé en todo el tiempo 
que pasamos en el tribunal
											siete años antes,
											cuando lo escuché pedir
una larga sentencia de prisión,
											como si mi vida fuera insignificante
											y no tuviera ningún potencial.
											Pero esta vez,
											eran diferentes las circunstancias.
											Me libré de mis pensamientos
											y me fui a darle la mano.
											Se veía feliz de verme.
											Sorprendido, pero feliz.
											Reconoció cuán orgulloso estaba
de estar en esa sala conmigo,
											y empezamos a hablar de trabajar juntos
											para mejorar las condiciones
de nuestra comunidad.
									","
											Ao fim de 10 meses
depois de sairmos da prisão,
											voltei a encontrar-me numa sala estranha,
											convidado pelo comissário do NYPD
para partilhar a minha perspetiva
											numa cimeira de polícias.
											Enquanto estava a falar,
											reconheci uma cara familiar
na audiência.
											Era o promotor público do meu processo.
											Quando o vi,
											pensei naqueles dias no tribunal
											sete anos antes,
											enquanto ele recomendava
uma longa sentença de prisão,
											como se a minha vida de jovem
não tivesse sentido
											e não tivesse potencial.
											Mas, naquela altura,
as circunstâncias eram diferentes.
											Afastei os meus pensamentos
											e fui ter com ele para lhe apertar a mão.
											Ele pareceu feliz por me ver.
											Surpreendido, mas feliz.
											Mostrava como se sentia orgulhoso
por estar na mesma sala comigo
											e começámos uma conversa
sobre trabalharmos em conjunto
											para melhorar as condições
da nossa comunidade.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											And so today,
											I carry all of these experiences with me,
											as I develop the Justice Ambassadors
Youth Council at Columbia University,
											bringing young New Yorkers — some
who have already spent time locked up
											and others who are still
enrolled in high school —
											together with city officials.
											And in this classroom,
											everyone will brainstorm ideas
											about improving the lives
of our city's most vulnerable youth
											before they get tried
within the criminal justice system.
									","
											Aujourd'hui,
											je porte en moi toutes ces expériences
											alors que je développe
											le conseil de jeunesse des ambassadeurs
de la justice à l'université Columbia,
											réunissant de jeunes New-yorkais —
certains ayant déjà été enfermés
											et d'autres encore au lycée —
											et des fonctionnaires de la ville.
											Dans cette classe,
											tout le monde cherchera des idées
											pour améliorer la vie des jeunes
les plus vulnérables de notre ville
											avant qu'ils ne soient jugés
par le système de justice pénale.
									","
											Hoy
											llevo todas estas experiencias conmigo,
											mientras desarrollo el Consejo Joven 
de embajadores por la justicia
											en la Universidad de Columbia
											reuniendo a jóvenes neoyorquinos,
algunos ya han estado entre rejas
											y otros que están todavía matriculados
en la escuela secundaria
											con funcionarios municipales.
											Y en esta clase,
											todos aportan ideas
											de cómo mejorar las vidas
de los jóvenes más vulnerables
											antes de ser juzgados
en el sistema de justicia penal.
									","
											Assim, atualmente,
											transporto comigo todas estas experiências
											enquanto desenvolvo
o Conselho de Jovens Embaixadores
											da Universidade da Columbia,
											juntando os jovens nova-iorquinos
											— alguns dos quais já estiveram presos
											e outros que ainda estão inscritos
na faculdade —
											com funcionários da cidade.
											Nesta sala de aulas,
											todos apresentam as suas ideias
											para melhorar a vida
dos jovens mais vulneráveis da cidade
											antes de serem postos à prova
no sistema de justiça criminal.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											This is possible if we do the work.
											Our society and justice system
has convinced us
											that we can lock up our problems
											and punish our way
out of social challenges.
											But that's not real.
											Imagine with me for a second
											a future where no one can become
											a prosecutor,
											a judge,
											a cop
											or even a parole officer
											without first sitting in a classroom
											to learn from and connect with
											the very people whose lives
will be in their hands.
									","
											Cela est possible, si nous y travaillons.
											Notre société et notre système judiciaire
nous ont convaincus
											que nous pouvions enfermer nos problèmes
											et éviter les défis sociaux
grâce à des condamnations.
											Mais ce n'est pas vrai.
											Imaginez avec moi un instant
											un futur où personne ne peut devenir
											procureur,
											juge,
											policier
											ou même contrôleur judiciaire
											sans s'être auparavant
assis dans une classe
											pour apprendre et nouer des liens
											avec les personnes dont ils auront
la vie entre leurs mains.
									","
											Esto es posible si realizamos el trabajo.
											Nuestra sociedad y sistema judicial
nos han convencido
											de que podemos encerrar
nuestros problemas
											y castigar a fin de escapar
de desafíos sociales.
											Pero eso no es real.
											Imagínense Uds. por un momento
											un futuro donde nadie puede hacerse
											fiscal,
											juez,
											agente de policía
											o incluso supervisor
de libertad condicional
											sin sentarse antes en una clase
											para saber de las personas 
cuyas vidas estarán en sus manos
											y relacionarse con ellas.
									","
											Isto é possível, se trabalharmos.
											A nossa sociedade e o sistema judicial
convenceram-nos
											de que podemos acabar
com os nossos problemas
											e punir, para evitar problemas sociais.
											Mas a realidade não é essa.
											Imaginem por instantes
											um futuro em que ninguém
											possa vir a ser promotor,
											nem juiz,
											nem polícia,
											nem sequer um funcionário
de liberdade condicionada
											sem primeiro assistir a aulas,
											entrar em contacto e aprender
											com as pessoas cuja vida
está nas suas mãos.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											I'm doing my part to promote
the power of conversations
											and the need for collaborations.
											It is through education
											that we will arrive at a truth
that is inclusive and unites us all
											in the pursuit of justice.
											For me, it was a brand-new conversation
											and a new kind of classroom
											that showed me how both my mindset
											and our criminal justice system
											could be transformed.
									","
											Je fais ma part pour promouvoir
la faculté des conversations
											et le besoin de collaborations.
											C'est à travers l'éducation
											que nous arriverons à une vérité
qui est inclusive et nous unit tous
											à la poursuite de la justice.
											Pour moi, cela a été
une toute nouvelle conversation
											et un nouveau genre de salle de classe
											qui m'ont montré comment mon état d'esprit
											et notre système de justice pénale
											pouvaient être changés.
									","
											Hago mi parte para promover
el poder de conversaciones
											y la necesidad de colaboraciones.
											Es a través de la educación
											de que llegaremos a una verdad
que es incluyente y que nos une a todos
											en la búsqueda de la justicia.
											Para mí fue una nueva conversación
											y un nuevo tipo de clase
											que me mostró cómo mi mentalidad
											y nuestro sistema de justicia penal
											se podrían transformar.
									","
											Faço o meu papel para promover
o poder da conversa
											e a necessidade de colaboração.
											É através da educação
											que chegaremos a uma verdade
que seja inclusiva e nos una a todos
											na procura da justiça.
											Para mim, foi uma conversa 
completamente nova
											e um novo tipo de aulas
											que me mostrou como
a minha mentalidade
											e o nosso sistema de justiça criminal
											podiam ser transformados.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											They say the truth shall set you free.
											But I believe
											it's education
											and communication.
									","
											Ils disent que la vérité vous libère.
											Mais je crois
											qu'il s'agit de l'éducation
											et de la communication.
									","
											Dicen que la verdad nos hará libres.
											Pero yo creo
											que es la educación
											y la comunicación.
									","
											Dizem que a verdade nos liberta.
											Mas eu creio
											que é a educação
											e a comunicação.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											Thank you.
									","
											Merci.
									","
											Gracias.
									","
											Obrigado.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplauso)
									","
											(Aplausos)
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
