es,pt,tr,fr,title,speaker,duration,tags
"
											Un amigo mío, un viejo amigo, de hecho muy viejo,
											ya murió. (Risas)
											Me temo que eso es lo más viejo 
que se puede llegar a ser.
											Pero qué tipo maravilloso que era, 
un estupendo filósofo.
											Él solía hablar de la diferencia entre la tarea
											y el sentido del logro.
											Ya saben, porque se puede estar 
muy involucrado en alguna actividad,
											sin estar logrando realmente nada,
											como hacer dieta.
Que es un buen ejemplo.
											Allí está él, Está a dieta. 
¿Está perdiendo peso? Realmente no.
											Enseñar es una palabra como esa.
											Pueden decir, «Esa es Deborah, 
está en el salón 34, está enseñando».
											Pero si nadie está aprendiendo,
											ella puede estar involucrada en la tarea de enseñar
											sin estar de hecho cumpliéndola.
									","
											Um amigo meu, um velho amigo — 
mesmo muito velho,
											ele está morto. (Risos)
											É o mais velho que se pode ser, receio bem.
											Mas era um tipo fantástico, 
um filósofo fantástico.
											Ele costumava falar sobre 
a diferença entre
											estar envolvido numa tarefa, e realizá-la.
											Pode-se estar envolvido numa atividade
											mas não estar realmente a cumpri-la,
											como a fazer dieta.
É um ótimo exemplo.
											Lá está ele. A fazer dieta.
Está a perder peso? Nem por isso.
											Ensinar é uma dessas palavras.
											Podem dizer: ""Ali está a Deborah,
na sala 34, a ensinar.""
											Mas se ninguém está a aprender nada,
											ela pode estar envolvida na tarefa de ensinar
											mas não estar a cumpri-la.
									","
											Bir arkadaşım, eski bir arkadaşım —gerçekten çok eski,
											kendisi öldü. (Kahkaha)
											Korkarım ancak bu kadar eski olabilir.
											Ama mükemmel bir insandı, mükemmel bir filozof.
											Yapılan iş ve başarma hissinin
											farkından bahsederdi.
											Bilirsiniz, bir aktiviteyle ilgilenirsiniz,
											ama gerçekten başarılı olmazsınız.
											Diyet yapmak gibi. Bu çok iyi bir örnek oldu.
											İşte arkadaşım. Diyet yapıyor. Kilo veriyor mu? Pek sayılmaz.
											""Öğretmek"" de böyle bir kelimedir.
											""İşte Deborah, 34 numaralı sınıfta, öğretiyor."" diyebilirsiniz.
											Ama eğer kimse bir şey öğrenmiyorsa
											öğretme göreviyle meşgul olabilir,
											ama gerçekte onu yerine getirmiyordur.
									","
											Un ami à moi, un vieil ami 
– très vieux en fait,
											il est mort. (Rires)
											Il n'y a pas plus vieux, j’en ai peur.
											Mais c’était un type formidable, 
un philosophe fabuleux.
											Il parlait de la différence entre le sens des verbes 
pour décrire une tâche
											et celui de son accomplissement.
											Vous savez, on peut s'engager 
dans une activité
											sans vraiment l’accomplir,
											comme suivre un régime par exemple. 
C’est un très bon exemple vous savez.
											« Regarde-le. Il est au régime ». 
« Est-ce qu’il perd du poids ? ». « Pas vraiment ».
											Enseigner est un mot comme ça.
											Vous pouvez dire : « Voici Deborah, 
elle est dans la classe 34, elle enseigne ».
											Mais si personne n’apprend quoi que ce soit,
											elle peut s'engager 
dans une tâche d’enseignement,
											mais sans réellement l’accomplir.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											El papel de un docente es facilitar 
el aprendizaje. Eso es todo.
											Y parte del problema es, a mi criterio,
											que la cultura educativa dominante,
no se ha enfocado
											ni en enseñar o aprender, sino en evaluar.
											Ahora bien, evaluar es importante. Los exámenes estandarizados tienen su lugar.
											Pero no deberían ser la cultura educativa dominante.
											Deberían ser un diagnóstico. Deberían ayudar.
											(Aplausos)
											Si yo me realizo un examen médico,
											quiero que se hagan pruebas estándar. De verdad.
											Quiero saber cuál es mi nivel de colesterol,
											comparado con el de los demás 
en una escala promedio.
											No quiero que sea en una escala cualquiera
											que mi médico haya inventado camino al consultorio.
									","
											O papel do professor é
facilitar a aprendizagem. Só isso.
											E parte do problema é, penso eu,
											que a cultura dominante na educação
se tem vindo a focar
											não em ensinar e aprender, mas em testar.
											Testar é importante. Os testes padronizados
têm a sua importância.
											Mas não deviam ser a cultura dominante
na educação.
											Deviam ser diagnósticos.
Deviam ajudar.
											(Aplausos)
											Se eu for examinado por um médico,
											quero testes padronizados. Quero mesmo.
											Quero saber qual é o meu nível de colesterol
											comparado com toda a gente
numa escala padronizada.
											Não quero uma escala qualquer
											que o meu médico inventou no carro.
									","
											Bir öğretmenin rolü öğrenmeye olanak sağlamaktır. Bu kadar.
											Bence, problemin bir kısmı şu ki
											baskın eğitim kültürü öğretme ve öğrenmeye odaklanmalı
											ama ölçmeye değil.
											Tabi, ölçme önemlidir. Standartlaştırılmış testlerin önemli bir yeri var.
											Ama eğitim kültüründe baskın olmamalı.
											Tanılayıcı olmalı. Yardımcı olmalı.
											(Alkış)
											Eğer tıbbi muayeneye gidersem,
											standartlaştırılmış test isterim. Gerçekten.
											Bilirsiniz, kolesterol seviyemin standart ölçekteki insanlarla
											karşılaştırıldığında ne seviyede olduğunu öğrenmek isterim.
											Doktorumun arabasında uydurduğu
											bir ölçekle değerlendirilmek istemem.
									","
											Le rôle d'un enseignant est de faciliter 
l'apprentissage. C'est tout.
											Et une partie du problème est, 
selon moi,
											que la culture dominante de l'éducation 
en est venue à se focaliser
											non pas sur l'enseignement et l'apprentissage 
mais sur l’évaluation.
											Attention, l’évaluation, c’est important. 
Les tests standardisés ont leur place.
											Mais ils ne devraient pas être 
la culture dominante de l’éducation.
											Ils devraient être un diagnostique. 
Être là pour aider.
											(Applaudissements)
											Si je vais faire un examen médical,
											je veux des tests standardisés. Vraiment .
											Vous savez, je veux connaitre 
mon taux de cholestérol
											comparé à ceux de tout le monde
sur la même échelle standardisée.
											Je ne veux pas être mesuré sur une échelle
											que mon médecin 
aurait sorti de son chapeau.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											«Su colesterol está en lo que yo llamo 
Nivel Naranja».
									","
											""O seu colesterol está naquilo
a que eu chamo Nível Laranja.""
									","
											""Kolesterol seviyeniz ""Portakal Seviyesi"" diye adlandırdığım seviyede.""
									","
											« Votre taux de cholestérol est 
ce que j'appelle cholestérol de niveau orange. »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											«¿De veras? ¿Eso es bueno?» «No lo sabemos».
									","
											— ""A sério? Isso é bom?""
— ""Não sabemos.""
									","
											""Gerçekten mi? Bu iyi mi?"" ""Bilmiyoruz.""
									","
											« Vraiment ? Et c’est grave ? »
« On ne sait pas. »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Pero todo esto debería respaldar el aprendizaje.
No debería obstruirlo,
											lo cual, por supuesto, sucede a menudo.
											Así que en lugar de la curiosidad, lo que tenemos
											es una cultura de cumplimiento.
											Se incentiva a nuestros niños y maestros
											a seguir algoritmos de rutina
											en lugar de estimular el poder 
de la imaginación y curiosidad.
											Y el tercer principio es este:
											la vida humana es inherentemente creativa.
											Es la razón por la cual tenemos 
distintos curriculums vitae.
											Creamos nuestras vidas,
											y podemos recrearlas a medida 
que vivimos.
											Es la moneda corriente de ser un ser humano.
											Es la razón por la cual la cultura humana 
es tan interesante y diversa
											y dinámica.
											Digo, claro que otros animales 
pueden tener imaginación
											y creatividad, pero eso no es tan evidente
											como en nosotros, ¿verdad?
											Pueden tener un perro.
											Y su perro puede deprimirse.
											Pero no se pone a escuchar Radiohead, ¿o sí?
											(Risas)
											Ni se sienta a mirar por la ventana 
con una botella de Jack Daniels.
											(Risas)
									","
											Mas tudo isso devia apoiar a aprendizagem.
Não a devia obstruir,
											o que, como é óbvio, acontece 
frequentemente.
											Em vez de curiosidade, o que temos
											é uma cultura de submissão.
											As nossas crianças e professores 
são encorajados
											a seguir algoritmos rotineiros
											em vez de excitar aquele poder
da imaginação e da curiosidade.
											E o terceiro princípio é este:
											que a vida humana é intrinsecamente criativa.
											É por isso que todos temos 
diferentes currículos.
											Nós criamos as nossas vidas,
											e podemos recriá-las enquanto as vivemos.
											É a prática comum de ser um ser humano.
											É por isso que a cultura humana é tão
interessante, diversa
											e dinâmica.
											Quer dizer, outros animais podem
muito bem ter imaginação
											e criatividade, mas não está tanto em evidência
											como a nossa, pois não?
											Quero dizer, podem ter um cão.
											E o vosso cão pode ficar deprimido.
											Mas ele não ouve os Radiohead, pois não?
											(Risos)
											Nem se senta a olhar pela janela
com uma garrafa de Jack Daniels.
											(Risos)
									","
											Ama bütün bunlar eğitimi desteklemeli. Eğitimi engellememeli.
											Ama tabii bu çok oluyor.
											Yani merakın yerine elimizde
											kültürel boyun eğme var.
											Çocuklarımız ve öğretmenlerimiz hayal gücünün
											ve merakın gücünü uyandırmaktansa
											rutin düzeni takip etmek için teşvik ediliyorlar.
											Ve üçüncü prensip:
											insanoğlu doğuştan yaratıcıdır.
											Bu yüzden hepimizin farklı özgeçmişi var.
											Yaşamımızı biz belirleriz,
											ve onun üzerinden geçerken tekrar yaratabiliriz..
											İnsan olmanın ortak değeri budur.
											Bu yüzden insan kültürü çok ilginç ve çeşitli
											ve dinamik.
											Yani, diğer hayvanların da hayal gücü ve yaratıcılığı
											olabilir, ama bizimkinde olduğu kadar kanıt yok,
											değil mi?
											Mesela bir köpeğiniz var.
											Köpeğiniz depresyonda olabilir.
											Bilirsiniz, ama tutup da Radiohead dinlemez, değil mi?
											(Kahkaha)
											Ya da bir şişe Jack Daniels ile oturup pencereden dışarı bakmaz.
											(Kahkaha)
									","
											Mais tout ça devrait appuyer l'apprentissage. 
Ça ne devrait pas être un obstacle,
											ce qui est trop souvent le cas.
											Donc, en lieu et place de curiosité, 
nous avons
											une culture de conformité.
											On encourage nos enfants et nos enseignants
											à exécuter des tâches routinières
											plutôt que de mobiliser le pouvoir 
de l'imagination et de la curiosité.
											Et le troisième principe est le suivant :
											que la vie humaine 
est intrinsèquement créative.
											C'est pourquoi nous avons tous 
des CV différents.
											Nous créons nos vies,
											et nous pouvons les réinventer 
au fur et à mesure.
											C'est le lot commun de l'être humain.
											C'est pourquoi la culture humaine 
est si intéressante, diversifiée
											et dynamique.
											Je veux dire que d'autres animaux 
pourraient bien avoir de l'imagination
											et de la créativité, 
mais on n'en a pas vraiment la preuve
											pas comme les nôtres,
n’est-ce pas ?
											Mettons que vous ayez un chien.
											Et votre chien pourrait devenir dépressif.
											Mais il ne va pas se mettre à écouter 
Radiohead en boucle, pas vrai ?
											(Rires)
											Et s’assoir les yeux dans le vague à la fenêtre 
avec une bouteille de Jack Daniels.
											(Rires)
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Uno le preguntaría, «¿Te gustaría dar un paseo?»
									","
											E vocês dizem: ""Queres vir dar um passeio?""
									","
											Sonra siz, ""Yürüyüşe çıkmak ister misin?"" dersiniz.
									","
											Vous diriez « Tu viens faire un tour ? »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Y él contestaría, «No, estoy bien.
											Ve tú. Yo esperaré aquí. Pero saca fotos».
									","
											Ele diz: ""Não, estou bem.
											""Vai tu. Eu espero. Mas tira fotos.""
									","
											O da ""Yok, sağ ol.
											Sen git. Ben beklerim. Ama birkaç fotoğraf çek.""
									","
											Il répondrait : « Non, ça va.
											Vas-y. Mais prends des photos »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Todos creamos nuestras vidas
a través de este proceso incesante
											de imaginar alternativas y posibilidades,
											y uno de los papeles de la educación
											es despertar y desarrollar 
estos poderes de creatividad.
											En cambio, lo que tenemos 
es una cultura de estandarización.
									","
											Todos criamos as nossas vidas ao longo
deste processo incessante
											de imaginar alternativas e possibilidades,
											e esse é um dos papéis da educação,
											acordar e desenvolver esses
poderes de criatividade.
											Em vez disso, o que temos é uma
cultura de padronização.
									","
											Hepimiz hayatlarımızı bu hareketli alternatifler ve olanaklar
											hayal etme sürecinde yaratıyoruz
											ve eğitimin rollerinden biri
											yaratıcılığın bu gücünü uyandırmak ve geliştirmektir.
											Bunun yerine, bizde standartlaştırma kültürü var.
									","
											Nous créons tous nos propres vies 
à travers ce processus nerveux
											d'imaginer des alternatives 
et d’autres possibilités,
											et l'un des rôles de l'éducation
											est d'éveiller et de développer 
ces pouvoirs de créativité.
											Au lieu de ça, ce que nous avons, 
c'est une culture de la normalisation.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Pero, no tiene por qué ser así.
De verdad, no es necesario.
											Finlandia, con frecuencia está en primer lugar
											en matemáticas, ciencia y lectura.
											Ahora bien, sabemos que en eso les va bien
											porque es lo único que se evalúa actualmente.
											Ese es uno de los problemas de la evaluación.
											No examina otras cosas 
que son igual de importantes.
											Lo que sucede con el trabajo 
en Finlandia es lo siguiente:
											no se obsesionan con estas disciplinas.
											Poseen una estrategia muy amplia de educación
											que incluye humanidades, 
educación física, las artes.
									","
											Não tem de ser assim. Não tem mesmo.
											A Finlândia aparece frequentemente à frente
											em Matemática, Ciências e Leitura.
											Reparem que só sabemos
que eles são bons nisso,
											porque é aquilo que é testado atualmente.
											Esse é um dos problemas dos testes.
											Não procuram por outras coisas que
também interessam.
											O importante sobre o trabalho na Finlândia é:
											eles não são obcecados 
com essas disciplinas.
											Eles têm uma abordagem ampla da educação
											que inclui Humanidades,
Educação Física, e Artes.
									","
											Şimdi, bu böyle olmak zorunda değil. Gerçekten değil.
											Finlandiya matematik, fen ve okumada
											düzenli olarak birinci oluyor.
											Şimdi, sadece bu alanlarda iyi olduklarını biliyoruz
											çünkü halihazırda bu konularda değerlendiriliyorlar.
											Bu, değerlendirmenin sorunlarından biri.
											Aynı derecede önemli olan diğer alanlara bakmıyorlar.
											Finlandiya'da durum şöyle:
											Bu tip disiplinlere takılıp kalmıyorlar.
											Eğitime karşı beşeri ilimleri, beden eğitimini,
											sanat dallarını da kapsayan geniş bir yaklaşımları var.
									","
											Il n’y a pas de fatalité. Vraiment pas.
											La Finlande arrive régulièrement en tête
											en mathématiques, 
en sciences et en lecture.
											Nous savons que c'est ce qu'ils font de bien
											parce que c'est 
tout ce qui est évalué actuellement .
											C'est d’ailleurs 
l'un des problèmes de ces évaluations.
											Elles ne se penchent pas sur d’autres choses 
qui comptent tout autant.
											Le truc à propos du travail 
en Finlande est le suivant :
											ils ne sont pas obsédés 
par ces disciplines.
											Ils ont une approche très large 
de l'éducation
											qui inclut les sciences humaines, 
l'éducation physique, les arts.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											En segundo lugar, en Finlandia no existen 
los exámenes estandarizados.
											Quiero decir, hay un poco de eso
											pero no es lo que hace 
que la gente salga de sus casas.
											No es lo que los mantiene en sus escritorios.
									","
											Segundo, não há testes padronizados 
na Finlândia.
											Quer dizer, há alguns,
											mas não é isso que faz as pessoas
levantarem-se de manhã.
											Não é o que as mantém sentadas à secretária.
									","
											İkinci olarak, Finlandiya'da standartlaştırılmış sınav sistemi yok.
											Demek istediğim, bir miktar var
											ama bu insanların yaşama sebebi değil.
											Bu onları masaları başında tutan şey değil.
									","
											Deuxièmement, il n'y a pas 
de tests standardisés en Finlande.
											Je veux dire, il y en a un peu,
											mais ce n'est pas 
ce qui motive les gens à se lever le matin.
											Ce n'est pas ce qui les retient au boulot.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Y lo tercero, y recientemente estuve reunido
											con algunas personas de Finlandia, 
finlandeses de verdad,
											y alguien del sistema estadounidense
											le decía a los finlandeses,
											«¿Qué hacen con el índice de deserción
en Finlandia?»
									","
											E a terceira coisa, e estive numa reunião recentemente
											com algumas pessoas da Finlândia,
mesmo finlandeses,
											e alguém do sistema americano
											perguntava às pessoas da Finlândia:
											""O que fazem em relação
ao abandono escolar na Finlândia?""
									","
											Üçüncü olarak, son zamanlarda gerçekten Finli olan,
											Finlandiya'lı bazı insanlarla görüşüyordum
											ve Amerika sisteminden gelen biri
											Finlandiyalı insanlara soruyordu:
											""Finlandiya'da okuldan ayrılma oranları hakkında neler yapıyorsunuz?""
									","
											Et le troisième point, 
et j'étais récemment dans une réunion
											avec quelques personnes de Finlande, 
des vrais Finlandais,
											et quelqu'un du système américain
											a demandé à ce groupe finnois,
											« Que faites-vous pour 
le taux de décrochage scolaire en Finlande ? »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Y un poco perplejos, dijeron,
											«No tenemos deserción escolar.
											¿Porque abandonarías la escuela?
											Si hay alumnos en problemas, 
llegamos a ellos rápidamente
											y los ayudamos y apoyamos».
									","
											Ficaram todos um pouco espantados, e disseram:
											""Bem, nós não temos disso.
											""Porque é que eles haveriam de desistir?
											""Se as pessoas têm problemas, chegamos a elas
rapidamente
											""e ajudamo-las e apoiamo-las.""
									","
											Biraz şaşırdılar ve dediler ki,
											""Şey, bizde okuldan ayrılma yok.
											Neden okulu bırakasın ki?
											Eğer insanların sorunları varsa, onlara çabucak ulaşırız
											ve onlara yardım edip destek oluruz.""
									","
											Ils eurent tous l’air un peu déconcertés 
et ont dit :
											« Eh bien, nous n'en avons pas.
											Pourquoi quelqu’un voudrait-il abandonner ?
											Si certains sont en difficulté, nous intervenons 
auprès d’eux assez rapidement,
											nous les aidons et nous les soutenons. »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											La gente en general dice, «Bien, ya saben,
											no se puede comparar Finlandia
con Estados Unidos».
									","
											As pessoas dizem sempre: ""Sabem,
											""não podemos comparar a Finlândia aos E.U.A.""
									","
											Şimdi insanlar hep ""Evet, bilirsiniz,
											Finlandiya'yla Amerikayı karşılaştıramayız."" diyecekler.
									","
											Les gens disent toujours : 
« Eh bien, vous savez,
											vous ne pouvez pas comparer 
la Finlande à l'Amérique. »
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											No, creo que la población
											en Finlandia, es de cerca de cinco millones.
											Pero pueden compararla con un estado en EE.UU.
											Muchos estados en EE.UU. 
tienen mucha menor población.
											Yo he visitado algunos estados
											en los cuales yo era el único allí.
(Risas)
											De verdad. Me pidieron que 
cerrara con llave cuando me fuera.
											(Risas)
									","
											Não. Penso que há uma população
											de cerca de 5 milhões de pessoas na Finlândia.
											Mas podemos compará-la a um estado americano.
											Muitos estados americanos têm
menos população do que isso.
											Estive em alguns estados nos E.U.A.
											em que era a única pessoa lá. (Risos)
											Mesmo. Até me pediram
que trancasse a porta ao sair.
											(Risos)
									","
											Hayır. Sanırım Finlandiya'da
											nüfus beş milyon civarında.
											Ama Finlandiya'yı Amerika'daki bir eyaletle karşılaştırabilirsiniz.
											Amerika'da bir çok eyalette bundan daha az insan var.
											Demek istediğim, Amerika'nın bazı eyaletlerinde bulundum
											ve oradaki tek insan bendim. (Kahkaha)
											Gerçekten. Ciddiyim. Çıkarken kapıyı kilitlememi istediler.
											(Kahkaha)
									","
											Non. Je pense que la Finlande 
compte une population
											d'environ cinq millions d’habitants.
											Mais vous pouvez la comparer
à un état en Amérique.
											De nombreux États d'Amérique 
ont moins d’habitants que ça.
											Je suis allé dans certains États en Amérique
											où j'étais à peu près la seule personne ! (Rires)
											Vraiment. Vraiment. On m'a demandé 
de refermer la porte en sortant !
											(Rires)
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Pero lo que hacen todos los sistemas 
de alto rendimiento en el mundo
											es lo que, lamentablemente, no es evidente
											a lo largo de los sistemas en Estados Unidos;
quiero decir, como un todo.
											Uno de ellos es este: Individualizan 
la enseñanza y el aprendizaje.
											Reconoce que quienes están aprendiendo 
son alumnos
											y que el sistema debe involucrarlos a ellos, 
a su curiosidad,
											su individualidad, y su creatividad.
											Así es como hacen que aprendan.
									","
											Mas o que todos os sistemas de 
elevado desempenho do mundo fazem
											é o que infelizmente não é hoje evidente
											nos sistemas nos E.U.A. — quer dizer, 
como um todo.
											Uma das coisas é que individualizam
o ensino e a aprendizagem.
											Reconhecem que são os estudantes 
que aprendem
											e o sistema tem de envolvê-los,
à sua curiosidade,
											à sua individualidade, e à sua criatividade.
											É assim que os fazemos aprender.
									","
											Ama dünyadaki tüm yüksek başarılı sistemlerin yaptığını
											ne yazık ki şu anda
											Amerika'daki sistemlerde göremiyoruz—Yani bütün olarak.
											Birincisi: Onlar öğretme ve öğrenmeyi bireyselleştiriyorlar.
											Öğrenme işini yapanların öğrenciler olduğunu kabul ediyorlar
											ve sistem onlara, onların merakına, bireyselliklerine
											ve yaratıcılıklarına katkıda bulunmalı.
											Onlara bu şekilde eğitim verebilirsiniz.
									","
											Mais ce que tous les systèmes très performants 
dans le monde font actuellement,
											on ne le voit pas, malheureusement,
											dans les systèmes en Amérique 
- je veux dire, dans l’ensemble.
											La première est celle-ci :
ils individualisent l'enseignement et l'apprentissage.
											Ils reconnaissent que 
ce sont les étudiants qui apprennent
											et que le système doit les motiver, 
stimuler leur curiosité,
											leur individualité et leur créativité.
											C'est ainsi que vous les pousserez à apprendre.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Lo segundo, es que le atribuyen un estatus muy alto
											a la profesión docente.
											Reconocen que no se puede mejorar la educación
											si no se elige a personas estupendas para enseñar
											y si no se les provee un respaldo constante
											y desarrollo profesional.
											Invertir en desarrollo profesional no es un gasto.
											Es una inversión,
											y todo país próspero, lo sabe,
											ya sea Australia, Canadá, Corea del Sur, Singapur,
											Hong Kong o Shanghai. Saben que esto es así.
									","
											A segunda coisa é que atribuem 
um estatuto muito elevado
											à profissão docente.
											Reconhecem que não se pode melhorar 
a educação,
											se não se escolher
excelentes pessoas para ensinar
											e se não lhes for proporcionado 
um apoio constante
											e um desenvolvimento profissional.
											Investir no desenvolvimento profissional
não é um custo.
											É um investimento,
											e qualquer país com sucesso o sabe,
											seja Austrália, Canadá, Coreia do Sul, Singapura,
											Hong Kong ou Xangai.
Eles sabem que é assim.
									","
											İkincisi de öğretmenlik mesleğine çok yüksek
											bir statü veriyorlar.
											Kabul ediyorlar ki eğer öğretmek için mükemmel insanlar
											seçmezsen ve onlara sürekli destek ve
											mesleki gelişim sağlamazsan
											eğitimi geliştiremezsin.
											Mesleki gelişime yatırım yapmak bir maliyet değildir..
											Bir yatırımdır
											ve başarılı olan diğer bütün ülkeler bunu bilir.
											İster Avustralya, Kanada, Güney Kore, Singapur
											Hong Kong ya da Şangay olsun. Durumun böyle olduğunu bilirler.
									","
											La seconde est qu'ils attribuent 
un statut très élevé
											à la profession d’enseignant.
											Ils reconnaissent 
qu'on ne peut pas améliorer l'éducation
											si on ne choisit pas 
des gens formidables pour enseigner,
											si on ne les soutient pas en permanence
											et si on n'assure pas 
la formation professionnelle.
											Investir dans la formation professionnelle, 
ce n'est pas un coût.
											C'est un investissement,
											et tous les autres pays 
qui réussissent le savent bien,
											que ce soit l'Australie, le Canada, 
la Corée du Sud, Singapour,
											Hong Kong ou Shanghai. 
Ils savent que c’est le cas.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Y lo tercero, es que delega la responsabilidad
											al nivel escolar para completar el trabajo.
											Verán, hay una gran diferencia entre
											ingresar en modo de orden y control en educación.
											Eso es lo que sucede en algunos sistemas.
											Los gobiernos centrales deciden
											o los gobiernos estatales
											deciden que saben mejor que nadie lo que hacen 
y que les van a decir qué hacer.
											El problema es que la educación no sucede
											en las salas de comités 
de nuestros edificios legislativos.
											Sucede en salones de clases y escuelas,
											y las personas involucradas 
son los maestros y alumnos,
											y si se quita su criterio, deja de funcionar.
											Hay que devolvérselo a la comunidad educativa.
											(Aplausos)
									","
											E a terceira é, eles desenvolvem 
a responsabilidade,
											ao nível da escola, de fazer esse trabalho.
											Há aqui uma grande diferença entre
											entrar num modo de comando e controlo
na educação —
											É o que acontece em alguns sistemas.
											Os governos centrais decidem,
											ou os governos estatais decidem,
											eles é que sabem
e vão dizer-vos o que fazer.
											O problema é que a educação não acontece
											nas salas de conferências 
dos edifícios legislativos.
											Acontece nas salas de aula e nas escolas,
											e as pessoas que a fazem são
os professores e os alunos,
											e se se retira a sua capacidade de decisão,
a educação deixa de funcionar.
											Têm de a devolver às pessoas.
											(Aplausos)
									","
											Üçüncü olarak, işi yerine getirme sorumluluğunu
											okul seviyesine bırakıyorlar.
											Bilirsiniz, eğitimde komut vermek ve
											kontrol altında tutmak arasında çok büyük bir fark vardır.—
											Bazı sistemlerde böyle oluyor.
											Biliyorsunuz, merkezi hükümet ya da
											eyalet yönetimleri en iyisini
											kendilerinin bildiğini ve size ne yapacağanızı söyleyebildiklerini düşünüyorlar.
											Sorun şu ki, kanunların konulduğu
											binaların komite odalarında eğitim olmaz.
											Eğitim sınıflarda ve okullarda gerçekleşiyor
											ve bunu yapan insanlar öğretmenler ve öğrenciler.
											Onların takdir yetkisini kaldırırsanız, eğitim gerçekleşmez.
											Eğitimi tekrar bu insanların eline emanet etmelisiniz.
											(Alkış)
									","
											Et la troisième, 
c'est qu'ils délèguent la responsabilité
											au niveau de l'école 
pour accomplir le travail.
											Vous voyez, en matière d'éducation,
											il y a une grande différence entre 
un mode de commandement et un mode de contrôle.
											C'est ce qui arrive dans certains systèmes.
											Vous savez, ces gouvernements
											ou des états centralisés décident
											de ce qui est mieux pour vous 
et vous disent quoi faire.
											L'ennui, c'est que l'éducation n’a pas lieu
											dans les salles de commission 
de nos édifices législatifs.
											Elle se produit dans des salles de classe 
dans des écoles,
											et les gens qui font ça 
sont les enseignants et les étudiants,
											et si on supprime leur pouvoir discrétionnaire, 
ça ne fonctionne plus.
											Vous devez rendre le pouvoir aux gens.
											(Applaudissements)
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
