pt,es,fr,title,speaker,duration,tags
"
											Mas como história,
tinha de ser contada.
											E ao contar essa história,
											temos de incluir a experiência
de poder tocar,
											cheirar e saborear essas variedades.
											Então propus-me criar um pomar
											onde esses frutos pudessem
estar disponíveis ao público,
											e estivessem na zona
de maior densidade populacional
											que pudesse encontrar.
											Comecei a procurar meio hectare
de terra em Nova Iorque
									","
											Pienso que es una historia
que debe ser contada.
											Y el relato de esa historia
											debe incluir la experiencia 
de poder tocar,
											oler y saborear esas variedades.
											Así que decidí crear un huerto
											para que la fruta estuviera
disponible para el público,
											con la idea de ubicarlo
											donde hubiera la mayor densidad
de gente que pudiera encontrar.
											Naturalmente, empecé buscando 
un acre de tierra en Nueva York,
									","
											(Rires)
											Mais je ne savais pas ce que je possédais.
											J'ai découvert que la majorité
des variétés
											étaient un riche héritage.
											Notamment celles d'avant 1945,
											période des débuts
de l'industrialisation de l'agriculture.
											Certaines de ces variétés remontent
à des milliers d'années.
											En découvrant à quel point
elles étaient anciennes,
											je suis devenu obsédé
par leur conservation
											et l'art est devenu la solution.
											Je suis allé dans de vieux vergers
avant qu'ils ne soient rasés,
											et j'ai sauvé la section de tronc
											sur laquelle se trouvait
le greffon originel.
											J'ai commencé à mettre dans des buvards
des fleurs et des feuilles
											pour créer des herbiers.
											J'ai commencé à séquencer de l'ADN.
											Mais finalement, j'ai décidé
de préserver leurs histoires
											grâce à ces cadres en laiton
et des descriptions typographiées.
											Pour raconter l'histoire
de la pêche George IV,
											qui a pris racine entre
deux immeubles à New York –
											quelqu'un est passé devant, l'a goûtée,
											et c'est devenu un succès commercial
au XIXe siècle,
											grâce à son si bon goût.
											Puis elle a disparu
											parce qu'elle voyage mal
											et ne rentre pas dans les normes
de l'agriculture moderne.
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											o que, em retrospetiva,
parece demasiado ambicioso,
											provavelmente a razão pela qual
ninguém respondia aos meus telefonemas
									","
											(Risas)
									","
											Mais j'ai compris que cette histoire
devait être racontée.
											Et dans cette narration,
											il fallait inclure
l'expérience du toucher,
											de l'odorat et du goût.
											J'ai donc décidé de créer un verger
											pour rendre ces variétés
accessibles au public,
											et de le placer dans la zone
la plus densément peuplée
											que je pouvais trouver.
											Bien sûr, j'ai commencé à chercher
un coin de terre à New York –
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											(Risos)
									","
											lo que, en retrospectiva, 
parecía bastante ambicioso
											y probablemente la razón por la que 
nadie respondía a mis llamadas o cartas.
									","
											(Rires)
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											até que, por fim, quatro anos mais tarde,
tive resposta de Governor's Island.
									","
											(Risas)
									","
											ce qui, avec le recul,
semblait plutôt ambitieux,
											et sans doute la raison pour laquelle
personne ne répondait à mes appels –
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											A Governor's Island
é uma antiga base naval
											que foi doada à cidade
de Nova Iorque no ano 2000.
											Toda esta terra ficou acessível
											a uma viagem de 5 minutos
de Nova Iorque.
											Fui convidado a criar um projeto
a que chamaram ""Pomar Aberto""
											que visa recuperar antigas
variedades de frutos
											que existiam em Nova Iorque
no século passado.
											Atualmente em marcha,
											o Pomar Aberto vai ser composto
por 50 árvores com múltiplos enxertos
											de 200 variedades de frutas
variadas e antigas.
											São variedades originárias
ou que fazem parte da história da região.
											Variedades como a maçã morango,
											que é originária da 13.ª Rua
e da 3.ª Avenida.
											Visto que uma árvore de fruta
não pode ser mantida pela semente,
											o Pomar Aberto visa ser
uma base genética viva,
											ou um arquivo desses frutos.
											Tal como a árvore dos 40 frutos,
vai ser uma experiência;
											e também vai ser simbólico.
											Mais importante, vai ser um convite
ao debate sobre a conservação
											e melhor conhecimento da comida.
									","
											Hasta que, cuatro años después, 
me contestaron desde Governors Island.
									","
											(Rires)
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											Através da árvore dos 40 frutos,
											recebi milhares e milhares
de ""emails"" de pessoas,
											a perguntar várias coisas sobre
""Como plantar uma árvore?""
											Com menos de 3% da população
											com um vínculo direto à agricultura,
											o Pomar Aberto vai convidar as pessoas
											a participarem no programa público
e a fazerem formações,
											para aprender a enxertar, manter,
podar e colher uma árvore;
											participar em provas de frutos
e passeios de floração;
											trabalhar com cozinheiros locais
para aprender a utilizar a fruta
											e recriar receitas antigas
											para as quais muitas destas variedades
eram especificamente cultivadas.
											Ir além do espaço físico do pomar,
											será um livro de receitas
que irá juntar todas essas receitas.
											Será um guia prático
											das características
e particularidades dessas frutas,
											da sua origem e história.
									","
											Governors Island es una antigua base naval
											donada a la ciudad 
de Nueva York en el año 2000.
											Y ofrecía todo ese terreno
											a cinco minutos de transbordo
desde Nueva York.
											Me invitaron a crear un proyecto 
al que llamamos ""el Huerto Público"",
											que recuperará variedades frutales
											que no se han cultivado en 
Nueva York por más de un siglo.
											Actualmente en marcha,
											el Huerto Público tendrá 
50 árboles de injertos múltiples
											con 200 variedades frutales antiguas.
											Son variedades autóctonas o cultivadas
de forma tradicional en la región.
											Variedades como la manzana
""Early Strawberry"",
											que se originó en la calle 13 
y la Tercera Avenida.
											Dado que un árbol frutal no se puede 
preservar por semillas,
											el Huerto Público funcionará 
como un banco genético vivo
											o un archivo de estas frutas.
											Como el Árbol de 40 frutas,
será experimental,
											y también será simbólico.
											Lo más importante es que invitará
a la gente a participar en la conservación
											y a aprender más sobre los alimentos.
									","
											jusqu'à ce que, quatre ans plus tard,
je reçoive un appel de Governors Island.
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											Tendo crescido numa quinta,
pensava saber de agricultura
											e não queria ter nada a ver com ela.
											Então, fiz-me artista.
									","
											Por el Árbol de 40 frutas,
											he recibido miles y miles
de correos electrónicos
											que preguntaban cosas básicas 
sobre cómo se planta un árbol.
											Ya que menos del 3 % de la población
											tiene un vínculo directo
con la agricultura,
											el Huerto Público invitará a la gente
											a participar en programas
públicos y talleres,
											a aprender cómo injertar, cultivar,
podar y cosechar un árbol;
											a hacer recorridos para ver
la floración y probar las frutas;
											a trabajar con chefs locales
para aprender a usar la fruta
											y recrear platos con siglos de antigüedad
											para los que se cultivaron específicamente
muchas de estas variedades.
											Más allá del aspecto físico del huerto,
											habrá un libro de cocina 
que recopile todas estas recetas.
											Será una guía práctica
											sobre las características 
y los cuidados de esas frutas,
											su origen y su historia.
									","
											Il s'agit d'une ancienne base navale,
											qui fut donnée à la ville
de New York en 2000.
											Et ils nous ont confié ce terrain,
											situé à juste cinq minutes
de New York en ferry.
											Ils m'ont invité à créer un projet
qu'on a appelé le « Verger ouvert »
											pour rapporter des variétés de fruits
											qui n'avaient plus été cultivées
à New York depuis plus d'un siècle.
											Le projet est en cours,
											mais le Verger ouvert
aura 50 arbres multi-greffés
											qui porteront 200 variétés
anciennes de fruits.
											Ce sont des variétés qui proviennent
de la région ou qui y poussaient jadis.
											Des variétés comme la pomme
Early Strawberry
											qui provient d'un arbre au croisement
de la 13e Rue et de la 3e Avenue.
											Comme on ne peut pas
préserver les arbres par leurs graines,
											le Verger ouvert sera comme
une banque génétique vivante,
											une archive de ces fruits.
											Comme l'Arbre aux 40 fruits,
											ce sera une expérience sensorielle
											et symbolique en même temps.
											Mais surtout, elle invitera les gens
à participer à la préservation des plantes
											et à mieux connaître leur nourriture.
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											(Risos)
									","
											Al crecer en una granja, 
creí que sabía de agricultura,
											y no quise tener nada que ver con ello.
											(Risas)
											Así que me convertí en artista.
									","
											Grâce à l'Arbre aux 40 fruits,
											j'ai reçu des milliers
de courriels de gens
											qui posaient des questions simples,
comme « Comment planter un arbre ? »
											Avec moins de 3% de la population
											ayant un rapport direct à l'agriculture,
											le Verger ouvert invitera les gens
											à prendre part à la programmation
et à participer à des ateliers
											pour apprendre à greffer, à cultiver,
à tailler un arbre et à cueillir,
											à participer à des visites
de dégustation et de découverte,
											à travailler avec des chefs
pour savoir utiliser ces fruits
											et recréer des plats centenaires
											pour lesquels on cultivait
spécifiquement ces fruits.
											Au-delà du site physique du verger,
											un livre de recettes sera publié
pour les regrouper toutes.
											Ce sera un guide pratique
											qui présentera les caractéristiques
de ces fruits,
											leurs origines et leur histoire.
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											Mas tenho de admitir
que faz parte do meu ADN.
											E penso não ser o único.
											Há 100 anos, todos nós estávamos
mais ligados à cultura,
											ao cultivo e à história da nossa comida,
											e fomo-nos desligando dela.
											O Pomar Aberto cria a oportunidade,
											não apenas de voltar a conectar
com este passado desconhecido,
											mas também uma maneira de pensar
como será o futuro da nossa comida.
									","
											Pero tengo que admitir
que es algo que llevo en mi ADN.
											Y no creo que sea el único.
											Hace 100 años, estábamos 
mucho más ligados a la cultura,
											el cultivo y la historia 
de nuestra comida,
											y nos hemos alejado de ello.
											El Huerto Público brinda la oportunidad
											de no solo reconectarnos con
este pasado desconocido,
											sino de considerar cuál podría ser
el futuro de nuestra alimentación.
									","
											En grandissant dans une ferme,
je croyais avoir compris l'agriculture
											et je ne voulais surtout pas
y avoir affaire.
											Je suis donc devenu artiste –
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											Obrigado.
									","
											Gracias
									","
											(Rires)
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
											(Aplausos)
									","
											(Aplausos)
									","
											mais je dois reconnaître
que c'est dans mon ADN.
											Et je ne pense pas être le seul.
											Il y a un siècle, nous étions tous
beaucoup plus proches des plantes,
											de la production et
de l'histoire de notre nourriture,
											et nous nous en sommes éloignés.
											Le Verger ouvert ne donne pas
seulement l'occasion
											de nous reconnecter à ce passé inconnu,
											mais aussi de reconsidérer
le futur de notre alimentation.
											Merci.
											(Applaudissements)
									",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
"
","
","
",How one tree grows 40 different kinds of fruit,Sam Van Aken,11:24,"trees,art,plants,natural resources,nature,ecology,biodiversity,botany,environment,community"
