en,es,de,fr,title,speaker,duration,tags
"
											Aren't the accomplishments
of a 70-year-old entrepreneur
											every bit as meaningful,
											every bit as newsworthy,
											as the accomplishments
of a 30-year-old entrepreneur?
											Of course they are.
											That's why I'd like to make the phrase
""70 over 70"" just as —
									","
											¿No son los logros
de un emprendedor de 70 años
											igual de significativos,
											igual de novedosos,
											que los logros
de un emprendedor de 30 años?
											Claro que sí.
											Por eso me gustaría acuñar la frase,
los ""70 y de más de 70"" para que...
									","
											Sind die Leistungen 
70-jähriger Unternehmer
											nicht genau so bedeutsam,
											genau so interessant,
											wie die Leistungen einer
30-jährigen Unternehmerin?
											Natürlich sind sie das.

											Darum möchte ich, dass der Satz
""70 über 70"" genau so —
									","
											selon un groupe britannique appelé CMI.
											Est-ce que les réalisations
d'un entrepreneur de 70 ans
											ne sont pas aussi significatives,
											aussi dignes d'intérêt,
											que celles d'un entrepreneur de 30 ans ?
											Bien sûr qu'elles le sont !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											Voilà pourquoi je voudrais qu'il y ait un
classement des « 70 au-dessus de 70 ans »
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											just as commonplace
as the phrase ""30 under 30.""
									","
											para que sea algo tan común como
la frase, los ""30 y de menos de 30"".
									","
											normal wird wie der Satz ""30 unter 30"".
									","
											(Rires)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											tout aussi fameux que le classement des
« 30 moins de 30 ans » !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											Thank you.
									","
											Gracias.
									","
											Vielen Dank.
									","
											(Applaudissements)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Cheers)
									","
											(Ovación)
									","
											(Jubel)
									","
											Merci
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Merci)
											(Applaudissements)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
