en,es,de,fr,title,speaker,duration,tags
"
											Here's an example.
											We started with a pest,
											a wasp that lives on many of our homes.
											Inside that wasp, we plucked out
a little-known microorganism species
											with a unique ability:
											it could make beer.
											This is a trait that only
a few species on this planet have.
											In fact, all commercially produced
beer you've ever had
											likely came from one of only
three microorganism species.
											Yet our species, it could make
a beer that tasted like honey,
											and it could also make
a delightfully tart beer.
											In fact, this microorganism species
that lives in the belly of a wasp,
											it could make a valuable sour beer
											better than any other species
on this planet.
											There are now four species
that produce commercial beer.
											Where you used to see a pest,
											now think of tasting
your future favorite beer.
									","
											Este es un ejemplo.
											Comenzamos con una plaga,
											una avispa que vive 
en muchas de nuestras casas.
											Dentro de esa avispa, detectamos una 
especie poco conocida de microorganismos
											con una habilidad única:
											podría hacer cerveza.
											Este es un rasgo que solo tienen
algunas especies en el planeta.
											De hecho, cualquier cerveza 
producida a lo largo de la historia
											quizá provino de una de tres 
especies de microorganismos.
											Sin embargo, nuestra especie, podría 
hacer una cerveza con gusto a miel,
											y también podría hacer
una deliciosa cerveza amarga.
											De hecho, esta especie de microorganismo
que vive en el vientre de una avispa,
											podría hacer una valiosa cerveza amarga
											mejor que cualquier otra especie
en el planeta.
											Actualmente, hay cuatro especies
que producen cerveza comercial.
											Donde solíamos ver una plaga,
											ahora vemos la posibilidad 
de degustar nuestra cerveza favorita.
									","
											Hier ist ein Beispiel.
											Wir starteten mit einem Schädling,

											einer Wespe, die bei uns zu Hause lebt.
											Aus der Wespe entnahmen wir eine wenig
bekannte Mikroorganismusart,
											mit einer einzigartigen Fähigkeit:
											Sie könnte Bier machen.
											Diese Eigenschaft haben nur
wenige Arten auf diesem Planeten.
											Alle kommerziell hergestellten
Biere stammen wahrscheinlich
											von nur einem von drei 
Mikroorganismusarten.
											Doch unsere Art könnte
Bier mit Honiggeschmack
											und gutes herbes Bier machen.
											Tatsächlich könnte diese Art,
die im Bauch einer Wespe lebt,
											wertvolles Sauerbier machen,
											besser als jede andere Art
auf diesem Planeten.
											Heute gibt es vier Arten,
die kommerzielles Bier herstellen.
											Wenn Sie einen Schädling sehen,
											denken Sie jetzt an
Ihr zukünftiges Lieblingsbier.
									","
											Voici un exemple.
											Nous avons commencé avec un nuisible,
											une guêpe qui vit
dans beaucoup de nos maisons.
											De l'intérieur de cette guêpe,
											nous avons extrait une espèce
de micro-organisme peu connue
											possédant un talent unique :
											elle peut faire de la bière.
											Seules quelques espèces possèdent
cette caractéristique sur cette planète.
											En fait, toutes les bières
produites commercialement
											viennent d'une de ces trois espèces
de micro-organisme.
											Pourtant, notre espèce peut faire
une bière au goût de miel
											et peut aussi faire une bière
délicieusement acidulée.
											Cette espèce de micro-organisme
qui vit dans le ventre d'une guêpe
											peut faire une excellente bière acidulée
											mieux que n'importe quelle autre
espèce sur cette planète.
											Il existe maintenant quatre espèces
qui produisent de la bière commerciale.
											Là où vous aviez l'habitude
de voir un nuisible,
											pensez désormais au goût
de votre future bière préférée.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											As a second example,
											I worked with researchers
to dig in the dirt in people's backyards.
											There, we uncovered a microorganism
that could make novel antibiotics,
											antibiotics that can kill
the world's worst superbugs.
											This was an awesome thing to find,
											but here's the secret:
											for the last 60 years,
											most of the antibiotics on the market
											have come from similar soil bacteria.
											Every day, you and I
and everyone in this room
											and on this planet,
											are saved by similar soil bacteria
that produce most of our antibiotics.
											Where you used to see dirt,
											now think of medication.
									","
											Como un segundo ejemplo,
											trabajé con investigadores, cavando
en el patio trasero de la gente.
											Allí, descubrimos un microorganismo
que podría crear nuevos antibióticos,
											antibióticos que podrían matar
a las peores superbacterias del mundo.
											Encontrar eso fue algo asombroso,
											pero este es el secreto:
											durante los últimos 60 años,
											la mayoría de los antibióticos del mercado
											han venido de bacterias similares 
del suelo.
											Todos los días, Uds. y yo,
y todos en esta sala,
											y en este planeta, somos salvados
											por bacterias similares del suelo
que crean la mayoría de los antibióticos.
											Donde solían ver suciedad,
											ahora piensen en medicamentos.
									","
											Ein zweites Beispiel:
											Ich buddelte mit Forschern 
im Dreck der Gärten.
											Dort entdeckten wir einen Mikroorganismus,
der neues Antibiotikum machen könnte,
											eins, das die weltweit
schlimmsten Keime töten kann.
											Das ist eine geniale Sache,
											aber hier ist das Geheimnis:
											In den letzten 60 Jahren
											kamen die meisten
Antibiotika auf dem Markt,
											von ähnlichen Bodenbakterien.
											Jeden Tag werden Sie und ich
und alle in diesem Raum
											und auf dem Planeten
											durch ähnliche Bodenbakterien gerettet,
											die den Großteil unserer
Antibiotika produzieren.
											Wenn Sie Schmutz sehen,
											denken Sie jetzt an Medikation.
									","
											Comme deuxième exemple,
											j'ai travaillé avec des chercheurs
pour creuser chez les gens,
											dans leurs jardins.
											Nous avons découvert un micro-organisme
qui pourrait faire un nouvel antibiotique,
											un antibiotique qui pourrait tuer
les pires virus du monde.
											C'était quelque chose
de génial à découvrir
											mais voici le secret :
											depuis soixante ans,
											la plupart des antibiotiques
sur le marché
											viennent d'une bactérie similaire.
											Chaque jour, vous, moi
et tout le monde dans cette pièce
											et sur cette planète
											sont sauvés par une bactérie similaire

											qui produit la plupart
de nos antibiotiques.
											Là où vous voyiez de la terre,
											pensez désormais à des médicaments.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											Perhaps my favorite example
comes from colleagues
											who are studying
a pond scum microorganism,
											which is tragically named after
the cow dung it was first found in.
											It's pretty unremarkable
and would be unworthy of discussion,
											except that the researchers found
that if you feed it to mice,
											it vaccinates against PTSD.
											It vaccinates against fear.
											Where you used to see pond scum,
now think of hope.
									","
											Quizá mi ejemplo favorito viene de colegas
											que estudian un microorganismo 
de escoria de estanque,
											que lleva trágicamente el nombre del
estiércol de vaca donde fue descubierto.
											Es bastante poco especial
y no valdría la pena discutirlo,
											salvo que los investigadores encontraron
que si uno alimenta ratones con esto,
											los vacuna contra el estrés postraumático.
											Nos vacuna contra el miedo.
											Donde solíamos ver escoria de estanque,
ahora vemos esperanza.
									","
											Mein Lieblingsbeispiel kommt von Kollegen,
											die einen Mikroorganismus
im Teichschlamm untersuchen,
											der nach dem Kuhmist benannt wurde,
in dem man ihn erstmals fand.
											Er ist ziemlich unauffällig und wäre
einer Diskussion unwürdig,
											doch die Forscher fanden heraus,
dass wenn man Mäuse damit füttert,
											er gegen PTBS impft .
											Er impft gegen Angst.
											Wenn Sie Teichschlamm sehen,
denken Sie jetzt an Hoffnung.
									","
											Mon exemple préféré vient
peut-être de mes collègues
											qui étudient un micro-organisme
d'écume d'étang,
											malheureusement nommé d'après
la bouse de vache d'où il a été découvert.
											C'est assez insignifiant
et ne vaut pas une discussion,
											sauf que les chercheurs ont découvert
qu'en le donnant à manger aux souris,
											il les vaccine contre le SSPT.
											Il les vaccine contre la peur.
											Là où vous voyiez de l'écume,
pensez maintenant à de l'espoir.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											There are so many more microbial examples
											that I don't have time
to talk about today.
											I gave you examples of solutions
that came from just three species,
											but imagine what those other
100,000 species in your dust bunnies
											might be able to do.
											In the future, they might be able
to make you sexier
											or smarter
											or perhaps live longer.
									","
											Hay muchos más ejemplos de microbios
											que no tengo tiempo de mencionar hoy.
											He dado ejemplos de soluciones
que vienen de solo tres especies,
											pero imaginen las posibilidades que esas
100 000 especies del polvo de los conejos
											podrían aportar.
											En el futuro, podrían hacernos más sexy,
											o más inteligentes,
											o quizá vivir más tiempo.
									","
											Es gibt noch viele mikrobielle Beispiele,
											heute fehlt die Zeit dafür.
											Ich gab Ihnen Lösungsbeispiele,
die nur drei Arten betrafen,
											aber stellen Sie sich vor,
wozu die anderen 100 000 Arten
											in Ihren Staubteilchen fähig sein könnten.
											In der Zukunft könnten sie
Sie sexier machen
											oder klüger
											oder Sie länger leben lassen.
									","
											Il existe tellement plus
d'exemples de microbes
											que je n'ai pas le temps de mentionner.
											Je vous ai donné des exemples de solutions
provenant de seulement trois espèces
											mais imaginez de quoi les 100 000 autres
espèces dans vos moutons de poussière
											peuvent être capables.
											Dans un futur proche, elles pourraient
vous rendre plus séduisants,
											plus intelligents
											ou vous permettraient
de vivre plus longtemps.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											So I want you to look
at your finger again.
											Think about all those
microscopic creatures
											that are unknown.
											Think about in the future
what they might be able to do
											or make
											or whose life they might be able to save.
											How does your finger feel right now?
											A little bit powerful?
											That's because you're feeling the future.
									","
											Quiero que miren sus dedos otra vez.
											Piensen en todas esas
criaturas microscópicas
											desconocidas.
											Piensen lo que podrían 
ser capaces de hacer en el futuro,
											o de crear,
											o qué vidas podrían salvar.
											¿Qué sienten sobre sus dedos ahora?
											¿Tiene un poco más de poder?
											Es así porque ahora sienten el futuro.
									","
											Bitte schauen Sie wieder auf Ihren Finger.
											Denken Sie an all die unbekannten
mikroskopischen Lebewesen.
											Denken Sie daran, was diese
in der Zukunft machen könnten
											oder welches Leben sie retten könnten.
											Wie fühlt sich Ihr Finger jetzt an?
											Ein bisschen machtvoll?
											Das ist so, weil Sie die Zukunft fühlen.
									","
											Regardez votre doigt une nouvelle fois.
											Pensez à toutes ces créatures
microscopiques
											inconnues.
											Pensez à ce qu'elles pourraient
accomplir dans le futur
											ou créer,
											ou aux vies qu'elles pourraient sauver.
											Comment voyez-vous
votre doigt maintenant ?
											Un petit peu puissant ?
											C'est parce que vous sentez le futur.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											Thank you.
									","
											Gracias.
									","
											Vielen Dank.
									","
											Merci.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
