es,tr,fr,de,pt,title,speaker,duration,tags
"
											Pero Chopin no quería llegar a ese MI ahí,
											porque, ¿qué habría pasado? Terminaría, como Hamlet.
											¿Recuerdan Hamlet? Acto I, Escena 3:
											descubre que fue su tío quien mató a su padre.
											Recuerdan que después aborda a su tío
											y casi lo mata. Y después retrocede
											y vuelve a abordarlo y casi lo mata.
											Y los críticos, todos sentados en la última fila,
											deben tener una opinión, entonces dicen, ""A Hamlet le falta decisión"".
											(Risas)
											O decir, ""Hamlet tiene un complejo de Edipo"".
											No, tonto, es que si no la obra terminaría.
											Por eso Shakespeare pone todas esas cosas en Hamlet.
											Ya saben, Ofelia que enloquece y la obra dentro de la obra,
											y la calavera de Yorick, y los sepultureros.
											Es para dilatar — recién en el Acto V puede matarlo.
									","
											Şimdi, Chopin oradaki E'ye hemen gitmek istemedi,
											çünkü ne olurdu? Biterdi, Hamlet gibi.
											Hamlet'i hatırlıyor musunuz? 1. Perde, Sahne 3:
											amcasının babasını öldürdüğünü öğrenir.
											Amcasına doğru gittiğini ve neredeyse onu öldürdüğünü
											hatırlarsınız. Ve birden, geri çekilir
											ardından tekrar ona yönelir ve neredeyse öldürür.
											Ve orada arka sırada oturan eleştirmenlerin neredeyse hepsi,
											bir fikirleri olması gerektiğinden, şöyle derler: ""Hamlet bir geciktiricidir.""
											(Kahkahalar)
											Veya şunu söylerler: ""Hamlet'te Odip kompleksi var.""
											Hayır, öteki türlü oyun sona ererdi, aptal.
											Shakespeare'in Hamlet'e tüm o şeyleri koymasının sebebi budur.
											Bilirsiniz, Ophelia'nın delirmesi ve oyun için oyun oynaması,
											ve Yorick'in kafatası, ve mezar kazıcılar.
											Bunlar, Hamlet'in onu öldürmesini 5. perdeye kadar geciktirmek içindir.
									","
											Chopin n'a pas voulu atteindre le MI maintenant,
											car ça aurait donné quoi? Ca aurait été fini, comme Hamlet
											Vous vous souvenez? Acte 1, scène 3:
											il découvre que son oncle a tué son père.
											Il continue de rendre visite à son oncle,
											le tue presque, mais s'arrête,
											et il y retourne, le tue presque.
											Et les critiques, assis au rang du fond,
											se doivent d'avoir une opinion, et disent:""Hamlet est un procrastinateur"".
											(Rires)
											Ou ""Hamlet a un complexe d'Oedipe"".
											Mais sinon le pièce serait finie, imbécile!
											C""est pourquoi Shakespeare met toutes ces choses dans Hamlet.
											Ophelia qui devient folle, la pièce dans la pièce,
											le crane de Yorick, les fossoyeurs.
											C'est pour retarder — jusqu'à l'acte 5 pour qu'il le tue.
									","
											Aber Chopin wollte das E hier noch nicht erreichen,
											denn was wäre dann? Es wäre vorbei, wie bei Hamlet.
											Erinnern Sie sich an Hamlet? Akt 1, Szene 3:
											er erkennt, dass sein Onkel seinen Vater getötet hat.
											Erinnern Sie sich? Er geht nach oben zu seinem Onkel
											und tötet ihn fast. Aber er weicht zurück
											und er geht noch einmal hoch und tötet ihn fast.
											Und alle Kritiker, alle, die da in der hinteren Reihe sitzen,
											müssen eine Meinung äußern, also sagen sie: „Hamlet ist ein Zauderer.“
											(Lachen)
											Oder sie sagen: „Hamlet hat einen Ödipus-Komplex.“
											Nein, sonst wäre das Stück vorbei, Dummkopf.
											Deshalb packt Shakespeare so viel Stoff in Hamlet.
											Sie wissen schon, Ophelia wird verrückt und das Stück innerhalb des Stücks,
											und Yoricks Totenschädel und die Totengräber.
											Das dient alles dem Aufschub – bis er ihn in Akt 5 töten kann.
									","
											Mas Chopin não quis chegar ao Mi aí,
											senão o que teria acontecido?
											A peça terminava aqui,
como em Hamlet.
											Lembram-se de Hamlet?
Ato 1, cena 3:
											ele descobre que foi o seu tio 
quem matou o seu pai.
											Lembram-se de que ele vai atrás do tio
e quase o mata.
											Depois, recua, e vai novamente atrás dele
e quase o mata.
											E os críticos, que se sentam 
sempre na última fila,
											e têm que ter uma opinião, dizem:
											""Hamlet está sempre a adiar
o que tem a fazer.""
											(Risos)
											Ou dizem: ""Hamlet
tem o complexo de Édipo.""
											Que disparate! Se assim não fosse, 
a peça teria terminado logo ali.
											É por isso que Shakespeare coloca 
tudo aquilo em Hamlet
											— a Ofélia a enlouquecer, a peça dentro
da peça, a caveira de Yorick, os coveiros.
											Isso é feito para atrasar — até ao Ato 5, 
onde finalmente o mata.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Lo mismo con Chopin. Está a punto de alcanzar MI,
											y dice, ""No, mejor volver atrás y repetirlo"".
											Y lo repite.
											Ahora se entusiasma — esto es entusiasmo,
											no tienen que preocuparse.
											Ahora llega a FA y finalmente baja a MI,
											pero es el acorde equivocado. Porque el acorde que busca
											es éste, y en cambio hace...
											esto es lo que llamamos una cadencia engañosa porque nos engaña.
											Siempre digo a mis alumnos, ""Si hay una cadencia engañosa
											asegurense de alzar las cejas para que todos lo sepan"".
											(Risas)
											(Aplausos)
											Bien. Entonces llega al MI, pero es el acorde equivocado.
											Intenta MI de nuevo. Ese acorde no funciona.
											Vuelve a probar el MI. Ese acorde no resulta.
											Ahora, vuelve a probar MI de nuevo y no funciona.
											Y entonces, finalmente...
											En la primera fila un señor dijo: ""Mmm"".
											Es el mismo gesto que hace cuando llega a su casa
											después de un largo día, apaga el motor del auto y dice,
											""Ah, estoy en casa"". Porque todos sabemos cuándo llegamos a casa.
									","
											Chopin'de de aynısıdır. Neredeyse E'ye yetişmektedir,
											ve şunu söyler: ""Tüh, en iyisi geri dönüp aynısını yapayım.""
											Böylece aynısını tekrar yapar.
											Ardından heyecanlanır — bu heyecanlanmadır,
											dert etmenize gerek yok.
											Sonra F diyeze geçer ve sonunda E'ye doğru iner,
											fakat yanlış tondur. Çünkü aradığı ton şudur,
											ve onun yerine şunu yapar ...
											şimdi, biz buna aldatıcı ritim deriz. Çünkü bizi aldatır.
											Her zaman öğrencilerime şunu söylerim, ""Eğer aldatıcı ritminiz var ise
											kaşlarınızı kaldırdığınızdan emin olun, böylece herkes anlayacaktır.""
											(Kahkahalar)
											(Alkışlar)
											Evet. Böylece E'ye gelir, fakat yanlış tondur.
											Şimdi tekrar E'yi dener. O ton olmaz.
											Şimdi, tekrar E'yi dener. O ton da olmaz.
											Şimdi, tekrar E'yi dener, ve o ton da olmaz.
											Ve sonunda ....
											Ön sırada şöyle yapan bir beyefendi vardı, ""Mmm.""
											İşte bu, uzun bir günün ardından eve geldiğinde
											arabasının içindeki anahtarı kapattığında şunu söylerken yaptığı ifadedir:
											""Ohh, evdeyim."" Çünkü hepimiz evin neresi olduğunu biliriz.
									","
											C'est pareil avec Chopin. Juste quand il va atteindre le MI,
											il dit: ""Oups, mieux vaut remonter et le faire une deuxième fois"".
											Alors il le refait.
											Il devient excité — voilà l'excitation.
											Ne vous en préoccupez pas.
											Maintenant le FA dièse et finalement le MI,
											mais c'est le mauvais accord. Car l'accord qu'il cherche
											c'est celui-ci, et à la place il fait
											Nous appelons cela une cadence trompeuse car elle nous trompe
											Je dis toujours à mes élèves: ""Si vous avez une cadence trompeuse
											assurez-vous de lever les sourcils pour que ça se sache"".
											(Rires)
											(Applaudissements)
											Il atteint le MI, mais c'est le mauvais accord.
											Il essaie le MI encore. Ça ne marche pas.
											Il essaie encore le MI. Ca ne marche pas.
											Il essaie encore le MI et ça ne marche pas.
											Finalement...
											Il y a un homme au premier rang qui a fait ""Mmm""
											C'est le geste qu'il fait quand il rentre à la maison
											après une dure journée, range les clefs de sa voiture et dit:
											""Aah, je suis rentré"". Car nous savons tous ou se trouve la maison.
									","
											Mit Chopin ist es das Gleiche. Er ist kurz vor dem E
											und sagt sich: „Ups, ich geh lieber nach oben und wiederhole es.“
											Also wiederholt er es.
											Jetzt wird er aufgeregt – das ist Aufregung,
											aber darum müssen Sie sich nicht sorgen.
											Jetzt kommt er zum Fis und geht endlich runter zum E,
											aber es ist der falsche Akkord. Er sucht nämlich
											diesen Akkord, macht aber stattdessen ...
											WIr nennen das einen Trugschluss, denn er betrügt uns.
											Ich sage meinen Studenten immer: „Wenn Du einen Trugschluss hast
											hebe immer eine Augenbraue, dann erkennt es jeder.“
											(Lachen)
											(Applaus)
											Richtig. Er ist also beim E, aber es ist der falsche Akkord.
											Er probiert das E nocheinmal, aber der Akkord funktioniert nicht.
											Er probiert das E nocheinmal, aber der Akkord funktioniert nicht.
											Er probiert das E nocheinmal, aber es funktioniert nicht.
											Und dann, endlich ...
											Ein Herr in der vorderen Reihe machte gerade „Mmm.“
											Genauso macht er, wenn er nach einem harten Tag nach Hause kommt,
											den Schlüssel aus dem Zündschloss zieht und sagt:
											„Aah, ich bin zuhause.“ Denn wir wissen alle wo Zuhause ist.
									","
											É o mesmo com Chopin.
											Ele está quase a alcançar o Mi
e depois diz:
											""Ups, é melhor voltar atrás e repetir.""
											Então repete.
											(Música)
											Agora, ele fica excitado.
											(Música)
											É excitação, não têm que
se preocupar com ela.
											Agora, ele chega ao Fá Sustenido e, 
finalmente, desce para o Mi,
											mas é o acorde errado — porque o acorde 
de que ele realmente está à procura
											é este, e em vez desse ele faz:
(Música)
											Chamamos a isto uma cadência interrompida
ou de engano, porque nos engana.
											Eu digo sempre aos meus alunos: 
""Se tiverem uma cadência interrompida,
											""levantem as sobrancelhas
e todos irão perceber.""
											(Risos)
											(Aplausos)
											Então, ele chega ao Mi,
mas é o acorde errado.
											Agora, tenta o Mi novamente.
Mas aquele acorde não funciona.
											Agora, tenta o Mi novamente.
Mas o acorde não funciona.
											Agora, tenta o Mi novamente,
e não funciona.
											Então, finalmente...
											(Música)
											Há um senhor na primeira fila 
que fez: ""Mmmm.""
											(Risos)
											É o mesmo gesto que ele faz 
quando chega a casa
											depois de um longo dia,
desliga o carro e diz:
											""Ah, estou em casa."" Porque todos 
sabemos quando chegamos a casa.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Esta es, pues, una pieza que llega de lejos a casa.
											Y voy a tocar todo el camino de nuevo
											y ustedes van a seguirlo. SI, DO, SI, DO, SI, DO, SI —
											hasta LA, hasta SOL, hasta FA.
											Casi llega al MI, pero no porque la obra se acabaría.
											Sube otra vez a SI. Se entusiasma. Va al FA agudo. Va a MI.
											No es el acorde justo. No es el acorde justo. No es el acorde justo.
											Y finalmente va al MI, y llega a casa.
											Y así verán tocar con un glúteo.
											(Risas)
											Porque para poder unir al SI con el MI,
											Debo dejar de pensar en cada nota individual en el camino
											y pensar en la larga, larga línea del SI al MI.
									","
											Yani bu, uzaktan eve gelen bir parçadır.
											Şimdi parçayı yol boyunca çalacağım,
											ve siz de takip edeceksiniz. B, C, B, C, B, C, B —
											A'ya doğru aşağı, G'ye doğru aşağı, F'ye doğru aşağı.
											Neredeyse E'ye gidiyor, fakat müzik biterdi.
											B'ye tekrar çıkıyor. Heyecanlanıyor, F diyeze geliyor. E'ye geliyor.
											Yanlış ton. Yanlış ton. Yanlış ton.
											Ve sonunda E'ye geliyor. Artık evde.
											Ve şimdi göreceğiniz şey ise tek-kalçalı çalmadır.
											(Kahkahalar)
											Çünkü benim için, B'yi E ile birleştirmek için,
											yoldaki her tek notayı düşünmeyi bırakıp,
											B'den E'ye olan uzun yolu düşünmeye başlamam gerekir.
									","
											Ce morceau part de loin pour rentrer à la maison.
											Je vais le jouer d'un coup
											et vous allez suivre SI, DO, SI, DO, SI, DO, SI —
											puis LA, puis SOL, puis FA.
											Presque MI, sinon le morceau s'arrêterait.
											Il remonte a SI. Il s'emporte. Va au FA dièse. Au MI.
											Mauvais accord. C'est le mauvais accord.
											et finalement le MI, la maison.
											Et vous allez voir de la musique sur une fesse.
											(Rires)
											Car pour joindre le SI et le MI,
											je dois arrêter de penser à chaque note
											et penser à la longue, longue ligne qui joint SI à MI.
									","
											Das ist also ein Stück, das von weit weg nach Hause geht.
											Und ich werde es komplett durchspielen
											und Sie folgen bitte. H, C, H, C, H, C, H –
											runter zu A, runter zu G, runter zu F.
											Fast zum E, denn sonst wäre das Stück vorbei.
											Er geht wieder hoch zu H. Er wird aufgeregt. Geht zu Fis. Geht zu E.
											Der falsche Akkord. Der falsche Akkord. Der falsche Akkord.
											Und endlich zum E, und das ist das Zuhause.
											Und was Sie sehen werden ist das Ein-Pobacken-Spiel.
											(Lachen)
											Denn, um beim Weg von H nach E dabei zu sein,
											muss ich aufhören, über jede einzelne Note nachzudenken
											und anfangen, über den langen, langen Weg von H nach E nachzudenken.
									","
											Portanto, isto é uma peça
que chega a casa
											depois de um longo caminho.
											E eu vou tocar a peça completa
											e vocês irão seguir:
Si, Dó, Si, Dó, Si, Só, Si
											— desce para Lá, desce para Sol,
desce para Fá.
											Quase alcança o Mi, mas não o faz 
porque senão a obra acabava aqui.
											Volta novamente para Si.
Fica muito excitado.
											Vai para Fá sustenido. Vai para Mi.
Mas é o acorde errado.
											E finalmente chega a Mi e está em casa.
											E o que vão ver é uma exibição 
de uma só nádega.
											(Risos)
											Porque para mim,
para juntar o Si com o Mi,
											tenho que deixar de pensar sobre 
cada nota individualmente,
											e começar a pensar sobre o caminho longo, 
muito longo entre Si e Mi.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Miren, estábamos en Sudáfrica, y no se puede ir allí
											sin pensar en Mandela en la cárcel por 27 años.
											¿En qué pensaba? ¿El almuerzo?
											No, pensaba en la visión para Sudáfrica
											y para los seres humanos. Eso lo mantuvo —
											esto se refiere a esa visión; de eso se trata la larga línea.
											Como el pájaro que vuela sobre el campo
											sin preocuparse por los cercos abajo, ¿verdad?
											Entonces ahora van a seguir la línea por todo el camino de SI a MI.
											Y tengo un último pedido antes de tocar esta pieza completa.
											¿Podrían pensar en alguien que adoran, que ya no está?
											Una abuela muy querida, un amante,
											alguien en sus vidas a quien amen con todo el corazón,
											pero esa persona ya no está con ustedes.
											Traigan esa persona a su mente y al mismo tiempo
											sigan la línea por todo el camino de SI a MI,
											y oirán todo lo que Chopin tenía para decir.
											(Música)
											(Aplausos)
									","
											Daha yeni Güney Afrika'daydık, ve Güney Afrika'ya
											Mandela'nın hapisteki 27 yılını düşünmeden gidemezsiniz.
											Neyi düşünüyordu? Yemek mi?
											Hayır, Güney Afrika ve insanoğlu için gerekli
											vizyonu düşünüyordu. İşte bu onu meşgul etti —
											bu vizyon ile ilgilidir; bu uzun yol ile ilgilidir.
											Tıpkı tarlanın üzerinde uçan,
											aşağıda bulunan çitleri umursamayan kuş gibi, değil mi?
											Yani, şimdi B'den E'ye doğru olan bütün yolu takip edeceksiniz.
											Ve bu parçayı yol boyunca çalmadan önce son bir isteğim var.
											Çok sevdiğiniz ve artık yanınızda olmayan birisini düşünün.
											Sevgili büyükanneniz, bir sevgili,
											hayatınızda bulunan ve sizin tüm kalbinizle sevdiğiniz,
											fakat artık sizinle olmayan birisi.
											Bu insanı aklınıza getirin, ve aynı zamanda
											B'den E'ye doğru olan yolu takip edin,
											ve Chopin'in söylemek istediği her şeyi duyacaksınız.
											(Müzik)
											(Alkışlar)
									","
											Je viens d'allez en Afrique du Sud et vous ne pouvez y aller
											sans penser que Mandela a passé 27 ans en prison.
											A quoi pensait-il? Au déjeuner?
											Il pensait à sa vision de l'Afrique du Sud
											et des êtres humains. C'est ce qui l'a gardé —
											Ceci est une vision; une longue line.
											Comme un oiseau qui vole au-dessus d'un champ
											et se fiche des clôtures, d'accord?
											Nous allons suivre toute la ligne de SI à MI.
											J'ai une dernière requête avant de jouer ce morceau d'un seul tenant
											Pourriez-vous penser à quelqu'un que vous adorez mais qui n'est plus ici?
											Une grand-mère que vous adoriez, un amant,
											quelqu'un que vous aimez de toute votre coeur,
											mais qui n'est plus avec vous.
											Ayez cette personne à l'esprit et en même temps
											suivez la ligne de SI à MI
											et vous entendrez tout ce que Chopin avait à dire.
											(Musique)
											(applaudissements)
									","
											Wir waren gerade in Südafrika. Und man kann nicht nach Südafrika gehen
											ohne über Mandela nachzudenken. 27 Jahre Gefängnis.
											Woran hat er gedacht? Mittagessen?
											Nein, er hat über die Vision für Südafrika nachgedacht
											und für die Menschen. Das hat ihn...
											es geht um Vision; es geht um den langen Weg.
											Wie der Vogel, der über ein Feld fliegt
											und sich nicht um die Zäune schert. Okay?
											Also, folgen Sie dem ganzen Weg von H nach E.
											Und ich habe noch eine letzte Bitte bevor ich das Stück ganz durchspiele.
											Würden Sie bitte an jemanden denken, den Sie bewundern, der aber nicht mehr da ist?
											Eine geliebte Großmutter, ein Geliebter,
											jemanden aus Ihrem Leben, den Sie mit Ihrem ganzen Herzen lieben,
											der aber nicht mehr bei Ihnen ist.
											Stellen Sie sich die Person vor und folgen Sie gleichzeitig
											dem ganzen Weg von H nach E
											und Sie werden alles hören, was Chopin zu sagen hatte.
											(Musik)
											(Applaus)
									","
											Sabem, estivemos recentemente
na África do Sul,

											e não podemos ir à África do Sul
											sem pensarmos em Mandela, 
preso durante 27 anos.
											Em que pensava? No almoço?
											Não, ele pensava na Visão que tinha 
para a África do Sul
											e para os seres humanos.
											Trata-se de Visão.
Trata-se de ver a longo prazo.
											Tal como o pássaro que voa 
por cima dos campos
											sem se preocupar com as cercas 
cá em baixo, certo?
											Então, agora vão seguir todo 
o caminho entre Si e Mi.
											Antes disso, tenho apenas 
um último pedido a fazer.
											Poderiam pensar em alguém de que gostam
muito e que já não esteja entre nós?
											Uma avó querida, uma pessoa amada
											— alguém na vossa vida que amam 
com todo o vosso coração,
											mas que já não está presente.
											Pensem nessa pessoa e ao mesmo tempo
											acompanhem o caminho entre Si e Mi,
											e irão ouvir tudo o que Chopin 
tinha para vos dizer.
											(Música)
											(Aplausos)
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Ahora, se preguntarán quizás,
											se preguntarán quizás por qué aplaudo.
											Bueno, hice esto en una escuela en Boston
											con unos 70 chicos de 12 años.
											Hice exactamente lo mismo que con ustedes, y les dije
											y les expliqué y todo lo demás.
											Y al final, enloquecidos, aplaudieron. Aplaudían.
											Yo aplaudía. Ellos aplaudían.
											Finalmente, dije, ""¿Por qué aplaudo?""
											Y uno de los chicos dijo, ""Porque estábamos escuchando"".
											(Risas)
											Piénsenlo. 1.600 personas, personas ocupadas,
											que hacen miles de cosas distintas.
											Escuchando, entendiendo y emocionándose con una pieza de Chopin.
											Eso es un logro.
											Ahora, estoy seguro de que cada persona lo siguió,
											lo entendió y se emocionó. Por supuesto, no puedo estar seguro.
											Pero les diré qué me pasó a mí.
									","
											Şimdi, merak edebilirsiniz,
											neden alkışladığımı merak edebilirsiniz.
											Bunu Boston'daki bir okulda yaptım,
											yaklaşık 70 tane yedinci sınıf çocukları ile — 12 yaşındalar.
											Ve sizinle yaptığımın aynısını onlarla da yaptım, ve her şeyi
											onlara anlattım ve açıkladım.
											Ve sonunda delicesine alkışlamaya başladılar. Alkışlıyorlardı.
											Ben de alkışlıyordum. Onlar da alkışlıyordu.
											Sonunda, şunu söyledim: ""Ben neden alkışlıyorum?""
											Ve küçük çocuklardan biri şöyle dedi: ""Çünkü biz dinliyorduk.""
											(Kahkahalar)
											Düşünün. 1600 kişi, meşgul insanlar,
											her türlü farklı şeyle ilgililer.
											Chopin'in bir parçasını dinliyor, anlıyor ve etkileniyorlar.
											İşte bu bir şeydir.
											Şimdi, her bir insanın bunu takip ettiğinden emin miyim,
											anladığından ve etkilendiğinden? Elbette emin olamam.
											Fakat başıma gelen bir olayı anlatayım.
									","
											Vous vous demandez peut être
											vous vous demandez pourquoi j'applaudis
											J'ai fait ça dans une école à Boston
											avec 70 élèves de 12 ans
											Exactement ce que j'ai fait aujourd'hui, et je leur ai dit
											et expliqué et tout ça
											et à la fin ils ont tous applaudi. Ils applaudissaient
											J'applaudissais. Ils applaudissaient.
											Pour finir j'ai dit ""Pourquoi est-ce que j'applaudi?""
											Et un petit enfant a dit ""Parce que nous avons écouté"".
											(Rires)
											Pensez-y. 1600 personnes très occupées
											impliquées dans des tas de choses
											qui écoutent, comprennent et sont émues par un morceau de Chopin.
											C'est quelque chose.
											Cela dit, puis je être sûr que tout le monde a suivi,
											compris et a été ému? Je ne peux pas en être certain.
											Je vais vous dire ce qu'il m'est arrivé.
									","
											Sie mögen sich fragen,
											warum ich klatsche.
											Nun, ich habe das schonmal in einer Schule in Boston gemacht
											mit ungefähr 70 Siebtklässlern – 12-Jährigen.
											Und ich habe mit ihnen genau das gleiche gemacht
											und das Ganze erklärt.
											Am Ende wurden sie ganz wild und klatschten. Sie klatschten.
											Ich klatschte. Sie klatschten.
											Dann fragte ich: „Warum klatsche ich?“
											Und einer der Kinder sagte: „Weil wir zugehört haben.“
											(Lachen)
											Denken Sie mal. 1.600 Menschen, beschäftigte Menschen,
											mit allen möglichen Dingen befasst.
											Hören zu, verstehen und sind bewegt von einem Stück von Chopin.
											Na, das ist doch was.
											Aber kann ich sicher sein, dass jeder Einzelne gefolgt ist,
											es verstanden hat, bewegt war. Natürlich kann ich das nicht.
											Aber ich sage Ihnen was mir passiert ist.
									","
											Agora, devem estar a perguntar-se...
											Devem estar a perguntar-se
porque é que eu estou a aplaudir.
											Bem, eu fiz isto numa escola de Boston
											com cerca de 70 crianças do 7.º ano, 
com a idade de 12 anos.
											Fiz exactamente o que fiz convosco, 
disse-lhes e expliquei-lhes tudo.
											E no fim, eles estavam doidos a aplaudir. 
Eles aplaudiam.
											Eu aplaudia. Eles aplaudiam.
											E por fim, eu perguntei: ""Porque é que
eu estou a aplaudir?""
											E uma das crianças respondeu:
""Porque nós estávamos a ouvir.""
											(Risos)
											Pensem nisto: 1600 pessoas, 
pessoas ocupadas,
											envolvidas em várias coisas,
											ouvindo, compreendendo e emocionando-se 
com uma peça de Chopin.
											Isto é uma conquista.
											Agora, tenho a certeza de que 
cada pessoa acompanhou,
											compreendeu e emocionou-se com isto?
											Claro que não posso ter a certeza.
											Mas digo-vos o que me aconteceu.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Estaba en Irlanda durante los Disturbios 10 años atrás,
											y trabajaba con chicos católicos y protestantes
											en resolución de conflictos. Esto lo hice con ellos.
											Algo riesgoso de hacer porque eran chicos de la calle.
											Y uno de ellos vino a la mañana siguiente y me dijo,
											""No había escuchado música clásica en toda mi vida,
											pero cuando tocó esa pieza de ""shopping""
											(Risas)
											Dijo, ""A mi hermano lo mataron el año pasado y no lloré por él.
											Pero anoche, cuando tocó esa pieza,
											yo pensé en él.
											Y sentí cómo me caían las lágrimas por la cara.
											Y realmente me hizo muy bien llorar por mi hermano"".
											Por eso decidí en ese momento
											que la música clásica es para todos. Todos.
									","
											Sorunların olduğu sırada, 10 yıl önce İrlanda'daydım,
											ve bazı Katolik ve Protestan çocuklarla
											fikir ayrılığı çözümüyle ilgili çalışıyorduk. Ve bunu onlarla yaptım.
											Yapılan riskli bir şeydi, çünkü onlar sokak çocuklarıydı.
											Ve sonraki sabah onlardan bir tanesi bana geldi ve şunu söyledi:
											""Biliyor musun, ben hayatımda hiç klasik müzik dinlemedim,
											fakat sen şu şopping (İngilizce alışveriş) parçasını çaldığında...""
											(Kahkahalar)
											Şunu söyledi, ""Kardeşim geçen yıl vuruldu ve onun için ağlamadım.
											Fakat geçen gece sen bu parçayı çaldığında,
											aklıma gelen kişi o idi.
											Ve gözyaşlarımın yüzümden aşağı doğru aktığını hissettim.
											Ve bilirsin, kardeşim için ağlamak gerçekten güzel bir histi.""
											Böylece o anda aklıma koydum,
											klasik müzik herkes içindir. Herkes.
									","
											J'étais en Irlande pendant les troubles il y a 10 ans,
											et je travaillais avec des enfants catholiques et protestants
											à résoudre des conflits. J'ai fait ça avec eux.
											C'était risqué avec des enfants des rues.
											L'un d'eux est venu me voir le lendemain et m'a dit
											""Vous savez, je n'avais jamais écouté de musique classique avant,
											mais quand vous avez joué ce morceau de shopping...""
											(Rires)
											""Mon frère a été assassiné l'an dernier et je n'ai pas pleuré.
											Mais hier soir quand vous avez joué,
											j'ai pensé à lui.
											Et j'ai senti les larmes couler sur mes joues
											Ça faisait vraiment du bien de pleurer mon frère"".
											Je me suis fait mon opinion
											que la musique classique est pour tous. Tous.
									","
											Ich war in Irland während des Nordirlandkonfliktes vor 10 Jahren,
											um mit katholischen und evangelischen Kinden an einer
											Konfliktlösung zu arbeiten. Und ich habe das mit ihnen gemacht.
											Ein Wagnis, denn es waren Straßenkinder.
											Einer kam zu mir am nächsten morgen und sagte:
											„Ich habe in meinem Leben nie Klassik gehört,
											aber als Sie das Shopping-Stück gespielt haben...“
											(Lachen)
											Er sagte: „Mein Bruder wurde letztes Jahr erschossen. Ich habe nicht geweint.
											Aber letzte Nacht, als Sie das Stück gespielt haben,
											war er es, an den ich gedacht habe.
											Und ich spürte, wie mir die Tränen über das Gesicht flossen.
											Und, wissen Sie, es fühlte sich wirklich gut an, um meinen Bruder zu weinen.“
											In diesem Moment habe ich mich entschlossen,
											dass klassische Musik für jeden da ist. Für jeden.
									","
											Eu estava na Irlanda durante 
os problemas de há 10 anos,
											a trabalhar com crianças
católicas e protestantes
											em resoluções de conflitos.
											Eu fiz isto com eles
											— uma coisa arriscada de fazer,
porque eram meninos da rua.
											Um deles veio ter comigo 
na manhã seguinte e disse-me:
											""Sabe, eu nunca tinha ouvido 
música clássica na minha vida,
											""mas quando tocou aquela peça
do 'Shopping'...""
											(Risos)
											Ele disse: ""O meu irmão foi morto
com um tiro no ano passado
											e eu não chorei por ele.
											""Mas ontem à noite, enquanto 
estava a tocar aquela peça,
											""era nele que eu estava a pensar.
											""E senti as lágrimas a correr
no meu rosto.
											""E sabe, foi realmente bom ter chorado 
pelo meu irmão.""
											Então, eu decidi naquele momento
											que a música clássica
é para todas as pessoas.
											Todas as pessoas.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
