tr,en,title,speaker,duration,tags
"
											Zamana referanslamanın
											tamamen yersiz bir deyim
											olduğunu kimse fark etmiyor.
											Zekâ eğer bilgi işlemeden ibaretse
											ve biz makinelerimizi geliştirmeye
devam edersek
											bir tür süper zekâ üreteceğiz.
											Ve güvenli bir biçimde yapmak için
gerekli şartları yaratmanın
											ne kadar süreceği hakkında 
hiçbir fikrimiz yok.
											Bir daha söyleyeyim.
											Güvenli bir biçimde yapmak için
gerekli şartları yaratmanın
											ne kadar süreceği hakkında 
hiçbir fikrimiz yok.
									","
											No one seems to notice
											that referencing the time horizon
											is a total non sequitur.
											If intelligence is just a matter
of information processing,
											and we continue to improve our machines,
											we will produce
some form of superintelligence.
											And we have no idea
how long it will take us
											to create the conditions
to do that safely.
											Let me say that again.
											We have no idea how long it will take us
											to create the conditions
to do that safely.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Ve eğer fark etmediyseniz,
50 yıl eskisi gibi değil artık.
											Bu ay olarak 50 yıl.
											Bu kadar zamandır iPhone var.
											Bu kadar zamandır ""The Simpsons"" 
(Simpsonlar) televizyonda.
											50 yıl, türümüzün karşılaşabileceği
											en büyük zorluklar için
fazla bir zaman değil.
											Bir defa daha uygun duygusal karşılık
vermede başarısız gibiyiz,
											yaklaştığına inanmamız için 
tüm gerekçelere sahipken.
									","
											And if you haven't noticed,
50 years is not what it used to be.
											This is 50 years in months.
											This is how long we've had the iPhone.
											This is how long ""The Simpsons""
has been on television.
											Fifty years is not that much time
											to meet one of the greatest challenges
our species will ever face.
											Once again, we seem to be failing
to have an appropriate emotional response
											to what we have every reason
to believe is coming.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Bilgisayar bilimcisi Stuart Russell'ın 
güzel bir benzetimi var.
											Diyor ki; uzaylı bir medeniyetten
bir mektup aldığımızı düşünün,
											şöyle diyor:
											""Dünya Halkı,
											50 yıl içinde gezegeninize ulaşacağız.
											Hazırlanın.""
											Ve şimdi, ana gemi varana kadar 
ay ay geri mi sayacağız?
											Normalden biraz daha fazla
aciliyet hissederdik.
									","
											The computer scientist Stuart Russell
has a nice analogy here.
											He said, imagine that we received
a message from an alien civilization,
											which read:
											""People of Earth,
											we will arrive on your planet in 50 years.
											Get ready.""
											And now we're just counting down
the months until the mothership lands?
											We would feel a little
more urgency than we do.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Endişelenmememiz söylenen
											bir diğer gerekçe ise
											bu makinelerin istemeden bizim
değerlerimizi paylaşacak
											olmaları, çünkü
bizim devamımız gibi olacaklar.
											Beyinlerimize aşılanacaklar
											ve temelde onların limbik
sistemi olacağız.
											Şimdi bir dakikanızı ayırın ve
											önümüzdeki en sağlam ve ihtiyatlı yolun,
											önerilenin, bu teknolojiyi
											direkt olarak beyinlerimize
											yerleştirmek olduğunu değerlendirin.
											Belki de bu, önümüzdeki en güvenli
ve özenli yol olabilir
											ama genelde kişinin teknoloji hakkındaki 
güvenlik endişelerinin
											kafasının içine bir şey yerleştirmeden
çözülmesi gerekir.
									","
											Another reason we're told not to worry
											is that these machines
can't help but share our values
											because they will be literally
extensions of ourselves.
											They'll be grafted onto our brains,
											and we'll essentially
become their limbic systems.
											Now take a moment to consider
											that the safest
and only prudent path forward,
											recommended,
											is to implant this technology
directly into our brains.
											Now, this may in fact be the safest
and only prudent path forward,
											but usually one's safety concerns
about a technology
											have to be pretty much worked out
before you stick it inside your head.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Kahkahalar)
									","
											(Laughter)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Daha derindeki problem ise süper zeki
YZ geliştirmek başlı başına
											daha kolay gibi görünüyor,
											sorunsuzca zihinlerimizle entegre
											olabilen tamamlanmış sinirbilimli
											bir yapay zekâ geliştirmektense.
											Ve farz edelim ki devletlerin ve 
şirketlerin bunu yapıyorken
											birbirleriyle yarış
içerisindeymişçe algılamaları
											ve bu yarışı kazanmalarının da
dünyayı kazanmak sanmaları,
											peşi sıra mahvetmemek şartıyla,
											sonrasında hangisi en kolaysa
											ilk o yapılacakmış gibi görünüyor.
									","
											The deeper problem is that
building superintelligent AI on its own
											seems likely to be easier
											than building superintelligent AI
											and having the completed neuroscience
											that allows us to seamlessly
integrate our minds with it.
											And given that the companies
and governments doing this work
											are likely to perceive themselves
as being in a race against all others,
											given that to win this race
is to win the world,
											provided you don't destroy it
in the next moment,
											then it seems likely
that whatever is easier to do
											will get done first.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Şu an ne yazık ki bu soruna bir
çözümüm yok,
											çoğumuza bunu düşünmeyi önermek dışında.
											Yapay Zekâ konusunda Manhattan 
Projesi gibi
											bir şeye ihtiyacımız var.
											Geliştirmek için değil, çünkü
											kaçınılamaz bir şekilde
yapacağız bana göre,
											ama silahlanma yarışından
nasıl kaçıncağımızı anlamak
											ve menfaatlerimiz doğrultusunda 
inşa etmek için.
											Süper zeki YZ 'nın kendi
başına değişiklikler
											yapabileceğinden bahsederken,
											ana koşulları doğru anlamada tek
şansımız varmış gibi görünüyor
											ve o zaman dahi bunları doğru anlamanın
											siyasi ve ekonomik sonuçlarını
özümsememiz gerekecektir.
									","
											Now, unfortunately,
I don't have a solution to this problem,
											apart from recommending
that more of us think about it.
											I think we need something
like a Manhattan Project
											on the topic of artificial intelligence.
											Not to build it, because I think
we'll inevitably do that,
											but to understand
how to avoid an arms race
											and to build it in a way
that is aligned with our interests.
											When you're talking
about superintelligent AI
											that can make changes to itself,
											it seems that we only have one chance
to get the initial conditions right,
											and even then we will need to absorb
											the economic and political
consequences of getting them right.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Bilgi işlemenin yapay zekânın
											kaynağı olduğunu kabul ettiğimiz an,
											bu bazı uygun hesaplama sistemlerinin
zekânın temeli olduğunu
											ve bu sistemleri aralıksız
geliştireceğimizi kabul ettiğimizde
											ve bilişin ufkunun bildiğimizden 
daha uzaklara uzandığını
											kabul ettiğimizde,
											bir çeşit yaratıcı
											geliştirme sürecinde olduğumuzu
											kabul etmek durumunda olacağız.

											Şu an ise bu yaratıcıyla
yaşayabilme durumumuza
											karar vermek için doğru zaman olabilir.
									","
											But the moment we admit
											that information processing
is the source of intelligence,
											that some appropriate computational system
is what the basis of intelligence is,
											and we admit that we will improve
these systems continuously,
											and we admit that the horizon
of cognition very likely far exceeds
											what we currently know,
											then we have to admit
											that we are in the process
of building some sort of god.
											Now would be a good time
											to make sure it's a god we can live with.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Çok teşekkürler.
									","
											Thank you very much.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Alkışlar)
									","
											(Applause)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
