es,tr,en,pt,title,speaker,duration,tags
"
											UH: Ahora verán que las reacciones
en todas las áreas del lenguaje
											que procesan el lenguaje emitido
											se alinean o algo similar
en todos los oyentes.
											Sin embargo, al usarse sólo
el relato coherente y completo
											las reacciones fluyen
aún más en el cerebro
											en las áreas de orden superior,
											que incluyen la corteza frontal
y la corteza parietal,
											y hacen que todas ellas
reaccionen muy similarmente.
											Y creemos que estas reacciones
en áreas importantes son inducidas
											o se parecen entre los oyentes
											por el significado
transmitido por el orador,
											y no por palabras o sonidos.
											Y si tenemos razón,
hay una fuerte predicción aquí.
											Si digo exactamente las mismas ideas
											usando dos conjuntos
muy distintos de palabras,
											las reacciones cerebrales
serán aún similares.
									","
											UH: Şimdi göreceğiniz gibi tüm
dil alanlarındaki tepkiler, hangi
											dilden olursa olsun gelen dili
											işlerken aynı ya da benzer
şekilde hizalanıyor.
											Bununla birlikte, sadece tüm,
anlamlı, uyumlu hikâyeyi kullandığımızda
											tepkiler frontal ve 
yan korteksi de içeren
											beynin derinliklerine,
											daha üst sıralara yayılır ve

											hepsini aynı tepkileri verir hâle getirir.
											Tüm dinleyenlerde benzer hâle gelen
bu üst düzey alanlardaki
											kelimeler ya da seslerden değil,
											tepkilerin konuşanın ilettiği anlamdan
											kaynaklandığını düşünürüz.
											Eğer haklıysak, burada
şöyle güçlü bir tahmin yapabiliriz;
											size tamamıyla aynı fikirleri
											çok farklı kelimelerden oluşan
iki ayrı şekilde söylesem
											beyin tepkileriniz yine aynı olacaktır.
									","
											UH: Now you can see that the responses
in all the language areas
											that process the incoming language
											become aligned or similar
across all listeners.
											However, only when we use
the full, engaging, coherent story
											do the responses spread
deeper into the brain
											into higher-order areas,
											which include the frontal cortex
and the parietal cortex,
											and make all of them
respond very similarly.
											And we believe that these responses
in higher-order areas are induced
											or become similar across listeners
											because of the meaning
conveyed by the speaker,
											and not by words or sound.
											And if we are right,
there's a strong prediction over here
											if I tell you the exact same ideas
											using two very different sets of words,
											your brain responses
will still be similar.
									","
											UH: Agora podem ver que a reação 
em todas as áreas da linguagem
											que processam a língua ouvida
											ficam alinhadas ou semelhantes
em todos os ouvintes.
											No entanto, só quando usamos
a história toda, cativante e coerente,
											as reações se propagam
para outras partes do cérebro,
											para áreas de alto nível,
											que incluem o córtex frontal
e o córtex parietal,
											e faz essas áreas reagirem
de forma muito semelhante.
											Pensamos que essas reações 
nas áreas de alto nível são induzidas,
											ou tornam-se semelhantes nos ouvintes,
											por causa do sentido do que é dito,
											e não por causa de palavras ou sons.
											Se estivermos certos,
há aqui uma forte predição:
											se eu vos transmitir as mesmas ideias
											usando dois universos
de palavras muito diferentes,
											as vossas reações cerebrais
ainda serão muito semelhantes.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Y para probarlo, hicimos
este experimento en mi laboratorio.
											Tomamos la historia en inglés
											y la tradujimos al ruso.
											Ahora tienen dos sonidos diferentes
y sistemas lingüísticos
											que transmiten el mismo significado.
											Y se pone la historia en inglés
a los oyentes ingleses
											y la historia en ruso
a los oyentes rusos,
											y podemos comparar sus reacciones
entre estos grupos.
											Y cuando hicimos eso, no vimos
respuestas similares
											en las cortezas auditivas del lenguaje,
											porque el idioma y el sonido
son muy diferentes.
											Sin embargo, se ve que las reacciones
en áreas superiores
											aún eran similares
entre estos dos grupos.
											Creemos que esto es porque ellos entendían
la historia en una forma muy similar,
											como hemos confirmado, usando un test
después de que el relato concluyera.
									","
											Bunu test etmek için 
laboratuvarımda aşağıdaki deneyi yaptık.
											İngilizce bir hikâyeyi aldık ve
											Rusça'ya çevirdik.
											Şimdi tamamıyla aynı anlamı veren
											iki ayrı ses ve sözdiziminiz var.
											İngilizce hikâyeyi İngiliz dinleyicilere,
											Rusça hikâyeyi de Rus 
dinleyicilere çalıyorsunuz,
											tepkileri de gruplar 
genelinde kıyasladık.
											Bunu yaparken de duyma kortekslerindeki
											benzer tepkileri görmedik,
											çünkü dil ve sesler oldukça farklıydı.
											Bununla birlikte, yüksek 
seviyedeki alanlarda tepkilerin
											iki grupta da aynı
olduğunu görebilirsiniz.
											Hikâye bittikten sonra doğrulattığımız
üzere, bunun iki grubun da hikâyeyi
											benzer şekilde anlamasından
kaynaklandığına inanıyoruz.
									","
											And to test it, we did
the following experiment in my lab.
											We took the English story
											and translated it to Russian.
											Now you have two different sounds
and linguistic systems
											that convey the exact same meaning.
											And you play the English story
to the English listeners
											and the Russian story
to the Russian listeners,
											and we can compare their responses
across the groups.
											And when we did that, we didn't see
responses that are similar
											in auditory cortices in language,
											because the language
and sound are very different.
											However, you can see
that the responses in high-order areas
											were still similar
across these two groups.
											We believe this is because they understood
the story in a very similar way,
											as we confirmed, using a test
after the story ended.
									","
											Para testar, fizemos a seguinte 
experiência no meu laboratório.
											Pegámos numa história em inglês
											e traduzimo-la para o russo.
											Agora temos dois sons
e sistemas linguísticos diferentes
											que transmitem exatamente
o mesmo significado.
											Então, ao reproduzirmos a história 
em inglês para os ouvintes ingleses,
											e a história em russo 
para os ouvintes russos,
											podemos comparar as reações dos grupos.
											Quando fizemos isso,
não vimos reações semelhantes
											no córtex auditivo,
											porque a língua e o som
eram bem diferentes.
											No entanto, as reações
em áreas de alto nível
											ainda foram semelhantes nos dois grupos.
											Talvez isso se devesse a terem entendido
a história de uma forma semelhante,
											como confirmámos, fazendo 
um teste após o fim da história.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Y creemos que esta alineación
es necesaria para la comunicación.
											Por ejemplo, como bien dicen,
											Yo no soy un hablante nativo del inglés.
											Yo crecí con otro idioma,
											Y puede ser igual con muchos
de Uds. en la audiencia.
											Y aún así, podemos comunicarnos.
											¿Cómo es posible?
											Creemos que podemos comunicarnos
porque tenemos este código común
											que presenta el significado.
									","
											Bu uyumun iletişim için
önemli olduğunu düşünmekteyiz.
											Örneğin, anlayacağınız gibi,
											İngilizce benim ana dilim değil.
											Birçoğunuz gibi
											başka bir dili konuşarak büyüdüm.
											Ama yine de anlaşabiliyoruz.
											Nasıl oluyor?
											Anlamı taşıyan ortak bir
kod sayesinde iletişim
											kurduğumuzu sanıyoruz.
									","
											And we think that this alignment
is necessary for communication.
											For example, as you can tell,
											I am not a native English speaker.
											I grew up with another language,
											and the same might be for many
of you in the audience.
											And still, we can communicate.
											How come?
											We think we can communicate
because we have this common code
											that presents meaning.
									","
											Pensamos que esse alinhamento
seja necessário para a comunicação.
											Por exemplo, como podem ver,
											não sou um falante nativo de inglês.
											Cresci com outro idioma,
											e talvez seja o caso de muitos de vocês.
											Mesmo assim podemos comunicar.
											Como é que isso acontece?
											Pensamos que podemos comunicar 
porque temos um código em comum
											que apresenta significado.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Hasta aquí, sólo he hablado sobre
lo que sucede en el cerebro del oyente,
											en sus cerebros, cuando
escuchan alguna charla.
											Pero ¿qué sucede en el cerebro
del orador, en el mío,
											cuando me dirijo a Uds.?
											Para ""ver"" el interior 
del cerebro del orador,
											le pedimos entrar en el escáner,
											analizamos su cerebro
											y luego comparamos sus reacciones
cerebrales con las de los oyentes
											escuchando la historia.
											Uds. tienen que recordar que
la producción y la comprensión oral
											son procesos muy diferentes.
											Y aquí estamos preguntando:
¿Cuán similares son?
											Para nuestra sorpresa,
											vimos que todos estos complejos
patrones en los oyentes
											provenían en realidad
del cerebro del orador.
											así que la producción y la comprensión
se basan en procesos muy similares.
											Y descubrimos también
											que mientras más marcada era
la semejanza entre el cerebro del oyente
											y el cerebro del orador,
											mejor era la comunicación.
											Entonces sé que si están
completamente confundidos ahora,
											y espero que este no sea el caso,
											su reacción cerebral
será muy distinta a la mía.
											Pero también sé que si en verdad
me entienden ahora,
											entonces sus cerebros... su cerebro
... y su cerebro
											serán similares al mío.
									","
											Şu ana kadar sadece dinleyenin
beyninde ne olduğundan, beyninizde
											konuşmaları dinlerken 
olanlardan bahsettim.
											Peki konuşanın beyninde
neler oluyor, ben size
											konuşurken beynimde ne oluyor?
											Konuşanın beynine bakmak için
											konuşandan tarayıcıya girmesini istedik,
											beynini taradık ve
											beyin tepkilerini hikâyeyi
dinleyenlerin beyin
											tepkileri ile karşılaştırdık.
											Unutmayın ki konuşmayı üretmek ve
konuşmayı anlamak birbirinden
											oldukça farklı süreçlerdir.
											Burada sorumuz: Ne kadar benzerler?
											Sürpriz olarak gördük ki,
											dinleyenlerin tüm bu karışık
modelleri aslında
											konuşanın beyninden gelmektedir.
											Yani üretim ve anlama oldukça
benzer süreçlere dayanmaktadır.
											Yine keşfettik ki
											dinleyenin ve konuşanın
beynindeki benzerlikler
											ne kadar güçlü ise,
											iletişim o kadar iyidir.
											Biliyorum ki eğer şu anda
kafanız karışmışsa,
											ki böyle olmadığını umuyorum,
											beyin tepkileriniz
benimkilerden oldukça farklı.
											Ancak yine biliyorum ki
beni anlıyorsanız,
											o zaman beyniniz...
ve beyniniz... ve beyniniz
											benimkine oldukça benzer.
									","
											So far, I've only talked about
what's happening in the listener's brain,
											in your brain, when
you're listening to talks.
											But what's happening
in the speaker's brain, in my brain,
											when I'm speaking to you?
											To look in the speaker's brain,
											we asked the speaker
to go into the scanner,
											we scan his brain
											and then compare his brain responses
to the brain responses of the listeners
											listening to the story.
											You have to remember that producing speech
and comprehending speech
											are very different processes.
											Here we're asking: How similar are they?
											To our surprise,
											we saw that all these complex
patterns within the listeners
											actually came from the speaker brain.
											So production and comprehension
rely on very similar processes.
											And we also found
											the stronger the similarity
between the listener's brain
											and the speaker's brain,
											the better the communication.
											So I know that if you
are completely confused now,
											and I do hope that this is not the case,
											your brain responses
are very different than mine.
											But I also know that if you really
understand me now,
											then your brain ... and your brain
... and your brain
											are really similar to mine.
									","
											Até agora falei apenas
do que acontece no cérebro do ouvinte,
											no vosso cérebro,
quando ouvem palestras.
											Mas o que acontece
no cérebro de quem está a falar,
											no meu cérebro, quando falo convosco?
											Para analisar o cérebro do orador,
											pedimos-lhe para fazer a ressonância,
											observámos o seu cérebro
											e então comparamos as suas reações 
cerebrais com as dos ouvintes
											enquanto ouviam a história.
											Lembrem-se de que a produção
e a compreensão do discurso
											são processos muito diferentes.
											Então perguntámos:
""Quão semelhantes são?""
											Para nossa surpresa,
											vimos que todos esses padrões
complexos nos ouvintes
											vêm do cérebro do orador.
											Então a produção e a compreensão
dependem de processos bem semelhantes.
											Também descobrimos
											que, quanto mais forte a semelhança
entre o cérebro do ouvinte
											e o do orador,
											melhor é a comunicação.
											Sei que, se vocês estão
completamente confusos agora
											— e espero que não seja o caso —
											as vossas reações cerebrais
são bem diferentes das minhas.
											Mas também sei que,
se vocês me compreendem agora,
											então o vosso cérebro... 
o vosso cérebro... o vosso cérebro
											são bem semelhantes ao meu.

									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Así que, recopilemos toda
esta información y preguntemos:
											¿Cómo podemos usarla para transmitir
un recuerdo que tenga
											desde mi cerebro al de Uds.?
											Así que hicimos el siguiente experimento.
											Hicimos ver a un grupo,
por primera vez en su vida,
											un episodio de la serie de BBC ""Sherlock"",
mientras escaneábamos sus cerebros.
											Y luego les pedimos
que regresaran al escáner
											y que narraran la historia a otra persona
que nunca vio la serie.
											Así que, seamos específicos.
											piensen en esta escena,
											cuando Sherlock está
en Londres, entrando al taxi
											llevado por el asesino al que busca.
									","
											Şimdi tüm bu bilgileri 
toparlayalım ve soralım:
											Bunu benim beynimden
sizinkine bir anı transfer
											etmek için nasıl kullanabiliriz?
											Bunun için aşağıdaki deneyi yaptık.
											Hayatlarında ilk defa 
BBC TV dizisi Sherlock'u
											izleyen kişilerin beynini taradık.
											Sonra onlardan tekrar 
tarayıcıya girerek daha önce
											izlememiş bir başka kişiye
filmi anlatmalarını istedik.
											Daha açık olalım.
											Şu sahneyi düşünün,
											Sherlock Londra'da, 
aradığı katil tarafından
											kullanılan taksiye biniyor.
									","
											Now, let's take all
this information together and ask:
											How can we use it to transmit
a memory that I have
											from my brain to your brains?
											So we did the following experiment.
											We let people watch,
for the first time in their life,
											a TV episode from the BBC series
""Sherlock,"" while we scanned their brains.
											And then we asked them
to go back to the scanner
											and tell the story to another person
that never watched the movie.
											So let's be specific.
											Think about this exact scene,
											when Sherlock is entering
the cab in London
											driven by the murderer he is looking for.
									","
											Agora vamos juntar
todas estas informações e perguntar:
											""Como podemos usá-la
para transmitir uma memória minha
											""do meu cérebro para o vosso?""
											Então fizemos a seguinte experiência.
											Deixámos algumas pessoas 
assistir pela primeira vez
											a um episódio da série ""Sherlock"", da BBC,
enquanto observávamos os seus cérebros.
											Depois, pedimos-lhes
que voltassem ao ""scanner""
											e contassem a história a alguém
que nunca tinha assistido à série.
											Sejamos específicos.
											Pensem naquela cena
											em que o Sherlock entra no táxi em Londres
											guiado pelo assassino que ele procura.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											En mí, como espectador,
											hay un patrón cerebral específico
cuando observo esto.
											Ahora, el mismo patrón, puede ser
reactivado en mi cerebro otra vez
											diciendo las palabras:
Sherlock, Londres y asesino.
											Y cuando transmito estas palabras
a sus cerebros ahora,
											tienen que reconstruirla en su mente.
											De hecho, vemos ese patrón
emergiendo ahora en sus cerebros.
											Y estábamos realmente
sorprendidos de ver
											que el patrón que ahora
tienen en sus cerebros
											cuando les describo estas escenas
											son muy similares al patrón
que tuve cuando vi esta serie
											hace unos meses en el escáner.
											Esto empieza a hablar
sobre el mecanismo
											que permite narrar historias
y transmitir información.
											Porque, por ejemplo,
											ahora están escuchando con esmero,
intentando entender lo que digo
											Y sé que no es fácil.
											Pero espero que en un punto
de la charla conectemos y me entiendan.
											Y creo que en unas horas,
en unos días o en unos meses,
											conocerán a alguien en una reunión,
											y van a hablarle sobre esta charla,
											y de pronto será como si él
estuviera aquí con nosotros ahora.
											Ahora pueden ver
cómo podemos usar este mecanismo
											e intentar transmitir recuerdos
y conocimientos a la gente,
											lo cual es maravilloso, ¿verdad?
									","
											Bir izleyici olarak,
											izlerken beynimde özel 
bir kalıp vardır.
											Şimdi tamamen aynı kalıbı
Sherlock, Londra, katil
											diyerek tekrar canlandırabilirim.
											Ben bu kelimeleri sizin
beyninize aktarırken de,
											siz yeniden yapılandırmak zorundasınız.
											Aslında, bu kalıbın şu anda 
beyinlerinizde oluştuğunu görüyoruz.
											Ben size bu sahneleri anlatırken
											şu anda beyinlerinizde oluşan bu kalıbın,
											birkaç ay önce filmi tarayıcıda
											izlerkenki kalıplarla aynı
olduğunu gördüğümüzde de
											oldukça şaşırdık.
											Bu sizlere nasıl hikâye anlatabilmemizi,
											bilgi aktarmamızı sağlayan
mekanizmayı açıklayacaktır.
											Çünkü, örneğin,
											şimdi gerçekten dikkatlice
dinliyorsunuz ve anlamaya çalışıyorsunuz.
											Kolay olmadığını biliyorum.
											Ancak umuyorum ki konuşmada
bir noktada tuşa bastık ve anladınız.
											Belki de birkaç saat, birkaç gün,
birkaç ay içerisinde, bir partide
											biriyle tanışacaksınız ve bu konuşmadan
											bahsedeceksiniz ve aniden
											sanki o da burada bizimle
berabermiş gibi olacak.
											Gördüğünüz gibi bu mekanizmayı
alıp insanlar arasında
											hatıra ve bilgi transfer 
etmek için kullanabiliriz,
											inanılmaz, değil mi?
									","
											With me, as a viewer,
											there is a specific brain pattern
in my brain when I watch it.
											Now, the exact same pattern,
I can reactivate in my brain again
											by telling the word:
Sherlock, London, murderer.
											And when I'm transmitting
these words to your brains now,
											you have to reconstruct it in your mind.
											In fact, we see that pattern
emerging now in your brains.
											And we were really surprised to see
											that the pattern you have
now in your brains
											when I'm describing to you these scenes
											would be very similar to the pattern
I had when I watched this movie
											a few months ago in the scanner.
											This starts to tell you
about the mechanism
											by which we can tell stories
and transmit information.
											Because, for example,
											now you're listening really hard
and trying to understand what I'm saying.
											And I know that it's not easy.
											But I hope that at one point
in the talk we clicked, and you got me.
											And I think that in a few hours,
a few days, a few months,
											you're going to meet someone at a party,
											and you're going to tell him
about this lecture,
											and suddenly it will be as if
he is standing now here with us.
											Now you can see
how we can take this mechanism
											and try to transmit memories
and knowledge across people,
											which is wonderful, right?
									","
											Para mim, como espetador,
											há um padrão cerebral específico
quando vejo aquilo.
											Posso reativar o mesmo padrão
no meu cérebro
											só por dizer as palavras:
""Sherlock"", ""Londres"", ""assassino"".
											Quando transmito
essas palavras ao vosso cérebro,
											vocês têm de reconstruí-las
na vossa mente.
											De facto, vemos esse padrão
a surgir nos vossos cérebros.
											Ficámos muito surpreendidos ao ver
											que o padrão que têm
agora no vosso cérebro,
											enquanto descrevo estas cenas,
											é muito similar ao padrão
que tive quando assisti ao episódio
											alguns meses atrás.
											Isso diz-nos algo sobre o mecanismo
											pelo qual podemos contar histórias
e transmitir informações.
											Porque, por exemplo,
											agora vocês estão a escutar com atenção
e a tentar entender o que digo.
											E sei que não é fácil.
											Mas espero que, a certa altura 
da palestra, vamos ficar sincronizados.
											E acho que dentro de horas,
de dias ou meses,
											vão encontrar alguém numa festa
											e falar-lhe desta palestra,
											e, de repente, será como se ele
estivesse hoje aqui connosco.
											Agora vocês entendem como podemos,
através deste mecanismo,
											tentar transmitir memórias
e conhecimento entre as pessoas,
											e isso é maravilhoso, não é?
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Pero nuestra habilidad de comunicar
se basa en nuestra habilidad
											de poseer un contexto común.
											Porque, por ejemplo,
											si voy a usar el sinónimo británico
											""Vehículo de alquiler"" en vez de ""taxi"",
											Sé que estaré desalineado
con la mayoría de Uds. en la audiencia.
											Esta alineación no sólo
depende de la habilidad
											para entender conceptos básicos;
											también depende de la habilidad
para crear un contexto, una comprensión
											y un sistema de creencias comunes.
											Porque sabemos que en muchos casos,
											la gente entiende una misma historia
en formas muy diferentes.
									","
											Ancak iletişim kurabilme yeteneğimiz ortak
											bir zeminde buluşabilmemize bağlıdır.
											Çünkü, örneğin,
											''taksi'' yerine İngiltere'de
											eşanlamlı olan ''hackney arabası'' desem
											birçoğunuz için bir anlam ifade etmeyecek.
											Uyum sadece temel fikri
anlama yeteneğimize
											bağlı değildir;
											aynı zamanda ortak zemin, anlayış ve
paylaşılan inanç sistemine
											sahip olmamıza da bağlıdır.
											Çünkü biliyoruz ki birçok durumda
											insanlar aynı hikâyeyi
çok farklı biçimlerde anlayabilirler.
									","
											But our ability to communicate
relies on our ability
											to have common ground.
											Because, for example,
											if I'm going to use the British synonym
											""hackney carriage"" instead of ""cab,""
											I know that I'm going to be misaligned
with most of you in the audience.
											This alignment depends
not only on our ability
											to understand the basic concept;
											it also depends on our ability to develop
common ground and understanding
											and shared belief systems.
											Because we know that in many cases,
											people understand the exact
same story in very different ways.
									","
											Mas a capacidade de comunicarmos
depende da nossa capacidade
											de ter algo em comum.
											Porque, por exemplo,
											se eu usar o termo sinónimo
											""carro de praça"" em vez de ""táxi"",
											sei que vou ficar desalinhado 
com a maior parte dos ouvintes.
											Tal alinhamento depende 
não só da nossa capacidade
											para entender o conceito básico,
											também depende da nossa capacidade
para criar um contexto, uma compreensão,
											um sistema de crenças partilhadas.
											Pois sabemos que, em muitos casos,
											as pessoas entendem a mesma história
de maneiras diferentes.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Así que para probarlo,
hicimos el siguiente experimento.
											Escogimos una historia de J.D. Salinger,
											En la cual un esposo perdió rastro
de su esposa en medio de una fiesta,
											y él llama a su mejor amigo, preguntando:
""¿has visto a mi esposa?""
											La mitad de ellos
											dijo que la esposa estaba
teniendo una aventura con su mejor amigo.
											La otra mitad
											dijo que la esposa era fiel
y el esposo era muy celoso.
											Esta única oración antes
de iniciar historia
											fue suficiente para hacer
que las reacciones
											de todos los que creían
que la esposa tenía una aventura
											fueran muy similares en las áreas
de orden superior
											y diferentes que en el otro grupo.
											Y si una oración es suficiente
para hacer su cerebro similar
											a los que piensan como Uds.
											y muy diferente al de los que piensan
distintamente a Uds.,
											piensen cómo este efecto va a ser
amplificado en la vida real,
											cuando todos escuchemos
los mismos artículos periodísticos,
											tras ser expuestos día tras día
											por diferentes medios de comunicación,
como Fox News o The new York Times,
											que nos dan perspectivas
muy diferentes de la realidad.
									","
											Yine laboratuvarda şu deneyi yaptık.
											J.D. Salinger'ın bir hikâyesini aldık,
											hikâyede bir partide eşini kaybeden
bir adam en iyi arkadaşını arıyor ve
											''Karımı gördün mü?'' diye soruyor.
											Deneklerin yarısına,
											karısının kocasının en iyi arkadaşı 
ile ilişki yaşadığını söyledik.
											Diğer yarısına ise
											eşinin sadık olduğunu ancak
kocasının çok kıskanç olduğunu söyledik.
											Hikâye başlamadan önceki bu tek cümle
											kadının kocasını aldattığını düşünen
											tüm kişilerin beyin tepkileri
yüksek seviye alanlarında
											aynı ve diğer türlü düşünen
											gruptan da farklı idi.
											Eğer tek bir cümle ile
											beyin tepkileriniz diğer insanlarla
											aynı ve sizden farklı düşünen
diğerleri ile farklı olabiliyorsa
											bu etkinin gerçek hayatta
nasıl yansıyacağını düşünün.
											Tamamıyla aynı haberi dinlerken,
											her geçen gün,
bize farklı bakış açıları sunan
											Fox Haber, New York Times gibi
farklı haber kanallarını dinleyerek,
											nasıl etkilendiğimizi bir düşünün.
									","
											So to test it in the lab,
we did the following experiment.
											We took a story by J.D. Salinger,
											in which a husband lost track
of his wife in the middle of a party,
											and he's calling his best friend, asking,
""Did you see my wife?""
											For half of the subjects,
											we said that the wife was having
an affair with the best friend.
											For the other half,
											we said that the wife is loyal
and the husband is very jealous.
											This one sentence before the story started
											was enough to make the brain responses
											of all the people that believed
the wife was having an affair
											be very similar in these high-order areas
											and different than the other group.
											And if one sentence is enough
to make your brain similar
											to people that think like you
											and very different than people
that think differently than you,
											think how this effect is going
to be amplified in real life,
											when we are all listening
to the exact same news item
											after being exposed
day after day after day
											to different media channels,
like Fox News or The New York Times,
											that give us very different
perspectives on reality.
									","
											Para testar isso no laboratório, 
fizemos a seguinte experiência.
											Pegámos numa história de J.D. Salinger
											na qual o marido, numa festa,
perde a esposa de vista.
											Liga para o melhor amigo e pergunta:
""Viste a minha mulher?""
											Dissemos a metade dos ouvintes
											que a esposa estava a ter
um caso com o melhor amigo.
											À outra metade, dissemos
											que a esposa era fiel
e o marido era muito ciumento.
											Essa informação, antes
de começar a história,
											foi suficiente para fazer
as reações cerebrais
											de todos os que acreditavam
que a esposa estava a ter um caso
											serem bem semelhantes
nas áreas de alto nível,
											e diferentes das do outro grupo.
											Portanto, se uma informação é suficiente
para tornar o nosso cérebro semelhante
											ao das pessoas que pensam como nós,
											e bem diferente do das pessoas 
que pensam diferente de nós,
											imaginem como esse efeito 
será amplificado na vida real,
											quando ouvimos todos as mesmas notícias,
											após sermos expostos, dia após dia,
											a diferentes canais de ""media"",
como a Fox News ou o The New York Times,
											que nos dão perspetivas
bem diferentes da realidade.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
