en,tr,es,fr,pt,de,title,speaker,duration,tags
"
											The third principle to follow
											is to create a system in your learning.
											We're all very busy and no one
really has time to learn a language today.
											But we can create that time
if we just plan a bit ahead.
											Can you wake up 15 minutes earlier
than you normally do?
											That would be the perfect time
to revise some vocabulary.
											Can you listen to a podcast
on your way to work while driving?
											Well, that would be great
to get some listening experience.
											There are so many things we can do
without even planning that extra time,
											such as listening to podcasts
on our way to work
											or doing our household chores.
											The important thing is
to create a plan in the learning.
											""I will practice speaking
every Tuesday and Thursday
											with a friend for 20 minutes.
											I will listen to a YouTube video
while having breakfast.""
											If you create a system in your learning,
											you don't need to find that extra time,
											because it will become
a part of your everyday life.
									","
											Uymanız gereken üçüncü ilke de
											öğrenme şeklinizde bir sistem yaratmak.
											Hepimiz çok meşgulüz ve gerçekten de
bugün kimsenin dil öğrenmeye vakti yok.
											Fakat biraz ileriye yönelik plan yaparsak
o zamanı yaratabiliriz.
											Her zamankinden 12 dakika
daha erken kalkabilir misiniz?
											Biraz kelime tekrarı için
harika bir zaman olurdu.
											Arabayla işe giderken
bir podcast dinleyebilir misiniz?
											İşte size harika bir
dinleme pratiği deneyimi.
											Hatta bu ekstra zamanı planlamadan bile
yapabileceğimiz bir sürü şey var,
											işe giderken veya ev işlerini yaparken
											podcast dinlemek gibi.
											Önemli olan nokta
öğrenme sürecinde bir plan yapmak.
											''Her Salı ve Perşembe günü
bir arkadaşımla
											20 dakika konuşma pratiği yapacağım.
											Kahvaltımı yaparken
bir YouTube videosu dinleyeceğim.''
											Öğrenme sürecinde bir plan geliştirirseniz
											o ekstra zamana ihtiyacınız olmaz
											çünkü bunlar günlük hayatınızın
bir parçası olur.
									","
											El tercer principio a seguir
											es crear un sistema en tu aprendizaje.
											Todos estamos ocupados y nadie tiene
tiempo para aprender idiomas hoy.
											Pero podemos conseguir el tiempo
si lo planificamos por adelantado.
											¿Puedes levantarte 15 minutos
más temprano de lo que acostumbras?
											Ese sería el momento perfecto
para repasar un poco de vocabulario.
											¿Puedes escuchar un podcast
mientras conduces al trabajo?
											Eso sería genial para obtener
alguna experiencia auditiva.
											Hay muchas cosas que podemos hacer
sin tener que planificar tiempo extra,
											como oìr podcasts al trabajo o mientras 
hacemos las tareas domésticas.
											Lo importante es crear
un plan para el aprendizaje.
											""Practicaré conversación
todos los martes y jueves
											durante 20 minutos con un amigo"".
											""Escucharé un video de YouTube
mientras desayuno"".
											Si creas un sistema en tu aprendizaje
											no tendrás que conseguir tiempo extra
											porque se hará parte 
de tu vida cotidiana.
									","
											Le troisième principe à suivre
											est de créer un système d'apprentissage.
											Nous sommes tous occupés et personne
n'a le temps d'apprendre une langue.
											Mais nous pouvons avoir le temps
si nous le prévoyons.
											Pouvez-vous vous réveiller
15 minutes plus tôt que d'habitude ?
											Ce serait le moment parfait
pour réviser du vocabulaire.
											Pouvez-vous écouter un podcast
en conduisant pour aller au travail ?
											Ce serait génial pour avoir
de l'expérience d'écoute.
											Nous pouvons faire tant de choses
sans prévoir de temps supplémentaire
											comme écouter des podcasts
en allant au travail
											ou en faisant des tâches ménagères.
											L'important est de créer
un projet d'apprentissage.
											« Je m'entraînerai à parler
chaque mardi et jeudi
											durant 20 minutes avec un ami.
											J'écouterai une vidéo YouTube
durant mon petit-déjeuner. »
											Si vous créez un système d'apprentissage,
											vous n'avez pas besoin
de temps supplémentaire
											car cela fera partie
de votre vie quotidienne.
									","
											O terceiro princípio a seguir
											é criar um sistema na aprendizagem.
											Estamos sempre ocupados e hoje ninguém
tem tempo para aprender um idioma.
											Mas podemos criar esse tempo
se fizermos um plano.
											Conseguem acordar 15 minutos antes
do que normalmente acordam?
											Essa seria a hora perfeita
para rever vocabulário.
											Podem ouvir um ""podcast"" 
a caminho do trabalho enquanto conduzem?
											Bom, isso seria incrível
para obter experiência auditiva.
											Há tantas coisas que podemos fazer
sem sequer planear esse tempo extra,
											como ouvir ""podcasts""
a caminho do trabalho
											ou a fazer as tarefas domésticas.
											O importante é criar um
plano para a aprendizagem.
											""Eu vou praticar a fala
todas as terças e quintas-feiras
											""com um amigo, durante 20 minutos"".
											""Vou ouvir vídeos do YouTube
enquanto tomo o café da manhã.""
											Se criarem um sistema de aprendizagem,
											não vão precisar de tempo extra,
											pois isso vai fazer parte
do vosso dia a dia.
									","
											Das dritte Prinzip ist,
											ein Lernsystem zu schaffen.
											Wir sind heutzutage alle sehr beschäftigt
											und niemand hat wirklich Zeit,
eine Sprache zu lernen.
											Aber wir können diese Zeit schaffen,
wenn wir nur ein bisschen vorausplanen.
											Kann man 15 Minuten
früher aufstehen als gewohnt?
											Das wäre die perfekte Zeit,
um Vokabeln zu üben.
											Kann man auf dem Weg zur Arbeit
einen Podcast hören?
											Das wäre großartig,
um eine Hörerfahrung einzuschieben.
											Es gibt viele Dinge, die man tun kann,
ohne diese extra Zeit einzuplanen,
											z. B. Podcasts auf dem Arbeitsweg hören
											oder während der Hausarbeit.
											Das Wichtige ist
einen Lernplan zu schaffen.
											""Ich werde jeden Dienstag und Donnerstag
											mit einem Freund 20 Min Sprechen üben.
											Ich werde währen des Frühstücks
ein YouTube Video anhören.""
											Wenn man ein Lernsystem schafft,
											braucht man nicht extra Zeit finden,
											denn es wird ein Teil des Alltags.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											And finally, if you want to learn
a language fluently,
											you need also a bit of patience.
											It's not possible to learn
a language within two months,
											but it's definitely possible to make
a visible improvement in two months,
											if you learn in small chunks every day
in a way that you enjoy.
											And there is nothing
that motivates us more
											than our own success.
									","
											Ve son olarak da bir dili
akıcı olarak öğrenmek istiyorsanız
											biraz sabırlı olmanız gerek.
											İki ay içinde bir dil öğrenmek imkânsız
											ama iki ay içinde bariz bir ilerleme
kaydetmek kesinlikle mümkün,
											tabii eğer her gün biraz biraz
keyifle öğrenecekseniz.
											Ve hiçbir şey bizi
											kendi başarımızdan
daha çok motive edemez.
									","
											Finalmente, si quieres aprender
un idioma de forma fluida,
											debes tener un poco de paciencia.
											No es posible aprender
un idioma en dos meses,
											pero es definitivamente posible
tener una mejora visible en dos meses
											si aprendes un poco a diario
con un método que disfrutes.
											Y nada nos motiva más
											que nuestro propio éxito.
									","
											Finalement, si vous voulez
maîtriser une langue,
											il vous faut un peu de patience.
											Il n'est pas possible d'apprendre
une langue en deux mois,
											mais il est possible d'obtenir
une amélioration visible en deux mois,
											si vous apprenez de petits bouts
chaque jour en y prenant plaisir.
											Il n'y a rien qui nous motive plus
											que notre propre réussite.
									","
											E finalmente, se querem
ser fluentes num idioma,
											precisam de um pouco de paciência.
											Não é possível aprender
uma língua apenas em dois meses,
											mas com certeza é possível ver
uma grande melhoria em dois meses,
											se aprenderem a pouco e pouco, todos
os dias, de um modo que vos divirta.
											Não há nada mais motivante
											do que o nosso sucesso.
									","
											Und schließlich braucht man
um Sprachkompetenz zu bekommen,
											auch ein bisschen Geduld.
											Es ist nicht möglich, eine Sprache
in zwei Monaten zu lernen,
											aber es ist definitiv möglich,
sich inneralb von zwei Monaten
											wesentlich zu verbessern,
											wenn man täglich, in kleinen Schritten
und mit Freude lernt.
											Es gibt nichts, was uns mehr motiviert
											als unser eigener Erfolg.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											I vividly remember the moment
											when I understood the first joke
in German when watching ""Friends.""
											I was so happy and motivated
											that I just kept on watching that day
two more episodes,
											and as I kept watching,
											I had more and more of those moments
of understanding, these little victories,
											and step by step, I got to a level
where I could use the language
											freely and fluently to express anything.
											This is a wonderful feeling.
											I can't get enough of that feeling,
											and that's why I learn
a language every two years.
									","
											''Friends'' dizisini Almanca izlerken
											o ilk espriyi anladığım anı
çok net hatırlıyorum.
											O kadar mutlu ve motive olmuştum ki
											o gün iki bölüm daha izledim.
											İzlemeye devam ettikçe
											daha sık anlamaya başlıyor,
o küçük zaferlerden ediniyordum
											ve adım adım o dili
bağımsız ve akıcı bir şekilde
											her şeyi ifade edebileceğim
bir seviyeye geldim.
											Bu harika bir his.
											Bu hisse asla doyamam
											ve bu yüzden her iki yılda bir
yeni bir dil öğreniyorum.
									","
											Recuerdo vívidamente el momento
											cuando entendí el primer chiste
en alemán mientras veía ""Friends"".
											Estaba tan feliz y motivada
											que ese día vi dos episodios más,
											y mientras más lo veía,
											experimentaba más de esos momentos
de entendimiento, los pequeños logros,
											y poco a poco, llegué a un nivel
en el que podía usar el idioma
											de forma espontánea y fluida
para expresar cualquier cosa.
											Se siente maravilloso.
											No me canso de ese sentimiento
											y por eso aprendo
un nuevo idioma cada dos años.
									","
											Je me souviens très bien du moment
											où j'ai compris la première blague
en allemand en regardant « Friends ».
											J'étais si contente et motivée
											que ce jour-là, j'ai regardé
deux épisodes de plus
											et, en regardant,
											j'ai eu d'autres moments de compréhension,
ces petites victoires,
											et peu à peu, je suis arrivée à un niveau
où je pouvais utiliser la langue
											librement et couramment
pour tout exprimer.
											C'est un sentiment merveilleux.
											Je ne me lasse pas de ce sentiment
											et c'est pour cela que j'apprends
une langue tous les deux ans.
									","
											Eu lembro-me bem do momento
											em que percebi a primeira piada
em alemão, quando assistia a ""Friends.""
											Fiquei tão feliz e motivada
											que continuei a assistir
mais dois episódios, naquele dia.
											Enquanto assistia,
											tive mais momentos de perceber,
essas pequenas vitórias,
											e, pouco a pouco, cheguei a um nível
em que pude usar o idioma
											livre e fluentemente
para falar de qualquer assunto.
											É uma sensação maravilhosa.
											Não me canso dessa sensação,
											e é por isso que aprendo
um idioma de dois em dois anos.
									","
											Ich erinnere mich lebhaft an den Moment,
											als ich den ersten Witz auf Deutsch
verstand, als ich ""Friends"" schaute.
											Ich war so froh und motiviert,
											dass ich an dem Tag
noch zwei Episoden ansah
											und als ich weiterschaute,
											häuften sich solche Momente
des Verstehens, diese kleinen Siege.
											Schritt für Schritt kam ich
auf ein Niveau, auf dem ich die Sprache
											frei und flüssig anwenden konnte,
um alles Mögliche auszudrücken.
											Das ist ein wunderbares Gefühl.
											Ich bekomme davon nie genug
											und deshalb lerne ich alle
zwei Jahre eine neue Sprache.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											So this is the whole polyglot secret.
											Find effective methods
which you can use systematically
											over the period of some time
in a way which you enjoy,
											and this is how polyglots learn
languages within months, not years.
									","
											İşte poliglotların bütün sırrı bu.
											Sistematik olarak kullanabileceğiniz
etkili yöntemler bulun,
											zevk alacağınız bir şekilde
bir süre boyunca bunları uygulayın.
											Poliglotlar bu şekilde yıllar içinde değil
aylar içinde dil öğreniyorlar.
									","
											Este es el secreto de los políglotas.
											Consigue métodos efectivos
que puedas usar sistemáticamente,
											durante un tiempo,
de manera que lo disfrutes,
											y así es como los políglotas aprenden
idiomas en meses y no años.
									","
											Cela est le secret des polyglottes.
											Trouvez des méthodes efficaces
à utiliser systématiquement
											au fil du temps, en y prenant du plaisir
											et c'est ainsi que les polyglottes
apprennent des langues
											en quelques mois, pas des années.
									","
											Este é o segredo dos poliglotas.
											Encontrar métodos eficazes
que podemos usar sistematicamente
											durante um período de tempo
de um modo que nos dê felicidade.
											É por isso que os poliglotas
											aprendem línguas
em meses, em vez de anos.
									","
											Das ist das ganze polyglotte Geheimnis.
											Man muss effektive Methoden finden,
die man systematisch,
											über eine gewisse Zeit,
mit Freude anwendet.
											So lernen Polyglotte Sprachen
in Monaten, nicht Jahren.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											Now, some of you may be thinking,
											""That's all very nice
to enjoy language learning,
											but isn't the real secret
that you polyglots
											are just super talented
and most of us aren't?""
									","
											Bir kısmınız şöyle düşünebilir:
											''Dil öğrenirken zevk alma fikri çok hoş
											ama siz poliglotların gerçek sırrı

											çok yetenekli olmanız
ama bizim olmamamız değil mi?''
									","
											Algunos de Uds. seguro pensarán:
											""Disfrutar del proceso suena muy bien,
											pero ¿acaso el verdadero
secreto de los políglotas
											no es que son más talentosos
que la mayoría de nosotros?"".
									","
											Vous pensez peut-être :
											« C'est bien de prendre plaisir
à apprendre une langue
											mais le vrai secret n'est-il pas
que les polyglottes
											sont très talentueux et la plupart
d'entre nous ne le sont pas ? »
									","
											Agora, vocês devem estar a pensar:
											""Isso é muito bom,
aprender idiomas a brincar,
											""mas não é o verdadeiro segredo
de vocês poliglotas
											""serem muito mais talentosos
do que a maioria de nós, pois não?""
									","
											Manche werden jetzt denken,
											""Das ist ja ganz nett,
Freude am Sprachenlernen zu finden,
											aber ist das wahre Geheimnis nicht,
											dass ihr Polyglotte super talentiert seid
und die meisten von uns nicht?""
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											Well, there's one thing
I haven't told you about Benny and Lucas.
											Benny had 11 years of Irish Gaelic
and five years of German at school.
											He couldn't speak them
at all when graduating.
											Up to the age of 21, he thought
he didn't have the language gene
											and he could not speak another language.
											Then he started to look
for his way of learning languages,
											which was speaking to native speakers
and getting feedback from them,
											and today Benny can easily
have a conversation in 10 languages.
											Lucas tried to learn English
at school for 10 years.
											He was one of the worst students in class.
											His friends even made fun of him
											and gave him a Russian textbook as a joke
											because they thought he would never
learn that language, or any language.
											And then Lucas started
to experiment with methods,
											looking for his own way to learn,
											for example, by having Skype chat
conversations with strangers.
											And after just 10 years,
											Lucas is able to speak
11 languages fluently.
									","
											Size Benny ve Lucas hakkında
söylemediğim bir şey var.
											Benny 11 yıl boyunca okulda
İrlandaca ve Almanca dersi aldı.
											Mezun olduğunda bunları hiç konuşamıyordu.
											21 yaşına geldiğinde
o dil genine sahip olmadığına
											ve başka bir dil
konuşamacağına ikna olmuştu.
											Sonra dil öğrenme yollarını
araştırmaya başladı,
											bu da ana dilinde insanlarla konuşup
onlardan geri bildirim almaktı.
											Bugün Benny tam 10 dilde
kolaylıkla sohbet edebiliyor.
											Lucas okulda 10 yıl boyunca
İngilizce öğrenmeye çalıştı.
											Sınıftaki en kötü öğrencilerden biriydi.
											Arkadaşları onunla dalga geçiyor,
											ona espri olsun diye
Rusça ders kitabı veriyorlardı
											çünkü onun hiçbir dili
konuşamayacağı kanısındaydılar.
											Sonra Lucas bazı yöntemler
denemeye başladı,
											öğrenmeye yönelik yollar aradı,
											Skype üzerinden yabancılarla
sohbet etmek gibi.
											10 yılın ardından
											Lucas bugün akıcı olarak
11 dil konuşabiliyor.
									","
											Hay algo que no les dije
sobre Benny y Lucas.
											Benny estudió 11 años 
de gaélico irlandés
											y 5 años de alemán en la escuela.
											No los podía hablar cuando se graduó.
											Hasta los 21 años creía que
no tenía el gen de los idiomas
											y que no podía hablar 
ningún otro idioma.
											Pero entonces comenzó a buscar 
su método de aprender idiomas,
											que fue hablar con nativos
y ser corregido por ellos,
											y hoy día Benny puede conversar
fácilmente en 10 idiomas.
											Lucas intentó por 10 años
aprender inglés en la escuela.
											Era uno de los peores de su clase.
											Sus amigos se burlaban de él
											y le hicieron la broma
de regalarle un libro de ruso
											porque pensaron que nunca aprendería
ni ruso ni cualquier otro idioma.
											Entonces, Lucas comenzó
a probar varios métodos,
											descubriendo su propia 
forma de aprender,
											por ejemplo, entablando conversaciones
											con extraños en Skype.
											Y apenas 10 años después,
											Lucas puede hablar 
fluidamente 11 idiomas.
									","
											Il y a une chose que je ne vous ai pas
dite au sujet de Benny et Lucas.
											Benny a eu 11 ans de gaélique d'Irlande
et cinq ans d'allemand à l'école.
											Il ne parlait aucun des deux
quand il a eu son diplôme.
											Jusqu'à l'âge de 21 ans, il pensait
ne pas avoir la bosse des langues
											et ne pouvais pas parler d'autre langue.
											Puis il a cherché sa façon
d'apprendre des langues,
											qui était de parler à des locuteurs natifs
et qu'ils fassent des commentaires,
											et aujourd'hui Benny peut facilement
tenir une conversation dans 10 langues.
											Lucas a essayé d'apprendre l'anglais
à l'école pendant 10 ans.
											C'était l'un des pires
élèves de la classe.
											Ses amis se sont moqués de lui
											et lui ont offert un manuel
de russe pour blaguer
											car ils pensaient qu'il n'apprendrait
jamais cette langue, ni aucune autre.
											Puis Lucas a commencé
à essayer des méthodes,
											à chercher sa façon d'apprendre,
											par exemple, en ayant des discussions
sur Skype avec des étrangers.
											Après seulement 10 ans,
											Lucas parle couramment 11 langues.
									","
											Há uma coisa que eu não
contei sobre Benny e Lucas.
											Benny estudou 11 anos de gaélico irlandês
e cinco anos de alemão na escola.
											Ele não sabia falar nenhuma delas
até ao momento da formatura.
											Até aos 21 anos, pensava
que não tinha o gene linguístico
											e que não podia falar outra língua.
											Então, começou a procurar
a sua maneira de aprender idiomas.
											Foi conversar com nativos,
e receber ""feedback"" deles.
											Hoje Benny pode conversar
facilmente em 10 idiomas.
											Lucas tentou aprender inglês
na escola, durante 10 anos.
											Era um dos piores alunos da turma.
											Os amigos até o gozavam
											e deram-lhe um livro em russo
de brincadeira,
											porque achavam que ele nunca aprenderia
aquela língua, ou qualquer outra.
											Então Lucas começou
a experimentar métodos,
											procurando o seu método para aprender,
											por exemplo, conversando pelo Skype
com desconhecidos.
											Ao fim de dez anos,
											Lucas conseguia falar fluentemente
11 idiomas diferentes.
									","
											Es gibt eine Sache, die ich nicht
über Benny und Lucas erzählt habe.
											Benny hatte 11 Jahre Irisch-Gälisch
und 5 Jahre Deutsch in der Schule.
											Als er die Schule abschloss,
konnte er sie kaum sprechen.
											Bis er 21 war, dachte er,
er habe nicht das Sprachen-Gen
											und er könne keine Fremdsprache sprechen.
											Dann begann er, nach einem eigenen Weg,
Sprachen zu lernen, zu suchen.
											Dieser war, mit
Muttersprachlern zu sprechen
											und Feedback von diesen zu bekommen.
											Heute kann Benny locker
in 10 Sprachen ein Gespräch führen.
											Lucas versuchte in der Schule
10 Jahre lang Englisch zu lernen.
											Er war der Schlechteste in seiner Klasse.
											Seine Freunde lachten ihn aus
											und gaben ihm ein Russischbuch als Scherz,
											weil sie dachten, er könne niemals
diese oder eine andere Sprache lernen.
											Dann fing Lucas an,
neue Methoden auszuprobieren,
											auf der Suche nach
einer für ihn passenden,
											z. B. Skype Chats mit Fremden.
											Nach nur 10 Jahren
											spricht Lukas 11 Sprachen fließend.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											Does that sound like a miracle?
											Well, I see such miracles
every single day.
											As a language mentor,
											I help people learn
languages by themselves,
											and I see this every day.
											People struggle with language learning
for five, 10, even 20 years,
											and then they suddenly take
their learning into their own hands,
											start using materials which they enjoy,
more effective methods,
											or they start tracking their learning
											so that they can appreciate
their own progress,
											and that's when suddenly
											they magically find the language talent
that they were missing all their lives.
									","
											Kulağa bir mucize gibi mi geliyor?
											Ben bu mucizeleri her gün görüyorum.
											Bir dil rehberi olarak
											Yardımsız dil öğrenmelerinde
insanlara yardım ediyor
											ve bunu her gün görüyorum.
											İnsanlar dil öğrenme konusunda
beş, on hatta 20 yıl mücadele ediyor
											ve sonra birden öğrenme sürecini
kendi ellerine alıyorlar,
											zevk aldıkları materyalleri kullanıyorlar,
daha etkili yöntemleri
											ya da öğrendiklerini takip ediyor,
											böylelikle kendi ilerlemelerinden
memnun oluyorlar.
											İşte bu noktada sihirli bir şekilde
											hayatları boyunca yokluğunu çektikleri
o dil yeteneğini birdenbire keşfediyorlar.
									","
											¿Esto les suena como un milagro?
											Bueno, yo veo milagros así 
todos los días.
											Como mentora de idiomas,
											ayudo a la gente a aprender
idiomas por su cuenta,
											y esto lo veo a diario.
											La gente pasa cinco, 10 o incluso,
20 años aprendiendo un idioma,
											y de repente, comienzan a tomar
el control de su propio aprendizaje,
											comienzan a usar materiales
que disfrutan, métodos más efectivos,
											o monitorear su aprendizaje para poder 
apreciar sus propios progresos,
											y allí es cuando, de pronto,
											consiguen mágicamente el talento
lingüístico que no habían visto antes.
									","
											Cela semble être un miracle ?
											Je vois de tels miracles au quotidien.
											Étant mentor linguistique,
											j'aide les gens à apprendre
des langues d'eux-mêmes
											et je vois cela au quotidien.
											Les gens ont des difficultés à apprendre
une langue pendant 5, 10 ou même 20 ans,
											puis ils prennent soudainement
leur apprentissage en main,
											utilisent du contenu qu'ils apprécient,
des méthodes plus efficaces
											ou commencent à suivre leur apprentissage
											afin d'apprécier leurs progrès
											et c'est là que soudainement,
											ils découvrent le talent pour les langues
qu'il leur a manqué toute leur vie.
									","
											Isso parece um milagre?
											Eu vejo esses milagres todos os dias.
											Enquanto professora de línguas,
											ajudo as pessoas a estudarem
idiomas sozinhas
											e vejo isso todos os dias.
											Pessoas que têm dificuldade em
aprender idiomas
											durante 5, 10 ou até 20 anos,
											e de repente agarram na aprendizagem
com as próprias mãos,
											usando materiais que lhes agradam,
métodos mais eficazes,
											ou começam a seguir a sua aprendizagem
											para poderem apreciar
o seu próprio progresso.
											É nessa altura que, de repente,
como por magia,
											encontram o seu talento linguístico
que não tinham tido em toda a vida.
									","
											Klingt das nach einem Wunder?
											Nun, ich sehe solche Wunder jeden Tag.
											Als Sprachmentor helfe ich Leuten,
											Sprachen selbstständig zu lernen,
											und ich sehe das täglich.
											Leute kämpfen 5, 10, sogar 20 Jahre
mit dem Sprachenlernen
											und dann nehmen sie plötzlich selbst
das Lernen in die Hand,
											nutzen Materialien, die ihnen gefallen,
effektivere Methoden
											oder sie beginnen
ihren Lernprozess zu verfolgen,
											so dass sie ihren eigenen
Fortschritt sehen können,
											und dann plötzlich
											finden sie wie durch Zauberei
											das Sprachtalent, welches sie
ihr Leben lang gesucht hatten.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											So if you've also tried
to learn a language
											and you gave up,
thinking it's too difficult
											or you don't have the language talent,
											give it another try.
											Maybe you're also
just one enjoyable method away
											from learning that language fluently.
											Maybe you're just one method away
from becoming a polyglot.
									","
											Siz de bir dili öğrenmeye çalışıp
											sonra çok zor olduğunu düşünerek
											ya da yeteneğiniz
olmadığından pes ettiyseniz
											bir kez daha deneyin.
											Belki o dili akıcı olarak öğrenmekten
											sadece bir eğlenceli yöntem
kadar uzaksınız.
											Belki de bir poliglot olmaktan
yalnızca bir yöntem uzaktasınız
									","
											Si alguna vez intentaste
aprender otro idioma
											y te rendiste porque pensabas
que era muy difícil
											o que no tenías talento 
para los idiomas,
											inténtalo una vez más.
											Quizás solo necesitas
un método que disfrutes
											para aprenderlo de manera fluida.
											Quizás solo sea descubrir ese método
que te convertirá en políglota.
									","
											Si vous avez essayé d'apprendre une langue
											et avez abandonné,
pensant que c'était trop difficile
											ou que vous n'avez pas
de talent linguistique,
											réessayez.
											Vous n'êtes peut-être
qu'à une méthode ludique
											de maîtriser cette langue.
											Peut-être qu'une seule méthode ludique
vous sépare de devenir polyglotte.
									","
											Então, caso tenham tentado 
estudar um idioma e desistiram,
											por acharem que era muito difícil,
											ou porque não têm talento linguístico,
											deem outra hipótese.
											Talvez estejam prestes a encontrar
um método divertido
											para aprender esse idioma fluentemente.
											Talvez estejam prestes a serem poliglotas.
									","
											Falls Sie also auch versucht haben,
eine Sprache zu lernen
											und aufgegeben haben,
weil Sie dachten, es ist zu schwer
											oder Sie sind nicht talentiert,
											versuchen Sie es nochmal.
											Vielleicht sind Sie ebenfalls
nur eine unterhaltsame Methode.
											von ihrer gewünschten
Sprachkompetenz entfernt.
											Vielleicht sind Sie nur eine Methode
von einem Polyglotten entfernt.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											Thank you.
									","
											Teşekkürler.
									","
											Gracias.
									","
											Merci.
									","
											Obrigada.
									","
											Danke.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
