en,pt,fr,tr,es,de,title,speaker,duration,tags
"
											Now —
											that approach of designing something
											and then covering it
with a protective dome
											we also did for our Mars project.
											You can see it here, three domes.
											And you see the printers
printing these dome structures.
											There's a big difference
between Mars and the Moon,
											and let me explain it.
											This diagram shows you to scale
											the size of Earth and the Moon
and the real distance,
											about 400,000 kilometers.
											If we then go to Mars,
											the distance from Mars to Earth —
											and this picture here
											is taken by the rover on Mars,
Curiosity, looking back at Earth.
											You kind of see the little speckle there,
that's Earth, 400 million kilometers away.
											The problem with that distance
											is that it's a thousand times the distance
of the Earth to the Moon, pretty far away,
											but there's no direct radio contact
with, for example, the Curiosity rover.
											So I cannot teleoperate it from Earth.
											I can't say, ""Oh, Mars rover, go left,""
											because that signal
would take 20 minutes to get to Mars.
											Then the rover might go left,
											and then it will take another 20 minutes
before it can tell me,
											""Oh yeah, I went left.""
											So the distance,
											so rovers and robots
											and going to have to work autonomously.
											The only issue with it
											is that missions to Mars are highly risky.
											We've only seen it a few weeks ago.
											So what if half the mission
doesn't arrive at Mars.
											What do we do?
									","
											Ora bem...
											Esta solução de conceber uma coisa
											e depois tapá-la com uma cúpula protetora
											também a fizemos
para o nosso projeto de Marte.
											Vejam aqui, três cúpulas.
											Podem ver as impressoras,
a imprimir estas estruturas em abóbada.
											Há uma diferença enorme
entre Marte e a Lua,
											Passo a explicar.
											Este diagrama explica
como representar, em escala,
											a dimensão da Terra e da Lua
e a sua distância real.
											em cerca de 400 000 quilómetros.
											Se passarmos para Marte,
											a distância de Marte à Terra
											— e esta fotografia aqui
											foi tirada pelo ""rover"" em Marte,
o Curiosity, a olhar para a Terra.
											Estão a ver aquela pequena mancha?
											É a Terra, a 400 milhões
de km de distância.
											O problema com esta distância
											é que é mil vezes maior do que
a distância da Terra à Lua,
											está muito mais distante,
											mas não há contacto direto por rádio,
por exemplo, com o ""rover"" Curiosity.
											Por isso, não posso funcionar
da Terra, com telecomando,
											não posso dizer:
											"" 'Rover' de Marte, anda para a esquerda"",
											porque esse sinal levaria
20 minutos a chegar a Marte.
											Aí o ""rover"" pode ir para a esquerda
											e passam mais 20 minutos
antes de me dizer:
											""Ok, já fui para a esquerda"".
											Por causa da distância,
											os ""rovers"" e os robôs,
											vão ter que trabalhar autonomamente.
											O único problema
											é que as missões a Marte
são missões de alto risco.
											Vimos isso ainda há poucas semanas.
											E se metade da missão
não chegar a Marte?
											O que é que fazemos?
									","
											Maintenant —
											cette approche consistant
à créer quelque chose
											et à le recouvrir d'un dôme protecteur,
											nous l'avons aussi appliquée
à notre projet pour Mars.
											Vous pouvez le voir ici, trois dômes.
											Et vous voyez les imprimantes
imprimer ces structures en dôme.
											Il y a une grande différence
entre Mars et la Lune
											et je vais vous l'expliquer.
											Cette figure vous montre à l'échelle
											la taille de la Terre et de la Lune
ainsi que la distance réelle,
											400 000 kilomètres environ.
											Si nous allons ensuite sur Mars,
											la distance entre Mars et la Terre —
											et cette image ici
											a été prise par Curiosity,
le robot sur Mars, regardant la Terre.
											Vous voyez cette petite tache là,
c'est la Terre,
											à 400 millions de kilomètres.
											Le problème avec cette distance
											c'est qu'elle fait mille fois la distance
entre la Terre et la Lune,
											mais on n'a pas de contact radio en direct
avec, par exemple, le robot Curiosity.
											Je ne peux donc pas
le télécommander depuis la Terre.
											Je ne peux pas dire :
« Eh, robot martien, va à gauche »
											parce que ce signal mettrait 20 minutes
à atteindre Mars.
											Le robot irait peut-être à gauche
											et il faudrait encore 20 minutes
avant qu'il puisse me dire :
											« Au fait, je suis allé à gauche. »
											Donc la distance,
											donc les robots
											vont devoir travailler de façon autonome.
											Le seul problème,
											c'est que les missions sur Mars
sont très risquées.
											On l'a constaté
il y a seulement quelques semaines.
											Et si la moitié de la mission
n'atteint pas Mars,
											que faisons-nous ?
									","
											Şimdi —
											bu tasarlama tekniğinde, tasarımı
											daha sonrasında koruyucu bir kubbeyle
çevreliyorsunuz.
											Mars Proje'sinde de yaptığımız şey bu.
											Burada görebilirsiniz, üç kubbeli.
											Ve yazıcıları da gördünüz, bu kubbe
yapısını inşa edenleri.
											Mars ve Ay arasında büyük bir fark var,
											şöyle ki;
											bu diyagram ölçeklendirilmiş 
hâlini gösteriyor,
											Dünya ve Ay'ın boyutlarını 
ve arasındaki mesafeyi,
											yaklaşık 400,000 kilometre.
											Eğer Mars'a gelecek olursak,
											Dünya ve Mars arasındaki mesafe bu —
											ve ölçeklendirilmiş resim de bu
											Mars gezginin alacağı yol bu,
Curiosity (Meraklı), dünyaya dönersek,
											burada küçük bir leke gibi bir şey var,
bu dünya, 400 milyon kilometre uzakta.
											Mesafe,
											Dünya ile Ay arasındaki uzaklığın binlerce
katı, bu oldukça fazla,
											ancak direkt bir radyo bağlantısı yok
Meraklı Gezgin ile.
											Dolayısıyla telefonla organize edemem bu
durumu Dünya'dan.
											""Hadi, Mars Gezgini, sola şimdi,"" diyemem,
mesela.
											çünkü sinyalin Mars'a ulaşması 20 dakika
sürebilir.
											Gezgin sola döndüğünde,
											ben bunu söyledikten 20 dakika
sonra yapacaktır,
											""Tamamdır, sola döndüm.""
											Dolayısıyla bu mesafe düşünüldüğünde,
											gezgin ve robotlar
											kendi kendilerini yönetmek zorundalar.
											Bununla ilgili tek durum,
											Mars görevinin bir hayli riskli olması.
											Yalnızca birkaç hafta önce yaşadık bunu.
											Ya, görevin yarısında Mars'a hiç
ulaşamazsak.
											Ne yapacağız?
									","
											Ahora...
											ese enfoque de diseñar algo
											para luego cubrirlo con un domo protector
											también lo hicimos para 
nuestro proyecto de Marte.
											Pueden verlo aquí, tres domos.
											Y ven las impresoras que imprimen
estas estructuras de domo.
											Hay una gran diferencia
entre Marte y la Luna,
											y les explicaré.
											Este diagrama muestra en escala
											el tamaño de la Tierra y la Luna
y la distancia real,
											unos 400 000 km.
											Si luego vamos a Marte,
											la distancia de Marte a la Tierra...
											y esta imagen
											la toma el rover Curiosity en Marte,
mirando hacia la Tierra.
											Aquí ven un puntito, es la Tierra,
a 400 millones de km de distancia.
											El problema con esa distancia
											es que es mil veces la distancia
de la Tierra a la Luna es muy distante,
											pero no hay contacto directo por radio
con, por ejemplo, el rover Curiosity.
											Entonces no lo puedo teleoperar 
desde la Tierra.
											No puedo decir: ""Rover de Marte, 
ve a la izquierda"",
											porque esa señal tardaría 
20 minutos en llegar a Marte.
											luego el rover podría ir a la izquierda,
											y luego tardará otros 20 minutos
antes de que pueda decirme,
											""Sí, fui a la izquierda"".
											Debido a la distancia,
											rovers y robots
											van a tener que trabajar 
de manera autónoma.
											El único problema con esto
											es que las misiones a Marte 
son altamente riesgosas.
											Lo hemos visto hace unas semanas.
											¿Y si la mitad de la misión
no llega a Marte?
											¿Qué hacemos?
									","
											Diesen Ansatz, etwas zu entwerfen,
											und es dann mit einer
schützenden Kuppel zu bedecken,
											verwendeten wir auch
für unser Mars-Projekt.
											Sie können es hier sehen: drei Kuppeln.
											Sie sehen hier die Drucker, wie sie
die Kuppel-Strukturen drucken.
											Es gibt einen großen Unterschied 
zwischen Mars und Mond:
											Dies Diagramm zeigt maßstabsgetreu
											die Größe der Erde und des Mondes
und die wahre Entfernung,
											etwa 400.000 Kilometer.
											Aber wenn wir zum Mars fliegen,
											ist die Entfernung vom Mars zur Erde —
											das Bild hier wurde vom 
Mars-Rover Curiosity aufgenommen,
											der zurück zur Erde blickt.
											Dieser kleine Fleck hier, das ist
die 400 Millionen km entfernte Erde.
											Das Problem mit der Entfernung ist,
											dass sie das 1000-fache der Entfernung
von Erde und Mond ist, ziemlich weit weg.
											Aber es gibt da
keinen direkten Funkkontakt,
											z. B. mit dem Curiosity-Rover.
											Ich kann ihn also nicht
von der Erde aus fernsteuern.
											Ich kann nicht sagen:
""Mars-Rover, fahre nach links"",
											weil das Signal 20 Minuten bräuchte,
um beim Mars anzukommen.
											Dann würde der Rover nach links fahren,
											und es würde wieder 20 Minuten
dauern, bis er mir sagt:
											""Ja, ich bin nach links gefahren"".
											Infolge der Entfernung
											werden Rover und Roboter
also autonom arbeiten müssen.
											Das einzige Problem dabei ist,
											dass Missionen zum Mars
äußerst riskant sind.
											Erst vor ein paar Wochen 
haben wir das erlebt.
											Was, wenn die halbe Mission
nicht beim Mars ankommt?
											Was machen wir dann?
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											Well, instead of building
just one or two rovers
											like we did on the Moon,
											we're going to build hundreds of them.
											And it's a bit like
a termite's mound, you know?
											Termites, I would take half
of the colony of the termites away,
											they would still be able
to build the mound.
											It might take a little bit longer.
											Same here.
											If half of our rovers
or robots don't arrive,
											well, it will take a bit longer,
but you will still be able to do it.
											So here we even have
three different rovers.
											In the back, you see the digger.
											It's really good at digging regolith.
											Then we have the transporter,
											great at taking regolith
and bringing it to the structure.
											And the last ones,
the little ones with the little legs,
											they don't need to move a lot.
											What they do is they go
and sit on a layer of regolith
											and then microwave it together,
											and layer by layer
create that dome structure.
									","
											Bom, em vez de construirmos
apenas um ou dois ""rovers""
											como fizemos na Lua,
											vamos construir centenas.
											É como as termiteiras.
											Posso destruir metade
da colónia das térmitas
											que elas continuarão
a construir a termiteira.
											Pode demorar um pouco mais.
											Aqui é o mesmo.
											Se metade dos nossos ""rovers""
ou robôs não chegarem lá,
											vai demorar um pouco mais
mas conseguiremos fazê-lo na mesma.
											Aqui temos três ""rovers"" diferentes.
											Ao fundo, vemos a escavadora,
											é muita boa a escavar o regolito.
											Depois temos o transportador,
											é ótimo a apanhar o regolito
e a levá-lo para a estrutura.
											Os últimos, os pequenos,
com umas perninhas,
											não precisam de se mexer muito.
											Colocam-se sobre uma camada de regolito
											e depois aglutinam-no por micro-ondas
											e, camada a camada,
criam a estrutura em abóbada.
									","
											Au lieu de ne construire
qu'un ou deux robots
											comme on l'a fait sur la Lune,
											nous allons en construire des centaines.
											C'est un peu comme une termitière,
vous savez ?
											Si je retire la moitié
de la colonie de termites,
											elles pourront toujours
construire la termitière.
											Ça prendra juste un peu plus longtemps.
											C'est pareil ici.
											Si la moitié de nos robots
n'arrivent pas sur Mars,
											ça prendra plus de temps
mais ils pourront toujours le faire.
											Ici, nous avons même
trois robots différents.
											À l'arrière, vous voyez l'excavateur.
											Il est très bon à creuser le régolithe.
											Puis nous avons le transporteur,
											très bon à ramasser le régolithe
et à l'amener à la structure.
											Les derniers, avec les petites jambes,
ils n'ont pas vraiment besoin de bouger.
											Leur tâche est d'aller se mettre
sur une couche de régolithe,
											de la passer sous des micro-ondes
											et couche par couche,
de créer cette structure.
									","
											Bir ya da iki gezgin inşa etmek yerine,
											Ay'da olduğu gibi,
											bunlardan yüzlerce yapacağız.
											Termit tepecikleri gibi, biliyorsunuz?
											Termitler'in yarısının bile başına
herhangi bir şey gelse,
											geriye kalanlar hâlâ yapıyı
inşa edebilirler.
											En fazla biraz daha uzun sürer.
											Burada da aynı.
											Eğer robot ve ya gezginlerin yarısı
ulaşamasa bile,
											biraz uzun sürer ama,
geriye kalanlar bu görevi tamamlayabilir.
											Üç farklı gezginimizi görüyorsunuz burada.
											Arkada gördüğünüz kazıcı olan.
											Regoliti gerçekten iyi şekilde topluyor.
											Bir tane de taşıyıcımız var,
											harika şekilde regoliti alıyor,
ve yapı inşası için taşıyor.
											Ve sonuncusu,
küçük ayaklı, küçük robotlar,
											hareket etmelerine pek gerek yok.
											Bunların yaptığı şey,
gidip regolit katmanı üzerine kurulmak
											ve sonrasında orayı ısıtmak,
											katman-katman
kubbe yapısını yaratıyorlar.
									","
											Bueno, en lugar de construir
solo uno o dos rovers
											como lo hicimos en la Luna,
											vamos a construir cientos de ellos.
											Parece un montículo de termitas, ¿no?
											Si llevara la mitad de la colonia
de termitas,
											aún podrían construir el montículo.
											Puede llevar un poco más de tiempo.
											Esto es lo mismo.
											Si la mitad de los rovers
o los robots no llegan,
											llevará un poco más de tiempo,
pero aún se podrá hacer.
											Aquí tenemos incluso
tres rovers diferentes.
											Atrás, ven la excavadora.
											Es muy buena para cavar regolito.
											Luego tenemos el transportador,
											genial para tomar regolito
y llevarlo a la estructura.
											Y los últimos,
los pequeños con patitas,
											no necesitan moverse mucho:
											se asientan en una capa de regolito
											y lo cocinan con microondas,
											y capa por capa crean
esa estructura de domo.
									","
											Statt nur einen oder zwei Rover zu bauen,
											wie wir es auf dem Mond machten,
											werden wir hunderte davon bauen.
											Es ist fast wie ein Termitenhügel.
											Nähme ich den Termiten 
die Hälfte ihrer Kolonie weg,
											wären sie immer noch fähig, 
den Hügel zu bauen.
											Es würde vielleicht etwas länger dauern.
											Genauso hier.
											Wenn die Hälfte unserer Rover 
oder Roboter nicht ankommt,
											dauert es halt etwas länger, 
aber man kann es immer noch schaffen.
											Hier haben wir sogar 
drei unterschiedliche Rover.
											Im Hintergrund sehen Sie den Bagger.
											Der ist gut darin, Regolith auszugraben.
											Dann haben wir den Transporter,
											super, um Regolith aufzunehmen 
und zur Struktur zu bringen.
											Die kleinen mit den kleinen Beinen
müssen sich kaum bewegen.
											Die sitzen auf einer Schicht Regolith
											und backen es dann zusammen,
											um Schicht für Schicht
die Kuppelstruktur herzustellen.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											Now —
											we also want to try that out,
											so we went out on a road trip,
											and we created our own swarm of robots.
											There you go.
											So we built 10 of those.
It's a small swarm.
											And we took six tons of sand,
											and we tried out how these little robots
											would actually be able
to move sand around,
											Earth sand in this case.
											And they were not teleoperated. Right?
											Nobody was telling them go left, go right,
or giving them a predescribed path.
											No. They were given a task:
											move sand from this area to that area.
											And if they came across
an obstacle, like a rock,
											they had to sort it out themselves.
											Or they came across another robot,
											they had to be able to make decisions.
											Or even if half of them fell out,
their batteries died,
											they still had to be able
to finish that task.
									","
											Ora bem...
											também queremos experimentar isto,
											por isso, partimos em viagem
											e criámos um enxame de robôs.
											Cá vamos nós.
											Construímos 10 destes,
é um pequeno enxame.
											Agarrámos em 6 toneladas de areia
											e experimentámos
como estes pequenos robôs
											conseguiam, de facto,
transportar areia,
											areia da Terra, neste caso.
											Não foram telecomandados.
											Ninguém lhes dizia:
""Vão para a esquerda, para a direita"",
											nem lhes demos
um caminho pré-indicado.
											Não. Demos-lhes uma tarefa:
											""Mudem a areia daqui para ali"".
											Se eles encontrarem um obstáculo,
como uma rocha,
											têm que resolver o problema sozinhos.
											Se encontrarem outro robô,
											têm que poder tomar uma decisão.
											Mesmo que metade avarie
ou que as baterias se esgotem.
											continuam a poder acabar a sua tarefa.
									","
											Maintenant —
											nous voulons tester ce processus
											donc nous sommes partis en road-trip
											et nous avons créé
notre propre essaim de robots.
											Et voilà.
											Nous en avons construit dix.
C'est un petit essaim.
											Nous avons pris six tonnes de sable
											et nous avons testé
comment ces petits robots
											seraient capables de déplacer du sable,
											du sable terrien dans ce cas.
											Et ils n'étaient pas télécommandés,
d'accord ?
											Personne ne leur a dit
d'aller à gauche, à droite,
											ni leur a donné un chemin prédéfini.
											Non, ils avaient une tâche à accomplir :
											déplacer du sable
de cet endroit à cet endroit.
											S'ils se trouvaient face à un obstacle,
comme un caillou,
											ils devaient se tirer
d'affaire tout seuls.
											S'ils rencontraient un autre robot,
											ils devaient pouvoir prendre
des décisions.
											Même si la moitié d'entre eux tombaient,
si leurs batteries lâchaient,
											ils devaient toujours être capables
d'accomplir cette tâche.
									","
											Şimdi —
											bunu denemek istiyoruz,
											bu yüzden böyle bir yola çıktık
											ve kendi robot ordumuzu yarattık.
											İşte burada.
											Bunlardan 10 adet ürettik.
Küçük bir ordu denilebilir.
											Ve altı ton kum topladık,
											bu küçük robotların nasıl
											kum yüzeyinde hareket edeceğini
görmek istedik,
											Dünya kumunu kullanarak.
											Ve uzaktan kumandayla kontrol edilmediler.
											Hiç kimse onlara sağa, sola dön demedi,
ya da ön bir bilgi vermedi.
											Hayır. Tek bir görev verildi:
											kumu burdan al ve buraya taşı.
											Ve bir engelle karşılaşacak olurlarsa,
kaya gibi,
											kendi kendilerine çözüm bulmak zorundalar.
											Başka bir robot çıkarsa yollarına,
											kendi kararlarını verebilmeliler.
											Hatta onların yarısı ortadan kalksa bile,
bataryaları bittiğinde,
											yine de görevi bitirebilmeliler.
									","
											Ahora...
											también queremos probarlo,
											así que salimos en un viaje por carretera,
											y creamos nuestro propio 
enjambre de robots.
											Ahí lo tienen.
											Construimos 10 robots.
Es un pequeño enjambre.
											Y tomamos seis toneladas de arena,
											y probamos cómo estos pequeños robots
											podrían mover esa arena,
											arena terrestre en este caso.
											Y no fueron teleoperados, ¿sí?
											Nadie indicó ir a la izquierda, a la 
derecha, ni dio un camino predeterminado.
											No. Les dieron una tarea:
											mover arena de esta zona a esa zona.
											Y si se encontraban
un obstáculo, como una roca,
											tenían que sortearlo por su cuenta.
											O si se encontraban con otro robot,
											tenían que poder tomar decisiones.
											O incluso si la mitad se caía,
o se agotaban sus baterías,
											aún tenían que poder terminar esa tarea.
									","
											Wir wollten das auch testen,
also machten wir einen Workshop,
											und erschufen unseren 
eigenen Roboter-Schwarm.
											Da sind sie.
											Wir bauten 10 davon. Ein kleiner Schwarm.
											Wir nahmen 6 Tonnen Sand und testeten,
											wie diese kleinen Roboter
es wohl schaffen würden,
											Sand zu bewegen.
											In diesem Fall war das Erd-Sand.
											Sie wurden nicht ferngesteuert.
											Keiner befahl ihnen, nach links
oder rechts zu gehen,
											oder gab ihnen den Weg vor.
											Sie bekamen eine Aufgabe:
											Bewege Sand von diesem Gebiet nach dort.
											Wenn sie auf ein Hindernis
wie einen Felsen stießen,
											mussten sie selbst
die Lösung herausfinden.
											Auch wenn sie einen
anderen Roboter trafen,
											mussten sie Entscheidungen fällen.
											Selbst wenn die Hälfte von ihnen 
wegen leerer Batterien ausfiel,
											mussten sie immer noch in der Lage sein,
ihre Aufgabe zu beenden.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											Now, I've talked about redundancy.
											But that was not only with the robots.
											It was also with the habitats.
											On the Mars project,
we decided to do three domes,
											because if one didn't arrive,
											the other two could still form a base,
											and that was mainly because
each of the domes
											actually have a life support system
built in the floor,
											so they can work independently.
									","
											Já falei da redundância.
											Mas isso não acontece
apenas com os robôs,
											também acontece com os ""habitats"".
											No projeto de Marte,
decidimos fazer três cúpulas,
											porque, se uma falhar,
											as outras duas continuam
a poder formar uma base.
											Isto principalmente porque 
cada uma das cúpulas
											tem um sistema de apoio à vida
inserido no solo,
											por isso, podem funcionar
independentemente.
									","
											J'ai parlé de la redondance.
											Mais ce n'est pas que pour les robots.
											C'est aussi avec les habitats.
											Pour le projet sur Mars,
nous avons décidé de faire trois dômes,
											parce que si l'un d'entre eux
n'arrivait pas à destination,
											les deux autres pourraient
toujours former une base
											parce qu'en effet, chacun des dômes
											possède un système de survie
intégré dans le sol,
											pour qu'ils puissent
fonctionner séparément.
									","
											Pek çok şey hakkında konuştum.
											Fakat, her şey robotlarda bitmiyor.
											Bir de yerel çevre şartları var.
											Mars projesinde,
biz üç kubbe yapmaya karar verdik.
											Eğer biri görevi tamamlayamazsa,
											diğer ikisi yine de bir üs kurabilir
											ve aslında her bir kubbe
											bir yaşam destek sistemi 
olarak tasarlandı,
											böylece bağımsız olarak çalışabilirler.
									","
											Ya he hablado de redundancia.
											Pero eso no fue solo con los robots.
											Fue también con los hábitats.
											En el proyecto de Marte
decidimos hacer tres domos
											porque, si uno no llegaba,
											los otros dos aún 
podrían formar una base,
											y eso fue principalmente 
porque cada uno de los domos
											en realidad, tiene un sistema de soporte 
de la vida construido en el piso,
											que puede operar de forma independiente.
									","
											Ich habe ja schon
über Redundanz gesprochen.
											Aber das galt nicht nur für die Roboter,
sondern auch für die Wohnräume.
											Für das Mars-Projekt 
entschieden wir uns für drei Kuppeln,
											denn wenn eine nicht ankommt,
											könnten die anderen zwei 
immer noch eine Basis bilden,
											vor allem deshalb,
											weil jede Kuppel ein Versorgungssystem
im Boden eingebaut hat,
											und sie so unabhängig arbeiten können.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											So in a way, you might think,
well, this is pretty crazy.
											Why would you, as an architect,
get involved in space?
											Because it's such a technical field.
											Well, I'm actually really convinced
											that from a creative view
or a design view,
											you are able to solve really hard
and really constrained problems.
											And I really feel that there is
a place for design and architecture
											in projects like
interplanetary habitation.
									","
											De certa forma, podem estar a pensar
que isto é tudo uma loucura.
											Como é que um arquiteto
se envolveu no espaço?
											Porque é um campo muito técnico.
											Eu estou plenamente convencido
											que, do ponto de vista criativo
ou do ponto de vista do ""design"",
											podemos resolver problemas
muito difíceis
											e cheios de constrangimentos.
											Sinto que há um lugar
para o ""design"" e a arquitetura
											em projetos como a habitação
interplanetária.
									","
											D'une façon, vous pensez peut-être
que c'est assez fou.
											Pourquoi, en tant qu'architecte,
vous intéresseriez-vous à l'espace ?
											Parce que c'est un domaine
tellement technique.
											Je suis réellement convaincu
											que d'un point de vue créatif
ou d'un point de vue de design,
											vous pouvez résoudre des problèmes
très difficiles et très contraignants.
											Je crois vraiment qu'il y a une place
pour le design et l'architecture
											dans des projets
tels que l'habitation interplanétaire.
									","
											Belki, bunun oldukça çılgın bir şey
olduğunu düşünüyor olabilirsiniz.
											Yani, bir mimar olarak uzayda
ne işin var senin, diyor olabilirsiniz.
											Oradayım, çünkü bu teknik bir mesele.
											Ve ben oldukça eminim,
											bu yaratılan şeyden ve tasarımdan,
											çok zor şartlar altında, çok karmaşık
problemler çözüyor olabilirsiniz.
											Tasarım ve mimari için, yani bizim için de
bir yer olduğunu düşünüyorum,
											tıpkı bu gezegenler arası yapılan
projede olduğu gibi.
									","
											De alguna manera, podrían pensar,
bueno, esto es bastante loco.
											¿Por qué Ud., como arquitecto,
se involucró con el espacio?
											Porque es un campo muy técnico.
											Bueno, en realidad estoy muy convencido
											de que desde una mirada creativa
o una mirada de diseño,
											uno puede resolver problemas muy difíciles
que tienen muchas limitaciones.
											Y realmente siento que hay un lugar 
para el diseño y la arquitectura
											en proyectos para habitar
otros cuerpos celestes.
									","
											Vielleicht denken Sie jetzt:
Das ist schon ziemlich verrückt.
											Warum sollte man sich als Architekt
mit Raumfahrt befassen?
											Das ist doch so ein technisches Feld.
											Ich bin davon völlig überzeugt,
											dass man aus kreativen
oder Design-Gesichtspunkten
											auch schwierige Probleme
mit Restriktionen lösen kann.
											Ich glaube wirklich, Design 
und Architektur haben ihren Platz
											in Projekten wie der Schaffung
von interplanetarem Wohnraum.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											Thank you.
									","
											Obrigado.
									","
											Merci.
									","
											Teşekkür ederim.
									","
											Gracias.
									","
											Danke.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaus)
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
