fr,tr,title,speaker,duration,tags
"
											(Music ends)
									","
											(Müzik biter)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Applause)
									","
											(Alkış)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Cheering)
									","
											(Alkış)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Thank you so much.
									","
											Çok teşekkür ederim.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Applause)
									","
											(Alkış)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Merci.
									","
											Teşekkürler.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
