es,tr,en,fr,title,speaker,duration,tags
"
											En segundo lugar
esta el sentido del olfato.
											Cada uno de nosotros tiene 
un mundo de olores único, 

											en el sentido de que 
cuando olemos,
											cada uno huele un mundo 
completamente diferente.
											El olfato fue el más difícil 

											de los sentidos de descifrar,
											y el Premio Nobel otorgado a 


											Richard Axel y Linda Buck 


											en 2004, fue por descubrir
											cómo funciona el sentido del olfato.
											Es verdaderamente difícil,
											pero en esencia, 
los nervios del cerebro
											se dirigen a la nariz
											y sobre estos nervios expuestos
											al aire exterior 
se encuentran los receptores,
											y las moléculas de olor 
que entran con la inhalación
											interactúan con estos receptores,
											y si se unen, 
envían una señal al nervio
											que regresa hacia el cerebro.
											No solo tenemos 
un tipo de receptor.
											Si eres un ser humano, 
tienes cerca de 400
											diferentes tipos de receptores,
											y el cerebro sabe 
lo que estás oliendo
											debido a la combinación 
de receptores
											y a las células nerviosas 
que estos activan,
											mandando mensajes
hacia el cerebro
											de forma combinatoria.
											Pero es un poco más complicado,
											porque cada uno de esos 400
											viene en diversas variantes,
											y dependiendo 
de la variante que tengan,
											pueden oler el cilantro, 
esa hierba,
											ya sea como algo 
delicioso y sabroso
											o les puede oler a jabón.
											Así cada uno de nosotros 
tiene un mundo individual de olores,
											y eso lo complica todo
											al estudiar el olfato.
									","
											İkincisi koku duyusudur.
											Hepimizin benzersiz bir koku dünyası vardır,
											aldığımız kokular bakımından
											birbirinden tamamen farklı bir dünya duyumsarız.
											Koku duyusu, şifresi en zor kırılan
											duyu olmuştur.
											Richard Axel ve Linda Buck'a
											kokunun işleyişine ilişkin çalışmalar için verilen
											Nobel Ödülü
											henüz 2004'te sahibini bulabilmiştir.
											Gerçekten zor bir konudur,
											fakat özünde sinirler beyinden
											burna ulaşırlar
											ve burnun içinde dışarıdaki havaya doğru açılan
											bu sinirler üzerinde reseptörler bulunur
											ve koklama sırasında içeri giren koku molekülleri
											bu reseptörlerle etkileşime girer
											ve bağ kurulması durumunda sinire doğru bir sinyal gönderir
											ve bu sinyal beyin tarafından algılanır.
											Tek bir tür reseptörümüz yoktur.
											Bir insanda yaklaşık
											400 çeşit reseptör bulunur
											ve reseptörlerin bir araya gelmesi sayesinde
											beyin neyi kokladığını bilir
											ve reseptörlerin tetiklediği sinir hücreleri
											beyne tümleşik biçimde
											mesajlar gönderir.
											Ancak durum bu kadar basit değil,
											çünkü 400 reseptörün herbiri
											çeşitli varyasonlar halinde oldukları için
											sahip olduğunuz varyasyona bağlı olarak
											kişnişi, kişniş yaprağını veya bitkinin kendisini
											ya hoş ve lezzetli birşey olarak
											ya da sabun gibi duyumsayabilirsiniz.
											Herbirimizin kendine ait koku dünyası vardır.
											Bu durum, kokuyla ilgili yapılacak her türlü çalışmayı
											karmaşık hale getirir.
									","
											The second thing is the sense of smell.
											Each of us has a unique odor world,
											in the sense that what we smell,
											we each smell a completely different world.
											Now, smell was the hardest
											of the senses to crack,
											and the Nobel Prize awarded to
											Richard Axel and Linda Buck
											was only awarded in 2004
											for their discovery of how smell works.
											It's really hard,
											but in essence, nerves from the brain
											go up into the nose
											and on these nerves exposed in the nose
											to the outside air are receptors,
											and odor molecules coming in on a sniff
											interact with these receptors,
											and if they bond, they send the nerve a signal
											which goes back into the brain.
											We don't just have one kind of receptor.
											If you're a human, you have about 400
											different kinds of receptors,
											and the brain knows what you're smelling
											because of the combination of receptors
											and nerve cells that they trigger,
											sending messages up to the brain
											in a combinatorial fashion.
											But it's a bit more complicated,
											because each of those 400
											comes in various variants,
											and depending which variant you have,
											you might smell coriander, or cilantro, that herb,
											either as something delicious and savory
											or something like soap.
											So we each have an individual world of smell,
											and that complicates anything
											when we're studying smell.
									","
											La deuxième chose,
c'est l'odorat.
											Chacun d'entre nous a un monde
d'odeurs qui lui est propre,
											dans le sens où, ce que nous sentons,
											est complètement différent pour 
chaque individu.
											L'odorat est l'un des sens

											les plus difficiles à appréhender,
											et le Prix Nobel remis à
											Richard Axel et Linda Buck
											n'a été octroyé qu'en 2004
											pour leur découverte 
du fonctionnement de l'odorat.
											C'est très complexe,
											mais l'idée est que des nerfs du cerveau
											entrent dans le nez
											et dans les terminaisons nerveuses du nez,
											exposées à l'air extérieur,
il y a des récepteurs,
											et les molécules odorantes qui pénètrent
sur l'inspiration
											interagissent avec ces récepteurs,
											et s'ils se relient, ils envoient 
un signal au nerf
											qui va dans le cerveau.
											Nous n'avons pas qu'un type de récepteur.
											Chaque humain a près de 400
											types de récepteurs,
											et le cerveau sait ce que vous sentez
											par la combinaison des récepteurs
											et des cellules nerveuses 
qu'elles activent,
											envoyant un message au cerveau
											d'une manière combinatoire.
											Mais c'est un peu plus compliqué,
											parce que chacun des 400 types
											possède plusieurs variantes,
											et suivant la variante que vous avez,
											vous pourriez ressentir la coriandre,
l'herbe,
											comme une sensation 
délicieuse et savoureuse
											ou bien comme quelque chose 
proche du savon.
											Donc chacun de nous 
a son propre monde d'odeurs,
											et ça complique tout
											quand nous étudions les odeurs.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Realmente deberíamos 
hablar de las axilas,
											y debo decir que tengo 
particularmente unas muy buenas.
											No voy a mostrárselas,
											pero este es el lugar en el que 
la mayoría de las personas 

											ha buscado las feromonas.
											Hay una buena razón,
											que es, que los grandes simios 
tienen las axilas
											como su característica única.
											Los otros primates 
tienen glándulas de olor
											en otras partes del cuerpo.
											Los grandes simios 
tienen estas axilas
											llenas de glándulas secretoras
											produciendo olores 
todo el tiempo,
											un enorme número de moléculas.
											Cuando son secretadas 
desde las glándulas,
											las moléculas son inodoras.
											No tienen ningún olor,
											y es solo por las maravillosas bacterias
											que crecen en esta selva de pelo,
											que se producen los olores
											que conocemos y amamos.
											Y si de paso, quieren reducir
											la cantidad de olor,
											depilen sus axilas
											es una forma muy efectiva de reducir
											el hábitat de las bacterias,
											y descubrirán que permanecen 
sin tanto olor
											por mucho más tiempo.
											Pero, aunque nos hemos 
enfocado en las axilas,
											creo que es en parte porque es el lugar
											menos vergonzoso 
para pedir muestras de la gente.
											En realidad, hay otra razón 
por la que tal vez
											no busquemos ahí una feromona 
sexual universal,
											y es porque el 20 % 
de la población mundial
											no tiene las axilas olorosas 
como las mías.
											Y son las personas 
procedentes de China, Japón,
											Corea y otras partes 
del noreste de Asia.
											Simplemente no segregan 
los precursores inodoros
											que las bacterias aman usar 
para producir los olores
											que de manera etnocéntrica 
siempre pensamos
											que es una característica de las axilas.
											Por lo tanto, 
no aplica al 20 % del mundo.
									","
											Koltuk altlarını tartışmalıyız
											Benimkiler gayet hoştur.
											Size koklatmayacağım, elbette.
											Fakat çoğu insan feromonları
											işte burada arar.
											Çok geçerli bir nedeni vardır;
											büyük maymunların koltuk altları
											karakteristik özellikleridir.
											Diğer primatların koku bezleri
											vücutlarının başka yerlerindedir.
											Büyük maymunların koltuk altları
											salgı bezleriyle kaplıdır.
											Bunlar sürekli olarak muazzam ölçülerde
											koku molekülleri üretirler.
											Bezlerden salgılandıklarında
											moleküller kokusuzdurlar
											Kesinlikle kokmazlar.
											Kıl örtüsünün üzerinde büyüyen
											muhteşem bakteriler
											bildiğimiz ve sevdiğimiz
											kokuları üretirler.
											Olur da kokunun azalmasını isterseniz
											koltuk altındaki kılları almak
											bakteri habitatını azaltmada
											oldukça etkili bir yöntemdir
											ve sonrasında çok daha uzun süre
											daha az koktuklarını
											görürsünüz.
											Ama koltuk altı kıllarına odaklanmış olsak da,
											Bence bu bir dereceye kadar çünkü bunlar insanlardan
											örnek olarak isteyebileceğimiz en az utanç verici yer.

											Aslında bir evrensel cinsellik feromonunu orada
											aramamamız gerektiğinin başka bir sebebi var
											ve çünkü dünya popülasyonunun yüzde 20'sinin
											benimkisi gibi kokan koltukaltı kılı yok.
											Ve bunlar Çin'den, Japonya'dan, Kore'den ve
											kuzeydoğu Asya'nın başka bölgelerinden insanlar.
											Onlar basitçe bakterilerin, her zaman koltukaltı kıllarının
											karakteristiği olarak düşündüğümüz, etnik merkezli tarzda
											kokuları üretmek için kullanmayı sevdikleri bu kokusuz
											habercileri salgılamıyor.
											Yani dünyanın yüzde 20'sine bu durum uymuyor.
									","
											Well, we really ought to talk about armpits,
											and I have to say that I do
have particularly good ones.
											Now, I'm not going to share them with you,
											but this is the place that most people
											have looked for pheromones.
											There is one good reason,
											which is, the great apes have armpits
											as their unique characteristic.
											The other primates have scent glands
											in other parts of the body.
											The great apes have these armpits
											full of secretory glands
											producing smells all the time,
											enormous numbers of molecules.
											When they're secreted from the glands,
											the molecules are odorless.
											They have no smell at all,
											and it's only the wonderful bacteria
											growing on the rainforest of hair
											that actually produces the smells
											that we know and love.
											And so incidentally, if you want to reduce
											the amount of smell,
											clear-cutting your armpits
											is a very effective way of reducing
											the habitat for bacteria,
											and you'll find they remain less smelly
											for much longer.
											But although we've focused on armpits,
											I think it's partly because they're the least
											embarrassing place to go and ask people for samples.
											There is actually another reason why we might not
											be looking for a universal sex pheromone there,
											and that's because 20 percent
of the world's population
											doesn't have smelly armpits like me.
											And these are people from China, Japan,
											Korea, and other parts of northeast Asia.
											They simply don't secrete those odorless precursors
											that the bacteria love to use to produce the smells
											that in an ethnocentric way we always thought of
											as characteristic of armpits.
											So it doesn't apply to 20 percent of the world.
									","
											Il faut vraiment 
que nous parlions des aisselles.
											Je dois dire que j'en ai 
des particulièrement bonnes.
											Je ne vais pas vous les montrer,
											c'est l'endroit où la plupart des gens
											ont cherché des phéromones.

											Il y a une bonne raison à cela
											qui est que les grands singes 
ont des aisselles
											comme caractéristique 
propre à leur espèce.
											Les autres primates ont 
des glandes odorantes
											dans d'autres parties du corps.
											Les grands singes ont ces aisselles
											pleines de glandes sécrétoires
											qui produisent des odeurs tout le temps,
											un nombre important de molécules.
											Quand elles sont sécrétées 
par les glandes,
											les molécules n'ont pas d'odeur.
											Elles ne sentent rien du tout,
											et seules les extraordinaires bactéries
											qui croissent dans la forêt de poils
											produisent en fait les odeurs
											que nous connaissons et aimons.
											Donc entre parenthèses, pour réduire
											les odeurs,
											se raser les aisselles
											est un moyen très efficace de réduire
											l'habitat des bactéries,
											et vous verrez qu'elles resteront 
moins odorantes
											bien plus longtemps.
											Bien que nous nous soyons focalisés
sur les aisselles,
											je pense que c'est surtout
											parce que c'est moins embarrassant
pour demander des échantillons.
											Il y a une autre raison qui fait que nous 
ne devrions pas
											chercher une phéromone universelle du sexe
à cet endroit,
											et c'est que 20% de la population mondiale
											n'a pas des aisselles odorantes
comme les miennes.
											Il s'agit des habitants de la Chine, 
du Japon,
											de la Corée et d'autres parties
du l'Asie du Nord-Est.
											Ils ne secrètent tout simplement pas
ces précurseurs sans odeur
											que les bactéries adorent utiliser
pour produire les odeurs
											que nous avons crues
de façon ethnocentrique
											caractéristiques des aisselles.
											Donc ça ne concerne pas 20% du monde.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Entonces, ¿qué debemos hacer 

											en nuestra búsqueda 
de las feromonas humanas? 

											Estoy convencido de que las tenemos.
											Somos mamíferos, 
y como cualquier otro mamífero,
											probablemente las tenemos.
											Pero lo que creo 
que debemos hacer
											es regresar al principio,
											y, básicamente, 
buscar en todo el cuerpo.
											No importa qué tan vergonzoso sea,
											tenemos que buscar 
e ir por primera vez
											a donde nadie se ha atrevido
											Va a ser difícil,
											va a ser vergonzoso, 
pero tenemos que buscar.
											También necesitamos
volver a las ideas
											que usó Butenandt cuando 
estudió a la polilla de la seda.
											Necesitamos regresar 
y examinar sistemáticamente

											todas las moléculas 
que se están produciendo,
											e identificar las que están 
realmente involucradas.
											No es suficiente 
simplemente con tomar un par
											y decir: ""Son estas"".
											Tenemos que demostrar
											que realmente tienen 
los efectos que afirmamos.
									","
											Yani insan feromonlarını ararken
											ne yapıyor olmalıyız?
											Onlara sahip olduğumuza gerçekten ikna olmuş durumdayım.
											Diğer memeli olan herkes gibi bizler de memeliyiz
											ve muhtemelen biz de onlara sahibiz.
											Ama yapmamız gereken şey
											en başa geri dönmek
											ve temel olarak bütün vücudumuza bakmak.
											Ne kadar utanç verici olsa da,
											araştırmamız ve kimsenin cesaret
											edemediği ilk zamanlara geri dönmemiz gerekiyor.
											Zor olacak,
											utanç verici olacak fakat bakmamız gerekiyor.
											Ayrıca Butenandt'ın ipekböceği güvesini incelerken
											kullandığı fikirlere geri dönmemiz gerekiyor.
											Geri dönüp, sistemli bir şekilde
											üretilen bütün moleküllere bakmalıyız
											ve hangilerinin gerçekten alakalı olduğuna çalışmalıyız.
											Basitçe bir çift bulup ""Onlar yapıyor"" demek
											yeterince iyi değil.
											İddia ettiğimiz etkilere gerçekten sahip olduklarını
											ispatlamak zorundayız.
									","
											So what should we be doing
											in our search for human pheromones?
											I'm fairly convinced that we do have them.
											We're mammals, like everybody else
											who's a mammal, and we probably do have them.
											But what I think we should do
											is go right back to the beginning,
											and basically look all over the body.
											No matter how embarrassing,
											we need to search and go for the first time
											where no one else has dared tread.
											It's going to be difficult,
											it's going to be embarrassing, but we need to look.
											We also need to go back to the ideas
											that Butenandt used when he
was studying the silk moth.
											We need to go back and look systematically
											at all the molecules that are being produced,
											and work out which ones are really involved.
											It isn't good enough simply to pluck a couple
											and say, ""They'll do.""
											We have to actually demonstrate
											that they really have the effects we claim.
									","
											Donc que devrions-nous faire
											dans la recherche des phéromones humaines ?
											Je suis profondément convaincu que nous
en avons.
											Nous sommes des mammifères,
											comme tous les mammifères, et nous en 
avons probablement.
											Mais je crois que nous devrions

											recommencer tout du début,
											et en gros chercher partout sur le corps.
											Peu importe que ce soit embarrassant,
											nous devons chercher et aller 
pour la première fois
											là où personne d'autre n'a osé chercher.
											Ce sera difficile,
											ce sera embarrassant, 
mais nous devons chercher.
											Nous devons aussi reprendre les idées
											que Butenandt avait utilisées
quand il étudiait le ver à soie.
											Nous devons recommencer et regarder 
systématiquement
											toutes les molécules qui sont produites,
											et comprendre lesquelles sont impliquées.
											Ça ne suffit pas d'en pointer un groupe
											et de dire : « Elles feront l'affaire. »
											Nous devons vraiment prouver
											qu'elles ont réellement les effets
que nous leur accordons.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Hay un equipo que me tiene 
realmente impresionado.
											Están en Francia, y su éxito anterior
											fue la identificación de la feromona 
mamaria del conejo.
											Tienen su atención ahora 

											en los bebés humanos 
y en las madres. 

									","
											Gerçekten çok etkilendiğim bir takım var.
											Fransa'da bulunuyorlar ve bir önceki başarıları
											tavşan memeli feromonunu tespit etmekti.
											Şimdi dikkatlerini
											bebek ve annelere çevirdiler.
									","
											There is one team that I'm
actually very impressed by.
											They're in France, and their previous success
											was identifying the rabbit mammary pheromone.
											They've turned their attention now
											to human babies and mothers.
									","
											Il y a une équipe qui m'impressionne
vraiment en fait.
											Ils sont en France 
et leur succès précédent
											a été d'identifier la phéromone 
mammaire du lapin.
											Ils ont maintenant orienté leur attention
											vers les bébés humains et leurs mères.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Este es un bebé tomando leche 

											del pecho de su madre.
											Su pezón está completamente escondido
											por la cabeza del bebé,
											pero lo que notarán 
es una gotita blanca
											señalada por una flecha,
											y es la secreción 
de las glándulas areolares.
											Todos las tenemos, 
hombres y mujeres,
											son las pequeñas protuberancias 
alrededor del pezón,
											y si eres una mujer amamantando,
											estas comienzan a secretar.
											Es una secreción muy interesante.
											Lo qué Benoist Schaal 
y su equipo desarrollaron 

											fue una prueba sencilla 
para investigar
											el efecto de esta secreción,
											una simple prueba biológica.
											Este es un bebé durmiendo,
											y bajo su nariz, pusimos
una varilla de vidrio limpio.
											El bebé permanece dormido,
											sin mostrar ningún interés en absoluto.
											Pero si vamos con cualquier madre

											que este secretando 
de las glándulas areolares, 

											no se trata de reconocer,
											puede ser de cualquier madre,
											si tomamos la secreción
											y la ponemos 
debajo de la nariz del bebé, 

											obtenemos una reacción muy diferente.
											Es la reacción 
de un conocedor del placer,
											abre su boca,
											saca la lengua
											y comienza a succionar.
											Ya que viene de cualquier madre,
											podría en verdad ser una feromona.
											No se trata 
de reconocimiento individual.
											Cualquier madre lo podría hacer.
									","
											Bu bir bebeğin annesinin göğsünden
											süt emmesini gösteriyor.
											Meme ucu bebeğin başı tarafından
											tamamen kaplanmış durumda
											ama siz okla gösterilen
											beyaz damlacığı fark edeceksiniz
											bu gözenekli salgı bezinden bir salgı.
											Şimdi, hepimiz bunlara sahibiz, erkekler ve kadınlar
											ve bunlar meme ucunun etrafındaki küçük çıkıntılar
											ve eğer emziren bir kadınsanız
											bunlar salgı salgılamaya başlar.
											Bu çok ilginç bir salgılama.
											Benoist Schaal ve takımının bu salgılamanın etkisinin
											basit bir bioanalizin etkisi ile ne olabileceğini araştırmak için
											geliştirmiş olduğu
											basit bir test.
											Bu uyuyan bir bebek
											ve burnunun altına temiz bir cam çubuk yerleştirdik.
											Bebek hiç ilgi göstermeden
											uyumaya devam etti.
											Ama eğer salgı bezlerinden salgı üreten
											herhangi bir anneye gidersek
											yani tanıma ile ilgili değil,
											herhangi bir anneden olabilir,
											salgıyı alırsak
											ve şimdi bebeğin burnunun altına koyarsak,
											çok farklı bir tepki alırız.
											Bu bir eksperin hazza tepkisidir
											ve ağzını açar
											dilini dışarı çıkarır
											ve emmeye başlar.
											Şimdi, herhangi bir anneden olmasına rağmen,
											gerçekten bir feromon olabilir.
											Bu bireysel tanıma ile ilgili değil.
											Herhangi bir anne yapacaktır.
									","
											So this is a baby having a drink of milk
											from its mother's breast.
											Her nipple is completely hidden
											by the baby's head,
											but what you'll notice is a white droplet
											with an arrow pointing to it,
											and that's the secretion from the areolar glands.
											Now, we all have them, men and women,
											and these are the little bumps around the nipple,
											and if you're a lactating woman,
											these start to secrete.
											It's a very interesting secretion.
											What Benoist Schaal and his team developed
											was a simple test to investigate
											what the effect of this secretion might be,
											in effect, a simple bioassay.
											So this is a sleeping baby,
											and under its nose, we've put a clean glass rod.
											The baby remains sleeping,
											showing no interest at all.
											But if we go to any mother
											who is secreting from the areolar glands,
											so it's not about recognition,
											it can be from any mother,
											if we take the secretion
											and now put it under the baby's nose,
											we get a very different reaction.
											It's a connoisseur's reaction of delight,
											and it opens its mouth
											and sticks out its tongue
											and starts to suck.
											Now, since this is from any mother,
											it could really be a pheromone.
											It's not about individual recognition.
											Any mother will do.
									","
											Ici vous avez un bébé qui boit du lait
											de la poitrine de sa mère.
											Son mamelon est complètement caché
											par la tête du bébé,
											mais vous pouvez noter une 
gouttelette blanche

											avec une flèche qui pointe vers elle,
											et c'est une sécrétion 
des glandes aréolaires.
											Nous en avons tous, hommes et femmes,
											et ce sont les petites bosses autour
du mamelon,
											et si vous êtes une femme qui allaite,
											elles commencent à sécréter.
											C'est une sécrétion vraiment intéressante.
											Benoist Schaal et son équipe
ont développé
											un test simple qui étudie
											ce que cette sécrétion peut avoir 
comme effets.
											En fait, un simple test biologique.
											Ici, vous avez un bébé qui dort,
											et sous son nez on a placé 
une tige propre.
											Le bébé reste endormi,
											il ne montre pas le moindre intérêt.
											Mais si nous prenons chez une mère
											qui sécrète dans les glandes mammaires,
											il n'y a pas de reconnaissance,
											il peut s'agit de n'importe quelle mère,
											et nous prenons la sécrétion
											et nous la mettons maintenant sous le nez
du bébé,
											nous obtenons 
une réaction très différente.
											C'est une réaction 
de délice de connaisseur,
											et il ouvre sa bouche
											et sort sa langue
											et il commence à téter.
											Étant donné que cela marche 
avec toute mère,
											ça peut vraiment être une phéromone.
											Pas une reconnaissance individuelle.
											Toute mère fait l'affaire.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											¿Por qué es importante,
											aparte de ser muy interesante? 

											Es porque las mujeres varían
											en el número de las glándulas 
areolares que tienen,
											y hay una correlación 
entre la facilidad
											con la que los bebés 
comienzan a succionar
											y el número de glándulas 
areolares que tienen.
											Parece que mientras 
más secreciones tiene,
											es probable que el bebe comience
a succionar más rápidamente.
											Si eres un mamífero,
											el momento más peligroso en la vida
											son las primeras horas 
después de nacer.
											Es necesario esa primera leche,
											y si no la consigues, 
no sobrevivirás.
											Morirás.
											Debido a que a muchos bebés
les resulta difícil
											tomar esa primera comida,
											porque no reciben 
el estímulo adecuado,
											si pudiéramos identificar 
cuál era esa molécula,
											y el equipo francés 
está siendo muy cuidadoso,
											pero si pudiéramos 
identificar la molécula,
											sintetizarla, entonces significaría 
que los bebés prematuros 

											tendrían más posibilidades 
de amamantarse,
											y cada bebé tendría 
una mayor oportunidad
											de sobrevivir.
											Lo que quiero decir es 
que este es un ejemplo
											de cómo un enfoque sistemático, 
realmente científico,
											nos puede mostrar 
una comprensión real
											de las feromonas.
											Puede haber todo tipo 
de intervenciones médicas.
											Podría haber muchas cosas
											que los humanos están 
haciendo con las feromonas
											que simplemente no sabemos.
											Lo que debemos recordar 
es que las feromonas
											no solo tienen que ver con el sexo.
											Se relacionan con muchas más cosas
											en la vida de los mamíferos.
											Así que adelante y a buscar más.
											Hay mucho que encontrar.
									","
											Peki bu neden önemli,
											basitçe çok ilginç olmasının dışında.
											Çünkü kadınlar sahip oldukları gözenekli salgı bezleri
											sayısı olarak çeşitlilik gösterir
											ve bebeklerin emmeye başlama huzuru ile
											kadının sahip olduğu gözenekli salgı bezi sayısı
											arasında bir ilişki mevcut.
											Kadın ne kadar fazla salgı üretirse
											bebek de o kadar çabuk emecektir.
											Eğer bir memeli iseniz,
											hayatınızdaki en tehlikeli zaman
											doğduktan sonraki ilk birkaç saattir.
											İlk sütünüzü içmek zorundasınız
											ve eğer içmezseniz, yaşayamazsınız.
											Ölürsünüz.
											Birçok bebek aslında ilk besinini almayı
											zor bulsa da
											çünkü doğru uyarıcıyı almıyorlar,
											eğer o molekülün ne olduğunu belirleyebilirsek
											ve Fransız takım çok temkinli
											ama eğer molekülü belirleyebilirsek,
											onu sentezleyebilirsek, böylece prematüre bebeklerin
											emzirilmesi ve her bebeğin yaşamak için
											daha iyi bir şansa
											sahip olması anlamına gelir.
											Yani tartışmak istediğim şey bu sistematik ve
											gerçek bilimsel yaklaşımın feromonların
											gerçekten anlaşılabilir bir hale gelebileceğinin
											bir örneği.
											O zaman her türlü medikal müdahale olabilir.
											İnsanların şu anda bilmediğimiz
											feromonlarla yaptığı
											her türlü şey olabilir.
											Hatırlamamız gereken şey ise
											feromonlar sadece cinsellik ile ilgili değil.
											Bir memelinin hayatıyla ilgili
											olan her çeşit şey ile alakalı.
											Yani daha ileri gidin ve daha fazlası için araştırın.
											Bulunacak çok fazla şey var.
									","
											Now, why is this important,
											apart from being simply very interesting?
											It's because women vary
											in the number of areolar glands that they have,
											and there is a correlation between the ease
											with which babies start to suckle
											and the number of areolar glands she has.
											It appears that the more secretions she's got,
											the more likely the baby is to suckle quickly.
											If you're a mammal,
											the most dangerous time in life
											is the first few hours after birth.
											You have to get that first drink of milk,
											and if you don't get it, you won't survive.
											You'll be dead.
											Since many babies actually find it difficult
											to take that first meal,
											because they're not getting the right stimulus,
											if we could identify what that molecule was,
											and the French team are being very cautious,
											but if we could identify the molecule,
											synthesize it, it would then mean
											premature babies would be more likely to suckle,
											and every baby would have a better chance
											of survival.
											So what I want to argue is this is one example
											of where a systematic, really scientific approach
											can actually bring you a real understanding
											of pheromones.
											There could be all sorts of medical interventions.
											There could be all sorts of things
											that humans are doing with pheromones
											that we simply don't know at the moment.
											What we need to remember is pheromones
											are not just about sex.
											They're about all sorts of things to do
											with a mammal's life.
											So do go forward and do search for more.
											There's lots to find.
									","
											Pourquoi est-ce important,
											à part que c'est très intéressant ?
											C'est parce que les femmes
											ont un nombre de glandes aréolaires
très différent,
											et il y a une corrélation
entre la facilité
											avec laquelle les bébés 
se mettent à téter
											et le nombre de glandes de la mère.
											Il semble que plus elle a de sécrétions,
											plus il est probable que le bébé
tète rapidement.
											Pour un mammifère,
											le moment le plus dangereux dans la vie
											ce sont les premières heures
après la naissance.
											Il faut que vous receviez 
cette première tétée,
											et si vous ne la recevez pas, 
vous ne survivez pas.
											vous mourrez.
											Vu que beaucoup de bébés ont 
dans les faits du mal
											à prendre leur premier repas,
											parce qu'ils n'ont pas le bon stimulus.
											Si nous pouvions
identifier cette molécule,
											et l'équipe française est très prudente,
											mais si nous pouvions 
identifier la molécule,
											la synthétiser, cela signifierait
											que les prématurés auraient
plus de chance de téter,
											et tous les bébés auraient plus de chances
											de survie.
											Ce que je veux dire c'est que 
c'est un des exemples
											où une approche systématique 
et vraiment scientifique
											peut nous apporter 
une compréhension réelle
											des phéromones.
											Toutes sortes d'interventions médicales 
sont possibles,
											toutes sortes de choses
											que les humains font avec les phéromones
											que nous ne connaissons pas
pour le moment.
											Nous devons savoir que les phéromones
											ce n'est pas que du sexe.
											Elles concernent plein de choses
											dans une vie de mammifères.
											Donc allez de l'avant et cherchez plus.
											Il reste beaucoup à trouver.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Muchas gracias.
									","
											Çok teşekkür ederim.
									","
											Thank you very much.
									","
											Merci beaucoup.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
